case,model,y_initial,U,V,Vx,Vy,Vxx,Vxy,Vyy,chi,E2,E,f,den,num,q2,rho,rad,mat,N,z,u,y,qx,qy,tau,work,wx,wy,t_Gyr,Omega_chi,energy_residual,s,sp,d,dp,h2,h2p,U1,U1p,loop_force_ratio,physical_mass_eV,d_over_s,h_over_s,weighted_threshold,log_s_over_initial,log_hol_mass2_ratio,transverse_mass2_over_H2,curvature_dimensional_marker,H_over_mass,mass_adiabatic,delta_alpha
global_axis,global,0.0,47.92242415810731,47.92242415810731,-95.84484831621462,0.0,191.68969663242925,0.0,0.0,137.666271448234,42.95418659136243,6.55394435369743,-1.4768173846628154,0.9999630673539444,42.952600179592444,2.215958763339457,95.5147772577312,0.06307137823197952,42.20305834026701,-1.6325584436968799,4.1169494129429305,0.02397149352022073,0.0,1.4886096746089812,0.0,0.10212410329533447,4.710394808856765,9.756264971762901,0.0,1.4815453093220103,7.412143404972005e-05,1.3044613512162266e-14,9.998258875887386e+21,-7.261413886359024e+19,0.0,-0.0,2.612023174315825e-47,-5.318917594863818e-47,-2.8802145403771437e-53,-1.142656874782798e-51,9.727447468761263e-39,99991294000.46478,0.0,5.111685615556541e-46,-0.00034825514117403563,-0.00017412757058701781,-0.00017412757058701781,0.0,9.57135531717963e-32,9.42357474548061e-44,5.094051545619399e-46,1.7676488316045563e-05
global_axis,global,0.0,47.69326803265057,47.69326803265057,-95.38653606530114,0.0,190.7730721306023,0.0,0.0,137.66866809002946,42.750414844557206,6.5383801391902265,-1.4767021479358946,0.9999630702443664,42.74883608218376,2.215785338017585,95.05613923602016,0.06266649909223736,41.99970676053558,-1.6309484255078297,4.108717659730011,0.026368135315652987,0.0,1.4885514226984518,0.0,0.10237005193978359,5.16903283056535,9.732715058334913,0.0,1.485113360827578,7.411712812741067e-05,-1.1343142184488927e-14,9.99808485035169e+21,-7.26103465616905e+19,0.0,-0.0,2.5993066912500165e-47,-5.293021438727e-47,-3.152696045834656e-53,-1.1312181715580987e-51,9.676340153338785e-39,99990423793.23976,0.0,5.0993162184690584e-46,-0.0003830666123271879,-0.00019153330616359396,-0.00019153330616359396,0.0,9.571553039911114e-32,9.401277590959063e-44,5.081622673813369e-46,1.7656272411074084e-05
global_axis,global,0.0,47.46521661307294,47.46521661307294,-94.93043322614588,0.0,189.86086645229176,0.0,0.0,137.6710646378205,42.54762560154361,6.522854099360464,-1.476586378608388,0.9999630731481056,42.546054451674564,2.2156111136623213,94.5997126844347,0.062264219025519985,41.79733501180709,-1.6293384073187795,4.100499149126209,0.02876468310671456,0.0,1.4884929001047742,0.0,0.10261658602704198,5.6254593821519,9.709222015317371,0.0,1.4886899055293648,7.411280210271999e-05,-4.253678319183348e-16,9.997910840729806e+21,-7.2606554672590184e+19,0.0,-0.0,2.5866526159239186e-47,-5.267252377673248e-47,-3.422435713846088e-53,-1.1198644146185064e-51,9.625245454855696e-39,99989553658.01872,0.0,5.086977236598e-46,-0.00041787550598331157,-0.00020893775299165579,-0.00020893775299165579,0.0,9.571752539446504e-32,9.37903493191307e-44,5.0692241452275596e-46,1.7636058003737818e-05
global_axis,global,0.0,47.23826457279979,47.23826457279979,-94.47652914559959,0.0,188.95305829119917,0.0,0.0,137.6734610911704,42.34581412405547,6.507366143383625,-1.4764700742569274,0.9999630760652225,42.34425054997666,2.2154360866505827,94.14548693731501,0.06186452134739017,41.59593837285533,-1.6277283891297294,4.092293859827841,0.031161136456595916,0.0,1.4884341055789412,0.0,0.10286370690460478,6.079685129270941,9.68578570530189,0.0,1.4922749629758907,7.410845588461095e-05,-6.947674587999468e-15,9.997736847051736e+21,-7.260276319692617e+19,0.0,-0.0,2.5740606419465055e-47,-5.241609787696746e-47,-3.6894539997578687e-53,-1.1085950434458539e-51,9.574163379494256e-39,99988683594.95357,0.0,5.07466859624498e-46,-0.0004526818159944034,-0.0002263409079972017,-0.0002263409079972017,0.0,9.571953824018072e-32,9.356846639203935e-44,5.056855885756722e-46,1.7615845097606888e-05
global_axis,global,0.0,47.0124066109502,47.0124066109502,-94.0248132219004,0.0,188.0496264438008,0.0,0.0,137.67585744964026,42.144975696684405,6.491916180657634,-1.4763532324480024,0.9999630789957776,42.14341966185876,2.215260253344212,93.69345138046158,0.06146738948051444,41.395512145203035,-1.6261183709406792,4.084101770565488,0.03355749492647227,0.0,1.488375037866536,0.0,0.103111415922742,6.531720686125428,9.662405991212683,0.0,1.4958685527559317,7.410408938166942e-05,3.5447319326527897e-15,9.997562869347638e+21,-7.259897213533856e+19,0.0,-0.0,2.561530464431654e-47,-5.216093047856766e-47,-3.9537712238628245e-53,-1.0974095009845587e-51,9.523093933474634e-39,99987813604.19698,0.0,5.0623902238930774e-46,-0.00048748553618277744,-0.00024374276809138872,-0.00024374276809138872,0.0,9.572156901894527e-32,9.334712584008145e-44,5.044517821476928e-46,1.7595633696268647e-05
global_axis,global,0.0,46.78763745219867,46.78763745219867,-93.57527490439735,0.0,187.1505498087947,0.0,0.0,137.67825371278929,41.9451056267691,6.476504120802295,-1.476235850737927,0.9999630819398319,41.94355709483581,2.2150836100899083,93.24359545087178,0.06107280695397547,41.196051653011914,-1.6245083527516289,4.075922860103952,0.03595375807549511,0.0,1.4883156957077044,0.0,0.10335971443450191,6.981576615715093,9.639082736305681,0.0,1.499470694498569,7.409970250209146e-05,2.2686284368977854e-15,9.9973889076478e+21,-7.259518148847032e+19,0.0,-0.0,2.549061779989959e-47,-5.190701540261005e-47,-4.215407572251364e-53,-1.0863072336203943e-51,9.472037123051823e-39,99986943685.90231,0.0,5.050142046205618e-46,-0.0005222866603431334,-0.0002611433301715667,-0.0002611433301715667,0.0,9.572361781383992e-32,9.312632637816582e-44,5.032209878645085e-46,1.757542380332648e-05
global_axis,global,0.0,46.563951846661816,46.563951846661816,-93.12790369332363,0.0,186.25580738664726,0.0,0.0,137.68064988017457,41.74619924428604,6.461129873658789,-1.476117926672803,0.9999630848974463,41.74465817905971,2.2149061532192027,92.79590863650381,0.06068075740258915,40.99755224297405,-1.6228983345625787,4.067757107242197,0.038349925460782204,0.0,1.4882560778371452,0.0,0.10360860379571422,7.429263430083286,9.61581580416784,0.0,1.5030814078732353,7.409529515369005e-05,4.395467596489459e-15,9.997214961982654e+21,-7.259139125696751e+19,0.0,-0.0,2.5366542867219337e-47,-5.165434650051729e-47,-4.474383097629216e-53,-1.0752876911605892e-51,9.420992954518054e-39,99986073840.22363,0.0,5.037923990026279e-46,-0.0005570851822409112,-0.0002785425911204556,-0.0002785425911204556,0.0,9.572568470832251e-32,9.290606672433815e-44,5.019931983698555e-46,1.7555215422400788e-05
global_axis,global,0.0,46.341344569769426,46.341344569769426,-92.68268913953885,0.0,185.3653782790777,0.0,0.0,137.6830459513512,41.54825190173982,6.445793349289118,-1.4759994577884854,0.9999630878686825,41.546718267209606,2.214727879048385,92.35038047602356,0.060291224566225585,40.80000928420287,-1.6212883163735285,4.0596044908132916,0.04074599663741074,0.0,1.48819618298408,0.0,0.10385808536499365,7.874791590563278,9.592605058716234,0.0,1.5067007125897653,7.409086724388873e-05,1.8432606049794508e-15,9.997041032382778e+21,-7.258760144147928e+19,0.0,-0.0,2.5243076842103474e-47,-5.140291765390166e-47,-4.730717720149103e-53,-1.0643503268132416e-51,9.36996143420152e-39,99985204067.31577,0.0,5.025735982378306e-46,-0.0005918810956131207,-0.00029594054780656033,-0.00029594054780656033,0.0,9.572776978624095e-32,9.268634559977304e-44,5.007684063254653e-46,1.7535008557128453e-05
global_axis,global,0.0,46.119810422146905,46.119810422146905,-92.23962084429381,0.0,184.47924168858762,0.0,0.0,137.6854419258722,41.351258974054566,6.430494457975573,-1.4758804416105498,0.999963090853602,41.34973273438335,2.2145487838784326,91.90700055856423,0.05990419228913485,40.6034181681253,-1.6196782981844784,4.051464989684355,0.04314197115840717,0.0,1.488136009872227,0.0,0.10410816050374305,8.318171508022742,9.56945036419724,0.0,1.5103286283984434,7.408641867972336e-05,3.2611533780405665e-15,9.996867118878889e+21,-7.258381204265776e+19,0.0,-0.0,2.5120216735131904e-47,-5.1152722774421835e-47,-4.984431228225091e-53,-1.0534945971673763e-51,9.318942568467527e-39,99984334367.33421,0.0,5.013577950464325e-46,-0.0006266743941675218,-0.0003133371970837609,-0.0003133371970837609,0.0,9.572987313182583e-32,9.246716172876667e-44,4.995466044110202e-46,1.7514803211163354e-05
global_axis,global,0.0,45.899344229490225,45.899344229490225,-91.79868845898045,0.0,183.5973769179609,0.0,0.0,137.68783780328852,41.15521585846594,6.415233110220231,-1.4757608756542528,0.9999630938522668,41.15369697798947,2.2143688639950208,91.46575852348076,0.059519644519276924,40.40777430837436,-1.6180682799954282,4.043338582756507,0.045537848574738644,0.0,1.4880755572198008,0.0,0.10435883057615677,8.759413543107328,9.546351585185885,0.0,1.5139651750900505,7.408194936783902e-05,1.432071700791727e-14,9.996693221501846e+21,-7.258002306115821e+19,0.0,-0.0,2.4997959571562443e-47,-5.090375580363147e-47,-5.235543279351341e-53,-1.0427199621727329e-51,9.267936363717904e-39,99983464740.43518,0.0,5.001449821665714e-46,-0.0006614650715830419,-0.00033073253579152094,-0.00033073253579152094,0.0,9.573199482969984e-32,9.224851383872957e-44,4.983277853241168e-46,1.7494599388176115e-05
global_axis,global,0.0,45.67994084244166,45.67994084244166,-91.35988168488332,0.0,182.71976336976664,0.0,0.0,137.6902335831491,40.9601179744132,6.400009216744395,-1.4756407574245036,0.9999630968647388,40.95860641763928,2.2141881156684096,91.02664406010251,0.05913756530765594,40.21307314068203,-1.616458261806378,4.0352252489648075,0.04793362843530423,0.0,1.4880148237394712,0.0,0.10461009694922394,9.198528006483068,9.523308586584902,0.0,1.517610372495911,7.407745921448491e-05,-1.063419579795837e-14,9.99651934028265e+21,-7.257623449763886e+19,0.0,-0.0,2.487630239125677e-47,-5.065601071282843e-47,-5.484073400915736e-53,-1.0320258851196691e-51,9.216942826390307e-39,99982595186.77563,0.0,4.989351523541983e-46,-0.0006962531215101933,-0.00034812656075509663,-0.00034812656075509663,0.0,9.573413496488588e-32,9.20304006601788e-44,4.971119417802141e-46,1.747439709185386e-05
global_axis,global,0.0,45.46159513648679,45.46159513648679,-90.92319027297359,0.0,181.84638054594717,0.0,0.0,137.6926292650007,40.76596076343217,6.384822688488081,-1.4755200844158225,0.9999630998910808,40.7644564950398,2.2140065351534357,90.58964690751048,0.0587579388076587,40.019310122772744,-1.614848243617328,4.027124967278203,0.050329310286925846,0.0,1.487953808138356,0.0,0.10486196099273166,9.635525159077547,9.500321233624017,0.0,1.5212642404879428,7.407294812552788e-05,1.3753559898692824e-14,9.996345475252454e+21,-7.257244635276127e+19,0.0,-0.0,2.4755242248618363e-47,-5.040948150292835e-47,-5.730040990985284e-53,-1.0214118326201923e-51,9.165961962962426e-39,99981725706.51326,0.0,4.977282983831292e-46,-0.0007310385375681904,-0.0003655192687840952,-0.0003655192687840952,0.0,9.573629362277275e-32,9.181282092673063e-44,4.95899066512595e-46,1.7454196325901878e-05
global_axis,global,0.0,45.24430201180536,45.24430201180536,-90.48860402361072,0.0,180.97720804722144,0.0,0.0,137.69502484838813,40.57273968904853,6.369673436609489,-1.4753988541123102,0.9999631029313552,40.57124267388711,2.2138241186894247,90.15475685426702,0.058380749274397396,39.82648073425747,-1.6132382254282778,4.019037716699476,0.05272489367433935,0.0,1.4878925091179889,0.0,0.10511442407926838,10.070415212319928,9.477389391859095,0.0,1.5249267989787012,7.406841600642657e-05,2.9775748234283433e-15,9.996171626442547e+21,-7.2568658627189785e+19,0.0,-0.0,2.4634776212504776e-47,-5.016416220428595e-47,-5.973465319139634e-53,-1.0108772745868267e-51,9.114993779945281e-39,99980856299.80644,0.0,4.965244130448396e-46,-0.0007658213133494929,-0.00038291065667474646,-0.00038291065667474646,0.0,9.573847088917817e-32,9.15957733750931e-44,4.9468915227231744e-46,1.7433997094041014e-05
global_axis,global,0.0,45.02805639318236,45.02805639318236,-90.05611278636472,0.0,180.11222557272944,0.0,0.0,137.69742033285397,40.380450236671855,6.354561372484481,-1.475277063987612,0.999963105985625,40.378960439760355,2.213640862500166,89.72196373820802,0.0580059810640567,39.63458047652834,-1.6116282072392276,4.010963476265184,0.055120378140185576,0.0,1.4878309253743067,0.0,0.105367487584227,10.503208328379854,9.45451292717141,0.0,1.5285980679214286,7.406386276225507e-05,1.2193877848325596e-14,9.995997793884366e+21,-7.256487132159214e+19,0.0,-0.0,2.4514901366173465e-47,-4.992004687658468e-47,-6.21436552723247e-53,-1.0004216842145036e-51,9.064038283890471e-39,99979986966.81435,0.0,4.9532348914858936e-46,-0.0008006014424148602,-0.0004003007212074301,-0.0004003007212074301,0.0,9.574066685028732e-32,9.13792567450587e-44,4.934821918281763e-46,1.7413799400010506e-05
global_axis,global,0.0,44.81285322986539,44.81285322986539,-89.62570645973078,0.0,179.25141291946156,0.0,0.0,137.6998157179388,40.18908791348991,6.339486407706062,-1.4751547115048818,0.9999631090539535,40.18760530001603,2.213456762793843,89.29125744618065,0.057633618633244836,39.44360487265361,-1.6100181890501775,4.002902225045613,0.057515763225001265,0.0,1.487769055597623,0.0,0.10562115288580816,10.933914620405156,9.431691705766816,0.0,1.5322780673100986,7.405928829768166e-05,-8.365567361060584e-15,9.995823977609495e+21,-7.256108443663902e+19,0.0,-0.0,2.4395614807197686e-47,-4.967712960866554e-47,-6.4527606302093045e-53,-9.900445379599151e-52,9.013095481384647e-39,99979117707.69682,0.0,4.941255195212453e-46,-0.0008353789182970691,-0.0004176894591485346,-0.0004176894591485346,0.0,9.574288159270502e-32,9.116326977949702e-44,4.922781779666565e-46,1.7393603247565847e-05
global_axis,global,0.0,44.598687495468845,44.598687495468845,-89.19737499093769,0.0,178.39474998187538,0.0,0.0,137.702211003181,39.998648248363466,6.324448454083839,-1.475031794116747,0.999963112136404,39.997172783682856,2.2132718157630022,88.86262791382936,0.05726364653834896,39.25354946727314,-1.6084081708611273,3.994853942144716,0.05991104846720996,0.0,1.4877068984726132,0.0,0.10587542136502341,11.362544152758401,9.408925594174981,0.0,1.535966817179465,7.40546925169862e-05,1.1059563629876705e-14,9.99565017764967e+21,-7.2557297973004485e+19,0.0,-0.0,2.427691364740854e-47,-4.943540451840879e-47,-6.688669516868854e-53,-9.7974531552323e-52,8.962165379054941e-39,99978248522.6145,0.0,4.929304970073628e-46,-0.0008701537344972067,-0.00043507686724860334,-0.00043507686724860334,0.0,9.57451152034101e-32,9.09478112243471e-44,4.910771034918912e-46,1.7373408640480928e-05
global_axis,global,0.0,44.38555418783012,44.38555418783012,-88.77110837566023,0.0,177.54221675132047,0.0,0.0,137.7046061881169,39.80912679172177,6.309447423643514,-1.474908309265275,0.9999631152330403,39.80765844135719,2.213086017584486,88.43606512533381,0.056896049434894624,39.06440982649452,-1.606798152672077,3.986818606700062,0.062306233403113344,0.0,1.487644452678289,0.0,0.10613029440569846,11.789106941252411,9.386214459248595,0.0,1.5396643376051056,7.405007532403677e-05,-4.253678319183348e-15,9.995476394036762e+21,-7.255351193136548e+19,0.0,-0.0,2.415879501281038e-47,-4.919486575256191e-47,-6.922110950673601e-53,-9.695234998275746e-52,8.911247983562871e-39,99977379411.72874,0.0,4.917384144689951e-46,-0.0009049258844888,-0.0004524629422444,-0.0004524629422444,0.0,9.574736776981322e-32,9.073287982861022e-44,4.898789612256174e-46,1.735321558254566e-05
global_axis,global,0.0,44.17344832891989,44.17344832891989,-88.34689665783978,0.0,176.69379331567956,0.0,0.0,137.70700127228068,39.6205191154587,6.294483228626373,-1.4747842543819358,0.9999631183439264,39.61905784509922,2.212899364419378,88.01155911320208,0.05653081207690952,38.87618153778983,-1.6051881344830268,3.9787961978827853,0.06470131756688069,0.0,1.487581716887976,0.0,0.10638577339447618,12.213612953384311,9.36355816816259,0.0,1.5433706487034695,7.404543662231044e-05,-2.5522069915100086e-15,9.9953026268028e+21,-7.254972631240231e+19,0.0,-0.0,2.404125604352617e-47,-4.895550748662813e-47,-7.153103570496662e-53,-9.593785770011979e-52,8.86034330161092e-39,99976510375.20164,0.0,4.905492647858032e-46,-0.0009396953617132838,-0.0004698476808566419,-0.0004698476808566419,0.0,9.574963937970119e-32,9.051847434434285e-44,4.886837440071343e-46,1.7333024077568557e-05
global_axis,global,0.0,43.962364964707135,43.962364964707135,-87.92472992941427,0.0,175.84945985882854,0.0,0.0,137.70939625520433,39.4328208128287,6.279555781488743,-1.4746596268875696,0.9999631214691265,39.43136658832893,2.212711852412967,87.58909995801852,0.05616791931629091,38.688860209892304,-1.6035781162939766,3.9707866948975243,0.06709630049054166,0.0,1.4875186897692974,0.0,0.10664185972081994,12.636072108569033,9.340956588413352,0.0,1.5470857706319225,7.404077631487721e-05,9.074513747591142e-15,9.995128875979958e+21,-7.2545941116798435e+19,0.0,-0.0,2.392429389371793e-47,-4.871732392470449e-47,-7.38166589141449e-53,-9.493100363575532e-52,8.809451339938325e-39,99975641413.19603,0.0,4.8936304085490825e-46,-0.0009744621595828936,-0.0004872310797914468,-0.0004872310797914468,0.0,9.575193012127752e-32,9.030459352664884e-44,4.874914446932593e-46,1.7312834129375132e-05
global_axis,global,0.0,43.75229916504772,43.75229916504772,-87.50459833009543,0.0,175.00919666019087,0.0,0.0,137.71179113641776,39.24602749834422,6.2646649949015005,-1.4745344241923481,0.9999631246087051,39.244580285723444,2.2125234776946865,87.16867778821664,0.05580735610217747,38.50244147269425,-1.6019680981049265,3.9627900769823734,0.0694911817039759,0.0,1.4874553699841506,0.0,0.10689855477701665,13.056494278371131,9.31840958781797,0.0,1.5508097235887928,7.40360943044017e-05,1.1201352907182815e-14,9.994955141600558e+21,-7.254215634524047e+19,0.0,-0.0,2.3807905731520094e-47,-4.848030929934601e-47,-7.607816305469655e-53,-9.393173703765809e-52,8.758572105322161e-39,99974772525.87553,0.0,4.8817973559087334e-46,-0.0010092262714798451,-0.0005046131357399226,-0.0005046131357399226,0.0,9.575424008315602e-32,9.009123613367252e-44,4.863020561582856e-46,1.7292645741808298e-05
