model,y_i,N,u,y,wchi,wy,E,tau
global,0.0,-1.6212883163735285,0.04074599663740476,0.0,9.592605058716261,0.0,6.445793349289157,0.10385808536499304
global,0.0,-1.6196782981844784,0.04314197115840667,0.0,9.569450364197232,0.0,6.430494457975579,0.10410816050374301
global,0.0,-1.6180682799954282,0.04553784857473895,0.0,9.546351585185882,0.0,6.41523311022023,0.10435883057615682
global,0.0,-1.616458261806378,0.0479336284353047,0.0,9.523308586584902,0.0,6.400009216744395,0.10461009694922399
global,0.0,-1.614848243617328,0.050329310286926165,0.0,9.500321233624026,0.0,6.384822688488081,0.1048619609927317
global,0.0,-1.6132382254282778,0.05272489367433995,0.0,9.477389391859095,0.0,6.369673436609485,0.10511442407926845
global,0.0,-1.6116282072392276,0.05512037814018588,0.0,9.454512927171423,0.0,6.354561372484481,0.10536748758422704
global,0.0,-1.6100181890501775,0.057515763225001855,0.0,9.43169170576682,0.0,6.339486407706059,0.10562115288580823
global,0.0,-1.6084081708611273,0.05991104846721039,0.0,9.408925594174994,0.0,6.324448454083839,0.10587542136502347
global,0.0,-1.606798152672077,0.062306233403113864,0.0,9.386214459248603,0.0,6.309447423643514,0.10613029440569853
global,0.0,-1.6051881344830268,0.06470131756688136,0.0,9.363558168162598,0.0,6.294483228626373,0.10638577339447626
global,0.0,-1.6035781162939766,0.06709630049054223,0.0,9.340956588413363,0.0,6.279555781488744,0.10664185972082
global,0.0,-1.6019680981049265,0.0694911817039765,0.0,9.318409587817966,0.0,6.2646649949015005,0.10689855477701672
global,0.0,-1.6003580799158763,0.0718859607349048,0.0,9.295917034513375,0.0,6.249810781749526,0.10715585995817999
global,0.0,-1.5987480617268262,0.07428063710887907,0.0,9.273478796955692,0.0,6.234993055131222,0.1074137766622531
global,0.0,-1.597138043537776,0.07667521034927435,0.0,9.251094743919378,0.0,6.22021172835797,0.1076723062900123
global,0.0,-1.5955280253487258,0.07906967997727879,0.0,9.22876474449647,0.0,6.205466714953643,0.10793145024506973
global,0.0,-1.5939180071596757,0.08146404551188359,0.0,9.2064886680958,0.0,6.190757928654072,0.10819120993387642
global,0.0,-1.5923079889706253,0.08385830646987509,0.0,9.184266384442273,0.0,6.176085283406551,0.10845158676572549
global,0.0,-1.5906979707815752,0.08625246236582354,0.0,9.162097763576078,0.0,6.1614486933693255,0.10871258215275495
global,0.0,-1.589087952592525,0.08864651271207472,0.0,9.139982675851906,0.0,6.146848072911075,0.10897419750995083
global,0.0,-1.5874779344034748,0.09104045701874164,0.0,9.117920991938188,0.0,6.13228333661042,0.10923643425515026
global,0.0,-1.5858679162144247,0.09343429479369214,0.0,9.095912582816377,0.0,6.117754399255414,0.10949929380904412
global,0.0,-1.5842578980253745,0.09582802554254123,0.0,9.07395731978016,0.0,6.10326117584303,0.10976277759518022
global,0.0,-1.5826478798363244,0.09822164876864109,0.0,9.052055074434683,0.0,6.088803581578664,0.1100268870399661
global,0.0,-1.5810378616472742,0.10061516397307144,0.0,9.030205718695825,0.0,6.074381531875638,0.11029162357267203
global,0.0,-1.579427843458224,0.10300857065463022,0.0,9.008409124789447,0.0,6.0599949423546935,0.11055698862543381
global,0.0,-1.577817825269174,0.1054018683098219,0.0,8.98666516525062,0.0,6.045643728843502,0.11082298363325552
global,0.0,-1.5762078070801238,0.10779505643285119,0.0,8.964973712922902,0.0,6.03132780737614,0.11108961003401266
global,0.0,-1.5745977888910734,0.11018813451561028,0.0,8.943334640957541,0.0,6.017047094192627,0.11135686926845469
global,0.0,-1.5729877707020232,0.11258110204766975,0.0,8.921747822812824,0.0,6.002801505738412,0.11162476278020786
global,0.0,-1.571377752512973,0.11497395851626968,0.0,8.900213132253215,0.0,5.98859095866388,0.11189329201577815
global,0.0,-1.569767734323923,0.11736670340630909,0.0,8.878730443348703,0.0,5.974415369823856,0.1121624584245539
global,0.0,-1.5681577161348728,0.11975933620033498,0.0,8.857299630474012,0.0,5.960274656277123,0.11243226345880845
global,0.0,-1.5665476979458226,0.12215185637853465,0.0,8.835920568307921,0.0,5.946168735285918,0.11270270857370313
global,0.0,-1.5649376797567724,0.12454426341872372,0.0,8.814593131832444,0.0,5.9320975243154574,0.11297379522728966
global,0.0,-1.5633276615677223,0.12693655679633697,0.0,8.793317196332163,0.0,5.91806094103343,0.11324552488051301
global,0.0,-1.5617176433786721,0.1293287359844177,0.0,8.772092637393467,0.0,5.904058903309538,0.1135178989972139
global,0.0,-1.5601076251896218,0.13172080045360898,0.0,8.75091933090382,0.0,5.890091329214966,0.11379091904413165
global,0.0,-1.5584976070005716,0.13411274967214087,0.0,8.729797153051052,0.0,5.876158137021944,0.1140645864909064
global,0.0,-1.5568875888115215,0.13650458310582314,0.0,8.708725980322612,0.0,5.862259245203234,0.11433890281008209
global,0.0,-1.5552775706224713,0.13889630021803379,0.0,8.68770568950484,0.0,5.848394572431656,0.11461386947710886
global,0.0,-1.5536675524334211,0.14128790046970788,0.0,8.666736157682262,0.0,5.834564037579603,0.11488948797034544
global,0.0,-1.552057534244371,0.14367938331932914,0.0,8.645817262236864,0.0,5.820767559718561,0.11516575977106192
global,0.0,-1.5504475160553208,0.14607074822291768,0.0,8.624948880847354,0.0,5.807005058118646,0.11544268636344196
global,0.0,-1.5488374978662707,0.14846199463402132,0.0,8.604130891488444,0.0,5.793276452248093,0.11572026923458552
global,0.0,-1.5472274796772205,0.1508531220037045,0.0,8.58336317243016,0.0,5.779581661772803,0.11599850987451114
global,0.0,-1.5456174614881704,0.15324412978053698,0.0,8.562645602237113,0.0,5.765920606555866,0.11627740977615832
global,0.0,-1.5440074432991202,0.15563501741058475,0.0,8.541978059767771,0.0,5.75229320665708,0.11655697043539
global,0.0,-1.5423974251100698,0.1580257843373991,0.0,8.52136042417376,0.0,5.738699382332472,0.11683719335099493
global,0.0,-1.5407874069210197,0.16041643000200526,0.0,8.500792574899174,0.0,5.725139054033839,0.1171180800246899
global,0.0,-1.5391773887319695,0.16280695384289326,0.0,8.480274391679824,0.0,5.71161214240827,0.1173996319611222
global,0.0,-1.5375673705429194,0.16519735529600615,0.0,8.459805754542563,0.0,5.6981185682976685,0.11768185066787179
global,0.0,-1.5359573523538692,0.1675876337947292,0.0,8.439386543804577,0.0,5.6846582527383,0.11796473765545354
global,0.0,-1.534347334164819,0.16997778876988065,0.0,8.419016640072682,0.0,5.671231116960301,0.11824829443731963
global,0.0,-1.532737315975769,0.17236781964969966,0.0,8.398695924242597,0.0,5.657837082387236,0.11853252252986161
global,0.0,-1.5311272977867187,0.17475772585983576,0.0,8.37842427749829,0.0,5.6444760706356165,0.11881742345241261
global,0.0,-1.5295172795976686,0.17714750682333777,0.0,8.358201581311246,0.0,5.631148003514439,0.11910299872724944
global,0.0,-1.5279072614086182,0.1795371619606454,0.0,8.338027717439772,0.0,5.617852803024722,0.11938924987959504
global,0.0,-1.526297243219568,0.18192669068957315,0.0,8.317902567928352,0.0,5.604590391359051,0.11967617843761992
global,0.0,-1.524687225030518,0.18431609242530572,0.0,8.29782601510687,0.0,5.591360690901097,0.11996378593244503
global,0.0,-1.5230772068414677,0.18670536658038198,0.0,8.277797941589982,0.0,5.5781636242251835,0.12025207389814316
global,0.0,-1.5214671886524176,0.18909451256468696,0.0,8.257818230276408,0.0,5.564999114095799,0.12054104387174133
global,0.0,-1.5198571704633674,0.19148352978543928,0.0,8.237886764348252,0.0,5.5518670834671635,0.12083069739322261
global,0.0,-1.5182471522743173,0.1938724176471811,0.0,8.218003427270288,0.0,5.538767455482749,0.12112103600552815
global,0.0,-1.5166371340852671,0.19626117555176592,0.0,8.198168102789316,0.0,5.525700153474845,0.12141206125455903
global,0.0,-1.515027115896217,0.19864980289833564,0.0,8.178380674933571,0.0,5.512665100964161,0.12170377468917669
global,0.0,-1.5134170977071668,0.2010382990833606,0.0,8.158641028011592,0.0,5.499662221659088,0.12199617786121106
global,0.0,-1.5118070795181167,0.20342666350055041,0.0,8.138949046612225,0.0,5.486691439455678,0.12228927232545289
global,0.0,-1.5101970613290663,0.20581489554089574,0.0,8.119304615603468,0.0,5.473752678436902,0.12258305963966203
global,0.0,-1.5085870431400161,0.20820299459264127,0.0,8.099707620131976,0.0,5.460845862872285,0.12287754136456727
global,0.0,-1.506977024950966,0.21059096004127695,0.0,8.080157945622275,0.0,5.447970917217439,0.12317271906386845
global,0.0,-1.5053670067619158,0.21297879126952687,0.0,8.060655477776214,0.0,5.435127766113612,0.12346859430423816
global,0.0,-1.5037569885728657,0.2153664876573371,0.0,8.041200102572208,0.0,5.422316334387259,0.12376516865532336
global,0.0,-1.5021469703838155,0.21775404858186392,0.0,8.021791706264594,0.0,5.409536547049574,0.12406244368974699
global,0.0,-1.5005369521947653,0.22014147341746165,0.0,8.002430175382967,0.0,5.39678832929607,0.12436042098310951
global,0.0,-1.4989269340057152,0.22252876153567236,0.0,7.9831153967315345,0.0,5.384071606506112,0.12465910211399063
global,0.0,-1.497316915816665,0.22491591230521515,0.0,7.963847257388389,0.0,5.371386304242479,0.124958488663951
global,0.0,-1.4957068976276147,0.22730292509197172,0.0,7.94462564470492,0.0,5.358732348250932,0.12525858221753336
global,0.0,-1.4940968794385645,0.22968979925897687,0.0,7.925450446305107,0.0,5.34610966445977,0.1255593843622643
global,0.0,-1.4924868612495144,0.2320765341664069,0.0,7.90632155008486,0.0,5.333518178979371,0.12586089668865574
global,0.0,-1.4908768430604642,0.23446312917156698,0.0,7.887238844211409,0.0,5.320957818101778,0.12616312079020625
global,0.0,-1.489266824871414,0.23684958362888003,0.0,7.868202217122577,0.0,5.308428508300244,0.1264660582634025
global,0.0,-1.4876568066823639,0.23923589688987498,0.0,7.849211557526161,0.0,5.295930176228807,0.12676971070772058
global,0.0,-1.4860467884933137,0.24162206830317462,0.0,7.830266754399294,0.0,5.2834627487218375,0.12707407972562743
global,0.0,-1.4844367703042636,0.24400809721448305,0.0,7.811367696987789,0.0,5.271026152793626,0.12737916692258186
global,0.0,-1.4828267521152134,0.2463939829665757,0.0,7.792514274805431,0.0,5.258620315637925,0.12768497390703618
global,0.0,-1.4812167339261633,0.24877972489928588,0.0,7.773706377633425,0.0,5.246245164627538,0.12799150229043715
global,0.0,-1.479606715737113,0.2511653223494938,0.0,7.754943895519671,0.0,5.233900627313863,0.12829875368722735
global,0.0,-1.477996697548063,0.2535507746511126,0.0,7.736226718778168,0.0,5.221586631426487,0.128606729714846
global,0.0,-1.4763866793590126,0.25593608113507943,0.0,7.717554737988332,0.0,5.209303104872742,0.12891543199373054
global,0.0,-1.4747766611699624,0.2583212411293408,0.0,7.698927843994376,0.0,5.197049975737275,0.12922486214731735
global,0.0,-1.4731666429809123,0.26070625395884134,0.0,7.680345927904674,0.0,5.184827172281627,0.1295350218020429
global,0.0,-1.4715566247918621,0.2630911189455117,0.0,7.661808881091112,0.0,5.172634622943794,0.12984591258734476
global,0.0,-1.469946606602812,0.2654758354082568,0.0,7.643316595188424,0.0,5.160472256337821,0.1301575361356626
global,0.0,-1.4683365884137618,0.267860402662943,0.0,7.624868962093628,0.0,5.148340001253352,0.1304698940824391
global,0.0,-1.4667265702247116,0.2702448200223854,0.0,7.606465873965323,0.0,5.136237786655232,0.13078298806612065
global,0.0,-1.4651165520356615,0.27262908679633646,0.0,7.588107223223093,0.0,5.124165541683059,0.1310968197281585
global,0.0,-1.4635065338466111,0.2750132022914743,0.0,7.569792902546844,0.0,5.112123195650781,0.13141139071300953
global,0.0,-1.461896515657561,0.2773971658113878,0.0,7.551522804876232,0.0,5.100110678046269,0.13172670266813669
global,0.0,-1.4602864974685108,0.2797809766565662,0.0,7.533296823409964,0.0,5.088127918530887,0.13204275724401004
global,0.0,-1.4586764792794606,0.282164634124387,0.0,7.515114851605221,0.0,5.076174846939089,0.13235955609410752
global,0.0,-1.4570664610904105,0.2845481375091017,0.0,7.496976783177007,0.0,5.064251393277993,0.13267710087491524
global,0.0,-1.4554564429013603,0.28693148610182523,0.0,7.478882512097546,0.0,5.052357487726959,0.13299539324592852
global,0.0,-1.4538464247123102,0.2893146791905211,0.0,7.460831932595655,0.0,5.040493060637184,0.133314434869652
global,0.0,-1.45223640652326,0.2916977160599911,0.0,7.442824939156099,0.0,5.0286580425312755,0.13363422741160058
global,0.0,-1.4506263883342099,0.2940805959918613,0.0,7.424861426519014,0.0,5.016852364102847,0.1339547725402997
global,0.0,-1.4490163701451597,0.2964633182645703,0.0,7.406941289679249,0.0,5.005075956216095,0.13427607192728586
global,0.0,-1.4474063519561096,0.298845882153355,0.0,7.389064423885787,0.0,4.993328749905395,0.1345981272471069
global,0.0,-1.4457963337670594,0.30122828693023945,0.0,7.371230724641103,0.0,4.981610676374886,0.13492094017732253
global,0.0,-1.444186315578009,0.30361053186402176,0.0,7.3534400877005535,0.0,4.96992166699806,0.13524451239850463
global,0.0,-1.4425762973889589,0.3059926162202595,0.0,7.33569240907179,0.0,4.958261653317358,0.13556884559423724
global,0.0,-1.4409662791999087,0.3083745392612598,0.0,7.317987585014112,0.0,4.946630567043748,0.13589394145111724
global,0.0,-1.4393562610108586,0.31075630024606427,0.0,7.300325512037899,0.0,4.935028340056336,0.13621980165875425
global,0.0,-1.4377462428218084,0.3131378984304372,0.0,7.282706086903962,0.0,4.92345490440194,0.13654642790977087
global,0.0,-1.4361362246327583,0.3155193330668511,0.0,7.265129206622979,0.0,4.911910192294703,0.13687382189980263
global,0.0,-1.434526206443708,0.3179006034044761,0.0,7.247594768454852,0.0,4.9003941361156675,0.13720198532749836
global,0.0,-1.432916188254658,0.32028170868916483,0.0,7.230102669908135,0.0,4.888906668412394,0.1375309198945199
global,0.0,-1.4313061700656076,0.3226626481634398,0.0,7.212652808739429,0.0,4.877447721898542,0.13786062730554216
global,0.0,-1.4296961518765574,0.3250434210664802,0.0,7.1952450829527494,0.0,4.866017229453475,0.13819110926825298
global,0.0,-1.4280861336875073,0.3274240266341094,0.0,7.177879390798987,0.0,4.8546151241218585,0.13852236749335314
global,0.0,-1.426476115498457,0.32980446409878245,0.0,7.160555630775248,0.0,4.843241339113253,0.13885440369455623
global,0.0,-1.424866097309407,0.33218473268957005,0.0,7.143273701624319,0.0,4.83189580780173,0.1391872195885881
global,0.0,-1.4232560791203568,0.3345648316321481,0.0,7.126033502334021,0.0,4.820578463725455,0.13952081689518692
global,0.0,-1.4216460609313066,0.336944760148783,0.0,7.10883493213666,0.0,4.809289240586305,0.1398551973371027
global,0.0,-1.4200360427422565,0.3393245174583184,0.0,7.091677890508379,0.0,4.798028072249469,0.14019036264009693
global,0.0,-1.4184260245532063,0.3417041027761624,0.0,7.074562277168649,0.0,4.786794892743045,0.1405263145329423
global,0.0,-1.4168160063641562,0.34408351531427395,0.0,7.057487992079621,0.0,4.77558963625765,0.14086305474742203
global,0.0,-1.415205988175106,0.34646275428114864,0.0,7.040454935445551,0.0,4.76441223714603,0.14120058501832952
global,0.0,-1.4135959699860559,0.3488418188818061,0.0,7.0234630077122295,0.0,4.753262629922667,0.1415389070834677
global,0.0,-1.4119859517970055,0.3512207083177764,0.0,7.006512109566392,0.0,4.742140749263372,0.14187802268364846
global,0.0,-1.4103759336079553,0.35359942178708575,0.0,6.989602141935117,0.0,4.7310465300049165,0.14221793356269194
global,0.0,-1.4087659154189052,0.35597795848424324,0.0,6.972733005985288,0.0,4.719979907144635,0.14255864146742578
global,0.0,-1.407155897229855,0.35835631760022846,0.0,6.955904603122967,0.0,4.708940815840019,0.1429001481476846
global,0.0,-1.4055458790408049,0.36073449832247595,0.0,6.939116834992853,0.0,4.697929191408349,0.14324245535630886
global,0.0,-1.4039358608517547,0.36311249983486216,0.0,6.9223696034776845,0.0,4.6869449693263014,0.14358556484914414
global,0.0,-1.4023258426627045,0.3654903213176924,0.0,6.905662810697668,0.0,4.675988085229563,0.14392947838504028
global,0.0,-1.4007158244736544,0.36786796194768556,0.0,6.888996359009926,0.0,4.665058474912435,0.14427419772585018
global,0.0,-1.399105806284604,0.3702454208979631,0.0,6.87237015100788,0.0,4.654156074327461,0.1446197246364292
global,0.0,-1.3974957880955539,0.3726226973380308,0.0,6.855784089520731,0.0,4.643280819585041,0.14496606088463343
global,0.0,-1.3958857699065037,0.3749997904337689,0.0,6.839238077612848,0.0,4.632432646953041,0.14531320824131916
global,0.0,-1.3942757517174535,0.3773766993474168,0.0,6.822732018583222,0.0,4.621611492856416,0.14566116848034144
global,0.0,-1.3926657335284034,0.3797534232375586,0.0,6.806265815964899,0.0,4.610817293876827,0.14600994337855283
global,0.0,-1.3910557153393532,0.382129961259109,0.0,6.789839373524413,0.0,4.600049986752266,0.146359534715802
global,0.0,-1.389445697150303,0.38450631256330126,0.0,6.7734525952612055,0.0,4.589309508376665,0.14670994427493272
global,0.0,-1.387835678961253,0.3868824762976697,0.0,6.7571053854070975,0.0,4.578595795799532,0.14706117384178197
global,0.0,-1.3862256607722028,0.3892584516060391,0.0,6.7407976484256915,0.0,4.5679087862255585,0.14741322520517888
global,0.0,-1.3846156425831526,0.39163423762850835,0.0,6.724529289011834,0.0,4.557248417014253,0.147766100156943
global,0.0,-1.3830056243941025,0.3940098335014369,0.0,6.708300212091056,0.0,4.546614625679563,0.14811980049188272
global,0.0,-1.3813956062050523,0.3963852383574308,0.0,6.692110322819004,0.0,4.536007349889492,0.1484743280077937
global,0.0,-1.379785588016002,0.3987604513253282,0.0,6.675959526580898,0.0,4.525426527465731,0.14882968450545714
global,0.0,-1.3781755698269518,0.4011354715301846,0.0,6.659847728990984,0.0,4.514872096383296,0.1491858717886379
global,0.0,-1.3765655516379016,0.40351029809325983,0.0,6.643774835891945,0.0,4.504343994770129,0.14954289166408297
global,0.0,-1.3749555334488515,0.40588493013200255,0.0,6.6277407533543915,0.0,4.493842160906751,0.1499007459415193
global,0.0,-1.3733455152598013,0.4082593667600364,0.0,6.611745387676278,0.0,4.483366533225875,0.15025943643365205
global,0.0,-1.3717354970707512,0.4106336070871458,0.0,6.595788645382377,0.0,4.472917050312048,0.15061896495616256
global,0.0,-1.370125478881701,0.4130076502192607,0.0,6.579870433223719,0.0,4.462493650901268,0.1509793333277062
global,0.0,-1.3685154606926508,0.41538149525844265,0.0,6.563990658177073,0.0,4.452096273880629,0.15134054336991026
global,0.0,-1.3669054425036005,0.4177551413028709,0.0,6.5481492274443465,0.0,4.441724858287942,0.15170259690737203
global,0.0,-1.3652954243145503,0.42012858744682546,0.0,6.532346048452105,0.0,4.431379343311381,0.15206549576765602
global,0.0,-1.3636854061255002,0.42250183278067616,0.0,6.516581028850973,0.0,4.4210596682891,0.15242924178129227
global,0.0,-1.36207538793645,0.4248748763908656,0.0,6.500854076515137,0.0,4.410765772708878,0.15279383678177366
global,0.0,-1.3604653697473998,0.4272477173598938,0.0,6.485165099541801,0.0,4.400497596207759,0.1531592826055533
global,0.0,-1.3588553515583497,0.4296203547663063,0.0,6.469514006250613,0.0,4.39025507857168,0.1535255810920425
global,0.0,-1.3572453333692995,0.43199278768467697,0.0,6.453900705183165,0.0,4.380038159735108,0.15389273408360782
global,0.0,-1.3556353151802494,0.434365015185595,0.0,6.438325105102445,0.0,4.369846779780681,0.15426074342556867
global,0.0,-1.3540252969911992,0.4367370363356481,0.0,6.422787114992295,0.0,4.359680878938851,0.1546296109661944
global,0.0,-1.352415278802149,0.4391088501974098,0.0,6.407286644056894,0.0,4.349540397587517,0.1549993385567018
global,0.0,-1.350805260613099,0.4414804558294242,0.0,6.3918236017202075,0.0,4.339425276251667,0.15536992805125224
global,0.0,-1.3491952424240488,0.4438518522861893,0.0,6.3763978976254805,0.0,4.329335455603019,0.15574138130694848
global,0.0,-1.3475852242349984,0.44622303861814455,0.0,6.361009441634686,0.0,4.319270876459664,0.15611370018383214
global,0.0,-1.3459752060459482,0.4485940138716536,0.0,6.345658143828014,0.0,4.309231479785712,0.15648688654488027
global,0.0,-1.344365187856898,0.45096477708899163,0.0,6.33034391450333,0.0,4.2992172066909315,0.15686094225600267
global,0.0,-1.342755169667848,0.4533353273083285,0.0,6.315066664175669,0.0,4.289227998430389,0.15723586918603838
global,0.0,-1.3411451514787978,0.45570566356371495,0.0,6.299826303576692,0.0,4.279263796404109,0.1576116692067527
global,0.0,-1.3395351332897476,0.45807578488506684,0.0,6.284622743654176,0.0,4.269324542156702,0.15798834419283378
global,0.0,-1.3379251151006974,0.46044569029815025,0.0,6.26945589557149,0.0,4.259410177377027,0.15836589602188922
global,0.0,-1.3363150969116473,0.46281537882456625,0.0,6.254325670707071,0.0,4.249520643897827,0.1587443265744427
global,0.0,-1.334705078722597,0.4651848494817363,0.0,6.239231980653908,0.0,4.239655883695387,0.15912363773393054
global,0.0,-1.3330950605335468,0.4675541012828861,0.0,6.224174737219025,0.0,4.229815838889178,0.1595038313866979
global,0.0,-1.3314850423444966,0.4699231332370308,0.0,6.209153852422972,0.0,4.220000451741504,0.1598849094219953
global,0.0,-1.3298750241554465,0.4722919443489607,0.0,6.194169238499293,0.0,4.210209664657162,0.16026687373197496
global,0.0,-1.3282650059663963,0.47466053361922467,0.0,6.179220807894025,0.0,4.200443420183082,0.16064972621168686
global,0.0,-1.3266549877773461,0.4770289000441147,0.0,6.16430847326519,0.0,4.190701661007989,0.16103346875907482
global,0.0,-1.325044969588296,0.47939704261565264,0.0,6.149432147482264,0.0,4.180984329962049,0.16141810327497289
global,0.0,-1.3234349513992458,0.48176496032157184,0.0,6.134591743625696,0.0,4.171291370016527,0.16180363166310086
global,0.0,-1.3218249332101957,0.4841326521453041,0.0,6.119787174986372,0.0,4.161622724283443,0.16219005583006052
global,0.0,-1.3202149150211455,0.48650011706596386,0.0,6.10501835506512,0.0,4.151978336015221,0.1625773776853315
global,0.0,-1.3186048968320954,0.4888673540583314,0.0,6.090285197572205,0.0,4.142358148604346,0.16296559914126676
global,0.0,-1.3169948786430452,0.49123436209283916,0.0,6.075587616426825,0.0,4.132762105583031,0.16335472211308852
global,0.0,-1.315384860453995,0.493601140135555,0.0,6.060925525756602,0.0,4.12319015062286,0.16374474851888376
global,0.0,-1.3137748422649447,0.4959676871481674,0.0,6.046298839897078,0.0,4.113642227534454,0.16413568027959982
global,0.0,-1.3121648240758945,0.4983340020879689,0.0,6.0317074733912275,0.0,4.104118280267133,0.1645275193190397
global,0.0,-1.3105548058868444,0.5007000839078419,0.0,6.0171513409889394,0.0,4.094618252908572,0.1649202675638576
global,0.0,-1.3089447876977942,0.5030659315562422,0.0,6.002630357646521,0.0,4.085142089684452,0.16531392694355423
global,0.0,-1.307334769508744,0.5054315439771837,0.0,5.9881444385262315,0.0,4.075689734958144,0.1657084993904719
global,0.0,-1.305724751319694,0.5077969201102219,0.0,5.973693498995736,0.0,4.066261133230347,0.1661039868397896
global,0.0,-1.3041147331306437,0.5101620588904395,0.0,5.959277454627646,0.0,4.056856229138769,0.16650039122951835
global,0.0,-1.3025047149415934,0.5125269592484306,0.0,5.94489622119901,0.0,4.047474967457775,0.16689771450049604
global,0.0,-1.3008946967525432,0.5148916201102823,0.0,5.930549714690831,0.0,4.038117293098068,0.1672959585963819
global,0.0,-1.299284678563493,0.5172560403975631,0.0,5.916237851287568,0.0,4.0287831511063406,0.16769512546365212
global,0.0,-1.297674660374443,0.5196202190273046,0.0,5.901960547376644,0.0,4.019472486664945,0.168095217051594
global,0.0,-1.2960646421853927,0.5219841549119859,0.0,5.887717719547968,0.0,4.010185245091558,0.1684962353123008
global,0.0,-1.2944546239963426,0.5243478469595177,0.0,5.873509284593433,0.0,4.000921371838854,0.16889818220066613
global,0.0,-1.2928446058072924,0.5267112940732277,0.0,5.8593351595064345,0.0,3.9916808124941645,0.16930105967437878
global,0.0,-1.2912345876182423,0.5290744951518432,0.0,5.8451952614813925,0.0,3.982463512779153,0.16970486969391685
global,0.0,-1.2896245694291921,0.5314374490894755,0.0,5.831089507913261,0.0,3.9732694185494792,0.170109614222542
global,0.0,-1.288014551240142,0.5338001547756052,0.0,5.817017816397044,0.0,3.964098475794476,0.17051529522629402
global,0.0,-1.2864045330510918,0.5361626110950639,0.0,5.802980104727318,0.0,3.9549506306368123,0.1709219146739846
global,0.0,-1.2847945148620417,0.5385248169280209,0.0,5.788976290897751,0.0,3.945825829332168,0.1713294745371916
global,0.0,-1.2831844966729915,0.5408867711499646,0.0,5.775006293100603,0.0,3.9367240182689094,0.17173797679025293
global,0.0,-1.2815744784839411,0.5432484726316893,0.0,5.7610700297262865,0.0,3.927645143967753,0.1721474234102606
global,0.0,-1.279964460294891,0.545609920239276,0.0,5.747167419362864,0.0,3.918589153081453,0.17255781637705422
global,0.0,-1.2783544421058408,0.5479711128340794,0.0,5.733298380795565,0.0,3.9095559923944587,0.17296915767321505
global,0.0,-1.2767444239167907,0.55033204927271,0.0,5.719462833006336,0.0,3.9005456088226027,0.1733814492840594
global,0.0,-1.2751344057277405,0.5526927284070169,0.0,5.705660695173349,0.0,3.8915579494127734,0.17379469319763202
global,0.0,-1.2735243875386904,0.5550531490840754,0.0,5.69189188667053,0.0,3.8825929613425845,0.17420889140470003
global,0.0,-1.2719143693496402,0.5574133101461679,0.0,5.678156327067093,0.0,3.873650591920059,0.17462404589874586
global,0.0,-1.2703043511605898,0.5597732104307678,0.0,5.664453936127068,0.0,3.8647307885833064,0.1750401586759606
global,0.0,-1.2686943329715397,0.5621328487705237,0.0,5.650784633808839,0.0,3.8558334989002025,0.17545723173523703
global,0.0,-1.2670843147824895,0.5644922239932454,0.0,5.637148340264658,0.0,3.8469586705680565,0.17587526707816323
global,0.0,-1.2654742965934394,0.566851334921883,0.0,5.623544975840202,0.0,3.8381062514133135,0.17629426670901474
global,0.0,-1.2638642784043892,0.5692101803745159,0.0,5.609974461074083,0.0,3.8292761893912086,0.1767142326347483
global,0.0,-1.262254260215339,0.5715687591643326,0.0,5.596436716697404,0.0,3.820468432585467,0.177135166864994
