q_left_Mpc_h,q_right_Mpc_h,count,reference_RMS,vector_error_RMS,radial_error_RMS,transverse_RMS,radial_actual,radial_reference
2.4356964481437333,2.571012917485052,2520,0.005945885623937752,0.00014720289679980993,0.0001472024444006907,3.649502939969195e-07,-0.005798193255470208,-0.0059452761488855334
2.571012917485052,2.7063293868263703,3272,0.006212916276973082,0.00015705808138476252,0.00015705168345703731,1.4176218019481943e-06,-0.006055969114801228,-0.006212612504372998
2.7063293868263703,2.8416458561676894,3288,0.006284815172244911,0.00011919506506789767,0.00011908298311410486,5.167849570769513e-06,-0.0061706540474457125,-0.006284771234427315
2.8416458561676894,2.9769623255090076,4016,0.006018236645608716,6.368322044179952e-05,6.253399315648959e-05,1.2043764600114257e-05,-0.005982439276491229,-0.006016731260978749
2.9769623255090076,3.112278794850326,3888,0.005400518787209788,7.393996590554996e-05,7.105080976818827e-05,2.0467070855364777e-05,-0.0054426242787930755,-0.005396181262746346
3.112278794850326,3.247595264191645,4592,0.004493164009347955,0.00010659919603553054,0.00010286699813105914,2.7960137534107638e-05,-0.004576486511665458,-0.004482256085538284
3.247595264191645,3.3829117335329633,4728,0.0033834917984125737,0.00011783846738097379,0.00011322251056835076,3.2658344956480635e-05,-0.003478439233296323,-0.003367289905849907
3.3829117335329633,3.5182282028742815,5576,0.0022213108251072583,0.00011033679835286358,0.00010543495325532557,3.2521987989787675e-05,-0.0023003728363305124,-0.0021952449326062837
3.5182282028742815,3.6535446722156,5400,0.0012042065416208493,0.00010212104739500005,9.806537053828907e-05,2.8493708467657688e-05,-0.0012761393093602188,-0.001180201084720113
3.6535446722156,3.788861141556919,6464,0.0004847286110517698,9.700304575087159e-05,9.420539292969267e-05,2.3128658151908226e-05,-0.0005466299791249178,-0.0004563038196771476
3.788861141556919,3.924177610898237,6504,9.991116458472379e-05,7.59299448092876e-05,7.369764389709533e-05,1.8276044505266482e-05,-0.00015227593091428059,-8.317597803019736e-05
3.924177610898237,4.059494080239555,7592,3.47571546253049e-06,3.324465735938962e-05,2.9940383211261038e-05,1.4449245520304872e-05,-2.2200644257623135e-05,-1.6675814346149725e-06
4.059494080239555,4.1948105495808745,7032,0.0,1.6798696160290846e-05,1.1726764130239258e-05,1.2028266530115794e-05,-7.09298748707994e-07,0.0
4.1948105495808745,4.330127018922193,8312,0.0,1.366389757385098e-05,9.15116422598596e-06,1.0146836463535148e-05,-1.672600276106567e-07,0.0
4.330127018922193,4.465443488263511,8328,0.0,1.140650295811448e-05,7.32501530672913e-06,8.743709767007321e-06,6.479567765878337e-08,0.0
4.465443488263511,4.60075995760483,9536,0.0,9.620011033748257e-06,5.890920575554577e-06,7.605370935197308e-06,-1.2738269714235655e-07,0.0
4.60075995760483,4.736076426946148,9432,0.0,8.189623238763268e-06,4.706586934577058e-06,6.702086855611493e-06,6.103514139706357e-08,0.0
4.736076426946148,4.871392896287467,10280,0.0,7.1027768916195675e-06,3.663371226822897e-06,6.085158241706658e-06,2.579211265688526e-08,0.0
4.871392896287467,5.006709365628785,10992,0.0,6.244023465560852e-06,2.854923176638138e-06,5.553129090338954e-06,-6.012927180531682e-09,0.0
5.006709365628785,5.142025834970104,11384,0.0,5.662877057127476e-06,2.3543424730676943e-06,5.150266797327118e-06,-1.1387276478185881e-08,0.0
5.142025834970104,5.277342304311423,10104,0.0,4.900338501817871e-06,1.9570704913518097e-06,4.492570814609206e-06,2.9446117854854908e-08,0.0
5.277342304311423,5.4126587736527405,10424,0.0,4.017707299464325e-06,1.6668807545511645e-06,3.655609455928773e-06,-1.2025603971795529e-08,0.0
5.4126587736527405,5.54797524299406,9600,0.0,3.2377186289903786e-06,1.3593960690225092e-06,2.9385139523299262e-06,3.5202185302659956e-08,0.0
5.54797524299406,5.683291712335379,10136,0.0,2.4940346993586544e-06,1.105915330750486e-06,2.2354329251435934e-06,-3.2912787782379465e-08,0.0
5.683291712335379,5.818608181676696,8520,0.0,1.961394326750065e-06,8.690124318579784e-07,1.7583756988435818e-06,2.4504067523234586e-08,0.0
5.818608181676696,5.953924651018015,8552,0.0,1.5085423698432754e-06,7.070926980358687e-07,1.3325614424846357e-06,-2.9755531689519985e-08,0.0
5.953924651018015,6.089241120359334,7752,0.0,1.16659429155449e-06,5.391444584127587e-07,1.0345363667123225e-06,1.3744176307463678e-08,0.0
6.089241120359334,6.224557589700652,7688,0.0,8.948040263163612e-07,4.240350954966002e-07,7.879520818546999e-07,-8.721161924328342e-09,0.0
6.224557589700652,6.359874059041971,6720,0.0,7.121617490006917e-07,3.1843240978209477e-07,6.370048329016754e-07,6.426545077941185e-09,0.0
6.359874059041971,6.49519052838329,6056,0.0,5.782892305731655e-07,2.558789877497563e-07,5.185984745687788e-07,-1.2907694351290843e-08,0.0
6.49519052838329,6.630506997724607,5256,0.0,4.862751476718616e-07,1.8497589953106412e-07,4.497192855948745e-07,-1.06866924461002e-09,0.0
6.630506997724607,6.7658234670659265,5216,0.0,4.0862903391253084e-07,1.5092105265172068e-07,3.7973743984862125e-07,-5.887688165145888e-09,0.0
6.7658234670659265,6.901139936407245,3696,0.0,3.709338011458418e-07,1.1312647338776308e-07,3.5326234706143024e-07,2.831072629850403e-09,0.0
6.901139936407245,7.036456405748563,3536,0.0,3.3261740341617177e-07,9.653919476808262e-08,3.1829942024585417e-07,-3.475402650788354e-09,0.0
7.036456405748563,7.171772875089882,2424,0.0,2.892373449311706e-07,7.493716107042966e-08,2.7936117051862704e-07,4.8614752742018205e-09,0.0
7.171772875089882,7.3070893444312,2048,0.0,2.1488716028010584e-07,6.355299857691878e-08,2.05274226402464e-07,-7.58175717173776e-09,0.0
7.3070893444312,7.442405813772519,1488,0.0,1.751537970085988e-07,4.828930138634756e-08,1.683656615172702e-07,5.536410889543953e-09,0.0
7.442405813772519,7.577722283113838,1256,0.0,1.0876188871507627e-07,3.618042101577455e-08,1.0256766338369968e-07,-6.579162999626805e-09,0.0
7.577722283113838,7.713038752455156,768,0.0,8.713040880100523e-08,2.5550702468131928e-08,8.329987839856244e-08,3.194159684470357e-09,0.0
7.713038752455156,7.848355221796474,800,0.0,4.766164887623982e-08,1.6535630252210758e-08,4.4701294229184694e-08,-2.6653024069304027e-09,0.0
7.848355221796474,7.983671691137793,312,0.0,3.349702599967326e-08,1.1866329612588444e-08,3.1324766118012636e-08,5.627533832258785e-10,0.0
7.983671691137793,8.11898816047911,392,0.0,1.569430407295646e-08,5.490048996505227e-09,1.4702739280501087e-08,-9.94384294109752e-10,0.0
8.11898816047911,8.25430462982043,120,0.0,7.049854741892665e-09,2.445623960461159e-09,6.612062864628918e-09,-4.716754195701012e-10,0.0
8.25430462982043,8.389621099161749,128,0.0,3.130229860169714e-09,1.047016834002568e-09,2.949931308829638e-09,-2.5206706579262907e-10,0.0
8.389621099161749,8.524937568503066,24,0.0,4.898346118620597e-10,1.13266748541534e-10,4.765591155910077e-10,-1.1326674854153397e-10,0.0
8.524937568503066,8.660254037844386,8,0.0,6.362792955351342e-11,6.362792955351342e-11,2.190623656672696e-19,-6.362792955351342e-11,0.0
