eta,s,p_over_M,local_cross,local_tau,ratio_to_abstract_static
0.5,0.0000050118723362727228500155418688494576806047198983281926392969745589,0.002238721138568339611954950852465742333707261397683803528065353234,1.7001806634600728617167014205266988977159666752576043343406088602e-66,1.5301625971140655755450312784740290079443700077318439009065479741e-65,0.000020045443837696303336085309244800324968859785996337898472846139469
0.5,0.000006309573444801947022673358518259070070334379634375296687865737997,0.0025118864315095830030011583117850345896746320413875753287803909513,2.1403440927716219104056359813980439476029493237797608097445831128e-66,1.9263096834944597193650723832582395528426543914017847287701248015e-65,0.000025235051913649855959525035003165285181734814628656116175300685519
0.5,0.0000079432823472428150206591828283638793258896063175548433209232392932,0.0028183829312644538191019236991551107186830435837709540029410540597,2.6944439469130464954632487226348647893133757654974979436371976174e-66,2.4249995522217418459169238503713783103820381889477481492734778557e-65,0.000031767991468475278506690951830358456065011545094860233529512545567
0.5,0.00001,0.0031622776601683793319988935444327185337195551393252168268575048528,3.3919619206111073601805827742548891825310348507193564330732501158e-66,3.0527657285499966241625244968294002642779313656474207897659251042e-65,0.000039991857124665622405895273803186491029355913649271731809069311014
0.5,0.000012589254117941686598153973007165166288704887379154346553437656274,0.0035481338923357566268022391324576806871163845925863916770487783187,4.2700019589209639423638998011774351093555707336849138279197523155e-66,3.843001763028867548127509821059691598420013660316422445127777084e-65,0.000050344111242983488224452153782923574689896607336193476908460832392
0.5,0.000015848931924611134852021013733915070132694421338250390683162968123,0.0039810717055349725077025230508775204348767703729738044686528414806,5.3752572393929955054172228190709018099410572035335919779644860148e-66,4.8377315154536959548755005371638116289469514831802327801680374133e-65,0.000063375275005268966989411870786272993513109739388703035919384273292
0.5,0.000019952623149688841956137184568773315923629631385907472481863939557,0.0044668359215096363281974081023956621462328742328060290237465240423,6.7664825912796036129060685243155996186789384959896202299226762666e-66,6.0898343321516432516154616718840396568110446463906582069304086399e-65,0.00007977807869324138738386667099815195387517763803426467995666633603
0.5,0.000025118864315095801110850320677993273941585181007824754286798884209,0.0050118723362727228500155418688494576806047198983281926392969745589,8.5176009646338772751951986785143460433697027242481717111912836946e-66,7.6658408681704895476756788106629114390327324518233545400721553251e-65,0.00010042408753255761903592575124262801033629459988728210632043494532
0.5,0.000031622776601683793319988935444327185337195551393252168268575048528,0.0056234132519034908039495103977648123146825104309869166408168942374,1.0721604545547335221198026760288608576161322589758596640372714792e-65,9.6494440909926016990782240842597477185451903307827369763354433125e-65,0.00012640969656152408243746081618883316123565409181558226136381623155
0.5,0.000039810717055349770910807047034845225988801028658054209617191000885,0.006309573444801936126426040654229210310550223080502932206512653763,1.3495450610465786120923628589996902521529171558876509719719012536e-65,1.2145905549419207508831265730997212269376254402988858747747111283e-64,0.00015911385365714645902207554287238193547790695466553778280516534889
