case,n,g,initial_mode,dt,t,energy,relative_energy_deviation,cosine_q_1,cosine_velocity_1,cosine_q_3,cosine_velocity_3,cosine_q_5,cosine_velocity_5,cosine_q_initial_mode,cosine_velocity_initial_mode
spatial_N128,128,1.0,1,0.0011764705882352942,18.72,0.8221344520998165,-4.907963290223805e-07,-0.3112624197747654,-0.5710693330381451,0.000504138539654441,0.0016709782426773167,6.802208428358394e-06,1.148036959338028e-05,-0.3112624197747654,-0.5710693330381451
spatial_N128,128,1.0,1,0.0011764705882352942,18.740000000000002,0.8221344682094354,-4.71201467289184e-07,-0.3225531218734545,-0.5579165442731163,0.0005380773309121365,0.001724582516447068,6.9883935314295476e-06,7.1036952859260704e-06,-0.3225531218734545,-0.5579165442731163
spatial_N128,128,1.0,1,0.0011764705882352942,18.76,0.822134484757802,-4.5107293655810565e-07,-0.3335757704455785,-0.5442653855737479,0.0005731902476285724,0.0017884800407451233,7.085113389347163e-06,2.5399929630895096e-06,-0.3335757704455785,-0.5442653855737479
spatial_N128,128,1.0,1,0.0011764705882352942,18.78,0.8221345016967997,-4.304692636791785e-07,-0.3443204837723961,-0.5301245238980146,0.0006096881210032485,0.0018631493133795052,7.0889979572368324e-06,-2.1734897238925988e-06,-0.3443204837723961,-0.5301245238980146
spatial_N128,128,1.0,1,0.0011764705882352942,18.8,0.8221345189740578,-4.094541492527526e-07,-0.3547775594242749,-0.5155032238153281,0.0006477902406745125,0.0019489561071787788,6.997432347104491e-06,-6.998559887787822e-06,-0.3547775594242749,-0.5155032238153281
spatial_N128,128,1.0,1,0.0011764705882352942,18.82,0.8221345365330163,-3.880963898028611e-07,-0.364937486362845,-0.5004113621898012,0.0006877220094848257,0.002046144552116807,6.808571233968007e-06,-1.1896530040154446e-05,-0.364937486362845,-0.5004113621898012
spatial_N128,128,1.0,1,0.0011764705882352942,18.84,0.8221345543130449,-3.6646973256004856e-07,-0.37479095731772893,-0.4848594409214342,0.0007297124295036397,0.0021548291959670226,6.521344228941852e-06,-1.682866944525314e-05,-0.37479095731772893,-0.4848594409214342
spatial_N128,128,1.0,1,0.0011764705882352942,18.86,0.8221345722496234,-3.4465265685845736e-07,-0.38432888139706306,-0.46885859755264286,0.0007739914398705492,0.0022749881415361954,6.135452284421041e-06,-2.17566481978387e-05,-0.38432888139706306,-0.46885859755264286
spatial_N128,128,1.0,1,0.0011764705882352942,18.88,0.8221345902745729,-3.227280912510011e-07,-0.39354239688728443,-0.45242061355899815,0.0008207871289100277,0.0024064573511331927,5.6513553573769165e-06,-2.6642965992708357e-05,-0.39354239688728443,-0.45242061355899815
spatial_N128,128,1.0,1,0.0011764705882352942,18.900000000000002,0.8221346083163511,-3.007830562395952e-07,-0.40242288419416716,-0.43555792015641615,0.000870322844699341,0.002548926200424969,5.070251716267401e-06,-3.145135769518156e-05,-0.40242288419416716,-0.43555792015641615
spatial_N128,128,1.0,1,0.0011764705882352942,18.92,0.8221346263004012,-2.789082385046271e-07,-0.4109619788738832,-0.41828360147228794,0.000922814229819844,0.002701934354248109,4.3940494317834945e-06,-3.614716814748337e-05,-0.4109619788738832,-0.41828360147228794
spatial_N128,128,1.0,1,0.0011764705882352942,18.94,0.8221346441495594,-2.571974959675316e-07,-0.41915158469998337,-0.4006113949451001,0.0009784662073692614,0.0028648700263360733,3.6253307384472954e-06,-4.069768915802102e-05,-0.41915158469998337,-0.4006113949451001
spatial_N128,128,1.0,1,0.0011764705882352942,18.96,0.8221346617845131,-2.3574730012576595e-07,-0.42698388670966764,-0.38255568883587476,0.001037469946437125,0.0030369696733570347,2.7673100880894013e-06,-4.5072452310829414e-05,-0.42698388670966764,-0.38255568883587476
spatial_N128,128,1.0,1,0.0011764705882352942,18.98,0.8221346791243103,-2.146561165483618e-07,-0.4344513641705838,-0.364131516755133,0.0010999998361307282,0.0032173191612182434,1.823786835573997e-06,-4.924347209636527e-05,-0.4344513641705838,-0.364131516755133
spatial_N128,128,1.0,1,0.0011764705882352942,19.0,0.8221346960869133,-1.940237314146387e-07,-0.44154680340768104,-0.34535454913091346,0.0011662104978674885,0.0034048564283865133,7.990935969272833e-07,-5.318543488341651e-05,-0.44154680340768104,-0.34535454913091346
spatial_N128,128,1.0,1,0.0011764705882352942,19.02,0.8221347125897928,-1.7395052875901484e-07,-0.4482633104283883,-0.32624108156647696,0.0012362338660061173,0.0035983756571135433,-3.0195860177650845e-07,-5.6875830411679185e-05,-0.4482633104283883,-0.32624108156647696
spatial_N128,128,1.0,1,0.0011764705882352942,19.04,0.822134728550555,-1.5453672808085628e-07,-0.4545943232835946,-0.3068080200605184,0.0013101763669648046,0.003796532949075922,-1.4741372123975226e-06,-6.0295023757566835e-05,-0.4545943232835946,-0.3068080200605184
spatial_N128,128,1.0,1,0.0011764705882352942,19.06,0.8221347438875952,-1.358815888696796e-07,-0.460533624101622,-0.2870728630877453,0.001388116226757029,0.003997853487188143,-2.711845889819467e-06,-6.342626708916728e-05,-0.460533624101622,-0.2870728630877453
spatial_N128,128,1.0,1,0.0011764705882352942,19.080000000000002,0.8221347585207697,-1.1808259348100592e-07,-0.4660753507325852,-0.2670536805633549,0.0014701009363614717,0.004200740150381738,-4.009181855116578e-06,-6.625565194612166e-05,-0.4660753507325852,-0.2670536805633549
spatial_N128,128,1.0,1,0.0011764705882352942,19.1,0.8221347723720769,-1.0123461879896212e-07,-0.47121400794127255,-0.24676908974096232,0.001556144903528731,0.004403483533132771,-5.359991726285156e-06,-6.87720042262699e-05,-0.47121400794127255,-0.24676908974096232
spatial_N128,128,1.0,1,0.0011764705882352942,19.12,0.8221347853663432,-8.542910201470022e-08,-0.47594447808792595,-0.22623822811965427,0.0016462273185131227,0.004604273306641409,-6.757924704880499e-06,-7.096672549504911e-05,-0.47594447808792595,-0.22623822811965427
spatial_N128,128,1.0,1,0.0011764705882352942,19.14,0.8221347974318965,-7.075322094873826e-08,-0.48026203123807876,-0.20548072346176038,0.0017402902598103462,0.004801210844000701,-8.196482092476061e-06,-7.283358562166531e-05,-0.48026203123807876,-0.20548072346176038
spatial_N128,128,1.0,1,0.0011764705882352942,19.16,0.8221348085012259,-5.728909246993652e-08,-0.4841623346448911,-0.18451666104837106,0.0018382370642865734,0.004992323017622306,-9.669062224622014e-06,-7.436847304990136e-05,-0.4841623346448911,-0.18451666104837106
spatial_N128,128,1.0,1,0.0011764705882352942,19.18,0.8221348185116136,-4.5113002777874556e-08,-0.4876414615502157,-0.16336654832428765,0.0019399309841145755,0.005175577063796894,-1.1169000047949672e-05,-7.556911019563999e-05,-0.4876414615502157,-0.16336654832428765
spatial_N128,128,1.0,1,0.0011764705882352942,19.2,0.8221348274057313,-3.429468309334993e-08,-0.49069589925389645,-0.14205127710767776,0.002045194150703253,0.00534889639673479,-1.2689600726672514e-05,-7.643474249366309e-05,-0.49069589925389645,-0.14205127710767776
spatial_N128,128,1.0,1,0.0011764705882352942,19.22,0.822134835132194,-2.4896635308913062e-08,-0.49332255640453315,-0.12059208356193996,0.002153806863337107,0.005510177242931398,-1.422416684388358e-05,-7.69658104609987e-05,-0.49332255640453315,-0.12059208356193996
spatial_N128,128,1.0,1,0.0011764705882352942,19.240000000000002,0.8221348416460601,-1.6973523808694324e-08,-0.49551876946910367,-0.09901050614789023,0.0022655072175535836,0.005657305956392538,-1.5766018957054017e-05,-7.716361477540034e-05,-0.49551876946910367,-0.09901050614789023
spatial_N128,128,1.0,1,0.0011764705882352942,19.26,0.8221348469092707,-1.057164145112921e-08,-0.49728230834339004,-0.07732834179310374,0.002379991085405064,0.005788176866285508,-1.7308509471606806e-05,-7.702998476306907e-05,-0.49728230834339004,-0.07732834179310374
spatial_N128,128,1.0,1,0.0011764705882352942,19.28,0.8221348508910273,-5.728449825603832e-09,-0.4986113810700594,-0.055567600531851176,0.002496912456705906,0.005900710501085509,-1.884503000591389e-05,-7.656696082970304e-05,-0.4986113810700594,-0.055567600531851176
spatial_N128,128,1.0,1,0.0011764705882352942,19.3,0.8221348535680907,-2.4722159874812633e-09,-0.4995046376364655,-0.0337504588833432,0.0026158841471847338,0.00599287202737703,-2.036901263133143e-05,-7.577650124315431e-05,-0.4995046376364655,-0.0337504588833432
spatial_N128,128,1.0,1,0.0011764705882352942,19.32,0.8221348549250092,-8.217343472338712e-10,-0.4999611728297173,-0.01189921224776019,0.00273647887617992,0.006062689737238384,-2.187392557514476e-05,-7.466022327787348e-05,-0.4999611728297173,-0.01189921224776019
spatial_N128,128,1.0,1,0.0011764705882352942,19.34,0.822134854954264,-7.861503670270054e-10,-0.49998052813224,0.00996377339135432,0.0028582307131669125,0.00610827341565522,-2.335326416840689e-05,-7.321918806275869e-05,-0.49998052813224,0.00996377339135432
spatial_N128,128,1.0,1,0.0011764705882352942,19.36,0.8221348536563347,-2.3648808467058302e-09,-0.4995626926468982,0.031816110163433886,0.002980636889025531,0.006127832418720117,-2.480053799875171e-05,-7.145373754326585e-05,-0.4995626926468982,0.031816110163433886
spatial_N128,128,1.0,1,0.0011764705882352942,19.38,0.8221348510396785,-5.547638681768774e-09,-0.4987081030466869,0.05363543710759312,0.003103159964577982,0.006119693294500917,-2.6209255384882993e-05,-6.936339079098314e-05,-0.4987081030466869,0.05363543710759312
spatial_N128,128,1.0,1,0.0011764705882352942,19.400000000000002,0.8221348471206329,-1.0314551990298071e-08,-0.4974176425499732,0.07539946877075482,0.003225230345593017,0.006082316781394063,-2.7572906420493834e-05,-6.694680549148874e-05,-0.4974176425499732,0.07539946877075482
spatial_N128,128,1.0,1,0.0011764705882352942,19.42,0.8221348419232332,-1.6636385602453174e-08,-0.49569263892823334,0.09708604331058844,0.0033462491301916703,0.0060143140234894,-2.8884945936405943e-05,-6.420180884282757e-05,-0.49569263892823334,0.09708604331058844
spatial_N128,128,1.0,1,0.0011764705882352942,19.44,0.8221348354789545,-2.4474854698475212e-08,-0.49353486155911325,0.11867316981183931,0.003465591271442163,0.00591446184890255,-3.0138777796934608e-05,-6.11255003361384e-05,-0.49353486155911325,0.11867316981183931
spatial_N128,128,1.0,1,0.0011764705882352942,19.46,0.8221348278263821,-3.3783026376354997e-08,-0.49094651754339624,0.14013907453260582,0.0035826090349287756,0.005781716965098752,-3.132774197715057e-05,-5.7714427006481196e-05,-0.49094651754339624,0.14013907453260582
spatial_N128,128,1.0,1,0.0011764705882352942,19.48,0.8221348190108116,-4.4505805485428596e-08,-0.48793024691002573,0.16146224580777727,0.0036966357282534456,0.0056152289348337155,-3.2445105860168035e-05,-5.396482977887002e-05,-0.48793024691002573,0.16146224580777727
spatial_N128,128,1.0,1,0.0011764705882352942,19.5,0.8221348090837907,-5.658049240242491e-08,-0.48448911693866054,0.18262147735002957,0.0038069896768090344,0.005414351807348101,-3.348406114580549e-05,-4.987295753775151e-05,-0.48448911693866054,0.18262147735002957
spatial_N128,128,1.0,1,0.0011764705882352942,19.52,0.8221347981026043,-6.993740864214004e-08,-0.480626615634279,0.20359590970431485,0.003912978417777159,0.00517865429172804,-3.443772767511036e-05,-4.5435443566922445e-05,-0.480626615634279,0.20359590970431485
spatial_N128,128,1.0,1,0.0011764705882352942,19.54,0.8221347861297155,-8.450057764619601e-08,-0.4763466443930598,0.22436506962946662,0.004013903082173404,0.004907928372726582,-3.52991653482444e-05,-4.0649737088536945e-05,-0.4763466443930598,0.22436506962946662
spatial_N128,128,1.0,1,0.0011764705882352942,19.56,0.8221347732321658,-1.0018845364445639e-07,-0.47165350990309607,0.24490890720014627,0.004109062932910346,0.004602196283656992,-3.6061395150298305e-05,-3.55145808241877e-05,-0.47165350990309607,0.24490890720014627
spatial_N128,128,1.0,1,0.0011764705882352942,19.580000000000002,0.8221347594809502,-1.1691468237984282e-07,-0.46655191532743057,0.26520783044362806,0.004197760025291337,0.004261715766035965,-3.671743010024891e-05,-3.003052385397743e-05,-0.46655191532743057,0.26520783044362806
spatial_N128,128,1.0,1,0.0011764705882352942,19.6,0.8221347449503684,-1.3458888947770475e-07,-0.4610469508203807,0.2852427373485906,0.0042793039550957845,0.003886983561285743,-3.726031671025121e-05,-2.420045760424793e-05,-0.4610469508203807,0.2852427373485906
spatial_N128,128,1.0,1,0.0011764705882352942,19.62,0.8221347297173657,-1.531174832480886e-07,-0.455144083431146,0.3049950451068799,0.004353016658483893,0.003478737095805268,-3.768318728529008e-05,-1.803016159216733e-05,-0.455144083431146,0.3049950451068799
spatial_N128,128,1.0,1,0.0011764705882352942,19.64,0.8221347138608727,-1.724044564888061e-07,-0.4488491464512223,0.32444671647384093,0.004418237227335319,0.0030379543369016193,-3.797932311710335e-05,-1.1528844628858559e-05,-0.4488491464512223,0.32444671647384093
spatial_N128,128,1.0,1,0.0011764705882352942,19.66,0.822134697461149,-1.923521859570343e-07,-0.4421683282641894,0.3435802831580041,0.004474326703349042,0.0025658518132435607,-3.8142228332782235e-05,-4.70966656147968e-06,-0.4421683282641894,0.3435802831580041
spatial_N128,128,1.0,1,0.0011764705882352942,19.68,0.8221346805991422,-2.1286221141281203e-07,-0.4351081607579614,0.36237886617636483,0.0045206728142643884,0.0020638808094791596,-3.8165713857233916e-05,2.409774659024844e-06,-0.4351081607579614,0.36237886617636483
spatial_N128,128,1.0,1,0.0011764705882352942,19.7,0.8221346633558692,-2.3383598835025055e-07,-0.4276755073606166,0.380826193136942,0.004556694615913435,0.001533721760272105,-3.8043990643675356e-05,9.807005750084632e-06,-0.4276755073606166,0.380826193136942
spatial_N128,128,1.0,1,0.0011764705882352942,19.72,0.8221346458118235,-2.551756086432988e-07,-0.4198775507614339,0.39890661243546943,0.004581847004471656,0.0009772768840982872,-3.77717710269949e-05,1.745430547828514e-05,-0.4198775507614339,0.39890661243546943
spatial_N128,128,1.0,1,0.0011764705882352942,19.740000000000002,0.8221346280464196,-2.767844770046324e-07,-0.411721780378778,0.41660510437771453,0.004595625064226109,0.0003966611115535424,-3.734437676579731e-05,2.531841067225217e-05,-0.411721780378778,0.41660510437771453
spatial_N128,128,1.0,1,0.0011764705882352942,19.76,0.8221346101374754,-2.9856794003801923e-07,-0.40321597963600786,0.4339072892627943,0.004597568217412773,-0.00020580862347626547,-3.675785206918008e-05,3.3360313805800585e-05,-0.40321597963600786,0.4339072892627943
spatial_N128,128,1.0,1,0.0011764705882352942,19.78,0.8221345921607413,-3.204338590023781e-07,-0.3943682131056421,0.4507994324857525,0.004587264144169991,-0.0008276256487568451,-3.6009079658842084e-05,4.153516368151894e-05,-0.3943682131056421,0.4507994324857525
spatial_N128,128,1.0,1,0.0011764705882352942,19.8,0.8221345741894756,-3.422931263985518e-07,-0.3851868135806323,0.4672684467393842,0.004564352442394101,-0.0014661072820834533,-3.509589770313205e-05,4.979227903551125e-05,-0.3851868135806323,0.4672684467393842
spatial_N128,128,1.0,1,0.0011764705882352942,19.82,0.8221345562940704,-3.640601212717698e-07,-0.37568036912978875,0.4833018914156678,0.0045285279992438345,-0.0021184099198753147,-3.4017215282880054e-05,5.807528290548497e-05,-0.37568036912978875,0.4833018914156678
spatial_N128,128,1.0,1,0.0011764705882352942,19.84,0.8221345385417306,-3.856530992329965e-07,-0.3658577101922037,0.4988879693260552,0.0044795440482003675,-0.0027815453733881,-3.277312391330516e-05,6.632236339213101e-05,-0.3658577101922037,0.4988879693260552
spatial_N128,128,1.0,1,0.0011764705882352942,19.86,0.8221345209962068,-4.0699451753223315e-07,-0.3557278967629578,0.5140155208771432,0.004417214887925978,-0.0034523983317787466,-3.1365002557815825e-05,7.446666403845695e-05,-0.3557278967629578,0.5140155208771432
spatial_N128,128,1.0,1,0.0011764705882352942,19.88,0.82213450371758,-4.2801129673808447e-07,-0.34530020571950615,0.5286740158538283,0.004341418241650088,-0.004127744824324426,-2.979561353032129e-05,8.243680450184488e-05,-0.34530020571950615,0.5286740158538283
spatial_N128,128,1.0,1,0.0011764705882352942,19.900000000000002,0.8221344867621015,-4.486350160259889e-07,-0.3345841183349558,0.5428535429758441,0.004252097238425552,-0.0048042715484082794,-2.8069186695252833e-05,9.015752954553014e-05,-0.3345841183349558,0.5428535429758441
spatial_N128,128,1.0,1,0.0011764705882352942,19.92,0.8221344701820805,-4.688020492915612e-07,-0.3235893080210077,0.5565447974055606,0.0041492620003113975,-0.005478595925431654,-2.619148944119756e-05,9.755048168426719e-05,-0.3235893080210077,0.5565447974055606
spatial_N128,128,1.0,1,0.0011764705882352942,19.94,0.8221344540258259,-4.884536363158887e-07,-0.31232562833967314,0.5697390663950717,0.004032990822330098,-0.00614728674357297,-2.4169880023935236e-05,0.00010453509013441011,-0.31232562833967314,0.5697390663950717
spatial_N128,128,1.0,1,0.0011764705882352942,19.96,0.8221344383376301,-5.075359019723891e-07,-0.30080310131902743,0.5824282132688916,0.0039034309348912454,-0.006806885244249243,-2.2013342048328078e-05,0.00011102956609709426,-0.30080310131902743,0.5824282132688916
spatial_N128,128,1.0,1,0.0011764705882352942,19.98,0.8221344231578005,-5.259998189233173e-07,-0.28903190610427054,0.5946046599450614,0.003760798841247752,-0.007453926508204941,-1.9732498083021293e-05,0.00011695199189265147,-0.28903190610427054,0.5946046599450614
spatial_N128,128,1.0,1,0.0011764705882352942,20.0,0.822134408522728,-5.438011229097484e-07,-0.2770223679712578,0.6062613682021654,0.003605380225432468,-0.008084960997289463,-1.7339600675444996e-05,0.00012222148912321848,-0.2770223679712578,0.6062613682021654
spatial_N256,256,1.0,1,0.00029850746268656717,0.0,0.8221939894427253,0.0,0.5,0.0,-5.27110494558279e-17,0.0,-3.884475653091408e-17,0.0,0.5,0.0
spatial_N256,256,1.0,1,0.00029850746268656717,0.02,0.822193989399522,-5.2546300643996346e-11,0.4997812737374532,-0.021870753380359056,-6.246473818873138e-06,-0.000624294608291042,3.901741734321601e-11,7.802452362685273e-09,0.4997812737374532,-0.021870753380359056
spatial_N256,256,1.0,1,0.00029850746268656717,0.04,0.8221939892701795,-2.0986012927437514e-10,0.49912531954500866,-0.043719051380020954,-2.4943610106289974e-05,-0.0012443631017968056,6.226393744090319e-10,6.215296506676015e-08,0.49912531954500866,-0.043719051380020954
spatial_N256,256,1.0,1,0.00029850746268656717,0.06,0.822193989055497,-4.709694856330771e-10,0.4980328107121197,-0.06552248820576448,-5.596484125046551e-05,-0.0018560081360313556,3.1375413501228623e-09,2.0829869042482683e-07,0.4980328107121197,-0.06552248820576448
spatial_N256,256,1.0,1,0.00029850746268656717,0.08,0.8221939887567965,-8.34266322691235e-10,0.4965048677372058,-0.08725875692829863,-9.910017857879328e-05,-0.0024550896769402293,9.851695612050951e-09,4.889140187301553e-07,0.4965048677372058,-0.08725875692829863
spatial_N256,256,1.0,1,0.00029850746268656717,0.1,0.8221939883759094,-1.297523311016846e-09,0.4945430558625137,-0.10890569813979074,-0.000154057640339673,-0.003037553083071546,2.385065317033686e-08,9.428862029789461e-07,0.4945430558625137,-0.10890569813979074
spatial_N256,256,1.0,1,0.00029850746268656717,0.12,0.822193987915156,-1.8579183747036154e-09,0.49214938164453603,-0.13044134769075666,-0.00022046523488397052,-0.003599456506704329,4.895034101560667e-08,1.6041856430014242e-06,0.49214938164453603,-0.13044134769075666
spatial_N256,256,1.0,1,0.00029850746268656717,0.14,0.8221939873773216,-2.5120636681918995e-09,0.4893262885813472,-0.15184398321377918,-0.0002978734832512272,-0.0041369973978361944,8.958832452863225e-08,2.5008461789131073e-06,0.4893262885813472,-0.15184398321377918
spatial_N256,256,1.0,1,0.00029850746268656717,0.16,0.8221939867656263,-3.2560429907846355e-09,0.486076651823944,-0.1730921691535642,-0.00038575846113085945,-0.004646537904087751,1.506959695806435e-07,3.654078367940859e-06,0.486076651823944,-0.1730921691535642
spatial_N256,256,1.0,1,0.00029850746268656717,0.18,0.822193986083693,-4.085449756274784e-09,0.48240377200415063,-0.1941648000375772,-0.00048352533613920556,-0.005124628970778803,2.375543703321171e-07,5.077535851345818e-06,0.48240377200415063,-0.1941648000375772
spatial_N256,256,1.0,1,0.00029850746268656717,0.2,0.8221939853355096,-4.995433844356967e-09,0.4783113682167909,-0.2150411417387363,-0.0005905123725660824,-0.005568032958512877,3.5563727806840993e-07,6.776751624314719e-06,0.4783113682167909,-0.2150411417387363
spatial_N256,256,1.0,1,0.00029850746268656717,0.22,0.8221939845253887,-5.980749784306738e-09,0.47380357019861286,-0.23570087050113014,-0.0007059953722360767,-0.005973744610391992,5.104445674171672e-07,8.748757374152216e-06,0.47380357019861286,-0.23570087050113014
spatial_N256,256,1.0,1,0.00029850746268656717,0.24,0.8221939836579253,-7.0358091575073445e-09,0.46888490975081515,-0.2561241095212256,-0.0008291925169327817,-0.006339010217267262,7.073300006517136e-07,1.0981895133310504e-05,0.46888490975081515,-0.2561241095212256
spatial_N256,256,1.0,1,0.00029850746268656717,0.26,0.8221939827379527,-8.154733110998791e-09,0.46356031145595267,-0.27629146290025,-0.0009592695749766063,-0.006661344846996774,9.513271943009514e-07,1.3455826388897758e-05,0.46356031145595267,-0.27629146290025
spatial_N256,256,1.0,1,0.00029850746268656717,0.28,0.8221939817704966,-9.331409311919003e-09,0.45783508274343254,-0.29618404680807286,-0.0010953454320500118,-0.00693854752229354,1.2469777538306244e-06,1.614173959082108e-05,0.45783508274343254,-0.29618404680807286
spatial_N256,256,1.0,1,0.00029850746268656717,0.3,0.8221939807607302,-1.0559545682298221e-08,0.45171490336075626,-0.31578351772467017,-0.001236497904249026,-0.007168714251165483,1.5981655191090896e-06,1.900275279537603e-05,0.45171490336075626,-0.31578351772467017
spatial_N256,256,1.0,1,0.00029850746268656717,0.32,0.8221939797139278,-1.1832727464522463e-08,0.4452058143100738,-0.33507209765180157,-0.0013817697896195556,-0.007350248833926317,2.0079607555280748e-06,2.199450406293151e-05,0.4452058143100738,-0.33507209765180157
spatial_N256,256,1.0,1,0.00029850746268656717,0.34,0.8221939786354192,-1.3144472177373245e-08,0.43831420631149354,-0.35403259621456357,-0.0015301751131176957,-0.007481871391049428,2.4784779397115917e-06,2.506591828185812e-05,0.43831420631149354,-0.35403259621456357
spatial_N256,256,1.0,1,0.00029850746268656717,0.36,0.8221939775305478,-1.4488280908331319e-08,0.4310468078559287,-0.3726484295996746,-0.001680705519024587,-0.00756262457649973,3.010750523567486e-06,2.816013539928145e-05,0.4310468078559287,-0.3726484295996746
spatial_N256,256,1.0,1,0.00029850746268656717,0.38,0.8221939764046278,-1.585769004996962e-08,0.4234106729110496,-0.3909036363044028,-0.0018323367643391965,-0.007591877461380673,3.6046257264103948e-06,3.1215581677643435e-05,0.4234106729110496,-0.3909036363044028
spatial_N256,256,1.0,1,0.00029850746268656717,0.4,0.822193975262905,-1.7246319483632533e-08,0.4154131683441692,-0.4087828896966675,-0.001984035266569829,-0.007569327092548097,4.258682007145103e-06,3.4167162632742736e-05,0.4154131683441692,-0.4087828896966675
spatial_N256,256,1.0,1,0.00029850746268656717,0.42,0.8221939741105201,-1.864791687733458e-08,0.4070619611256151,-0.42627150741276265,-0.0021347646596310966,-0.007494997750064287,4.9701714146908385e-06,3.694755379909092e-05,0.4070619611256151,-0.42627150741276265
spatial_N256,256,1.0,1,0.00029850746268656717,0.44,0.8221939729524764,-2.0056396765610884e-08,0.3983650053753629,-0.4433554576441061,-0.0022834923122156078,-0.007369237945800765,5.734988518238175e-06,3.9488563460401755e-05,0.3983650053753629,-0.4433554576441061
spatial_N256,256,1.0,1,0.00029850746268656717,0.46,0.8221939717936079,-2.146587985141224e-08,0.38933052931443707,-0.46002136238818375,-0.002429195764033819,-0.007192715222975463,6.5476670846874964e-06,4.172254001276082e-05,0.38933052931443707,-0.46002136238818375
spatial_N256,256,1.0,1,0.00029850746268656717,0.48,0.8221939706385556,-2.2870721427814544e-08,0.379967022180856,-0.4762564977612339,-0.002570869036675167,-0.006966408832779866,7.401405115020256e-06,4.3583795716514576e-05,0.379967022180856,-0.4762564977612339
spatial_N256,256,1.0,1,0.00029850746268656717,0.5,0.8221939694917421,-2.426554246426349e-08,0.37028322116773643,-0.4920487914910205,-0.0027075287775215453,-0.006691600379381877,8.288118281154642e-06,4.501001825597622e-05,0.37028322116773643,-0.4920487914910205
spatial_N256,256,1.0,1,0.00029850746268656717,0.52,0.8221939683573555,-2.5645249257522096e-08,0.36028809843861076,-0.5073868177271332,-0.0028382201971094327,-0.006369862538382122,9.198521235642278e-06,4.594364175566901e-05,0.36028809843861076,-0.5073868177271332
spatial_N256,256,1.0,1,0.00029850746268656717,0.54,0.8221939672393331,-2.7005052860573642e-08,0.3499908482720886,-0.522259789323505,-0.0029620227625645913,-0.006003045966165574,1.0122235705465758e-05,4.6333149695415194e-05,0.3499908482720886,-0.522259789323505
spatial_N256,256,1.0,1,0.00029850746268656717,0.56,0.8221939661413508,-2.8340482627342567e-08,0.3394008743847392,-0.5366575477631743,-0.0030780556121940894,-0.005593264528475696,1.1047923743153432e-05,4.6134283491120365e-05,0.3394008743847392,-0.5366575477631743
spatial_N256,256,1.0,1,0.00029850746268656717,0.58,0.822193965066817,-2.964739298505492e-08,0.3285277774775397,-0.5505705509086604,-0.003185482658981856,-0.005142878985903298,1.1963444001242768e-05,4.531113233745401e-05,0.3285277774775397,-0.5505705509086604
spatial_N256,256,1.0,1,0.00029850746268656717,0.6,0.822193964018867,-3.092197042864342e-08,0.31738134304744514,-0.5639898587726564,-0.003283517353570569,-0.004654479281817685,1.2856028429574831e-05,4.383708219489818e-05,0.31738134304744514,-0.5639898587726564
spatial_N256,256,1.0,1,0.00029850746268656717,0.62,0.8221939630003654,-3.216073118927909e-08,0.30597152950164797,-0.576907117513048,-0.0033714270802869747,-0.004130865584573941,1.3712476379613796e-05,4.1695604498679615e-05,0.30597152950164797,-0.576907117513048
spatial_N256,256,1.0,1,0.00029850746268656717,0.64,0.8221939620139069,-3.336051912494753e-08,0.2943084566079389,-0.589314541863562,-0.0034485371628562526,-0.003575028240638335,1.4519362741047887e-05,3.888086821457401e-05,0.2943084566079389,-0.589314541863562
spatial_N256,256,1.0,1,0.00029850746268656717,0.66,0.8221939610618234,-3.4518498281954635e-08,0.2824023943102963,-0.6012048962166772,-0.0035142344596191246,-0.002990126798621109,1.5263256441148647e-05,3.5398162196397855e-05,0.2824023943102963,-0.6012048962166772
spatial_N256,256,1.0,1,0.00029850746268656717,0.68,0.8221939601461927,-3.563214145962945e-08,0.27026375193446295,-0.6125714745788391,-0.003567970531287189,-0.0023794682661487996,1.5930945412446444e-05,3.126411835620193e-05,0.27026375193446295,-0.6125714745788391
spatial_N256,256,1.0,1,0.00029850746268656717,0.7000000000000001,0.8221939592688489,-3.66992178868486e-08,0.2579030678038501,-0.623408079619588,-0.0036092643675183856,-0.0017464847621188554,1.6509663980473617e-05,2.6506729860106603e-05,0.2579030678038501,-0.623408079619588
spatial_N256,256,1.0,1,0.00029850746268656717,0.72,0.8221939584313941,-3.771777901118156e-08,0.24533099928167262,-0.6337090010360299,-0.003637704661841925,-0.0010947107262336655,1.6987318545787524e-05,2.1165162349080453e-05,0.24533099928167262,-0.6337090010360299
spatial_N256,256,1.0,1,0.00029850746268656717,0.74,0.8221939576352152,-3.868613795976472e-08,0.23255831325081006,-0.6434689934522323,-0.0036529516276824813,-0.00042775984589722905,1.735270743246247e-05,1.52893599741654e-05,0.23255831325081006,-0.6434689934522323
spatial_N256,256,1.0,1,0.00029850746268656717,0.76,0.8221939568814978,-3.9602852774933694e-08,0.21959587703852512,-0.6526832540697388,-0.0036547383514088446,0.0002506981423280239,1.759573084841549e-05,8.93945177294683e-06,0.21959587703852512,-0.6526832540697388
spatial_N256,256,1.0,1,0.00029850746268656717,0.78,0.8221939561712435,-4.046670520896356e-08,0.20645464978889455,-0.661347400280571,-0.003642871681438519,0.0009369606233713258,1.770758704995058e-05,2.184967519918751e-06,0.20645464978889455,-0.661347400280571
