case,n,g,initial_mode,dt,t,energy,relative_energy_deviation,cosine_q_1,cosine_velocity_1,cosine_q_3,cosine_velocity_3,cosine_q_5,cosine_velocity_5,cosine_q_initial_mode,cosine_velocity_initial_mode
linear_N64_k24,64,0.0,24,0.0025,1.98,139.48976590624224,-7.532797066855945e-05,1.9333000192482338e-15,2.4409522576057385e-15,5.57094252594438e-16,1.1482893903410353e-15,-6.899486409055241e-16,-1.1655087893737834e-15,0.4648352181702015,3.4707038958785787
linear_N64_k24,64,0.0,24,0.0025,2.0,139.50027417225215,-4.696543154381061e-11,1.984499007916279e-15,2.369197583221134e-15,5.633999263671037e-16,5.016294175980103e-16,-6.8852028298904795e-16,2.478784075460897e-16,0.49999997884651703,0.0027404883500405063
linear_N64_k24,64,0.0,24,0.0025,2.02,139.4897967425107,-7.510692258361207e-05,2.035437046116428e-15,2.321076471039875e-15,5.630520202702328e-16,-1.4008490411004164e-16,-6.677500895746796e-16,1.3316734150317295e-15,0.464942299196191,-3.4656078067540346
linear_N64_k24,64,0.0,24,0.0025,2.04,139.46401295789357,-0.00025993655656753045,2.0924076169309304e-15,2.0526586129174908e-15,5.511795576005942e-16,-6.567400222436266e-16,-6.307374384029508e-16,2.1975297984351682e-15,0.36458585106200025,-6.447229206455515
linear_N64_k24,64,0.0,24,0.0025,2.06,139.43689904210436,-0.00045430116229194795,2.1334322366465807e-15,2.329308115644775e-15,5.369388919485789e-16,-1.3637466768255714e-15,-5.731002155639712e-16,3.546851041945196e-15,0.21302518442123608,-8.523370231403863
linear_N64_k24,64,0.0,24,0.0025,2.08,139.4231522228068,-0.0005528444761203621,2.1803016020765095e-15,2.444532777630926e-15,5.070877467662654e-16,-2.069087342727536e-15,-4.855482653266885e-16,4.774905284507204e-15,0.03154621991253545,-9.402447490794817
linear_N64_k24,64,0.0,24,0.0025,2.1,139.43022402911384,-0.0005021506237342654,2.2247944283124502e-15,2.356080397351177e-15,4.535492486946095e-16,-3.0953321234391154e-15,-3.864152321973703e-16,4.8361364503862606e-15,-0.1543632498742847,-8.960999078624894
linear_N64_k24,64,0.0,24,0.0025,2.12,139.45428115461203,-0.0003296984501467426,2.268074198676214e-15,2.2945053750625775e-15,3.903105662799968e-16,-2.8163602389747418e-15,-2.8942689670867634e-16,4.617533045103986e-15,-0.31859319053806295,-7.261024167078886
linear_N64_k24,64,0.0,24,0.0025,2.14,139.48228331942693,-0.00012896648040883196,2.31702042820408e-15,2.4309979826363367e-15,3.4245326769217266e-16,-2.5531235627579663e-15,-2.0136822458206103e-16,4.256805001827964e-15,-0.43807834668675827,-4.541275539823347
linear_N64_k24,64,0.0,24,0.0025,2.16,139.49905181626445,-8.762438257425842e-06,2.3725492837108045e-15,2.4902848923641663e-15,2.8797096094571855e-16,-2.0755805749456092e-15,-1.3056930547807608e-16,3.358317555375125e-15,-0.49603763911527166,-1.183727984380307
linear_N64_k24,64,0.0,24,0.0025,2.18,139.4954972012569,-3.424349934111337e-05,2.4089624620530353e-15,2.4574767652377063e-15,2.5282684008429318e-16,-1.499283438902416e-15,-7.338780549841803e-17,2.522540527909245e-15,-0.48433098157134946,2.3400681135884476
linear_N64_k24,64,0.0,24,0.0025,2.2,139.4735462704609,-0.00019159753269504254,2.4680454176677154e-15,2.3103814627714222e-15,2.2706314909708397e-16,-7.99535730943881e-16,-2.7373650728271134e-17,1.982047211206395e-15,-0.40460251424615545,5.535213610719509
linear_N64_k24,64,0.0,24,0.0025,2.22,139.44509763084443,-0.00039553003235448525,2.497492135966331e-15,1.8151005415640175e-15,2.2509187629720024e-16,-1.3640730623728975e-16,9.329680960299156e-18,1.2677131259368213e-15,-0.26804969269157575,7.952966660013527
linear_N64_k24,64,0.0,24,0.0025,2.24,139.42557200350217,-0.000535498412038371,2.532485884004946e-15,1.6270854734828807e-15,2.1729500146638446e-16,-2.942310369377006e-16,2.967777063965191e-17,6.970361617405931e-16,-0.0938506624450817,9.253766208647495
linear_N64_k24,64,0.0,24,0.0025,2.2600000000000002,139.42555334807147,-0.0005356321424615507,2.5583416116588445e-15,1.166453919539155e-15,2.1758237734479085e-16,-3.774607343293983e-18,5.3736654374264015e-17,1.4728039968790024e-15,0.09352921344538495,9.254921611530577
linear_N64_k24,64,0.0,24,0.0025,2.2800000000000002,139.44505177681776,-0.0003958587344086162,2.582000251293124e-15,1.1217800749231009e-15,2.2039145556002096e-16,-1.123080300978793e-16,8.509112505380385e-17,1.4476262437447544e-15,0.2677733895601875,7.956270598235895
linear_N64_k24,64,0.0,24,0.0025,2.3000000000000003,139.47349807323258,-0.00019194303186054196,2.6120792977456384e-15,1.083974696883176e-15,2.274361735059856e-16,-5.513649371137413e-16,1.2278898657146159e-16,2.076768291279703e-15,0.40441016234502936,5.540202063052204
linear_N64_k24,64,0.0,24,0.0025,2.32,139.49547278636493,-3.4418516143941424e-05,2.6186851867251406e-15,8.990069214348372e-16,2.1393644417275106e-16,-1.2292991680335903e-15,1.7150065347203072e-16,2.8236743129371173e-15,0.4842495957414256,2.346040477409317
linear_N64_k24,64,0.0,24,0.0025,2.34,139.49906441791777,-8.672104002571679e-06,2.648554412269186e-15,7.489339819414871e-16,1.878171444703894e-16,-1.860767954018787e-15,2.396370649868295e-16,3.617343535284497e-15,0.4960786495802041,-1.1776104970307884
linear_N64_k24,64,0.0,24,0.0025,2.36,139.48232610683908,-0.00012865976121123612,2.667200772114325e-15,4.073125962420708e-16,1.4169763632634916e-16,-2.591835130780746e-15,3.16074803576042e-16,4.326669720660255e-15,0.4382359937364503,-4.535872098762228
linear_N64_k24,64,0.0,24,0.0025,2.38,139.4543309346617,-0.000329341604613953,2.683831609234112e-15,6.104048306094634e-16,9.820397991610577e-17,-2.85200755279135e-15,4.005647759412839e-16,4.499694272749271e-15,0.3188453334504986,-7.25709365797322
linear_N64_k24,64,0.0,24,0.0025,2.4,139.43025381828718,-0.0005019370816927715,2.686843506826935e-15,6.236382834149894e-16,3.486150722173157e-17,-3.372293813462313e-15,4.926279956813109e-16,4.219001137284193e-15,0.15467447646672117,-8.95909352138029
linear_N64_k24,64,0.0,24,0.0025,2.42,139.42314587373994,-0.0005528899890550054,2.6973452771951124e-15,4.748778367372531e-16,-4.3442379374897534e-17,-4.0348433649262306e-15,5.70884690810348e-16,3.905650548316968e-15,-0.03121961982357827,-9.402834511182387
linear_N64_k24,64,0.0,24,0.0025,2.44,139.4368599963394,-0.00045458105969853335,2.7034078947743423e-15,5.264948097052677e-17,-1.1913436951456944e-16,-3.6507499152586395e-15,6.470055316077027e-16,3.1855360766467448e-15,-0.21272908014821373,-8.52599547438917
linear_N64_k24,64,0.0,24,0.0025,2.46,139.46396238037397,-0.00026029911871949807,2.7062227672823528e-15,3.135214711734915e-16,-1.8303610149199644e-16,-3.379792047255329e-15,6.999462170354944e-16,2.0294410053802537e-15,-0.3643618289359577,-6.451723970085201
linear_N64_k24,64,0.0,24,0.0025,2.48,139.48976204902274,-7.535562093319292e-05,2.7160125652751792e-15,-7.352125139280358e-17,-2.447534201385712e-16,-2.5391424028702113e-15,7.29652243021277e-16,7.889207592451638e-16,-0.46482182197921507,-3.471340824459856
linear_N64_k24,64,0.0,24,0.0025,2.5,139.50027416856676,-7.338385454858098e-11,2.7079953830097026e-15,-2.073735697629333e-16,-2.7677739106164655e-16,-1.9494970090489583e-15,7.43598634335257e-16,-3.975884146678453e-16,-0.4999999669476831,-0.003425610410376377
linear_N64_k24,64,0.0,24,0.0025,2.52,139.4898005943571,-7.507931083572394e-05,2.7070559637256743e-15,-3.570729960845784e-16,-3.16655663815143e-16,-1.3973075698667175e-15,7.202429191996454e-16,-1.7490773359716562e-15,-0.46495567326064013,3.464970713104708
linear_N64_k24,64,0.0,24,0.0025,2.54,139.46401857735998,-0.000259896273733351,2.7086158331418356e-15,-5.091741985018316e-16,-3.4229674103219442e-16,-7.827317344635015e-16,6.716283910429459e-16,-2.8002728212530534e-15,-0.3646107327707674,6.446729617762528
linear_N64_k24,64,0.0,24,0.0025,2.56,139.43690338313212,-0.0004542700438745495,2.6764196209866748e-15,-1.1575761580706366e-15,-3.578564196701676e-16,-2.3906045160273827e-16,6.061891825720544e-16,-3.717268505456318e-15,-0.21305807926555526,8.523078312344545
linear_N64_k24,64,0.0,24,0.0025,2.58,139.42315293232102,-0.0005528393900069428,2.6556539358508852e-15,-1.3643980951061529e-15,-3.65131204723957e-16,-3.988585976866905e-16,5.281291515528397e-16,-4.689828345584701e-15,-0.03158250797972664,9.40240423990835
linear_N64_k24,64,0.0,24,0.0025,2.6,139.43022072251892,-0.0005021743268770473,2.626705832286467e-15,-2.0164522639041734e-15,-3.7362962102742885e-16,-2.986281358467068e-16,4.333979121497913e-16,-4.65895179070477e-15,0.1543286650577029,8.961210570277125
linear_N64_k24,64,0.0,24,0.0025,2.62,139.45427562426352,-0.0003297380941442718,2.584527129983688e-15,-1.9421117008021974e-15,-3.805220556035316e-16,-1.1173466873399272e-16,3.4547339077512403e-16,-4.4793666353921844e-15,0.31856516623273323,7.261460698348697
linear_N64_k24,64,0.0,24,0.0025,2.64,139.48227856307668,-0.00012900057604259274,2.55458822565109e-15,-2.2001948890164205e-15,-3.8981877822284125e-16,1.5993571454798445e-16,2.6097847699939393e-16,-4.128406005668834e-15,0.4380608187630646,4.541875802126056
linear_N64_k24,64,0.0,24,0.0025,2.66,139.49905041211483,-8.772503826359745e-06,2.502931926611096e-15,-2.289931931240947e-15,-3.9006239599043615e-16,-2.475198833925235e-16,1.8167979576878172e-16,-3.365365833443768e-15,0.4960330692804694,1.1844076739448834
linear_N64_k24,64,0.0,24,0.0025,2.68,139.4954999104338,-3.42240787563064e-05,2.4744328907038128e-15,-2.402925533279872e-15,-3.9246922037430527e-16,-7.56467766009297e-16,1.2641474254084678e-16,-2.562292691687717e-15,0.4843400116353693,-2.3394044556858207
linear_N64_k24,64,0.0,24,0.0025,2.7,139.47355162444205,-0.00019155915297719428,2.4259706949191024e-15,-2.6685159207965556e-15,-4.0842171939439294e-16,-1.1993101931990711e-15,8.373595413508242e-17,-1.7406098010214792e-15,0.40462387598267996,-5.534659191837706
linear_N64_k24,64,0.0,24,0.0025,2.72,139.44510272747877,-0.0003954934974130797,2.3666102534258943e-15,-2.7654381886790806e-15,-4.445153666018277e-16,-1.9186794829057336e-15,6.505520908331386e-17,-1.4969946231517053e-15,0.26808038595394146,-7.952599345449526
linear_N64_k24,64,0.0,24,0.0025,2.74,139.42557408013454,-0.0005354835258141177,2.308763469093514e-15,-2.9998816386585758e-15,-4.828803780127398e-16,-1.994115435230932e-15,3.606682571545957e-17,-1.66667905748155e-15,0.09388637652153634,-9.25363758585358
linear_N64_k24,64,0.0,24,0.0025,2.7600000000000002,139.42555127905345,-0.0005356469741027992,2.2517258871218895e-15,-3.015455441218082e-15,-5.265937951825257e-16,-2.063235356422648e-15,2.4139271387089596e-18,-1.7191356347585076e-15,-0.0934934944142589,-9.25504974492046
linear_N64_k24,64,0.0,24,0.0025,2.7800000000000002,139.4450466836704,-0.0003958952443537944,2.200503393044206e-15,-2.616589450992676e-15,-5.678977955744901e-16,-2.0290985030437236e-15,-2.901397398283285e-17,-2.0089308887004044e-15,-0.2677426821296658,-7.95663749213016
linear_N64_k24,64,0.0,24,0.0025,2.8000000000000003,139.4734927167207,-0.00019198142971965648,2.151158152458796e-15,-2.409747636582664e-15,-6.040241202113748e-16,-1.5480745851341972e-15,-7.741625172503837e-17,-2.7249281900485917e-15,-0.4043887792167093,-5.540756189079479
linear_N64_k24,64,0.0,24,0.0025,2.82,139.4954700700114,-3.4437988173929845e-05,2.1029583989869307e-15,-2.574332381629852e-15,-6.360334877585896e-16,-8.88186190338167e-16,-1.4448264001924505e-16,-3.7052822969436575e-15,-0.4842405400663391,-2.346704011402543
linear_N64_k24,64,0.0,24,0.0025,2.84,139.49906581413495,-8.662095296929628e-06,2.058679620721954e-15,-2.7039762838338424e-15,-6.376886005938363e-16,-2.4838052416100285e-16,-2.3078474988810916e-16,-4.510627153367313e-15,-0.49608319318161176,1.1769307450280424
linear_N64_k24,64,0.0,24,0.0025,2.86,139.4823308588008,-0.00012862569703653293,2.0044060584653694e-15,-2.7379371412927925e-15,-6.350376194514078e-16,5.504744980139918e-16,-3.399160247786639e-16,-5.185433437184642e-15,-0.4382534984887677,4.535271596442902
linear_N64_k24,64,0.0,24,0.0025,2.88,139.45433646654433,-0.00032930194961922066,1.9673697501455017e-15,-2.773770703775972e-15,-6.269839709153382e-16,1.0135581243600222e-15,-4.540583459026472e-16,-5.676365330561527e-15,-0.3188733409007717,7.256656742817451
linear_N64_k24,64,0.0,24,0.0025,2.9,139.4302571315073,-0.0005019133310576462,1.9036669003743703e-15,-2.6894423300984973e-15,-6.028016536321808e-16,1.2945375753235446e-15,-5.679769922589225e-16,-5.560189584108403e-15,-0.1547090531117724,8.95888155588758
linear_N64_k24,64,0.0,24,0.0025,2.92,139.42314517235073,-0.0005528950169247926,1.8419943602440584e-15,-3.4259946741729253e-15,-5.755010878114152e-16,1.2956784012059473e-15,-6.750735023310556e-16,-5.280858801609346e-15,0.031183330096741874,9.402877264822322
linear_N64_k24,64,0.0,24,0.0025,2.94,139.4368556605322,-0.00045461214069275613,1.7767192144581815e-15,-3.230533019787962e-15,-5.481014839561629e-16,1.4797005471114945e-15,-7.743545873503395e-16,-4.91650895765753e-15,0.2126961740461623,8.526286942631643
linear_N64_k24,64,0.0,24,0.0025,2.96,139.4639567603938,-0.0002603394052363983,1.7076972727103914e-15,-3.1865679988828246e-15,-5.18869518960474e-16,1.2384308517629652e-15,-8.572595974043472e-16,-3.978427746040228e-15,0.3643369279524621,6.452223217705946
linear_N64_k24,64,0.0,24,0.0025,2.98,139.48975819120673,-7.538327547385038e-05,1.6376366841106336e-15,-3.2613194186114482e-15,-4.871845086720448e-16,8.482959964723917e-16,-9.123347692673304e-16,-2.85094638066437e-15,0.46480842333007855,3.4719777346833975
linear_N64_k24,64,0.0,24,0.0025,3.0,139.5002741640625,-1.0567247077375441e-10,1.5756076920671433e-15,-3.2515966417378137e-15,-4.830029549535115e-16,3.7116992286315654e-16,-9.387531450864173e-16,-1.5576993065702245e-15,0.4999999524046641,0.0041107324525960255
linear_N64_k24,64,0.0,24,0.0025,3.02,139.48980444560615,-7.5051703369855e-05,1.5062202811423455e-15,-3.2565477267329657e-15,-4.773595702571499e-16,-5.6407097946299234e-18,-9.561061790918018e-16,-2.0453216917137626e-16,0.4649690448662313,-3.464333601131333
linear_N64_k24,64,0.0,24,0.0025,3.04,139.4640241967744,-0.0002598559912718734,1.438480650874085e-15,-3.364512266498096e-15,-4.799412989934559e-16,-2.26263122087231e-16,-9.498354926540494e-16,1.0181285579798961e-15,0.3646356125513379,-6.446229994976845
linear_N64_k24,64,0.0,24,0.0025,3.06,139.43690772468142,-0.000454238921718475,1.373408902850184e-15,-3.4745865471599976e-15,-4.873447103130252e-16,-6.906000782752548e-16,-9.195842885913517e-16,1.80546602402584e-15,0.2130909729831444,-8.522786348212033
linear_N64_k24,64,0.0,24,0.0025,3.08,139.42315364264772,-0.0005528342980692935,1.3008325987233253e-15,-3.492392392883795e-15,-4.996839064356045e-16,-6.925974375691573e-16,-8.767387158859704e-16,2.8473160505351248e-15,0.0316187958798979,-9.402360939298486
linear_N64_k24,64,0.0,24,0.0025,3.1,139.43021741658697,-0.0005021980252674085,1.2278342399162426e-15,-3.586369502320436e-15,-5.088563367439751e-16,-4.469852052827747e-16,-8.201019320711656e-16,2.996078115965172e-15,-0.15429407942497383,-8.961422014539153
linear_N64_k24,64,0.0,24,0.0025,3.12,139.45427009406913,-0.000329777737036796,1.151578778555572e-15,-3.592415383428403e-15,-5.213426606043104e-16,2.6027194081467483e-17,-7.602238851744109e-16,3.3353384210648622e-15,-0.31853714024271285,-7.261897191217214
linear_N64_k24,64,0.0,24,0.0025,3.14,139.4822738062882,-0.00012903467481772957,1.0853799499960102e-15,-3.6959364402282235e-15,-5.177542312923221e-16,3.7634943577118874e-16,-6.975258162438201e-16,3.2710249516069325e-15,-0.438043288522743,-4.542476040409644
linear_N64_k24,64,0.0,24,0.0025,3.16,139.4990490071721,-8.782575080634736e-06,1.0123795840568813e-15,-3.691687475362805e-15,-5.115156923230592e-16,9.379831519689449e-16,-6.348520919544968e-16,2.7444790958510347e-15,-0.49602849682246053,-1.1850873572458753
linear_N64_k24,64,0.0,24,0.0025,3.18,139.4955026188928,-3.420466331782723e-05,9.370884738156442e-16,-3.671860681848206e-15,-4.876529971206905e-16,1.499797729610143e-15,-5.931724697209225e-16,2.1665935891025616e-15,-0.48434903913801963,2.3387407854115545
linear_N64_k24,64,0.0,24,0.0025,3.2,139.47355697816963,-0.0001915207750772252,8.681925334592221e-16,-3.652968786642063e-15,-4.488981767074988e-16,2.0518980267666363e-15,-5.50290298491333e-16,1.5815054185894336e-15,-0.40464523557940363,5.53410474368657
linear_N64_k24,64,0.0,24,0.0025,3.22,139.44510782446122,-0.0003954569599763369,7.953338623312153e-16,-4.1225912207665965e-15,-3.995957473984021e-16,2.7041884157070305e-15,-5.273445215488347e-16,1.3624433828195947e-15,-0.2681110777985988,7.952231988829231
linear_N64_k24,64,0.0,24,0.0025,3.24,139.4255761575282,-0.0005354686341324522,7.123698919363083e-16,-4.223594973857806e-15,-3.345206528239354e-16,3.4490331734337208e-15,-4.949617855769506e-16,1.463646981727952e-15,-0.09392209010148511,9.253508914123003
linear_N64_k24,64,0.0,24,0.0025,3.2600000000000002,139.42554921079713,-0.0005356618002838598,6.292656744643117e-16,-4.093056812311714e-15,-2.609047186835862e-16,3.598667269546612e-15,-4.67887391380634e-16,1.5340725867762288e-15,0.09345777488870452,9.25517782936621
linear_N64_k24,64,0.0,24,0.0025,3.2800000000000002,139.44504159087228,-0.00039593175179541973,5.428363129195516e-16,-4.3151682520028e-15,-1.890179376708684e-16,3.5055318746883956e-15,-4.365588753179076e-16,1.7220549208512998e-15,0.2677119732832215,7.957004343946778
linear_N64_k24,64,0.0,24,0.0025,3.3000000000000003,139.47348735995635,-0.00019201982938865658,4.541114810375993e-16,-4.075309626850402e-15,-1.2452715792862032e-16,3.0365428537373797e-15,-4.078407683427823e-16,2.5403177097803455e-15,0.40436739394983146,5.541310285805183
linear_N64_k24,64,0.0,24,0.0025,3.3200000000000003,139.49546735294052,-3.445746534624927e-05,3.621891693615098e-16,-4.237088665019226e-15,-8.406469059519512e-17,2.5370266358558308e-15,-3.5406247845232627e-16,3.5914606771256576e-15,0.4842314818304092,2.3473675329855292
linear_N64_k24,64,0.0,24,0.0025,3.34,139.49906720955877,-8.652092278405021e-06,2.8862312353090973e-16,-4.2351040405596635e-15,-4.824454795663459e-17,2.0026325241166425e-15,-2.7039039827908176e-16,4.626277135409064e-15,0.4960877341595476,-1.1762509868012505
linear_N64_k24,64,0.0,24,0.0025,3.36,139.48233561032313,-0.00012859163601142143,2.1092413455377548e-16,-4.301129203337344e-15,-1.2683995407805773e-17,1.5125881789687047e-15,-1.6723193418221473e-16,5.461569870715661e-15,0.4382710009234382,-4.534671070139376
linear_N64_k24,64,0.0,24,0.0025,3.38,139.4543419985798,-0.00032926229352903125,1.3658481001664947e-16,-4.085223362914003e-15,1.579628416481825e-17,1.0186451024005359e-15,-5.31559342886008e-17,6.370542028020667e-15,0.31890134666472425,-7.256219789285789
linear_N64_k24,64,0.0,24,0.0025,3.4,139.4302604453896,-0.0005018895756756514,4.876307836561309e-17,-3.763895091818459e-15,3.614552737862609e-17,5.761238645436192e-16,7.419152725028268e-17,6.270455548159755e-15,0.15474362893866486,-8.958669543016983
linear_N64_k24,64,0.0,24,0.0025,3.42,139.42314447177412,-0.0005529000389694616,-2.0455323538936858e-17,-3.4487935146672363e-15,4.806623364539823e-17,6.462739912607862e-16,1.9393073373585572e-16,6.140763684634491e-15,-0.03114704020499648,-9.40291996873636
linear_N64_k24,64,0.0,24,0.0025,3.44,139.43685132524755,-0.0004546432179408644,-1.0246558149313538e-16,-3.70628983477234e-15,5.608030386649855e-17,6.71095055719155e-16,3.0602682460199906e-16,5.399252605040968e-15,-0.21266326681929468,-8.526578365783944
linear_N64_k24,64,0.0,24,0.0025,3.46,139.4639511403629,-0.00026037969211722967,-1.7751804836765059e-16,-3.903053279640934e-15,7.273934777110735e-17,1.0186101286582442e-15,4.1102659342740107e-16,4.7667573018312655e-15,-0.36431202504221777,-6.4527224312049425
linear_N64_k24,64,0.0,24,0.0025,3.48,139.48975433279415,-7.541093429108692e-05,-2.544668370460437e-16,-3.801415634906847e-15,9.211744072343629e-17,1.3258267912839377e-15,5.033073650171563e-16,4.107434659190096e-15,-0.46479502222286273,-3.472614626545832
linear_N64_k24,64,0.0,24,0.0025,3.5,139.50027415873924,-1.4383194635314567e-10,-3.284274963820659e-16,-3.6657521467171605e-15,1.17400521837052e-16,1.856904580433898e-15,5.920190101686562e-16,2.981553432560043e-15,-0.49999993521745995,-0.004795854473076551
linear_N64_k24,64,0.0,24,0.0025,3.52,139.4898082962577,-7.50241001872265e-05,-4.2041271820537567e-16,-3.6278653715656526e-15,1.6040872183569462e-16,2.3088440915036516e-15,6.412066958802516e-16,1.8087586155095163e-15,-0.46498241401289375,3.4636964708372764
linear_N64_k24,64,0.0,24,0.0025,3.54,139.46402981613664,-0.00025981570918443,-4.977174279676666e-16,-3.74345265931981e-15,2.2851390483791416e-16,2.9328736170266846e-15,6.65927957816669e-16,7.009720047622703e-16,-0.36466049040358006,6.44573033810111
linear_N64_k24,64,0.0,24,0.0025,3.56,139.4369120667522,-0.0004542077958242796,-5.749969986821686e-16,-3.8420004142588246e-15,2.922940034142099e-16,3.2521995531221146e-15,6.651095058827092e-16,1.433698812589745e-16,-0.2131238655738294,8.522494339007867
linear_N64_k24,64,0.0,24,0.0025,3.58,139.4231543537868,-0.0005528292003081914,-6.509435125147219e-16,-4.115729502827655e-15,3.6101728352684337e-16,3.55668411166855e-15,6.667883336321726e-16,-1.3187124847774565e-16,-0.03165508361285715,9.402317588965452
linear_N64_k24,64,0.0,24,0.0025,3.6,139.43021411131807,-0.0005022217189047939,-7.281288483117715e-16,-3.78196505798314e-15,4.358005547680605e-16,3.7266925601128964e-15,6.542581035005651e-16,-9.286215980797532e-16,0.15425949297628064,8.96163341140986
linear_N64_k24,64,0.0,24,0.0025,3.62,139.45426456402902,-0.0003298173788235381,-8.017587195692428e-16,-3.908635915377693e-15,5.124218069454209e-16,3.166593723889565e-15,6.415504543235704e-16,-5.548925917689585e-16,0.3185091125681501,7.262333645682128
linear_N64_k24,64,0.0,24,0.0025,3.64,139.48226904906153,-0.00012906877673390937,-8.726953738538559e-16,-3.658161737759717e-15,5.582443431356912e-16,2.445183966028647e-15,6.375491716776721e-16,-2.993394529311087e-16,0.43802575596588617,4.543076254670937
linear_N64_k24,64,0.0,24,0.0025,3.66,139.4990476014364,-8.792652019251612e-06,-9.433114649501324e-16,-3.735113430042159e-15,6.030376353543295e-16,1.9960439456382477e-15,6.354518710124479e-16,1.2746731502563716e-16,0.4960239217412692,1.1857670342796844
linear_N64_k24,64,0.0,24,0.0025,3.68,139.49550532663383,-3.4185253026008944e-05,-1.0063342657246476e-15,-3.694257872784371e-15,6.314253621952791e-16,1.2877789505640253e-15,6.432567484357349e-16,6.611869549000907e-16,0.4843580640792528,-2.3380771027691623
linear_N64_k24,64,0.0,24,0.0025,3.7,139.47356233164336,-0.00019148239899680064,-1.0830818215586498e-15,-3.639688715879988e-15,6.535884925716143e-16,7.814883333427942e-16,6.594147962180816e-16,8.401223672892754e-16,0.40466659303621333,-5.533550266269041
linear_N64_k24,64,0.0,24,0.0025,3.72,139.44511292179172,-0.0003954204200445899,-1.1532422008497805e-15,-3.4530893993534685e-15,6.60906311740893e-16,2.6428630618522217e-16,6.801985372789457e-16,1.2264356457217159e-15,0.2681417682253854,-7.951864590154588
linear_N64_k24,64,0.0,24,0.0025,3.74,139.42557823568308,-0.0005354537369942625,-1.2301029422178973e-15,-3.774801617312505e-15,6.61817000274308e-16,-4.1611759710521415e-16,7.033840335114404e-16,1.1829928218676757e-15,0.09395780318473905,-9.253380193456444
linear_N64_k24,64,0.0,24,0.0025,3.7600000000000002,139.4255471433026,-0.0005356766210040664,-1.3058466515569209e-15,-3.483301373502329e-15,6.542224786436368e-16,-4.610076732974451e-16,7.247546500995605e-16,1.1548502304879592e-15,-0.09342205486891084,-9.255305864867148
linear_N64_k24,64,0.0,24,0.0025,3.7800000000000002,139.4450364984237,-0.0003959682567314937,-1.3632581423516412e-15,-3.21471154290144e-15,6.510394113160755e-16,-4.2574062324380904e-16,7.406101942266682e-16,3.6896175576407456e-16,-0.2676812630210172,-7.957371153683809
linear_N64_k24,64,0.0,24,0.0025,3.8000000000000003,139.47348200293976,-0.0001920582308657659,-1.4270640125066286e-15,-3.1000998524551908e-15,6.479229665215743e-16,-1.2756075675476291e-16,7.259290926768181e-16,-6.827026900694854e-16,-0.404346006544509,-5.541864353226385
linear_N64_k24,64,0.0,24,0.0025,3.8200000000000003,139.49546463515244,-3.447694765978948e-05,-1.4771443349811728e-15,-2.9928145266954504e-15,6.417019718243245e-16,1.7890452678399758e-16,6.967204888419902e-16,-1.487402845235757e-15,-0.48422242103368385,-2.348031042154766
linear_N64_k24,64,0.0,24,0.0025,3.84,139.49906860418923,-8.64209494710888e-06,-1.5404953926327798e-15,-2.8512980644699296e-15,6.491554760376658e-16,5.610677125274811e-16,6.450020649082354e-16,-2.7139251250141135e-15,-0.4960922725139878,1.1755712223540071
linear_N64_k24,64,0.0,24,0.0025,3.86,139.48234036140602,-0.00012855757813656776,-1.609268348475259e-15,-2.773328549429681e-15,6.763284896416196e-16,8.755980809572587e-16,5.827207488890231e-16,-3.966276742989305e-15,-0.4382885010403692,4.534070519854832
linear_N64_k24,64,0.0,24,0.0025,3.88,139.454347530768,-0.0003292226363439399,-1.6686567873495023e-15,-2.5982230855258528e-15,6.927830007859237e-16,1.1357286290723576e-15,5.024239921409913e-16,-4.909250603486248e-15,-0.31892935074220846,7.255782797380549
linear_N64_k24,64,0.0,24,0.0025,3.9,139.430263759934,-0.0005018658155473421,-1.7251522233452392e-15,-2.729492693538788e-15,7.12029869079724e-16,1.34464634340586e-15,3.9248370238154903e-16,-5.677886638123449e-15,-0.15477820394721567,8.958457482769624
linear_N64_k24,64,0.0,24,0.0025,3.92,139.42314377201018,-0.0005529050551885684,-1.7789509231515664e-15,-2.6342149792921564e-15,7.421210694217861e-16,1.3313818192511123e-15,2.7401393347119035e-16,-6.30792181129053e-15,0.031110750148533955,9.402962622924273
linear_N64_k24,64,0.0,24,0.0025,3.94,139.4368469904856,-0.00045467429144208094,-1.834774419383723e-15,-2.8971424879238474e-15,7.667633626967027e-16,1.1348913269838108e-15,1.4995817970880541e-16,-6.376443759797868e-15,0.21263035846778489,8.526869743844546
linear_N64_k24,64,0.0,24,0.0025,3.96,139.46394552028144,-0.00026041997936021577,-1.907836923433803e-15,-3.153401526918845e-15,7.775362026327123e-16,4.550740002461126e-16,3.11358293249122e-17,-5.915348835300151e-15,0.36428712020535653,6.453221610579553
linear_N64_k24,64,0.0,24,0.0025,3.98,139.48975047378522,-7.54385973831262e-05,-1.9702212624390475e-15,-3.144061631761973e-15,7.857504463926045e-16,-3.4397991314659865e-16,-9.570398060865984e-17,-4.890531309475144e-15,0.4647816186576387,3.473251500043795
linear_N64_k24,64,0.0,24,0.0025,4.0,139.5002741525971,-1.8786161515293998e-10,-2.025887399515966e-15,-3.020366061530017e-15,7.679788391416352e-16,-1.1087063913408378e-15,-1.7415742898580342e-16,-3.888224509900164e-15,0.4999999153860709,0.005480976468195111
