mode,a,mG_eV,phase,index,CW_value,CW_chi,CW_y,precision_error,expansion_error
tree_eta,1.0,1.0,zero,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128270157557734460925186705311629111905870867989624378243037464713813639300577522136000963346303574932590851205651012989491317002114582281981107230768287100344632032735951918871244768563353921919051451252302,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177547404968856011305910168397376073969680868737718572811079070279798187894215996649564857203028593819726936553802210203974665650182741054127097172381260764580192198708138334397849419026876889120828963040619252,0.0,1.54738136717208526828129399347637974870762565330760004776118710971576724937889540783624985042450167134950991746730795392677599264597806793188100780004892328666486213878755811046490569810446127942506490566688281605540982565249778211962428856e-94,6.99403359252331622788195416744020926763006484950529150117208114001995762199042872486198867288066145276680167493326670322803843220512980363422948236660309061663971352934573394837794620886793043236183709577087350408560364761609181341581970266e-153
tree_eta,1.0,1.0,zero,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067767816536010879007903844390525509816955137231527726375549959283190453491466873491691806596040905093937474015558666563875179891346013678152240021434188363993806472743010670390559587796393170428741755915165,0.0000000000000000000000000000000000000000000000000620496459963139681825208796153591722762406227345959425973250770255768485984493790382223617758240600288934003088857853504379249952251710732244857240179134539599795322827854740290826966046064015061605805896069945082687345730614346512902892196,0.0,3.19065235844265870222027846635421269126243848100452206916294316250140342553273671391962118104836329895441371821020278977467568359272731746808975802605154608804328775050306648976704976080275716389302245313301800058730169110794844327712227521e-94,8.71364164209152898580841275389825360019126461688304010026952811912430070985282577312016507459761780970739428765151965754932500571132972103003684213069674739730123124794524452542367341469578748926360136028992531853563639338153218896254344189e-153
tree_eta,1.0,1.0,quadrature,0,-0.000000000000000000000000000000000000000000000359469446880482181557513444830003149430938895974222554639563229033411023543132705964478955621634679884436362494683517423213517652239168599106914488115482207079619628755893690986651366040994084592584609025476750118436043575029659082388617964,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868419339579734135330252085588593822111719681879203425343183412105088213380507129101193484385149812638275481644166350905205369484735123932001486271674194426391797693098133669079489900109205333495821467455,-1.72325486782091651286995864268815550359932700689475588412972729884732954402710060060399424276508084438509783974811274659540055804716713436928989335740201952206661305655524082681816022209437187752859472542318386394913923759604375684422844545e-82,6.94145755853772058988694288252094735050885076889617508923255863607886189281228787968314150461836644919008526390581093041467293629104475404776535629228786598401382349320040203794915247221334306948391824248501800595489329571069815316695795073e-95,1.59146395670347230385895749180205402534403151620582100542774976315069045257788199935263095530464298918801276794306088007843660060710288293887789010800400484240450521961229428310737968746453048705163820814112118081274271148639888570453112035e-154
tree_eta,1.0,1.0,quadrature,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128450034917358192761049160283686486174067610364052296948645115894949825847779791778902416845277250994140349809242647774422304846192958482194338421771439389469143657979398240629649144336012595002221048818014,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177708087392363137902489010601368077429292312253652706260725687482422681930416715684797702195491540566664269517426789386201231526378435046756275325432648360223187093726555826293273071607943869628347957946659966,-7.53278456668809237867314971797334824153064465874831455325418279504475207889080453705026313193894465110761892939062475670959931012315180877033987318738485646416832369454625559788148538324175640658746657533173833036404626650334010636496638106e-83,3.15591795236959635634010713173555747563228607707075174789797205182990320603472365420919447902857274752756733604919814676558500313429469104119298601185205887395737412204523553914471974397953824227628931381955427095482554429385948086377590075e-94,1.19009698352485824908609945782371631991568012621155660615364618968003956153127588142921406601122986518714742253344208374532811280805275552343149982999286399857787546230835771060173802508288290902550770394394910069539404607696793753349543993e-153
tree_eta,1.0,1.0,quadrature,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067843951520048146657046625358017976674591950190290845052309738410110656068396543335999135066987106718495634278072699060404402409924622914247972702374137680625955892147727304575942992787595798403636560311254,0.0000000000000000000000000000000000000000000000000620496459963139681825208796153592414236573198513735395648082048767125118914033437665297927185995662148937138889816279549785359819464447206828575841303187187875926948928999879531064433057269978863677815240946073119806912508556955494059032611,-3.57271705057778112532169021577164117479042258191491615227472118339031289997748874656422075929059635933411566797333668430195039963444410536104255259660698015795787380738990909958438688209280859208975316732446529988176675585056122126717011523e-83,1.81719147270330030236271157404360091302562458990456650570432115971018367966765088735094062352927810103008934825779075259009152615328947377748575325292824225220472376027436675774573950382710583057310615534193161120034042153752974381539992051e-94,7.91520442984215816666810856137459428343626673207859245761219712488359848721534334255267817345537138662422585034153695968708383394533048295423877464238148194835060151998132027449099243929317392027973869685008042883005596407353968418784174646e-153
tree_eta,1.0,1.0,pi,0,-0.000000000000000000000000000000000000000000000359469446880482181557513444830003149947915356320497508500550821839857674622930808032905720860552869536486932966108599716699825538351890799826261977410460499963872067576957449589381910209624465780772347520971154371613644414735348246661910461,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804550744140452264968205091463481855954236165863212254790423699272546990873869170025388350545274099912681716455225249648803697438600865082748115929435058532515769666666266755480772407010887226592771402394569355,0.0,4.66515517399853898689872879894226187846066365941676064084504717721680800273093913487940586764677086826367189031463295261717865102010336173698813952799859470394437460335375277921132881625873633988157351681870241246399742435304440497164855444e-94,8.66975759761062238013513317437805269743621919454535413746145038267240281061264547680950304826833915206581121470962560521242640509714654737628425308189825075391772805257704081945442043683546812688872304029524616246865260268166090624666512745e-155
tree_eta,1.0,1.0,pi,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128629912276981924596911615255743860442264352738480215654252767076086012394982061421803870344250927055689848349601308156095430183335607837968585819233839066020387782378569429686376069983494964675819560786853,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177868769815870264499067852805360080888903755769586839710372304685047175966617434720030547187954487313601602226751590304636320889789194734609858724119571598731174648279619088489435197699830045316319429492044708,0.0,2.68011842661564956718857994660347800368608682929099350099287195989436397522592906603186959572671116424256646772737865000764444368224297610217402317711000170288969353525856315917211506290204423176421182269197192691133371879387035403752582297e-95,2.38319082040951350186808699268524424056315484595978977479898558579367412920311132685592431576781051930194908826338134626626136678337892366476242742150632946699937847750432154834708893536420098077133831001027386414013972386399074107517133373e-153
tree_eta,1.0,1.0,pi,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067920086504085414306189406325510443532228763149053963729069517537030858645326213180306463537933308343053794539223901795529163591673121072346164136947384595891109555129283943395891798940681180379493515009602,0.0000000000000000000000000000000000000000000000000620496459963139681825208796153593105710740169681511365322913327278481751843573084948372236613750724008940274690774705595191469686677183681357488723105764675575222873594011010695050548430355677966234609274724823682951215758238286887550777249,0.0,4.43730586963941902505144681732989135372076487341751579723525105569823622489020738577882015394171593192357696711989905952472255644625515099625988075586925022818552897941877075439512565202863984220039109339428932669820437943147183316756797271e-95,1.88225123168795931397498241534202184852030045039719350559942081403660015380520467155718430923829036370022853377253015065220251840659012090941883889606294644437857229550218066999113444612102563670558971841549122508654248088375992840604422632e-152
tree_eta,1.0,10000000.0,zero,0,-0.000000000000000000000000000000000000000000000359469446880482181557513444830003149430938844276576520012067842934651929458056956457372338860079845374695213895261463237460200152191404184711752767712370416571174074312052544698750192365299181873684403111316238812233949080406086431273131196,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868414852007622866806845109467552767009934284324958357413601782398704011066655935139529642385543176319662879904974489316822330969420194759608652093689476126209719947238396301351757017484604806931346529727,0.0,1.35793131218525943725801845915281008564250782330503756254020971425317115686135236201041937071504885272446585711055066694488967293644059280311144711269622320204237191926713921338479919896233526463505287520662034132354038976971220011215453576e-94,9.82386119875485185200789781181579567429700463511404905658884406271693509494844888292743497754340863568386000573225693172507194174855326738513562707377560943009951384487484412199380476877022706952663266486117982299973305274905310638135856598e-154
tree_eta,1.0,10000000.0,zero,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128450034899370456798675976697440988261949045382266461461441623225121773900683216492558828319478105371272655680662096355184751936684810225959994345848069376306489172408776421292452125696438199723672342748799,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177708087376294895551776350943483857658130243987788191737623891825654127262862190362361661490762337660060353392240541730505360372649565051883643886496475720654996358922446792384669502398052193564167183692269051,0.0,3.58231311855984620253386565323983187372583065954030159233178755894677990573285333717546910882375203782791152413730419966708119013780473818620564515822193785958433033085327283411873421231246387565120495726693773824492896087807868047646644702e-94,7.64527332387880601116630823817698648913890620209868207090714140040724091590452158602315439794183672737794939212301227457561290120992382657729777652585758449585979567533785167284853698243902412429623155331715624353357780760990846135388602271e-153
tree_eta,1.0,10000000.0,zero,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067843951512434648253319860443739878645457000131928123749926206117036492095988772468386560929141724713052899601719058816195666112707445860909417971394120998359392562385020767932028908954414269087951717686474,0.000000000000000000000000000000000000000000000000062049645996313968182520879615359241423650405109703827887048508128982580508594556401403127485508030108618824539609039985152754748596877184256283800690142400377538512118323768046239837058872643756582174675323044907130994611545826671346435044,0.0,1.63628414309686062744717150188673575363926205168636598135126086830874517982063989038921006364196326864037976534249415398931471540511670305863777127966369081354724977671182582385164055220742287675784619295692691505179817014815437926369940252e-94,9.31203610269694868529637694748031993042213295036728421103761323515493239475899783075767898787416194721251115332432360481461261313436035771539795647465179885211247959519138697780320064642049336862780399128959698838788524181477901831482134742e-153
tree_eta,1.0,10000000.0,quadrature,0,-0.000000000000000000000000000000000000000000000359469446880482181557513444830003149430938895974222554639563229033411210102722064437182545702756369266514178989273398739716905848836653256298564941806218378733695305235278548151697195977653636951997999764466408718150138307685383347713737972,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868419339579734135330252085588692393745975689739311394972301618007617488253319236224373738116052722531212538702152663629674329928185113269208750372244462100267114830403825125413949469931792885499288362928,-1.72325486782091651286995864268815550359932700689475588412972729883646706451674196179962888156503115291134448323841084079372274591561954213029349929993130870435526482745306419223911428937636425014772595497932672897912939541278416327962182638e-89,2.29257454812675381750379527631465976233428568793205831131597544453077658556356089928194195436432942772260132386812684790016964377526275263176706349195471146805206687889955760676464644530865553305137993743872976416272708793291877889932877517e-94,4.7099675546249192031472620713678045522623345727980130898387654889282983623681290047298795890194389983306433728584797999129792149508614294103835232383600777150468778388296171665918121741425079012537707056040724788821199681288161248737576969e-154
tree_eta,1.0,10000000.0,quadrature,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128450034917358192761049160283686485467686472201940698904233493785886892014269251485621066724646016229940447229425223182073329353415920087780148197130816183388300489562977452938840916020649105810271518905297,0.00000000000000000000000000000000000000000000000018197033152102436867829381881417770808739236313790248901060136807805733058994893254333103723679031584752527828141190433985058203503756969923860655060936857089421192506870908040120390953786791814678843218817004126189182478826578217428777363,-7.53278456668809237867314971797334824153064465874831455325418279501285749988170601453490346845438584530681594291077377050013683305067194113755276822336460461738245968846403482907894054063364405200186292056149804699173014787462944114789768241e-90,3.97740283874733142391679487792791500261749620395669352734912231490612996711030264335328840681987794877423348710618566285143932301697620426755860693835866305091843032067342593658340857599964908370779010700469604326621573391080669194147015847e-95,1.35775484885260492857582909374131664461163142489743475938537238334833694761513002601521490802826511320540815175880280089053531464153659606713666366539916971057963350748607765078936950131496643452201809981939431212647356075752149865741457002e-152
tree_eta,1.0,10000000.0,quadrature,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067843951520048146657046625358017975394703685895609419626238073793014404787996715561729915590621513962726514427465446520956746955312343829764776671108603493942606294344907207264833610153591777804271468564328,0.0000000000000000000000000000000000000000000000000620496459963139681825208796153592414236573198513735395648082048772953656221608856967996003162511243861694305700990609004908730389999044919141407342887457898557450471602014011387367291034959737602731130968060147983365183163688761628429100859,-3.57271705057778112532169021577164117479042258191491615227472118337827644185269544718772580526478794237657891344706228962584312108002689501265117478419691802444097658316325096165760847746131455566213754154835462763378277190889394566531436518e-90,8.95750222622020498183467042797918407486868096611871502221232240232604979386822565346398901527026094579343488798343970848329229918130891446428812388388427286647231216169278587770191293274359735016192094400233532820871122744477645992896468428e-95,1.64451199126318764687583316823893011287573108774350541262880110930880640497607563980688365718141131441410907643997941747263839355115796180652153993956535897264197162739716515934865109293235369043175059768687749725498661713432346685034979168e-152
tree_eta,1.0,10000000.0,pi,0,-0.000000000000000000000000000000000000000000000359469446880482181557513444830003149430938947671868589267058615132170490747387172416992752545432893158333144083285334241973611545481902327885377115900066425611761259620878514181212487159403487391402489755542731708213975968545037851712403022,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868423827151845403853659061709832020482017095153664432531001453616530965439982537309217833846562268742762197499330838339630444778179909728386512498780988990079623276090782792058084024411388890258908594284,0.0,3.22721778406824819774957209347650943902606328372479787331009322170781590485467165802359745863062432333073774586874236210521837111557183991020665537406749067971514144939939008250223115854270362982412776299994786030882052490422425209336933761e-94,3.40042420811423262651511426411071537841816328623540552644986786993392692194412034950508906705423600245482700211333477841189151401804782388696556487488022286842072108063625107051010528675672339255952975325818772768998659685318712563450633472e-154
tree_eta,1.0,10000000.0,pi,512,-0.000000000000000000000000000000000000000000000358658800700406026922524045811905128450034935345928723422343869931982673423899021614936347025364346652010127855286478683305129813927088608238778188350009216053404317417071488031753276271176656195079397192263044482149290160752969633369236614,0.000000000000000000000000000000000000000000000000181970331521024368678293818814177708087408431380253201670259252298456530935910076894924450581754977567787694372461447018210401732415079045084972559488238399817705805583500343210308809714096102519880459609436122720420631256432833692856580801,0.0,2.78683255081037991775050667765424887320233109931860070756150956120371687938979988382776017261722341078976552496524941003903775997578956785127612459007540670189566837359922693887535368426067813777799717228128506200085012004446232237174406656e-94,1.57040440832905404738997226506429958999918778659929247722871980303957112468815823792558677762705750247293401851185478842354808433510426976013891038838071423477420371798750638733314999329262742017492233853221923591895631276225901657518578719e-153
tree_eta,1.0,10000000.0,pi,1024,-0.000000000000000000000000000000000000000000000358561824357458418384063805672740067843951527661645060773390272296072143950371659290715502549941468992317480004658655073270252101303212400129253211834225887258887364166546545288507398224780316542208091469498903806606649636447235766335558729,0.0000000000000000000000000000000000000000000000000620496459963139681825208796153592414236642345930432512425679016256081507357272149921960731469942186637200366005890818158289913294029317995719976678873485174937584301522824516017938745122177775054414473157409137196385386338453820015420548685,0.0,7.74847484271852356796263706833015109591200615321317013078708997926366565966871715185744010255903143785626644678144879020662052805503820181405323512355805325394039680620511313958651984791715044904119802371256516554657340378646110333084563571e-94,1.29119028513037260250179268006125333150478138117931797168373911912457839415763025981186480365021735601886179047411039527752137253830193372194829378986623948307585469093463796987836027025293971967147902290703173191256503428567363993148296157e-152
scalar_retuned_eta,1.0,0.000001,zero,0,-0.000000000000000000000000000000000000000000000359469446880638009410718811494948143210217420289271191287198136461037207997054925605575125391757753248629083452059108879128114176787192831191736070778418471504533854624831710219365416348294278948716564601991529386193132723343080462293212075,0.00000000000000000000000000000000000000000000000175366652876778014675627525981928784755714604551726525294696610290160732288038745703777848940678764700878369785134787584636781105253709939447275173081169988724301313232582830265317117040586714261626235953651769843142919971013010814448669134,0.0,3.35494660357764615396088158106948444246536965020827608380655166381245715068333829420476856533224195288816974003036560243412872057843698115855856665450540206516411769360884837700195183759101499363965211281046012449735209726221301859304942151e-94,6.70365884814943881433457697285652877803941290688835102723292759047071046933822923497355441418987231311657729628607244928732809515010417709988507510309530595740707713856483468697200086529839878553696629157972297302888909363391763676093720076e-154
scalar_retuned_eta,1.0,0.000001,zero,512,-0.00000000000000000000000000000000000000000000035865880070056184901038693605417519985691165749752262496718484261307401240728017789661751872545102211554243851316528342763363618589983222612971907007868655511501622008377198540401216899382932989474863003339268624727647890318405321255235976,0.000000000000000000000000000000000000000000000000181970331521033884753808905319923511795785640721026090066116381336694767545884317748297285428445314195002053528011813034609495364135153739578712135179841950907486947409807738197560270063099086876350573786655343053306346562457804516219432845,0.0,1.01756718783299801991462687741004098206733032503387782932666140847765558742343940244975278642721701846181148786294477641491470115850769470141212926599013340874456164513845700138411096900728319759306721271210058052063607154674050641642582352e-94,2.12188293368312522688035316378931659757633112368003528147010341314910364118065529638425645784701197313043066461272676364850271696662104701895784342832326235613811129918794904237728478898213988956750567411369057080450840720952076060011129176e-153
scalar_retuned_eta,1.0,0.000001,zero,1024,-0.000000000000000000000000000000000000000000000358561824357614227964223810336909092779901345644348900231343506358100929161149227318661241352756987229298540756270808747802469765858878666568528899402966260925258800071740130785926575910841954159970006617092064773506157272456839666045464083,0.000000000000000000000000000000000000000000000000062049645996330602534941733801574917550180596897487007202427874283188584207357694513128215771620930450358639708486479773223327397726358801829604896148370278849814000815767398647935709809258886909443924470146502309995363411361030406664702173,0.0,3.67776125232699418131971603837731746486516286806980401255019416377665755298685778863353793330119019343892618253757482701777231869677122005536362712170959474193731056934290100887983903432320343942399755487853236940046179129092652876369305227e-94,4.29978370624197518411271613885716271436246215087899878813557712403762552508230712286279378754767982520084848516066491305801563140497919578829226843622551233008531847186287925168202841288631024265697112020965931898683749727090377978935729204e-153
scalar_retuned_eta,1.0,0.000001,quadrature,0,-0.000000000000000000000000000000000000000000000359469446880638009410718811495465119670563919897714158038948695070443139512395309957586423718867828649034811981035096073340973346740744589654367957589028320081205377536841223794967357565183757063379567577351531436056422016935822069384217646,0.00000000000000000000000000000000000000000000000175366652876778014675627526026804505868419339579734135231680451332614036529171669395303990749982330037015612216422626478420375038752399942184641967133570582348614286732677903522741063419184088082584633921215404947825912410064513210938537599,-0.000000000000000000000000000000000000000000000000000000000000000000000000000172325486782166536147655583916852869801977171780128118053197021272346036999702353594643645762866402034453660706599161669326144075763443865631530996502698444534309521255610154206885495348334588911406711842298911812084838961969938521950472108,4.58149418889001851662667572304457505524084867850914005825909715839594375140668862198013742819436014105959796123370896239649023407197347152429545596983335126793712357319649696122940830791014762676168693766586348777815630525443206666725207028e-94,3.93907848714595277598093015251045911181290920287117982309345984622428769039943657494896724361602659124527230011123538218291015480362376361858036260418502109808359827710206616711367118024367202308475693772275214925744435655735878548908723709e-156
scalar_retuned_eta,1.0,0.000001,quadrature,512,-0.00000000000000000000000000000000000000000000035865880070056184901038693605435507721653546749994803469582007002094604104847813159656695977319894878527028073934480591590104552286683291891087622312334275726517929094469820778514661324152071067597058931835143702801972648806923911160334123,0.000000000000000000000000000000000000000000000000181970331521033884753808905480605935302982062611953515407436839514494201198919479332311541131576093821378295730949463008782036325134816933890234985391113174133238625056543165178293118365983496909656993183806821373893774846837160359319504609,-0.0000000000000000000000000000000000000000000000000000000000000000000000000000753278456669136578606743392646349361088011321161678459741340652316923797638234902968641669200720834912456513971821205020472888385575727761620959727758047724808584635028945238801694597509496493515176280316465398796910150247633580325112259617,6.15304293260310938570318564363311707591052472654111907821976019692828821485953460988440211390995024644777143146472487910174380823835092228885059925900613620279676987240210160087314003662225949630345893862497699557024357521284918664789315788e-94,5.87638924065971143417629901115173920301694012738403234214149046995499709836932925358121072675461166086004475638632442702763979546731271106163837211338637545247219743771253648605165529883811680351507367311781500917545758709761454990600025481e-153
