background,epsilon,T_K,nH_cm3,nHe_cm3,rho_g_g_cm3,nHI_cm3,nHII_cm3,nHeI_cm3,nHeII_cm3,nHeIII_cm3,ne_cm3,n_ions_cm3,n_neutral_cm3,n_tot_cm3,f_HI,f_HII,f_HeI,f_HeII,f_HeIII,mu,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,u_thermal_erg_cm3,tcool_s,tcool_freefree_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s,tau_H_s,tau_He_s,tau_chem_s,M200m_Msun_phys,z,a,rho_m_mean_g_cm3,rho_total_mean_g_cm3,R200m_kpc_phys,V200_km_s,Tchar_K,Tchar_root_relative_residual,tdyn_s,tff_s,tcool_Gyr,tdyn_Gyr,tff_Gyr,tcool_over_tdyn,tcool_over_tff,tauchem_over_tcool,tauchem_over_tdyn,temperature_regime,CIE_relaxation_slower_than_cooling,CIE_relaxation_slower_than_dynamics,warnings,background_E,background_age_Gyr,background_H_s_inv,background_Hubble_time_Gyr,tcool_over_Hubble_time
reference,0.0,1061909.2051143833,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,3.0840004336169525e-11,3.799582725524635e-05,5.1393246676652496e-14,1.5668636793058158e-10,2.999516269758614e-06,4.399501648113151e-05,4.0995500211372895e-05,3.0891397582846176e-11,8.4990547583902e-05,8.116675312045232e-07,0.9999991883324687,1.7132949674119908e-08,5.223448273788148e-05,0.9999477483843124,0.5882365927337465,8.196094600132141e-33,5.6772033239811495e-24,1.8691000735234823e-14,2.2804764521548444e+18,4.1185885116192696e+18,2.137476090911336e-34,2.325975174122704e-34,3.5937578142734647e-34,3.922694254500606e-37,4.55546929223121e-34,1.8206577055441797e-33,1.6845366563830898e-38,5.749149634516357e-34,6.395521359562688e-37,4.538205427054485e-33,1863001164876.4692,29985017497118.582,29985017497118.582,3162277660168.3794,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,456.3628118154869,172.63363720230132,1061909.2051143833,4.440892098500626e-16,8.157092211381848e+16,9.060251452733269e+16,72.2639380737079,2.584826543013996,2.871020436513952,27.95697772023251,25.170123191965907,1.3148575802563297e-05,0.00036759444076505033,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,4.981211057084856
clock,0.0001,1061909.2051143833,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,3.0840004336169525e-11,3.799582725524635e-05,5.1393246676652496e-14,1.5668636793058158e-10,2.999516269758614e-06,4.399501648113151e-05,4.0995500211372895e-05,3.0891397582846176e-11,8.4990547583902e-05,8.116675312045232e-07,0.9999991883324687,1.7132949674119908e-08,5.223448273788148e-05,0.9999477483843124,0.5882365927337465,8.196094600132141e-33,5.6772033239811495e-24,1.8691000735234823e-14,2.2804764521548444e+18,4.1185885116192696e+18,2.137476090911336e-34,2.325975174122704e-34,3.5937578142734647e-34,3.922694254500606e-37,4.55546929223121e-34,1.8206577055441797e-33,1.6845366563830898e-38,5.749149634516357e-34,6.395521359562688e-37,4.538205427054485e-33,1863001164876.4692,29985017497118.582,29985017497118.582,3162277660168.3794,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,456.3628118154869,172.63363720230132,1061909.2051143833,4.440892098500626e-16,8.157092211381848e+16,9.060251452733269e+16,72.2639380737079,2.584826543013996,2.871020436513952,27.95697772023251,25.170123191965907,1.3148575802563297e-05,0.00036759444076505033,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,4.981211057084942
reference,0.0,1558667.9607544462,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.8631268495331683e-11,3.799583946398219e-05,1.5495858666934732e-14,8.211556029101109e-11,2.9995908764636413e-06,4.3995103332469766e-05,4.099551245600612e-05,1.8646764353998617e-11,8.499063443524025e-05,4.903499862702274e-07,0.9999995096500137,5.16584928693515e-09,2.737483721897621e-05,0.9999726199969317,0.5882359916188633,8.499195529836112e-33,5.887152780346552e-24,2.743463719030119e-14,3.227909876175093e+18,5.062633552683951e+18,1.151603807750987e-34,1.0385235511165105e-34,2.3737076860612255e-34,1.343589778591013e-37,3.009000193222718e-34,1.7651147986410958e-33,1.015450462457395e-38,5.573896848294432e-34,2.1837453050518962e-37,5.419044634537441e-33,1703973476440.8306,23787539312886.895,23787539312886.895,5623413251903.491,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,552.896168883976,209.1504262802413,1558667.9607544462,1.4432899320127035e-15,8.157092211381848e+16,9.060251452733269e+16,102.28629161200767,2.584826543013996,2.871020436513952,39.571820356169184,35.62715552669686,7.369331928521469e-06,0.00029161787922043337,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,7.0506759020833885
clock,0.0001,1558667.9607544462,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.8631268495331683e-11,3.799583946398219e-05,1.5495858666934732e-14,8.211556029101109e-11,2.9995908764636413e-06,4.3995103332469766e-05,4.099551245600612e-05,1.8646764353998617e-11,8.499063443524025e-05,4.903499862702274e-07,0.9999995096500137,5.16584928693515e-09,2.737483721897621e-05,0.9999726199969317,0.5882359916188633,8.499195529836112e-33,5.887152780346552e-24,2.743463719030119e-14,3.227909876175093e+18,5.062633552683951e+18,1.151603807750987e-34,1.0385235511165105e-34,2.3737076860612255e-34,1.343589778591013e-37,3.009000193222718e-34,1.7651147986410958e-33,1.015450462457395e-38,5.573896848294432e-34,2.1837453050518962e-37,5.419044634537441e-33,1703973476440.8306,23787539312886.895,23787539312886.895,5623413251903.491,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,552.896168883976,209.1504262802413,1558667.9607544462,1.4432899320127035e-15,8.157092211381848e+16,9.060251452733269e+16,102.28629161200767,2.584826543013996,2.871020436513952,39.571820356169184,35.62715552669686,7.369331928521469e-06,0.00029161787922043337,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,7.05067590208351
reference,0.0,2287810.4991033413,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.1294750433680182e-11,3.7995846800500256e-05,4.847587335649327e-15,4.518547741933632e-11,2.999627817194785e-06,4.399514762036724e-05,4.099551980317246e-05,1.1299598021015832e-11,8.499067872313772e-05,2.9726267545703814e-07,0.9999997027373245,1.6160385893719264e-09,1.5063467686665242e-05,0.9999849349162748,0.5882356850942457,9.121631882633452e-33,6.31829686828946e-24,4.0268540375411716e-14,4.4146202010276726e+18,6.241000217526514e+18,6.119494420182049e-35,4.6254278535161453e-35,1.5405547398569487e-34,4.6186703888666367e-38,1.952888188289769e-34,1.681470664654341e-33,6.427111651047504e-39,5.309828946281317e-34,7.470770359845121e-38,6.452257486280186e-33,1591648742747.6077,20166495228230.562,20166495228230.562,10000000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,669.8490009527201,253.39152625247195,2287810.4991033413,2.582378755278114e-13,8.157092211381848e+16,9.060251452733269e+16,139.89087259575103,2.584826543013996,2.871020436513952,54.120023246369755,48.72513995950834,4.568115559190354e-06,0.00024722652025548536,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,9.64278975010266
clock,0.0001,2287810.4991033413,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.1294750433680182e-11,3.7995846800500256e-05,4.847587335649327e-15,4.518547741933632e-11,2.999627817194785e-06,4.399514762036724e-05,4.099551980317246e-05,1.1299598021015832e-11,8.499067872313772e-05,2.9726267545703814e-07,0.9999997027373245,1.6160385893719264e-09,1.5063467686665242e-05,0.9999849349162748,0.5882356850942457,9.121631882633452e-33,6.31829686828946e-24,4.0268540375411716e-14,4.4146202010276726e+18,6.241000217526514e+18,6.119494420182049e-35,4.6254278535161453e-35,1.5405547398569487e-34,4.6186703888666367e-38,1.952888188289769e-34,1.681470664654341e-33,6.427111651047504e-39,5.309828946281317e-34,7.470770359845121e-38,6.452257486280186e-33,1591648742747.6077,20166495228230.562,20166495228230.562,10000000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,669.8490009527201,253.39152625247195,2287810.4991033413,2.582378755278114e-13,8.157092211381848e+16,9.060251452733269e+16,139.89087259575103,2.584826543013996,2.871020436513952,54.120023246369755,48.72513995950834,4.568115559190354e-06,0.00024722652025548536,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,9.642789750102827
reference,0.0,3358045.625626609,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,6.84019416754738e-12,3.799585125505652e-05,1.553185781977886e-15,2.5617346518173938e-11,2.9996473886200874e-06,4.399517164964322e-05,4.0995524261023126e-05,6.841747353329358e-12,8.49907027524137e-05,1.8002473191682894e-07,0.9999998199752681,5.177850312631579e-10,8.540046349703641e-06,0.9999914594358653,0.588235518783377,1.0014370147091604e-32,6.936671458834727e-24,5.910613407122859e-14,5.902131956685696e+18,7.710359738349258e+18,3.2066237724600743e-35,2.0471815280828613e-35,9.834001631817852e-35,1.5877841148527653e-38,1.2466177400494858e-34,1.5754658010139213e-33,4.191163833556768e-39,4.975113566108347e-34,2.550433608209019e-38,7.665807572797227e-33,1510031234284.9978,17909668494234.504,17909668494234.504,17782794100389.227,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,811.540591758948,306.9908425169818,3358045.625626609,8.104628079763643e-14,8.157092211381848e+16,9.060251452733269e+16,187.02727573344285,2.584826543013996,2.871020436513952,72.35583224681787,65.14313634093631,3.0344405421073576e-06,0.00021955947082766305,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,12.891939723927665
clock,0.0001,3358045.625626609,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,6.84019416754738e-12,3.799585125505652e-05,1.553185781977886e-15,2.5617346518173938e-11,2.9996473886200874e-06,4.399517164964322e-05,4.0995524261023126e-05,6.841747353329358e-12,8.49907027524137e-05,1.8002473191682894e-07,0.9999998199752681,5.177850312631579e-10,8.540046349703641e-06,0.9999914594358653,0.588235518783377,1.0014370147091604e-32,6.936671458834727e-24,5.910613407122859e-14,5.902131956685696e+18,7.710359738349258e+18,3.2066237724600743e-35,2.0471815280828613e-35,9.834001631817852e-35,1.5877841148527653e-38,1.2466177400494858e-34,1.5754658010139213e-33,4.191163833556768e-39,4.975113566108347e-34,2.550433608209019e-38,7.665807572797227e-33,1510031234284.9978,17909668494234.504,17909668494234.504,17782794100389.227,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,811.540591758948,306.9908425169818,3358045.625626609,8.104628079763643e-14,8.157092211381848e+16,9.060251452733269e+16,187.02727573344285,2.584826543013996,2.871020436513952,72.35583224681787,65.14313634093631,3.0344405421073576e-06,0.00021955947082766305,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,12.891939723927887
reference,0.0,4928936.124044383,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,4.128020927732515e-12,3.7995853967229766e-05,5.05631088071154e-16,1.4780317833837635e-11,2.9996582266963264e-06,4.399518520094025e-05,4.099552697424393e-05,4.128526558820587e-12,8.499071630371073e-05,1.0864397159774896e-07,0.9999998913560285,1.685620688667073e-10,4.927309675683081e-06,0.9999950725217622,0.588235424992495,1.1173783180140364e-32,7.73976413238505e-24,8.675594030171643e-14,7.764240535462637e+18,9.539014916235876e+18,1.6579506191330932e-35,8.987397085908675e-36,6.183205475938354e-35,5.4508995472696657e-39,7.838234347823303e-35,1.4539818343291937e-33,2.7814272806637993e-39,4.591499456308253e-34,8.669909172223161e-39,9.094853196429489e-33,1449359158406.9116,16433851562242.797,16433851562242.797,31622776601683.793,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,983.2038730157776,371.9278966550167,4928936.124044383,2.6201263381153694e-14,8.15709221138185e+16,9.060251452733269e+16,246.0339358969832,2.5848265430139965,2.871020436513952,95.18392503432713,85.69564074427917,2.1166077335165374e-06,0.00020146703183411514,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,16.959316009848838
clock,0.0001,4928936.124044383,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,4.128020927732515e-12,3.7995853967229766e-05,5.05631088071154e-16,1.4780317833837635e-11,2.9996582266963264e-06,4.399518520094025e-05,4.099552697424393e-05,4.128526558820587e-12,8.499071630371073e-05,1.0864397159774896e-07,0.9999998913560285,1.685620688667073e-10,4.927309675683081e-06,0.9999950725217622,0.588235424992495,1.1173783180140364e-32,7.73976413238505e-24,8.675594030171643e-14,7.764240535462637e+18,9.539014916235876e+18,1.6579506191330932e-35,8.987397085908675e-36,6.183205475938354e-35,5.4508995472696657e-39,7.838234347823303e-35,1.4539818343291937e-33,2.7814272806637993e-39,4.591499456308253e-34,8.669909172223161e-39,9.094853196429489e-33,1449359158406.9116,16433851562242.797,16433851562242.797,31622776601683.793,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,983.2038730157776,371.9278966550167,4928936.124044383,2.6201263381153694e-14,8.15709221138185e+16,9.060251452733269e+16,246.0339358969832,2.5848265430139965,2.871020436513952,95.18392503432713,85.69564074427917,2.1166077335165374e-06,0.00020146703183411514,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,16.95931600984913
reference,0.0,7234688.167519915,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.479795591615991e-12,3.79958556154551e-05,1.6649268436889358e-16,8.611050936304526e-12,2.9996643963023627e-06,4.399519301911076e-05,4.09955286228084e-05,2.47996208430036e-12,8.499072412188124e-05,6.526489243641938e-08,0.9999999347351076,5.550361121079465e-11,2.870663207195497e-06,0.9999971292812893,0.5882353708815917,1.262515735210182e-32,8.74509004373643e-24,1.2734030563672145e-13,1.0086235132390013e+19,1.1808620815852069e+19,8.468257190742939e-36,3.9116976447708174e-36,3.8359909743712725e-35,1.8689626829662878e-39,4.862762020067546e-35,1.3240046337823248e-33,1.8639037879127012e-39,4.181055534783875e-34,2.932156608212196e-39,1.0783673015038126e-32,1403415062802.4119,15432618783008.543,15432618783008.543,56234132519034.91,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,1191.1786862293648,450.60093381310804,7234688.167519915,1.1102230246251565e-14,8.157092211381846e+16,9.060251452733269e+16,319.61350458811864,2.5848265430139956,2.871020436513952,123.64988492242827,111.32400888661019,1.5300673224888088e-06,0.00018919264834930916,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,22.031214537797585
clock,0.0001,7234688.167519915,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,2.479795591615991e-12,3.79958556154551e-05,1.6649268436889358e-16,8.611050936304526e-12,2.9996643963023627e-06,4.399519301911076e-05,4.09955286228084e-05,2.47996208430036e-12,8.499072412188124e-05,6.526489243641938e-08,0.9999999347351076,5.550361121079465e-11,2.870663207195497e-06,0.9999971292812893,0.5882353708815917,1.262515735210182e-32,8.74509004373643e-24,1.2734030563672145e-13,1.0086235132390013e+19,1.1808620815852069e+19,8.468257190742939e-36,3.9116976447708174e-36,3.8359909743712725e-35,1.8689626829662878e-39,4.862762020067546e-35,1.3240046337823248e-33,1.8639037879127012e-39,4.181055534783875e-34,2.932156608212196e-39,1.0783673015038126e-32,1403415062802.4119,15432618783008.543,15432618783008.543,56234132519034.91,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,1191.1786862293648,450.60093381310804,7234688.167519915,1.1102230246251565e-14,8.157092211381846e+16,9.060251452733269e+16,319.61350458811864,2.5848265430139956,2.871020436513952,123.64988492242827,111.32400888661019,1.5300673224888088e-06,0.00018919264834930916,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,22.03121453779797
reference,0.0,10619069.423143309,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.4824858084395888e-12,3.799585661276488e-05,5.533840982147186e-17,5.041600711555861e-12,2.9996679658637415e-06,4.399519758609307e-05,4.099552962022933e-05,1.4825411468494103e-12,8.499072868886355e-05,3.901703719187468e-08,0.9999999609829627,1.8448147408982792e-11,1.680716764433064e-06,0.9999983192647874,0.588235339272726,1.4415357127415605e-32,9.98511088425209e-24,1.8691000735234912e-13,1.2966033772196837e+19,1.4616170761075413e+19,4.2790829844331414e-36,1.6884580647742167e-36,2.352461540584836e-35,6.40829152231344e-40,2.9821430817227786e-35,1.1917937506078448e-33,1.255217974861437e-39,3.7635530337420223e-34,9.86513530150777e-40,1.2787891603600617e-32,1368093723656.8564,14733377021516.479,14733377021516.479,100000000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,1443.1459247357404,545.9154943184503,10619069.423143309,5.329070518200751e-15,8.157092211381848e+16,9.060251452733269e+16,410.8688167730384,2.584826543013996,2.871020436513952,158.95411546414692,143.10898367269138,1.1363056182307166e-06,0.00018062045444280418,declared_main_temperature_range,False,False,[],1.0,13.790692524135592,2.1842852410855026e-18,14.507302992296571,28.321516204025738
clock,0.0001,10619069.423143309,3.799585809525069e-05,2.9996730075197914e-06,8.362198060464535e-29,1.4824858084395888e-12,3.799585661276488e-05,5.533840982147186e-17,5.041600711555861e-12,2.9996679658637415e-06,4.399519758609307e-05,4.099552962022933e-05,1.4825411468494103e-12,8.499072868886355e-05,3.901703719187468e-08,0.9999999609829627,1.8448147408982792e-11,1.680716764433064e-06,0.9999983192647874,0.588235339272726,1.4415357127415605e-32,9.98511088425209e-24,1.8691000735234912e-13,1.2966033772196837e+19,1.4616170761075413e+19,4.2790829844331414e-36,1.6884580647742167e-36,2.352461540584836e-35,6.40829152231344e-40,2.9821430817227786e-35,1.1917937506078448e-33,1.255217974861437e-39,3.7635530337420223e-34,9.86513530150777e-40,1.2787891603600617e-32,1368093723656.8564,14733377021516.479,14733377021516.479,100000000000000.0,0.0,1.0,2.6878493765778864e-30,5.375698753155773e-28,1443.1459247357404,545.9154943184503,10619069.423143309,5.329070518200751e-15,8.157092211381848e+16,9.060251452733269e+16,410.8688167730384,2.584826543013996,2.871020436513952,158.95411546414692,143.10898367269138,1.1363056182307166e-06,0.00018062045444280418,declared_main_temperature_range,False,False,[],1.0000000000000173,13.790399059682949,2.1842852410855404e-18,14.50730299229632,28.321516204026228
reference,0.0,3302.271335409957,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.0001282360210714711,5.685255971381328e-22,1.0123896400379297e-05,4.0055648382213765e-40,2.1659092469649324e-121,5.685255971381328e-22,5.685255971381328e-22,0.0001383599174718504,0.0001383599174718504,1.0,4.43343135873867e-18,1.0,3.9565446739175504e-35,2.139402816176374e-116,1.2195121951219512,1.261545760788497e-59,7.671546824495089e-52,9.46231912221263e-17,7.500575418127083e+42,3.0100043501435136e+51,1.2615449519727028e-59,2.195197286564491e-141,7.931760716281277e-66,7.827610125637999e-84,4.852089868796595e-164,1.249609938088201e-67,6.777296701483256e-86,1.90425320065011e-166,2.2966647980353255e-141,3.1436230720933935e-68,1.5560669329086604e+33,2.016788986475863e+33,2.016788986475863e+33,100000000.0,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,9.620972831571606,6.686072018797262,3302.271335409957,4.440892098500626e-16,4.440158600603643e+16,4.931776222334785e+16,2.3767889250535793e+26,1.4070013564414414,1.5627855801248463,1.6892584461076176e+26,1.5208669412368808e+26,2.6888456872279027e-10,4.542155287429775e+16,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223081146238196,8.580965347579573,2.8882980989404062e-18,10.97119713012101,2.16638977211356e+25
clock,0.0001,3302.271335409957,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.0001282360210714711,5.685255971381328e-22,1.0123896400379297e-05,4.0055648382213765e-40,2.1659092469649324e-121,5.685255971381328e-22,5.685255971381328e-22,0.0001383599174718504,0.0001383599174718504,1.0,4.43343135873867e-18,1.0,3.9565446739175504e-35,2.139402816176374e-116,1.2195121951219512,1.261545760788497e-59,7.671546824495089e-52,9.46231912221263e-17,7.500575418127083e+42,3.0100043501435136e+51,1.2615449519727028e-59,2.195197286564491e-141,7.931760716281277e-66,7.827610125637999e-84,4.852089868796595e-164,1.249609938088201e-67,6.777296701483256e-86,1.90425320065011e-166,2.2966647980353255e-141,3.1436230720933935e-68,1.5560669329086604e+33,2.016788986475863e+33,2.016788986475863e+33,100000000.0,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,9.620972831571606,6.686072018797262,3302.271335409957,4.440892098500626e-16,4.440158600603643e+16,4.931776222334785e+16,2.3767889250535793e+26,1.4070013564414414,1.5627855801248463,1.6892584461076176e+26,1.5208669412368808e+26,2.6888456872279027e-10,4.542155287429775e+16,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223296857289273,8.580711978528049,2.888345216386927e-18,10.9710181574722,2.1664251129096736e+25
reference,0.0,4847.071447477543,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.00012823602106785915,3.611954508710003e-15,1.0123896400379297e-05,5.466042131869759e-28,1.3452219623467478e-82,3.61195450871055e-15,3.61195450871055e-15,0.00013835991746823843,0.00013835991747546236,0.9999999999718336,2.8166458055470356e-11,1.0,5.399148623908253e-23,1.3287591152121515e-77,1.219512195090115,7.087731878997543e-48,4.310098664610566e-40,1.3888785077589977e-16,1.959552832231902e+31,8.874138077457948e+37,7.087481305854963e-48,1.1264520729637094e-102,2.4338002623752658e-52,5.317987482135623e-65,1.4554778830976289e-118,5.628030815493835e-54,6.758359504469778e-67,8.384325593813222e-121,5.609450412315079e-103,1.565085527897094e-54,3.2218490808664e+26,4.050900215492394e+26,4.050900215492394e+26,177827941.00389227,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,11.656074688363208,8.100361178355564,4847.071447477543,1.4432899320127035e-15,4.440158600603644e+16,4.931776222334785e+16,620944822239936.5,1.4070013564414416,1.5627855801248463,441324963474390.06,397332065343430.6,2.0672574624479392e-05,9123323241.06997,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223081146238196,8.580965347579573,2.8882980989404062e-18,10.97119713012101,56597727201086.914
clock,0.0001,4847.071447477543,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.00012823602106785915,3.611954508710003e-15,1.0123896400379297e-05,5.466042131869759e-28,1.3452219623467478e-82,3.61195450871055e-15,3.61195450871055e-15,0.00013835991746823843,0.00013835991747546236,0.9999999999718336,2.8166458055470356e-11,1.0,5.399148623908253e-23,1.3287591152121515e-77,1.219512195090115,7.087731878997543e-48,4.310098664610566e-40,1.3888785077589977e-16,1.959552832231902e+31,8.874138077457948e+37,7.087481305854963e-48,1.1264520729637094e-102,2.4338002623752658e-52,5.317987482135623e-65,1.4554778830976289e-118,5.628030815493835e-54,6.758359504469778e-67,8.384325593813222e-121,5.609450412315079e-103,1.565085527897094e-54,3.2218490808664e+26,4.050900215492394e+26,4.050900215492394e+26,177827941.00389227,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,11.656074688363208,8.100361178355564,4847.071447477543,1.4432899320127035e-15,4.440158600603644e+16,4.931776222334785e+16,620944822239936.5,1.4070013564414416,1.5627855801248463,441324963474390.06,397332065343430.6,2.0672574624479392e-05,9123323241.06997,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223296857289273,8.580711978528049,2.888345216386927e-18,10.9710181574722,56598650492344.69
reference,0.0,7114.518756163437,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.00012823584283975294,1.7823171815476811e-10,1.0123896400379181e-05,1.1445750993833182e-19,4.678741957657037e-56,1.782317182692256e-10,1.782317182692256e-10,0.00013835973924013212,0.00013836009570356866,0.9999986101275081,1.389872491875215e-06,0.9999999999999887,1.1305677716540403e-14,4.621483441377122e-51,1.219510624179456,8.077159428898433e-40,4.9117763852638315e-32,2.038594856504691e-16,2.5239007282820412e+23,4.329581520685215e+28,8.072462082587245e-40,3.226076325196828e-76,4.497603317508198e-43,4.3060431102289865e-52,1.8958075485785504e-87,1.5265772604406857e-44,8.032272983604822e-54,1.602960719668716e-89,8.598653485403557e-77,4.708526324692128e-45,8.603023245463282e+21,1.0475911027910701e+22,1.0475911027910701e+22,316227766.01683795,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,14.121656875992633,9.813811612459032,7114.518756163437,3.3306690738754696e-16,4.440158600603643e+16,4.931776222334785e+16,7997758.791169294,1.4070013564414414,1.5627855801248463,5684258.053167098,5117630.270513743,0.0415068267563812,235935.5142513714,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223081146238196,8.580965347579573,2.8882980989404062e-18,10.97119713012101,728977.7675411326
clock,0.0001,7114.518756163437,0.0001282360210714711,1.0123896400379297e-05,2.8222418454067807e-28,0.00012823584283975294,1.7823171815476811e-10,1.0123896400379181e-05,1.1445750993833182e-19,4.678741957657037e-56,1.782317182692256e-10,1.782317182692256e-10,0.00013835973924013212,0.00013836009570356866,0.9999986101275081,1.389872491875215e-06,0.9999999999999887,1.1305677716540403e-14,4.621483441377122e-51,1.219510624179456,8.077159428898433e-40,4.9117763852638315e-32,2.038594856504691e-16,2.5239007282820412e+23,4.329581520685215e+28,8.072462082587245e-40,3.226076325196828e-76,4.497603317508198e-43,4.3060431102289865e-52,1.8958075485785504e-87,1.5265772604406857e-44,8.032272983604822e-54,1.602960719668716e-89,8.598653485403557e-77,4.708526324692128e-45,8.603023245463282e+21,1.0475911027910701e+22,1.0475911027910701e+22,316227766.01683795,0.5,0.6666666666666666,9.071491645950366e-30,1.814298329190073e-27,14.121656875992633,9.813811612459032,7114.518756163437,3.3306690738754696e-16,4.440158600603643e+16,4.931776222334785e+16,7997758.791169294,1.4070013564414414,1.5627855801248463,5684258.053167098,5117630.270513743,0.0415068267563812,235935.5142513714,below_atomic_diagnostic_range,False,True,"[""below_atomic_diagnostic_range"", ""local_CIE_relaxation_slower_than_dynamical_time""]",1.3223296857289273,8.580711978528049,2.888345216386927e-18,10.9710181574722,728989.6595168915
