T_K,nH_cm3,Lvol_erg_cm3_s,Lambda_per_nH_squared_erg_cm3_s,tcool_s,mu,tau_chem_s,L_excitation_HI_erg_cm3_s,L_excitation_HeII_erg_cm3_s,L_ionization_HI_erg_cm3_s,L_ionization_HeI_erg_cm3_s,L_ionization_HeII_erg_cm3_s,L_recombination_HII_erg_cm3_s,L_recombination_HeII_erg_cm3_s,L_recombination_HeIII_erg_cm3_s,L_dielectronic_HeII_erg_cm3_s,L_freefree_erg_cm3_s
1678804.018122559,1e-06,5.954947781334733e-36,5.9549477813347336e-24,1.3059647479043508e+20,0.588235916061094,871514272757061.0,7.066102986412772e-38,6.153633341796509e-38,1.5143076582165074e-37,7.568491892298214e-41,1.9195985337429585e-37,1.2128475922256676e-36,6.418074783345889e-42,3.829953603131813e-37,1.2291446482851017e-40,3.88331182885931e-36
1778279.410038923,1e-06,6.012869123584109e-36,6.012869123584109e-24,1.3700224985764212e+20,0.588235863721515,848604727701428.9,6.429903387549627e-38,5.451529941156474e-38,1.4200696534808168e-37,6.448068757340797e-41,1.8001423164762256e-37,1.2047633805794871e-36,5.98488700000595e-42,3.804433037826333e-37,1.0464995112194733e-40,3.986651793413528e-36
1883649.089489802,1e-06,6.075320521576575e-36,6.075320521576575e-24,1.4362838924751905e+20,0.5882358161964175,827377674790505.5,5.84913376136381e-38,4.829070874038693e-38,1.3311771438741434e-37,5.493745261110983e-41,1.6874614622184952e-37,1.1962665630937435e-36,5.5860482390934884e-42,3.777608671445056e-37,8.909964731176212e-41,4.092497561226875e-36
1995262.3149688828,1e-06,6.142185959260694e-36,6.1421859592606944e-24,1.50482693607719e+20,0.5882357729832564,807681147411545.0,5.319133736309097e-38,4.277218394230451e-38,1.247366717063741e-37,4.680805062883589e-41,1.5812221970002307e-37,1.1873705238031741e-36,5.218224934073843e-42,3.7495228589601574e-37,7.585912279606189e-41,4.200912851451353e-36
2113489.0398366475,1e-06,6.213369007282638e-36,6.213369007282638e-24,1.575732162422792e+20,0.5882357336400267,789379571656874.9,4.835622209143489e-38,3.787971768517415e-38,1.1683852853095459e-37,3.9882368324241663e-41,1.4811038119822883e-37,1.1780892429533207e-36,4.878472459333288e-42,3.7202198272469235e-37,6.458459944792122e-41,4.311963586658601e-36
2238721.1385683375,1e-06,6.288791234295093e-36,6.288791234295093e-24,1.649082545164889e+20,0.5882356977769411,772351720718694.6,4.394666950644159e-38,3.354245021050355e-38,1.0939898153689044e-37,3.398171989650159e-41,1.3867983248945707e-37,1.168437241040093e-36,4.564183059057071e-42,3.6897454998630642e-37,5.498375020569193e-41,4.4257179798722386e-36
2371373.7056616554,1e-06,6.368390798209778e-36,6.3683907982097784e-24,1.7249634242220586e+20,0.588235665049383,756488956587537.1,3.992656714840001e-38,2.96975977548432e-38,1.023947063640966e-37,2.8954093641202984e-41,1.2980101474419127e-37,1.1584295215420486e-36,4.273041505186766e-42,3.6581473174705577e-37,4.680791858571481e-41,4.5422466238554104e-36
2511886.4315095823,1e-06,6.452121195292865e-36,6.452121195292866e-24,1.8034624428513644e+20,0.5882356351519176,741693714555798.8,3.626275625438052e-38,2.6289512082085984e-38,9.580333157463348e-38,2.4670129913415194e-41,1.2144557577837623e-37,1.1480815127626127e-36,4.0029872333591595e-42,3.625474055255723e-37,3.9845534209588987e-41,4.661622582663847e-36
2660725.059798814,1e-06,6.539950148116784e-36,6.539950148116784e-24,1.884669495842979e+20,0.5882356078131932,727878193518934.8,3.2924796365504877e-38,2.326885406772816e-38,8.960341298453921e-38,2.101971519965626e-41,1.1358633773058644e-37,1.1374090091934534e-36,3.752181924553136e-42,3.591775638677448e-37,3.3916536172554585e-41,4.78392148547393e-36
2818382.931264455,1e-06,6.63185861602924e-36,6.631858616029241e-24,1.9686766884627107e+20,0.5882355827915826,714963221201808.2,2.988474885554671e-38,2.0591866659076184e-38,8.377440831046057e-38,1.7909095772274306e-41,1.061972651016647e-37,1.126428112799948e-36,3.518981677982353e-42,3.557102958835535e-37,2.8867646589189603e-41,4.909221622694952e-36
2985382.618917957,1e-06,6.72783991405329e-36,6.72783991405329e-24,2.0555783057217428e+20,0.5882355598714516,702877268478272.9,2.7116977742679196e-38,1.8219734561610644e-38,7.829665208228236e-38,1.5258429974489432e-41,9.925343310154192e-38,1.1151551746152705e-36,3.3019130657404185e-42,3.521507688701105e-37,2.456836203541387e-41,5.037604044374719e-36
3162277.660168379,1e-06,6.827898928052654e-36,6.827898928052655e-24,2.1454707915285014e+20,0.5882355388599532,691555591106618.4,2.4597966308804484e-38,1.6118019727966455e-38,7.315133078281649e-38,1.2999711155335842e-41,9.273099625920106e-38,1.1036067370116375e-36,3.0996524782850186e-42,3.4850421013905927e-37,2.0907551757913676e-41,5.169152660907777e-36
3349654.3915782794,1e-06,6.932051415635294e-36,6.932051415635294e-24,2.2384527372702423e+20,0.588235519584265,680939480638280.1,2.2306148195149333e-38,1.4256163199460704e-38,6.832045818494881e-38,1.1075004093858736e-41,8.6607157262582e-38,1.0917994769959878e-36,2.9110082671500084e-42,3.4477588915946513e-37,1.779056917652664e-41,5.3039543460561635e-36
3548133.8923357604,1e-06,7.040323383668097e-36,7.040323383668097e-24,2.3346248793771108e+20,0.5882355018892088,670975609105454.9,2.0221751770910622e-38,1.260704511019439e-38,6.378685086539369e-38,9.434946791936423e-42,8.086013600551891e-38,1.0797501508533066e-36,2.7349052713664965e-42,3.4097110011949493e-37,1.5136797962633348e-41,5.4420990422932526e-36
3758374.042884443,1e-06,7.152750534473113e-36,7.152750534473113e-24,2.434090105435289e+20,0.5882354856351845,661615454461933.6,1.8326656685617168e-38,1.1146595743388618e-38,5.953410388230003e-38,8.037477079194771e-42,7.546913882841466e-38,1.067475540434523e-36,2.5703713801995858e-42,3.370951450016705e-37,1.287756633054354e-41,5.5836798684824085e-36
3981071.705534969,1e-06,7.269377773800786e-36,7.269377773800786e-24,2.536953468435889e+20,0.588235470696381,652814795726976.0,1.6604261617236513e-38,9.853451456351903e-39,5.554656661132943e-38,6.846749811711695e-42,7.041432794819048e-38,1.054992401357691e-36,2.4165258395637683e-42,3.3315331725741517e-37,1.0954373535174968e-41,5.728793229903385e-36
4216965.034285823,1e-06,7.390258774554462e-36,7.390258774554462e-24,2.6433222087698996e+20,0.5882354569592205,644533268434109.9,1.503936231839976e-38,8.708650087439251e-39,5.180931874146529e-38,5.832215764540825e-42,6.567679108104122e-38,1.0423174133617489e-36,2.272569054953498e-42,3.2915088615717727e-37,9.317381262650594e-42,5.877538930641108e-36
4466835.921509635,1e-06,7.515455590994059e-36,7.51545559099406e-24,2.7533057836055813e+20,0.5882354443209988,636733972372114.2,1.3618039143748062e-38,7.695361144979721e-39,4.830814643767028e-38,4.967837786476665e-42,6.123851126861399e-38,1.0294671330217492e-36,2.1377736815965666e-42,3.2509308188270445e-37,7.924129907151144e-42,6.030020288353218e-36
4731512.589614812,1e-06,7.645038318794634e-36,7.645038318794635e-24,2.8670159033115466e+20,0.5882354326887017,629383124770121.9,1.232755331348208e-38,6.798646670773618e-39,4.502951868259202e-38,4.231423544463071e-42,5.708233692439117e-38,1.0164579490037596e-36,2.011476824164914e-42,3.209850814182533e-37,6.738445876118474e-42,6.186344251435139e-36
5011872.336272725,1e-06,7.779084796891973e-36,7.779084796891973e-24,2.9845665746160065e+20,0.5882354219779641,622449753060504.4,1.1156251232733531e-38,6.005249183182064e-39,4.196056381382126e-38,3.604057350997533e-42,5.31919521222909e-38,1.0033060400068897e-36,1.89307319486168e-42,3.168319952877316e-37,5.7295112462261624e-42,6.346621518603532e-36
5308844.442309879,1e-06,7.917680347527033e-36,7.917680347527033e-24,3.1060741502194326e+20,0.5882354121121589,615905422182684.5,1.0093476244265833e-38,5.3034035486922037e-39,3.9089046276742077e-38,3.069616237368642e-42,4.955184715379186e-38,9.900273355096284e-37,1.782009100938948e-42,3.126388551751458e-37,4.8710714617511584e-42,6.510966660921966e-36
5623413.251903491,1e-06,8.060917551314417e-36,8.060917551314418e-24,3.2316573846039685e+20,0.5882354030215945,609723992093639.2,9.129487244037939e-39,4.682670015996499e-39,3.6403343615814435e-38,2.6143576888413662e-42,4.6147289383290337e-38,9.766374794081686e-37,1.6777771514182422e-42,3.084106024563511e-37,4.1407604559405624e-42,6.679498246295462e-36
5956621.435290109,1e-06,8.208896054517165e-36,8.208896054517165e-24,3.361437495808183e+20,0.588235394642807,603881401747344.1,8.255383636015542e-39,4.133785981415934e-39,3.3892423729217916e-38,2.2265683617814168e-42,4.296429443391793e-38,9.631517966059986e-37,1.5799115885810407e-42,3.0415207766108892e-37,3.5195256936456326e-42,6.852338966463866e-36
6309573.444801942,1e-06,8.361722406019267e-36,8.361722406019268e-24,3.495538232960127e+20,0.5882353869179363,598355476313020.1,7.463036144896116e-39,3.648534346011861e-39,3.15458224132109e-38,1.8962647128945558e-42,3.998959773775306e-38,9.495852625870133e-37,1.487984163158894e-42,2.9986801087572228e-37,2.9911382708083383e-42,7.029615766527513e-36
6683439.175686149,1e-06,8.519509921755582e-36,8.519509921755583e-24,3.634085949384783e+20,0.5882353797941704,593125754834959.8,6.745023043657808e-39,3.219626578988559e-39,2.9353621223366125e-38,1.6149378337679162e-42,3.72106264852973e-38,9.359524759789994e-37,1.4016004834838523e-42,2.955630130890258e-37,2.5417754392899866e-42,7.211459977042492e-36
7079457.843841373,1e-06,8.682378574591952e-36,8.682378574591953e-24,3.777209681124644e+20,0.5882353732232564,588173335906725.9,6.094571387511926e-39,2.840598824114388e-39,2.730642568008074e-38,1.3753359386438085e-42,3.4615472009316606e-38,9.222676340907316e-37,1.3203967784907915e-42,2.9124156847590126e-37,2.1596648175792673e-42,7.398007448726761e-36
7498942.093324558,1e-06,8.85045490785204e-36,8.85045490785204e-24,3.925041230733514e+20,0.5882353671610618,583480739249456.9,5.505502877344137e-39,2.5057195802561816e-39,2.5395343845485675e-38,1.171278932418876e-42,3.2192862637743397e-38,9.085445113842432e-37,1.2440370226678332e-42,2.86908027607023e-37,1.8347811523610062e-42,7.589398689822837e-36
7943282.347242821,1e-06,9.023871970865653e-36,9.023871970865654e-24,4.0777152562244977e+20,0.588235361567187,579031781356050.9,4.972184004426151e-39,2.2099076574615546e-39,2.3611965298150705e-38,9.975003165712354e-43,2.993213704936265e-38,8.947964408242133e-37,1.1722103780556526e-42,2.8256660156619806e-37,1.5585878574444265e-42,7.785779006167289e-36
8413951.416451965,1e-06,9.202769275070114e-36,9.202769275070114e-24,4.2353693650731486e+20,0.5882353564046169,574811463596974.8,4.489480154380664e-39,1.9486592595323322e-39,2.194834053085542e-38,8.495123960285872e-43,2.7823218164537187e-38,8.810362980288795e-37,1.1046289143894938e-42,2.7822135695167645e-37,1.3238167126776946e-42,7.987298644022229e-36
8912509.381337458,1e-06,9.387292769334596e-36,9.387292769334596e-24,4.39814421319604e+20,0.5882353516394102,570805871385076.0,4.052713372360719e-39,1.7179831754463266e-39,2.0396960795233129e-38,7.23491349201537e-43,2.5856587601338354e-38,8.672764881314818e-37,1.0410255736156037e-42,2.7387621173276516e-37,1.1242800877887525e-42,8.19411293572896e-36
9440608.762859225,1e-06,9.57759483330044e-36,9.57759483330044e-24,4.566183608843732e+20,0.5882353472404214,567002083170862.0,3.657623513398333e-39,1.5143431776539285e-39,1.895073841534792e-38,6.161792327685995e-43,2.4023260725205283e-38,8.535289352479863e-37,9.811523494273873e-43,2.6953493192890292e-37,9.547108911830134e-43,8.406382448249472e-36
10000000.0,1e-06,9.773834287639996e-36,9.773834287639997e-24,4.739634621365087e+20,0.5882353431790504,563388088190337.6,3.300332522095492e-39,1.334606827221364e-39,1.7602987590292237e-38,5.248004260105273e-43,2.231476231773141e-38,8.398050744356237e-37,9.247786562651137e-43,2.6520112907479926e-37,8.106261540192275e-43,8.624273134666997e-36
10592537.251772897,1e-06,9.976176420235062e-36,9.976176420235061e-24,4.918647694817282e+20,0.5882353394290177,559952712017995.8,2.9773116044543184e-39,1.1759999757540873e-39,1.634740570374309e-38,4.46990388110547e-43,2.0723102887431657e-38,8.261158460176044e-37,8.71689865498096e-43,2.608782584323368e-37,6.882107643016412e-43,8.847956488722719e-36
11220184.543019652,1e-06,1.0184793027364873e-35,1.0184793027364873e-23,5.1033767664126565e+20,0.5882353359661625,556685549090898.7,2.6853510718322498e-39,1.0360663335140478e-39,1.517805515614024e-38,3.807349156289631e-43,1.9240755642443673e-38,8.124716921421416e-37,8.216859893370826e-43,2.565696179076456e-37,5.842183802627439e-43,9.07760970247187e-36
11885022.27437019,1e-06,1.0399862469074343e-35,1.0399862469074344e-23,5.293979389809361e+20,0.5882353327682588,553576901468349.8,2.4215326529008508e-39,9.126315434417357e-40,1.4089345732794198e-38,3.243183545826443e-43,1.7860634142115728e-38,7.988825554384848e-37,7.745804954718943e-43,2.522783476300353e-37,4.958869904930704e-43,9.31341582714873e-36
12589254.11794166,1e-06,1.0621569737966988e-35,1.0621569737966989e-23,5.4906168632682296e+20,0.5882353298148506,550617723177539.94,2.183204084204612e-39,8.037712630323677e-40,1.3076017518834655e-38,2.7627944920137136e-43,1.6576070641382907e-38,7.853578796289924e-37,7.301992375499347e-43,2.4800743014830663e-37,4.208669615547075e-43,9.555563937336587e-36
13335214.32163324,1e-06,1.0850106540734829e-35,1.0850106540734829e-23,5.6934543627126827e+20,0.5882353270871026,547799569570496.5,1.9679558035658694e-39,7.077828111714462e-40,1.2133124369511383e-38,2.353737034153536e-43,1.538079513878259e-38,7.719066119541245e-37,6.8837948845151414e-43,2.437596911992821e-37,3.5715973189759453e-43,9.804249298545467e-36
14125375.446227554,1e-06,1.1085671391800296e-35,1.1085671391800296e-23,5.9026610797421756e+20,0.5882353245676641,545114551183194.2,1.7735995832564876e-39,6.231599859560749e-40,1.1256017941989202e-38,2.005412964717804e-43,1.426891513594625e-38,7.585372072666214e-37,6.4896906491719696e-43,2.3953780100319202e-37,3.0306558201156634e-43,1.0059673538307391e-35
14962356.560944358,1e-06,1.132846971850361e-35,1.132846971850361e-23,6.118410364662604e+20,0.5882353222405465,542555291645043.7,1.598148951638833e-39,5.4857070295376985e-40,1.0440332292466548e-38,1.7087973504352817e-43,1.3234896113466295e-38,7.452576336517244e-37,6.1182553347406856e-43,2.353442760407425e-37,2.5713914187694267e-43,1.0322044820906206e-35
15848931.924611142,1e-06,1.1578713977323349e-35,1.1578713977323349e-23,6.340879874608853e+20,0.5882353200910105,540114889237299.3,1.439801262940288e-39,4.8283714192465974e-40,9.681969040217808e-39,1.4562054439777259e-43,1.2273542725204394e-38,7.32075379432162e-37,5.768154888204679e-43,2.3118148126727283e-37,2.181514938541835e-43,1.0591578025866099e-35
16788040.18122559,1e-06,1.183662378066949e-35,1.183662378066949e-23,6.570251726845765e+20,0.5882353181054643,537786881743107.2,1.296921285031029e-39,4.249181243191201e-40,8.9770830980312e-39,1.2410940371039914e-43,1.1379980710404077e-38,7.1899746141944136e-37,5.438138968864982e-43,2.2705163272029664e-37,1.850578972198737e-43,1.0868494930330768e-35
17782794.100389227,1e-06,1.2102426033835948e-35,1.2102426033835948e-23,6.806712657343874e+20,0.5882353162713712,535565214270802.1,1.168026184581558e-39,3.7389347435472826e-40,8.322068966505146e-39,1.057892180577739e-43,1.0549639520419329e-38,7.060304342767092e-37,5.127034957114772e-43,2.2295680047790098e-37,1.5697030389933607e-43,1.115302439547246e-35
18836490.89489802,1e-06,1.237635508174598e-35,1.237635508174598e-23,7.050454184735154e+20,0.5882353145771642,533444209766291.4,1.051771797835374e-39,3.2895014360661466e-40,7.713547587788054e-39,9.0185694214339e-44,9.778235654486217e-39,6.931804008629872e-37,4.833742480871415e-43,2.188989119268996e-37,1.3313395721296236e-43,1.1445402557078476e-35
19952623.14968883,1e-06,1.265865286516643e-35,1.265865286516643e-23,7.301672779762547e+20,0.588235313012169,531418541960602.3,9.469400834889152e-40,2.893699031942887e-40,7.148353752608396e-39,7.68950510256067e-44,9.061756696758016e-39,6.804530234336281e-37,4.557228406222035e-43,2.148797553012374e-37,1.1290746974916398e-43,1.1745873020470152e-35
21134890.398366477,1e-06,1.294956908610881e-35,1.2949569086108812e-23,7.560570040343729e+20,0.5882353115665325,529483210525346.44,8.524276618673416e-40,2.5451842915072816e-40,6.623524052852218e-39,6.557354942341684e-44,8.396446044806005e-39,6.678535355775616e-37,4.2965222450303926e-43,2.1090098345294022e-37,9.574586544622933e-44,1.2054687059917994e-35
22387211.385683376,1e-06,1.3249361382173942e-35,1.3249361382173943e-23,7.827352872376397e+20,0.5882353102311585,527633518232489.7,7.672353517577627e-40,2.2383562571101478e-40,6.13628537050409e-39,5.592857347711417e-44,7.77878831795895e-39,6.553867547778525e-37,4.050711937680763e-43,2.0696411781978764e-37,8.118614686147427e-44,1.2372103822724456e-35
23713737.056616552,1e-06,1.3558295509634826e-35,1.3558295509634825e-23,8.102233676417348e+20,0.588235308997648,525865049935738.56,6.904586229460683e-40,1.96827048318924e-40,5.6840438924795394e-39,4.771103340109913e-44,7.205495432219264e-39,6.430570954884706e-37,3.8189399738981575e-43,2.030705525558985e-37,6.883501334940548e-44,1.269839053815445e-35
25118864.315095823,1e-06,1.387664553508842e-35,1.387664553508842e-23,8.385430540372527e+20,0.5882353078582443,524173653209427.0,6.212788887305704e-40,1.7305630335100645e-40,5.2643746397385905e-39,4.0708895163848834e-44,6.673493327049002e-39,6.3086858262667246e-37,3.6003998187673494e-43,1.9922155879346798e-37,5.83584110984435e-44,1.303382273140212e-35
26607250.59798814,1e-06,1.4204694035541364e-35,1.4204694035541365e-23,8.677167438339101e+20,0.5882353068057834,522555420497276.3,5.589555684845017e-40,1.5213831510303354e-40,4.875011498079815e-39,3.4741670117009677e-44,6.179909328061924e-39,6.188248653870366e-37,3.39433261474992e-43,1.9541828900599534e-37,4.947264308447283e-44,1.3378684442791028e-35
28183829.31264455,1e-06,1.454273230682792e-35,1.454273230682792e-23,8.977674435743568e+20,0.5882353058336484,521006672638084.9,5.02818855736881e-40,1.337333626541648e-40,4.513837737168002e-39,2.9655722611422413e-44,5.7220601285837445e-39,6.0692923128989235e-37,3.2000241337328185e-43,1.91661781445453e-37,4.193680718019314e-44,1.3733268452413488e-35
29853826.189179573,1e-06,1.4891060580289976e-35,1.4891060580289975e-23,9.28718790092292e+20,0.5882353049357258,519523943648463.3,4.522631322622452e-40,1.1754179998039971e-40,4.1788770036394644e-39,2.532027450926655e-44,5.297440372142609e-39,5.951846203835112e-37,3.0168019559885862e-43,1.8795296462794133e-37,3.554636492814848e-44,1.4097876510423662e-35
31622776.60168379,1e-06,1.5249988247679466e-35,1.5249988247679465e-23,9.605950723297578e+20,0.5882353041063686,518103966654404.94,4.067409733378537e-40,1.0329938227358842e-40,3.8682847735519774e-39,2.1624003366418177e-44,4.9037118172193614e-39,5.83593639526011e-37,2.84403285543539e-43,1.8429266184445161e-37,3.012767270960945e-44,1.447281957320766e-35
33496543.915782794,1e-06,1.5619834094273083e-35,1.5619834094273084e-23,9.934212538286794e+20,0.5882353033403585,516743660873864.75,3.6575769366393906e-40,9.077312996235881e-41,3.580340248992901e-39,1.8472146297623747e-44,4.5386930650115434e-39,5.721585766793497e-37,2.6811203727958246e-43,1.806815956753874e-37,2.553333196120423e-44,1.48584180456632e-35
35481338.923357606,1e-06,1.6000926540216716e-35,1.6000926540216716e-23,1.0272229959118693e+21,0.5882353026328743,515440119561854.3,3.288663874691576e-40,7.975766953978006e-41,3.3134386833219184e-39,1.5784034534200675e-44,4.200349830536853e-39,5.608814151540171e-37,2.5275025602040132e-43,1.7712039248946285e-37,2.1638236337998788e-44,1.5255002029829843e-35
37583740.42884443,1e-06,1.6393603890144585e-35,1.6393603890144585e-23,1.0620266815687924e+21,0.5882353019794615,514190598837869.44,2.9566342005896345e-40,7.007199708006006e-41,3.066084119295565e-39,1.349099476830227e-44,3.8867857371106845e-39,5.497638477490918e-37,2.3826498825328514e-43,1.7360958690950964e-37,1.833621183474547e-44,1.5662911580120243e-35
39810717.05534969,1e-06,1.679821459114371e-35,1.679821459114371e-23,1.0978594400615356e+21,0.5882353013760032,512992507322942.1,2.657843315275025e-40,6.155661636273824e-41,2.8368825241904743e-39,1.1534562829861065e-44,3.5962336140666e-39,5.388072907380994e-37,2.2460632622349796e-43,1.7014962622954352e-37,1.553716131644941e-44,1.6082496965411868e-35
42169650.342858225,1e-06,1.7215117499159174e-35,1.7215117499159175e-23,1.1347491722664971e+21,0.5882353008186959,511843396520303.3,2.3890011656121646e-40,5.407100889772301e-41,2.6245353060031376e-39,9.864963301641564e-45,3.327047277538525e-39,5.28012897656644e-37,2.117272255837093e-43,1.6674087476919222e-37,1.3164638068078808e-44,1.651411893826751e-35
44668359.21509635,1e-06,1.764468215395975e-35,1.7644682153959752e-23,1.172724576767444e+21,0.5882353003040246,510740951879664.3,2.147138472309562e-40,4.749139792946859e-41,2.4278331948464354e-39,8.439815548824852e-45,3.07769377417694e-39,5.1738157285302145e-37,1.9958333514183464e-43,1.6338361815323718e-37,1.1153784186462935e-44,1.6958149011562375e-35
47315125.89614812,1e-06,1.8087289062806518e-35,1.808728906280652e-23,1.2118151767157113e+21,0.5882352998287409,509682984490530.9,1.929576084146582e-40,4.170877275732696e-41,2.2456504737799e-39,7.223032496747433e-45,2.8467460678188455e-39,5.069139847679679e-37,1.8813283774591924e-43,1.600780675055851e-37,9.449579191393785e-45,1.7414969742804746e-35
50118723.36272725,1e-06,1.8543329992989032e-35,1.8543329992989032e-23,1.252051347473437e+21,0.5882352993898429,508667423354833.06,1.733897180291556e-40,3.6627143498507947e-41,2.0769395434928e-39,6.183883482799652e-45,2.6328761493619168e-39,4.966105789143614e-37,1.7733630143829507e-43,1.5682436354845498e-37,8.005352371941793e-45,1.7884975026446296e-35
53088444.423098795,1e-06,1.9013208273414906e-35,1.9013208273414906e-23,1.2934643450559712e+21,0.5882352989845572,507692308193559.25,1.5579220659138873e-40,3.216199979091935e-41,1.9207258054988394e-39,5.2961967632247236e-45,2.434848550396857e-39,4.864715905320084e-37,1.6715654009432797e-43,1.5362258059893239e-37,6.781519316487124e-45,1.8368570394487433e-35
56234132.51903491,1e-06,1.9497339105459303e-35,1.9497339105459304e-23,1.3360863353897395e+21,0.5882352986103202,506755782746022.56,1.3996853278933886e-40,2.823894993081653e-41,1.776102848791674e-39,4.5376808811905855e-45,2.2515142415198506e-39,4.764970568967226e-37,1.5755848283492145e-43,1.504727304563258e-37,5.744508978865021e-45,1.886617332569255e-35
59566214.35290109,1e-06,1.999614988330029e-35,1.999614988330029e-23,1.3799504244021854e+21,0.5882352982647635,505856088523987.75,1.25741513733795e-40,2.479251960516316e-41,1.6422279252436093e-39,3.8893471916660583e-45,2.0818048966691925e-39,4.666868292666131e-37,1.4850905156763608e-43,1.4737476617493305e-37,4.865852660123754e-45,1.937821356373924e-35
63095734.44801943,1e-06,2.051008052398536e-35,2.051008052398536e-23,1.4250906889606933e+21,0.5882352979456983,504991558986105.8,1.129514503953758e-40,2.1765091747091373e-41,1.5183176993999145e-39,3.335018470374967e-45,1.9247275052991344e-39,4.570405844519641e-37,1.399770460698118e-43,1.4432858571791993e-37,4.121410565215142e-45,1.9905133444635158e-35
66834391.756861486,1e-06,2.1039583807492212e-35,2.1039583807492214e-23,1.4715422086777788e+21,0.588235297651102,504160614101041.9,1.014544304181126e-40,1.9105971147165042e-41,1.4036442587215788e-39,2.860910775880808e-45,1.7793593147113763e-39,4.4755783599823775e-37,1.3193303607929017e-43,1.413340354890068e-37,3.4907152369644773e-45,2.0447388233745308e-35
70794578.43841374,1e-06,2.1585125727065107e-35,2.158512572706511e-23,1.5193410986002775e+21,0.5882352973791064,503361755270333.06,9.112079205177835e-41,1.6770559322151968e-41,1.297531370754305e-39,2.4552776432200708e-45,1.644843085403256e-39,4.382379449746198e-37,1.243492599049568e-43,1.3839091373957055e-37,2.9564142701359004e-45,2.1005446472782435e-35
74989420.93324558,1e-06,2.2147185850124703e-35,2.2147185850124704e-23,1.5685245428007497e+21,0.5882352971279842,502593560584419.7,8.183373436988261e-41,1.4719626802479533e-41,1.199350974146103e-39,2.1081073135525396e-45,1.5203826428551623e-39,4.290801303631445e-37,1.1719952911104745e-43,1.3549897384959743e-37,2.5037973466929655e-45,2.1579790337122354e-35
79432823.47242822,1e-06,2.272625769006614e-35,2.272625769006614e-23,1.6191308288898986e+21,0.58823529689614,501854680387475.9,7.348806024803746e-41,1.291867147248092e-41,1.1085198908948666e-39,1.810865088906697e-45,1.405238709761442e-39,4.200834790457945e-37,1.1045913886652304e-43,1.3265792748166457e-37,2.1203948779797542e-45,2.2170916003815904e-35
84139514.16451965,1e-06,2.3322849089276108e-35,2.3322849089276108e-23,1.671199383469439e+21,0.5882352966820998,501143833128658.3,6.598903977693688e-41,1.1337352904479032e-41,1.024496747676736e-39,1.5562740799849622e-45,1.2987250033041222e-39,4.112469553890958e-37,1.041047835843638e-43,1.2986744760780035e-37,1.7956374489444677e-45,2.2779334030678855e-35
89125093.8133746,1e-06,2.393748261371502e-35,2.393748261371502e-23,1.7247708085455356e+21,0.588235296484502,500459801479189.56,5.925138288360318e-41,9.94899378702173e-42,9.467790945818324e-40,1.3381286186114606e-45,1.2002045826717938e-39,4.025694104276237e-37,9.811447750577632e-44,1.2712717140967243e-37,1.5205668834970348e-45,2.3405569746850628e-35
94406087.62859225,1e-06,2.457069595942582e-35,2.4570695959425817e-23,1.7798869189237319e+21,0.5882352963020878,499801428696346.25,5.319831094143989e-41,8.730140575520867e-42,8.749007100625335e-40,1.1511354607214507e-45,1.1090864326326419e-39,3.9404959064951135e-37,9.2467479911455e-44,1.2443670305308003e-37,1.2875911310816501e-45,2.405016365522281e-35
100000000.0,1e-06,2.5223042371345296e-35,2.5223042371345297e-23,1.836590780607111e+21,0.5882352961336953,499167615216913.1,4.776071807113271e-41,7.660176404740278e-42,8.084290813779196e-40,9.907786329436043e-46,1.0248222695771128e-39,3.856861463885377e-37,8.714422466653432e-44,1.2179561633819766e-37,1.0902763487244168e-45,2.471367184714785e-35
10000.0,0.0001,5.050436122304304e-35,5.050436122304304e-27,4.4293170308932946e+18,1.2181346603943852,1.899770871653229e+19,5.032910131553133e-35,4.7916223999046274e-60,1.6473574155656583e-37,2.7839279559925207e-44,2.3071032381754153e-68,7.859229064980708e-39,7.299154392079892e-46,2.7418906593957755e-70,7.865614642619735e-61,2.6649083209737293e-39
10592.537251772897,0.0001,2.498057508069909e-34,2.498057508069909e-26,9.502403925218798e+17,1.2159760749706168,7.66282652398627e+18,2.4869005498883153e-34,8.84945383320825e-58,1.0447059843056343e-36,3.610038888110371e-43,1.0851084034299027e-65,5.27941976668928e-38,1.0025970860298867e-44,1.366017396307831e-67,1.3452313795556604e-58,1.8195265156987103e-38
11220.18454301963,0.0001,1.127341294160493e-33,1.127341294160493e-25,2.2397078328661904e+17,1.2109164115871422,3.2561331619609815e+18,1.120940528718285e-33,1.2230608278327266e-55,5.969287881435712e-36,4.063469107026473e-42,3.6351441486804907e-63,3.1953220462185747e-37,1.1953952343791961e-43,4.847354036391223e-65,1.7239486859450994e-56,1.1194117314189699e-37
11885.022274370189,0.0001,4.636145234171571e-33,4.636145234171571e-25,5.8223861271126104e+16,1.1997835788758677,1.4580156582397824e+18,4.6030700163565206e-33,1.2815147890148953e-53,3.0713484517223796e-35,3.9889616054550344e-41,8.81168613144481e-61,1.7414908728110277e-36,1.243009402964952e-42,1.2446353244723396e-62,1.6770121501355467e-54,6.202012923903367e-37
