label,epsilon,a,N,E,dlnE,t_Gyr,y,y_N,Delta,delta,comoving_radius_Mpc_h,physical_radius_Mpc_h,physical_radial_velocity_km_s,peculiar_radial_velocity_km_s
reference,0.0,0.056834186987674035,-2.867617250728499,41.53747091056214,-1.501959836305101,0.23183261815147277,0.9346145377907381,-0.06682280556445742,1.224904989293953,0.22490498929395297,2.3365363444768454,0.1327951435054934,512.1594834007254,-39.43795764161024
reference,0.0,0.05687886816264447,-2.866831392372818,41.48847206219145,-1.501956429555836,0.23210724767864493,0.9345620025261185,-0.06687881495618807,1.2251115705321274,0.22511157053212738,2.3364050063152964,0.13289207232875025,511.8934563288804,-39.45544668092764
reference,0.0,0.056923584464490154,-2.866045534017138,41.43953112530475,-1.5019530210346752,0.23238220155263567,0.9345094232267993,-0.06693487334976725,1.2253183714397855,0.2253183714397855,2.336273558066998,0.1329890652147817,511.6275059352467,-39.47294479406632
reference,0.0,0.056968335920826736,-2.8652596756614566,41.39064803138269,-1.501949610732735,0.23265748015959997,0.934456799854253,-0.06699098079350516,1.225525392298536,0.22552539229853608,2.3361419996356325,0.13308612219399463,511.36163217081366,-39.49045198850823
reference,0.0,0.05701312255929143,-2.864473817305776,41.34182271199102,-1.501946198640643,0.2329330838742875,0.9344041323699142,-0.06704713733576621,1.2257326333904424,0.22573263339044236,2.3360103309247853,0.1331832432967857,511.09583498662215,-39.5079682717461
reference,0.0,0.05705794440754335,-2.8636879589500954,41.293055098776016,-1.5019427847490916,0.23320901307394548,0.9343514207351793,-0.06710334302496973,1.2259400949980228,0.2259400949980228,2.3358785518379483,0.13328042855354252,510.8301143337114,-39.525493651279845
reference,0.0,0.05710280149326326,-2.8629021005944146,41.24434512346218,-1.501939369049144,0.2334852681460749,0.9342986649114067,-0.06715959790958956,1.226147777404253,0.22614777740425307,2.335746662278517,0.13337767799464234,510.56447016308965,-39.54302813461394
reference,0.0,0.05714769384415366,-2.8621162422387343,41.195692717855266,-1.5019359515318478,0.23376184947864906,0.9342458648599169,-0.06721590203815445,1.2263556808925637,0.22635568089256375,2.3356146621497924,0.1334749916504527,510.29890242577403,-39.56057172926069
reference,0.0,0.057192621487938966,-2.861330383883053,41.14709781384163,-1.5019325321882313,0.23403875746011468,0.9341930205419918,-0.06727225545924805,1.2265638057468464,0.22656380574684643,2.3354825513549797,0.1335723695513313,510.0334110727834,-39.578124442739714
reference,0.0,0.057237584452365174,-2.8605445255273727,41.098560343389465,-1.5019291110092354,0.23431599247758733,0.9341401319188756,-0.06732865822150838,1.2267721522514492,0.2267721522514492,2.3353503297971887,0.13366981172762546,509.76799605515373,-39.59568628257871
reference,0.0,0.057282582765200304,-2.859758667171692,41.050080238552006,-1.501925687985213,0.2345935549042236,0.9340871989517737,-0.06738511037362879,1.2269807206911811,0.22698072069118114,2.3352179973794343,0.13376731820967275,509.5026573239811,-39.61325725631739
reference,0.0,0.057327616454234086,-2.858972808816011,41.001657431459414,-1.5019222631069868,0.2348714451259461,0.9340342216018538,-0.06744161196435756,1.2271895113513118,0.22718951135131182,2.3350855540046345,0.13386488902780042,509.2373948303208,-39.63083737149936
reference,0.0,0.057372685547278104,-2.8581869504603308,40.95329185432131,-1.5019188363655138,0.235149663533003,0.9339811998302449,-0.06749816304249809,1.2273985245175723,0.22739852451757225,2.334952999575612,0.13396252421232538,508.9722085252198,-39.648426635674724
reference,0.0,0.05741779007216588,-2.85740109210465,40.90498343942772,-1.5019154077517347,0.23542821051611817,0.9339281335980375,-0.06755476365690903,1.2276077604761566,0.2276077604761566,2.334820333995094,0.1340602237935545,508.7070983597308,-39.66602505640125
reference,0.0,0.057462930056752744,-2.856615233748969,40.85673211914914,-1.5019119772565726,0.2357070864664909,0.9338750228662842,-0.06761141385650424,1.2278172195137218,0.2278172195137218,2.3346875571657106,0.13415798780178415,508.44206428491304,-39.683632641244294
