k_h_mpc,pk_z49_mpc_over_h3,pk_z0_mpc_over_h3
1.84342299240911167e-01,1.48884096113937159e+00,2.26736614524932475e+03
1.85173197131095008e-01,1.48147950616940483e+00,2.25615853338951547e+03
1.86007840180728218e-01,1.47407663778164122e+00,2.24488748409342725e+03
1.86846245270608724e-01,1.46660679127813354e+00,2.23351414237933477e+03
1.87688429357621978e-01,1.45904570922572319e+00,2.22200164361056386e+03
1.88534409475084680e-01,1.45137146348217150e+00,2.21031667141112848e+03
1.89384202733088980e-01,1.44356290446377233e+00,2.19842709376970379e+03
1.90237826318847975e-01,1.43559941867982443e+00,2.18630159336138286e+03
1.91095297497044125e-01,1.42746117822838725e+00,2.17391002768387352e+03
1.91956633610178146e-01,1.41913101793680552e+00,2.16122612704267294e+03
1.92821852078919748e-01,1.41059344398523145e+00,2.14822607298568164e+03
1.93690970402459472e-01,1.40183352484806711e+00,2.13488690790257760e+03
1.94564006158863628e-01,1.39283694526674684e+00,2.12118661978232421e+03
1.95440977005429062e-01,1.38359340031705091e+00,2.10710941574262506e+03
1.96321900679040706e-01,1.37409908018917237e+00,2.09264958263810922e+03
1.97206794996529516e-01,1.36435116647302346e+00,2.07780293456458503e+03
1.98095677855033930e-01,1.35434722378122152e+00,2.06256586706316602e+03
1.98988567232361357e-01,1.34408634651198367e+00,2.04693710626101097e+03
1.99885481187351166e-01,1.33357536868999604e+00,2.03092718144426067e+03
2.00786437860241029e-01,1.32282419615378810e+00,2.01455130430239478e+03
2.01691455473033077e-01,1.31184277153659679e+00,1.99782473895374892e+03
2.02600552329862904e-01,1.30064114703936085e+00,1.98076291022540750e+03
2.03513746817368835e-01,1.28923317174324747e+00,1.96338692781569057e+03
2.04431057405065120e-01,1.27763754237537452e+00,1.94572516012678102e+03
2.05352502645714613e-01,1.26587294691149643e+00,1.92780595748015367e+03
2.06278101175704470e-01,1.25395768714741851e+00,1.90965708619500219e+03
2.07207871715422182e-01,1.24191078847782088e+00,1.89130744515539095e+03
2.08141833069635518e-01,1.22975609782147988e+00,1.87279340261276593e+03
2.09080004127872005e-01,1.21751831081747208e+00,1.85415265369834606e+03
2.10022403864800811e-01,1.20522134572276074e+00,1.83542170642552537e+03
2.10969051340617247e-01,1.19288846067590848e+00,1.81663605975541941e+03
2.11919965701427765e-01,1.18054513958787366e+00,1.79783458879231807e+03
2.12875166179637448e-01,1.16821894969958096e+00,1.77905932825717764e+03
2.13834672094338263e-01,1.15593652345493836e+00,1.76035088626810534e+03
2.14798502851700934e-01,1.14372342736028165e+00,1.74174824512991654e+03
2.15766677945366692e-01,1.13160468404384718e+00,1.72328955057155872e+03
2.16739216956841924e-01,1.11960599574565123e+00,1.70501396118647654e+03
2.17716139555893334e-01,1.10775232554249836e+00,1.68695950446931192e+03
2.18697465500947097e-01,1.09606754237988402e+00,1.66916254076233918e+03
2.19683214639487756e-01,1.08457433015370053e+00,1.65165762229874554e+03
2.20673406908459130e-01,1.07329250031837131e+00,1.63447488838929394e+03
2.21668062334668736e-01,1.06223956782729823e+00,1.61764095342971564e+03
2.22667201035191942e-01,1.05143222504530520e+00,1.60118118061283735e+03
2.23670843217779330e-01,1.04088641812207006e+00,1.58511979902872076e+03
2.24679009181264572e-01,1.03061547041363988e+00,1.56947709696385368e+03
2.25691719315976203e-01,1.02062730541307323e+00,1.55426526789168315e+03
2.26708994104149186e-01,1.01092876026109257e+00,1.53949486584608098e+03
2.27730854120339499e-01,1.00152639031932322e+00,1.52517601052016607e+03
2.28757320031839712e-01,9.92425881154756939e-01,1.51131747211347056e+03
2.29788412599097797e-01,9.83626577392592738e-01,1.49791816078057832e+03
2.30824152676136624e-01,9.75124356305231310e-01,1.48497159575256956e+03
2.31864561210975761e-01,9.66915224040588273e-01,1.47247149846644538e+03
2.32909659246054696e-01,9.58995331724336264e-01,1.46041181891609676e+03
2.33959467918659375e-01,9.51358146043745800e-01,1.44878253272736333e+03
2.35014008461349150e-01,9.43992058436527115e-01,1.43756608966749172e+03
2.36073302202385732e-01,9.36885286069713441e-01,1.42674469216340117e+03
2.37137370566165628e-01,9.30026451595146630e-01,1.41630115585220392e+03
2.38206235073652739e-01,9.23403478005210498e-01,1.40621719910878505e+03
2.39279917342813980e-01,9.16997090468885112e-01,1.39646338080280088e+03
2.40358439089055659e-01,9.10785341384674263e-01,1.38700610856507728e+03
2.41441822125664007e-01,9.04746892010380610e-01,1.37781272145150797e+03
2.42530088364245472e-01,8.98860956648838139e-01,1.36885140698007604e+03
2.43623259815170273e-01,8.93105902622944869e-01,1.36008916358949659e+03
2.44721358588016719e-01,8.87458686140094377e-01,1.35149097841207117e+03
2.45824406892019787e-01,8.81896691846019598e-01,1.34302249910405999e+03
2.46932427036519492e-01,8.76397861337755435e-01,1.33465021911913982e+03
2.48045441431411523e-01,8.70940667767840071e-01,1.32634141786431155e+03
2.49163472587601770e-01,8.65504073341586633e-01,1.31806401028200548e+03
2.50286543117460847e-01,8.60067548475370702e-01,1.30978665231951641e+03
2.51414675735281645e-01,8.54611081417442908e-01,1.30147879033522122e+03
2.52547893257738076e-01,8.49115237723819916e-01,1.29311075328917377e+03
2.53686218604347757e-01,8.43562600005121177e-01,1.28465598470132613e+03
2.54829674797934669e-01,8.37937838530550483e-01,1.27609115191594628e+03
2.55978284965095337e-01,8.32226168049536419e-01,1.26739375338563264e+03
2.57132072336665629e-01,8.26413282537548088e-01,1.25854201713229986e+03
2.58291060248191706e-01,8.20486897315704011e-01,1.24951723933616586e+03
2.59455272140401816e-01,8.14440807396333177e-01,1.24030993851791982e+03
2.60624731559679246e-01,8.08270416104394762e-01,1.23091307533602753e+03
2.61799462158540108e-01,8.01971416662320524e-01,1.22132005349463748e+03
2.62979487696111014e-01,7.95540157303003093e-01,1.21152528027917856e+03
2.64164832038609465e-01,7.88979050591956055e-01,1.20153247151150140e+03
2.65355519159826303e-01,7.82295277932775757e-01,1.19135266249846063e+03
2.66551573141611597e-01,7.75496099561281960e-01,1.18099700735577426e+03
2.67753018174360813e-01,7.68588709259063974e-01,1.17047655581808158e+03
2.68959878557504528e-01,7.61581997030649993e-01,1.15980490573918428e+03
2.70172178699999155e-01,7.54489470562389020e-01,1.14900259954143212e+03
2.71389943120821708e-01,7.47325088423634099e-01,1.13809085302031826e+03
2.72613196449465300e-01,7.40102422689879469e-01,1.12709029490749845e+03
2.73841963426436352e-01,7.32835007452808607e-01,1.11602150135735087e+03
2.75076268903756416e-01,7.25539846983245584e-01,1.10491037480584782e+03
2.76316137845464049e-01,7.18235733175484281e-01,1.09378556428973093e+03
2.77561595328120025e-01,7.10940806153564586e-01,1.08267472535547085e+03
2.78812666541313481e-01,7.03672523596215904e-01,1.07160447299345515e+03
2.80069376788173174e-01,6.96448427946694704e-01,1.06060155381466961e+03
2.81331751485877635e-01,6.89286886710480773e-01,1.04969397709272698e+03
2.82599816166170636e-01,6.82205691308005346e-01,1.03890887396825519e+03
2.83873596475875623e-01,6.75221886261775928e-01,1.02827223644133937e+03
2.85153118177416620e-01,6.68351359702337833e-01,1.01780829000884160e+03
2.86438407149338214e-01,6.61606047006945475e-01,1.00753521021950507e+03
2.87729489386828297e-01,6.54995870411874570e-01,9.97468093514846032e+02
2.89026391002245142e-01,6.48530311493710099e-01,9.87621365680373287e+02
2.90329138225644878e-01,6.42218403719225450e-01,9.78008770707536996e+02
2.91637757405312281e-01,6.36066576047627841e-01,9.68640093911137001e+02
2.92952275008292518e-01,6.30077655056097474e-01,9.59519645598165994e+02
2.94272717620928270e-01,6.24254066132897356e-01,9.50651125835314247e+02
2.95599111949396365e-01,6.18598130779648092e-01,9.42038076316531829e+02
2.96931484820248115e-01,6.13110930017995215e-01,9.33682144873421635e+02
2.98269863180951278e-01,6.07787256899786743e-01,9.25575378393860888e+02
2.99614274100436506e-01,6.02619971681680799e-01,9.17706872737743879e+02
3.00964744769643688e-01,5.97602176265884077e-01,9.10066092874990773e+02
3.02321302502071787e-01,5.92727087951563592e-01,9.02642681085458094e+02
3.03683974734332063e-01,5.87984739991776140e-01,8.95421447452230382e+02
3.05052789026702631e-01,5.83361613700403292e-01,8.88381811166763441e+02
3.06427773063685904e-01,5.78844399900402817e-01,8.81503511218147878e+02
3.07808954654567646e-01,5.74420193181525152e-01,8.74766901223007267e+02
3.09196361733981018e-01,5.70076063963840141e-01,8.68152287259608556e+02
3.10590022362470575e-01,5.65797847023843170e-01,8.61638052262606152e+02
3.11989964727060087e-01,5.61571389145565147e-01,8.55202588460238076e+02
3.13396217141821753e-01,5.57382946661461487e-01,8.48824913302023447e+02
3.14808808048450517e-01,5.53219189495613328e-01,8.42484678411032860e+02
3.16227766016838274e-01,5.49067442224993818e-01,8.36162584402842072e+02
3.17653119745651025e-01,5.44915635578674395e-01,8.29840298555599929e+02
3.19084898062910960e-01,5.40752078304831740e-01,8.23500063879805225e+02
3.20523129926578443e-01,5.36565451798042159e-01,8.17124689440214411e+02
3.21967844425138205e-01,5.32346131144507462e-01,8.10699538040791708e+02
3.23419070778186324e-01,5.28088642785199625e-01,8.04216224079787594e+02
3.24876838337023355e-01,5.23788419340431965e-01,7.97667731014384344e+02
3.26341176585246362e-01,5.19441095939292108e-01,7.91047352750385926e+02
3.27812115139346161e-01,5.15042876885072998e-01,7.84349257978521564e+02
3.29289683749304896e-01,5.10594455141606618e-01,7.77574522697102225e+02
3.30773912299199724e-01,5.06099371901218231e-01,7.70728605387437369e+02
3.32264830807805778e-01,5.01561167573193245e-01,7.63816962046376261e+02
3.33762469429204123e-01,4.96983337549866622e-01,7.56844977811061426e+02
3.35266858453390326e-01,4.92370928494154703e-01,7.49820373873700760e+02
3.36778028306889021e-01,4.87732301547304015e-01,7.42755866095073884e+02
3.38296009553368082e-01,4.83076005939431175e-01,7.35664450719803199e+02
3.39820832894256186e-01,4.78410315709635270e-01,7.28558705759514055e+02
3.41352529169365315e-01,4.73743543714396143e-01,7.21451272560336292e+02
3.42891129357513647e-01,4.69086306170621969e-01,7.14358328518544340e+02
3.44436664577152218e-01,4.64450094494222365e-01,7.07297396947260040e+02
3.45989166086993483e-01,4.59845967881937656e-01,7.00285342092970154e+02
3.47548665286645186e-01,4.55284537251897325e-01,6.93338344511313949e+02
3.49115193717244254e-01,4.50775119531777790e-01,6.86470607749683040e+02
3.50688783062095388e-01,4.46325262720325411e-01,6.79693632025687407e+02
3.52269465147310334e-01,4.41942075632916875e-01,6.73018247669934567e+02
3.53857271942453866e-01,4.37632369022298962e-01,6.66454830880072564e+02
3.55452235561189156e-01,4.33402276195284708e-01,6.60012725614806300e+02
3.57054388261926370e-01,4.29255378119816511e-01,6.53697386593222745e+02
3.58663762448477030e-01,4.25194264937751587e-01,6.47512758778328248e+02
3.60280390670708273e-01,4.21221407668278369e-01,6.41462605705037959e+02
3.61904305625201428e-01,4.17339076875027193e-01,6.35550385498379342e+02
3.63535540155912440e-01,4.13546414724231814e-01,6.29774787665651274e+02
3.65174127254837888e-01,4.09838914230844009e-01,6.24128939276922210e+02
3.66820100062680732e-01,4.06211993805246974e-01,6.18605853809052405e+02
3.68473491869521885e-01,4.02661219078911725e-01,6.13198769273855646e+02
3.70134336115491458e-01,3.99181768773064438e-01,6.07900333643907629e+02
3.71802666391447600e-01,3.95766728483614605e-01,6.02700002808034128e+02
3.73478516439654462e-01,3.92408808264652964e-01,5.97586659934087152e+02
3.75161920154464146e-01,3.89100951031419451e-01,5.92549543300480309e+02
3.76852911583003880e-01,3.85836279373385993e-01,5.87578165705295646e+02
3.78551524925863081e-01,3.82607247304185050e-01,5.82661030722823398e+02
3.80257794537786409e-01,3.79405735385204945e-01,5.77785776581184678e+02
3.81971754928366769e-01,3.76223856388335387e-01,5.72940395316568129e+02
3.83693440762745086e-01,3.73053982358662828e-01,5.68113273690331084e+02
3.85422886862310687e-01,3.69889472188223600e-01,5.63294298552884243e+02
3.87160128205405907e-01,3.66726184327748783e-01,5.58477155038004184e+02
3.88905199928031964e-01,3.63560566796391704e-01,5.53656424806231939e+02
3.90658137324562060e-01,3.60389202247784701e-01,5.48826894888218135e+02
3.92418975848453977e-01,3.57208968155206030e-01,5.43983802359666925e+02
3.94187751112966001e-01,3.54018944343527042e-01,5.39125747958927263e+02
3.95964498891879457e-01,3.50819708280375953e-01,5.34253619697208364e+02
3.97749255120220802e-01,3.47611869955534947e-01,5.29368354993779235e+02
3.99542055894989034e-01,3.44396046082687701e-01,5.24470901246604740e+02
4.01342937475884398e-01,3.41174128875908866e-01,5.19564148126581472e+02
4.03151936286044121e-01,3.37950878866940863e-01,5.14655353368724491e+02
4.04969088912777053e-01,3.34731303984842299e-01,5.09752151205871144e+02
4.06794432108305071e-01,3.31520237471056967e-01,5.04861909548537540e+02
4.08628002790504319e-01,3.28322386799270172e-01,4.99991803852826990e+02
4.10469838043654556e-01,3.25142713845401055e-01,4.95149391106583153e+02
4.12319975119187832e-01,3.21986215885506633e-01,4.90342279220129228e+02
4.14178451436440831e-01,3.18857697475676605e-01,4.85577782661573963e+02
4.16045304583413933e-01,3.15761768305592161e-01,4.80862919278336790e+02
4.17920572317530103e-01,3.12702530606482842e-01,4.76203939323117481e+02
4.19804292566398951e-01,3.09683368886183918e-01,4.71606008687536132e+02
4.21696503428582559e-01,3.06707471697429235e-01,4.67073995248603410e+02
4.23597243174368254e-01,3.03777892625162249e-01,4.62612560869128060e+02
4.25506550246541160e-01,3.00897144300988850e-01,4.58225540537507243e+02
4.27424463261162402e-01,2.98065029159159944e-01,4.53912625063194810e+02
4.29351021008348432e-01,2.95280329330355973e-01,4.49671945315114101e+02
4.31286262453058344e-01,2.92541856054928107e-01,4.45501677009468096e+02
4.33230226735880297e-01,2.89848426645831214e-01,4.41400005841611573e+02
4.35182953173822162e-01,2.87197936893763828e-01,4.37363723172211678e+02
4.37144481261109219e-01,2.84587117902403597e-01,4.33387857871856340e+02
4.39114850669980961e-01,2.82012725507134021e-01,4.29467476953871312e+02
4.41094101251494841e-01,2.79471621314630159e-01,4.25597808235800755e+02
4.43082273036329910e-01,2.76960587361505528e-01,4.21773955188964919e+02
4.45079406235599773e-01,2.74475677854394806e-01,4.17989899418910568e+02
4.47085541241663442e-01,2.72012841266216832e-01,4.14239458023591908e+02
4.49100718628943407e-01,2.69568164332581739e-01,4.10516659108118006e+02
4.51124979154744865e-01,2.67137907740361780e-01,4.06815796392053812e+02
4.53158363760081950e-01,2.64719321584007017e-01,4.03132676702972617e+02
4.55200913570504795e-01,2.62310594427810018e-01,3.99464542062691407e+02
4.57252669896931419e-01,2.59910017316531239e-01,3.95808790801035741e+02
4.59313674236482339e-01,2.57515946509073224e-01,3.92162920551950492e+02
4.61383968273321565e-01,2.55127301205281209e-01,3.88525287613068656e+02
4.63463593879499147e-01,2.52744709238661214e-01,3.84896854872464985e+02
4.65552593115796221e-01,2.50369127620467480e-01,3.81279087243557058e+02
4.67651008232578547e-01,2.48001482941195561e-01,3.77673403044787847e+02
4.69758881670649331e-01,2.45642729121823139e-01,3.74081261588728751e+02
4.71876256062108146e-01,2.43294607123714618e-01,3.70505315368907304e+02
4.74003174231212021e-01,2.40959402440622916e-01,3.66949042273430734e+02
4.76139679195243415e-01,2.38639329051565957e-01,3.63415811287332701e+02
4.78285814165379186e-01,2.36336515693980315e-01,3.59908861687607953e+02
4.80441622547565061e-01,2.34053053417327545e-01,3.56431377576090426e+02
4.82607147943391823e-01,2.31791062577936885e-01,3.52986592902997472e+02
4.84782434150979824e-01,2.29552594064769827e-01,3.49577636422343119e+02
4.86967525165863613e-01,2.27339613724108297e-01,3.46207507163070659e+02
4.89162465181880168e-01,2.25153892430943331e-01,3.42878906508027171e+02
4.91367298592065627e-01,2.22996038851673545e-01,3.39592760726948484e+02
4.93582069989551231e-01,2.20866021718275435e-01,3.36349018750690277e+02
4.95806824168465998e-01,2.18763795278354961e-01,3.33147607546338975e+02
4.98041606124841385e-01,2.16689301636136977e-01,3.29988435724553369e+02
5.00286461057523502e-01,2.14641967130441702e-01,3.26870627905137269e+02
5.02541434369085604e-01,2.12620300353246278e-01,3.23791913601633325e+02
5.04806571666747472e-01,2.10622758015720890e-01,3.20749943551187130e+02
5.07081918763295891e-01,2.08647846762237577e-01,3.17742444494326890e+02
5.09367521678013691e-01,2.06694086023781531e-01,3.14767162085393409e+02
5.11663426637609664e-01,2.04759799388086083e-01,3.11821540157113304e+02
5.13969680077151714e-01,2.02843264847222121e-01,3.08902951733925988e+02
5.16286328641008874e-01,2.00942819086807611e-01,3.06008859386058475e+02
5.18613419183792890e-01,1.99056863005884710e-01,3.03136823695392479e+02
5.20950998771306795e-01,1.97184143261324690e-01,3.00284934557753331e+02
5.23299114681495037e-01,1.95323849332022209e-01,2.97451959881511129e+02
5.25657814405402157e-01,1.93475228463711568e-01,2.94636755732019935e+02
5.28027145648131913e-01,1.91637554963849266e-01,2.91838219300456331e+02
5.30407156329812501e-01,1.89810302076549309e-01,2.89055550042213781e+02
5.32797894586564458e-01,1.87993812430238716e-01,2.86289268322242037e+02
5.35199408771476648e-01,1.86188676796389230e-01,2.83540271530937503e+02
5.37611747455583044e-01,1.84395462842482011e-01,2.80809421964258718e+02
5.40034959428843275e-01,1.82614725842107667e-01,2.78097563288560650e+02
5.42469093701132943e-01,1.80847259624179885e-01,2.75405906453232603e+02
5.44914199503231944e-01,1.79094098132706353e-01,2.72736032081114672e+02
5.47370326287822229e-01,1.77356245638557064e-01,2.70089475568318221e+02
5.49837523730485223e-01,1.75634664263138701e-01,2.67467707889046835e+02
5.52315841730710133e-01,1.73930177627085125e-01,2.64871986850765097e+02
5.54805330412900366e-01,1.72243223601574402e-01,2.62302975419633754e+02
5.57306040127389157e-01,1.70574139778699979e-01,2.59761182365183458e+02
5.59818021451455317e-01,1.68923245474313477e-01,2.57247088826315235e+02
5.62341325190349295e-01,1.67290813209399702e-01,2.54761105200338562e+02
5.64876002378319808e-01,1.65676643683667052e-01,2.52302928632494968e+02
5.67422104279643347e-01,1.64080178798755583e-01,2.49871713873360733e+02
5.69979682389665121e-01,1.62500866285469087e-01,2.47466624485069445e+02
5.72548788435838119e-01,1.60938169534435099e-01,2.45086847696887077e+02
5.75129474378769934e-01,1.59391486235608143e-01,2.42731468257305011e+02
5.77721792413272484e-01,1.57860018761514315e-01,2.40399267455925781e+02
5.80325794969419939e-01,1.56342960709233980e-01,2.38089012401786221e+02
5.82941534713607545e-01,1.54839532363148014e-01,2.35799511027265936e+02
5.85569064549617546e-01,1.53348998554465488e-01,2.33529639659830764e+02
5.88208437619687441e-01,1.51870843447212966e-01,2.31278612788043489e+02
5.90859707305587456e-01,1.50404684336542305e-01,2.29045850028379903e+02
5.93522927229699238e-01,1.48950152080726289e-01,2.26830791595285490e+02
5.96198151256098208e-01,1.47506890521466733e-01,2.24632897373605033e+02
5.98885433491646468e-01,1.46074721481397191e-01,2.22451896598521955e+02
6.01584828287084927e-01,1.44653797051127353e-01,2.20288018301494333e+02
6.04296390238133418e-01,1.43244299007496995e-01,2.18141536458401504e+02
6.07020174186593264e-01,1.41846399734189998e-01,2.16012710852713354e+02
6.09756235221459386e-01,1.40460277956313717e-01,2.13901811782771119e+02
6.12504628680032193e-01,1.39086217618592162e-01,2.11809275387831462e+02
6.15265410149037795e-01,1.37724540165868908e-01,2.09735597248278282e+02
6.18038635465750663e-01,1.36375551699295577e-01,2.07681249355570827e+02
6.20824360719125612e-01,1.35039541059522927e-01,2.05646677104375470e+02
6.23622642250930337e-01,1.33716675094922272e-01,2.03632135561576376e+02
6.26433536656886059e-01,1.32406952973307401e-01,2.01637618034798152e+02
6.29257100787809720e-01,1.31110357468719407e-01,1.99663092561363612e+02
6.32093391750767175e-01,1.29826868196220968e-01,1.97708522587965518e+02
6.34942466910227044e-01,1.28556421953014699e-01,1.95773807668228045e+02
6.37804383889218229e-01,1.27298742893782846e-01,1.93858529530778810e+02
6.40679200570499874e-01,1.26053492232596626e-01,1.91962175917414271e+02
6.43566975097728866e-01,1.24820340630248230e-01,1.90084248817264296e+02
6.46467765876637235e-01,1.23598967796411899e-01,1.88224263758189437e+02
6.49381631576211760e-01,1.22389055874422975e-01,1.86381736874543464e+02
6.52308631129882799e-01,1.21190288755675765e-01,1.84556183648967163e+02
6.55248823736714892e-01,1.20002359181741555e-01,1.82747132987556853e+02
6.58202268862604689e-01,1.18824968950956303e-01,1.80954127712395007e+02
6.61169026241481994e-01,1.17657868391052897e-01,1.79176785674287686e+02
6.64149155876520458e-01,1.16500968188313722e-01,1.77414972886075219e+02
6.67142718041350169e-01,1.15354216969517268e-01,1.75668613999855552e+02
6.70149773281274563e-01,1.14217562830369837e-01,1.73937632748134746e+02
6.73170382414498558e-01,1.13090957405549433e-01,1.72221958044465623e+02
6.76204606533356345e-01,1.11974421996296869e-01,1.70521623058505696e+02
6.79252507005548178e-01,1.10868033848407654e-01,1.68836744660599066e+02
6.82314145475378830e-01,1.09771866418784267e-01,1.67167433932152676e+02
6.85389583865008589e-01,1.08685987538990295e-01,1.65513793416274098e+02
6.88478884375702482e-01,1.07610440829885662e-01,1.63875888455880187e+02
6.91582109489090158e-01,1.06545212374637113e-01,1.62253695800245680e+02
6.94699321968426986e-01,1.05490276605782876e-01,1.60647174359414294e+02
6.97830584859866598e-01,1.04445606032755892e-01,1.59056280200713559e+02
7.00975961493735089e-01,1.03411163857238531e-01,1.57480955639824657e+02
7.04135515485809327e-01,1.02386826116125151e-01,1.55921014220911815e+02
7.07309310738607366e-01,1.01372416082975064e-01,1.54376191539566207e+02
7.10497411442678861e-01,1.00367760200848713e-01,1.52846227874653323e+02
7.13699882077904246e-01,9.93726889587564360e-02,1.51330869467551736e+02
7.16916787414796142e-01,9.83870406514559953e-02,1.49829871421854506e+02
7.20148192515813523e-01,9.74106653660523070e-02,1.48343000782818535e+02
7.23394162736675006e-01,9.64434175133614680e-02,1.46870030609482569e+02
7.26654763727681452e-01,9.54851547039216458e-02,1.45410739037664968e+02
7.29930061435042354e-01,9.45357430959654493e-02,1.43964917987449581e+02
7.33220122102212213e-01,9.35950950126162584e-02,1.42532434398875807e+02
7.36525012271228796e-01,9.26631446073640508e-02,1.41113190621841284e+02
7.39844798784057511e-01,9.17398264020967275e-02,1.39707089481943342e+02
7.43179548783946653e-01,9.08250754927646675e-02,1.38314034573572769e+02
7.46529329716782764e-01,8.99188487192518898e-02,1.36933962023942399e+02
7.49894209332456541e-01,8.90211360365121968e-02,1.35566857555772884e+02
7.53274255686229965e-01,8.81319284019769777e-02,1.34212708310200725e+02
7.56669537140116755e-01,8.72512147536986249e-02,1.32871498315270060e+02
7.60080122364262589e-01,8.63789745954276489e-02,1.31543196872272972e+02
7.63506080338335225e-01,8.55151430279003644e-02,1.30227703791661071e+02
7.66947480352916822e-01,8.46596401080035033e-02,1.28924895369249413e+02
7.70404392010909600e-01,8.38123866456137595e-02,1.27634649123229707e+02
7.73876885228940825e-01,8.29733037780883836e-02,1.26356843188911711e+02
7.77365030238776455e-01,8.21422992756964815e-02,1.25091336827326714e+02
7.80868897588743782e-01,8.13192654714339630e-02,1.23837967476617266e+02
7.84388558145156511e-01,8.05040957039800387e-02,1.22596574149635259e+02
7.87924083093749950e-01,7.96966852987195384e-02,1.21366998827618474e+02
7.91475543941116633e-01,7.88969355994790789e-02,1.20149092155323402e+02
7.95043012516157943e-01,7.81047666197482032e-02,1.18942731317761897e+02
7.98626560971533284e-01,7.73201038072878488e-02,1.17747801332519217e+02
8.02226261785121242e-01,7.65428734545491041e-02,1.16564188560875607e+02
8.05842187761482420e-01,7.57730034784695333e-02,1.15391781958930011e+02
8.09474412033336144e-01,7.50104378441602687e-02,1.14230496226874706e+02
8.13123008063037833e-01,7.42551344134680519e-02,1.13080268355562339e+02
8.16788049644062042e-01,7.35070511605662169e-02,1.11941035502399316e+02
8.20469610902499591e-01,7.27661456735472223e-02,1.10812734190941427e+02
8.24167766298554039e-01,7.20323720057312461e-02,1.09695295145668936e+02
8.27882590628048920e-01,7.13056743745051902e-02,1.08588632956364222e+02
8.31614159023937427e-01,7.05859953613978686e-02,1.07492659526176553e+02
8.35362546957826635e-01,6.98732778078984401e-02,1.06407287180008311e+02
8.39127830241500838e-01,6.91674639806708486e-02,1.05332427436962419e+02
8.42910085028456657e-01,6.84684858980523087e-02,1.04267976790464473e+02
8.46709387815439696e-01,6.77762691160691128e-02,1.03213822272996097e+02
8.50525815443996636e-01,6.70907400599215636e-02,1.02169852232435915e+02
8.54359445102026327e-01,6.64118261627421880e-02,1.01135956536017574e+02
8.58210354325342095e-01,6.57394576615466936e-02,1.00112029306999460e+02
8.62078620999237599e-01,6.50735697644108518e-02,9.90979722269340471e+01
8.65964323360065680e-01,6.44140989507713396e-02,9.80936888992167439e+01
8.69867539996819206e-01,6.37609823851903734e-02,9.70990839562571892e+01
8.73788349852717916e-01,6.31141589630958705e-02,9.61140645350633918e+01
8.77726832226809583e-01,6.24735773532627062e-02,9.51385516292976803e+01
8.81683066775571067e-01,6.18391911617196324e-02,9.41724732621655676e+01
8.85657133514520911e-01,6.12109540921720596e-02,9.32157576543843334e+01
8.89649112819833721e-01,6.05888198889045493e-02,9.22683331506115678e+01
8.93659085429971967e-01,5.99727406285772840e-02,9.13301263772005143e+01
8.97687132447314462e-01,5.93626656239838596e-02,9.04010610604604636e+01
9.01733335339798936e-01,5.87585441800015165e-02,8.94810610028919911e+01
9.05797775942566719e-01,5.81603258848252189e-02,8.85700503989913130e+01
9.09880536459621636e-01,5.75679596473924957e-02,8.76679523503365630e+01
9.13981699465491348e-01,5.69813887477486347e-02,8.67746812261826079e+01
9.18101347906894905e-01,5.64005547637200233e-02,8.58901487256315903e+01
9.22239565104424064e-01,5.58253999221780053e-02,8.50142675079488299e+01
9.26396434754226616e-01,5.52558671174902538e-02,8.41469511918921995e+01
9.30572040929699806e-01,5.46919006883263698e-02,8.32881144735183057e+01
9.34766468083188307e-01,5.41334465904119919e-02,8.24376731444623090e+01
9.38979801047696516e-01,5.35804513922515865e-02,8.15955439161347442e+01
9.43212125038601079e-01,5.30328622005696512e-02,8.07616443974629306e+01
9.47463525655376171e-01,5.24906270953760870e-02,7.99358942483382435e+01
9.51734088883322116e-01,5.19536966388169513e-02,7.91182191684109171e+01
9.56023901095307993e-01,5.14220223674932003e-02,7.83085469205134785e+01
9.60333049053517351e-01,5.08955562147320809e-02,7.75068058096373704e+01
9.64661619911200030e-01,5.03742505659250661e-02,7.67129247266800292e+01
9.69009701214439412e-01,4.98580594450642248e-02,7.59268340963313193e+01
9.73377380903920564e-01,4.93469384101564920e-02,7.51484657930266877e+01
9.77764747316709926e-01,4.88408433526688127e-02,7.43777521809496704e+01
9.82171889188038438e-01,4.83397304465059061e-02,7.36146260726651178e+01
9.86598895653102326e-01,4.78435553796721785e-02,7.28590196942779329e+01
9.91045856248861101e-01,4.73522716472348851e-02,7.21108623868534124e+01
9.95512860915851117e-01,4.68658326497978853e-02,7.13700834310619143e+01
1.00000000000000067e+00,4.63841922214696945e-02,7.06366127575065974e+01
1.00450736425446285e+00,4.59073044869294997e-02,6.99103806918330548e+01
1.00903504484144868e+00,4.54351220814009499e-02,6.91913147651559655e+01
1.01358313333406658e+00,4.49675967492978237e-02,6.84793407885010055e+01
1.01815172171818236e+00,4.45046807608693931e-02,6.77743853935753719e+01
1.02274090239427418e+00,4.40463269423246664e-02,6.70763760882047819e+01
1.02735076817930349e+00,4.35924899770854732e-02,6.63852436406746165e+01
1.03198141230858931e+00,4.31431281827288488e-02,6.57009253351205160e+01
1.03663292843769850e+00,4.26982006878315890e-02,6.50233598033724007e+01
1.04130541064433713e+00,4.22576669468569463e-02,6.43524861381224440e+01
1.04599895343025451e+00,4.18214870430766369e-02,6.36882442530116109e+01
