case,N,tau,chi,E,delta_alpha,rho_scalar,cumulative_dissipation
chi_probe,-1.5939180071596757,0.10819120993387633,137.72376400022569,6.190757928654072,2.8652468426759725e-06,85.09677953570608,15.128392530880555
chi_probe,-1.5923079889706253,0.10845158676572539,137.72615826118366,6.176085283406554,2.861883781957175e-06,84.68837462600708,15.536797440579575
chi_probe,-1.5906979707815752,0.10871258215275485,137.7285524170796,6.1614486933693255,2.8585209856935023e-06,84.28193892129086,15.943233145295787
chi_probe,-1.589087952592525,0.10897419750995077,137.73094646742587,6.146848072911075,2.855158454995177e-06,83.87746292457555,16.347709142011084
chi_probe,-1.5874779344034748,0.1092364342551502,137.73334041173254,6.13228333661042,2.851796189862199e-06,83.47493718469099,16.750234881895658
chi_probe,-1.5858679162144247,0.10949929380904402,137.7357342495075,6.117754399255414,2.8484341914047917e-06,83.0743522960578,17.15081977052886
chi_probe,-1.5842578980253745,0.1097627775951801,137.73812798025634,6.10326117584303,2.845072460067044e-06,82.67569889846712,17.549473168119537
chi_probe,-1.5826478798363244,0.110026887039966,137.74052160348242,6.088803581578664,2.84171099651509e-06,82.278967676862,17.94620438972466
chi_probe,-1.5810378616472742,0.11029162357267196,137.74291511868685,6.074381531875638,2.838349801637108e-06,81.88414936111933,18.341022705467335
chi_probe,-1.579427843458224,0.11055698862543369,137.74530852536842,6.059994942354697,2.834988876321276e-06,81.49123472583307,18.733937340753588
chi_probe,-1.577817825269174,0.1108229836332554,137.74770182302362,6.045643728843502,2.8316282207896393e-06,81.10021459009835,19.12495747648831
chi_probe,-1.5762078070801238,0.11108961003401256,137.75009501114664,6.03132780737614,2.828267835930376e-06,80.71107981729678,19.514092249289874
chi_probe,-1.5745977888910734,0.11135686926845456,137.7524880892294,6.017047094192627,2.824907722187575e-06,80.3238213148829,19.901350751703742
chi_probe,-1.5729877707020232,0.11162476278020776,137.75488105676146,6.002801505738412,2.82154788067146e-06,79.93843003417126,20.28674203241541
chi_probe,-1.571377752512973,0.11189329201577806,137.75727391323005,5.98859095866388,2.8181883118261197e-06,79.55489697012487,20.67027509646179
chi_probe,-1.569767734323923,0.11216245842455375,137.7596666581201,5.974415369823858,2.814829016317688e-06,79.17321316114473,21.05195890544194
chi_probe,-1.5681577161348728,0.11243226345880836,137.76205929091412,5.960274656277123,2.811469994812299e-06,78.79336968885971,21.43180237772694
chi_probe,-1.5665476979458226,0.11270270857370301,137.76445181109233,5.946168735285918,2.80811124864222e-06,78.41535767791879,21.809814388667867
chi_probe,-1.5649376797567724,0.11297379522728956,137.76684421813252,5.9320975243154574,2.804752777807451e-06,78.03916829578256,22.186003770804085
chi_probe,-1.5633276615677223,0.11324552488051289,137.76923651151012,5.918060941033433,2.8013945831961706e-06,77.66479275251734,22.560379314069294
chi_probe,-1.5617176433786721,0.1135178989972138,137.7716286906982,5.904058903309538,2.7980366654745126e-06,77.29222230058915,22.932949765997517
chi_probe,-1.5601076251896218,0.11379091904413152,137.7740207551674,5.890091329214966,2.7946790255306553e-06,76.92144823465922,23.303723831927424
chi_probe,-1.5584976070005716,0.1140645864909063,137.77641270438593,5.876158137021944,2.7913216640307326e-06,76.55246189138063,23.672710175206035
chi_probe,-1.5568875888115215,0.11433890281008202,137.7788045378196,5.862259245203234,2.7879645816408782e-06,76.18525464919529,24.039917417391372
chi_probe,-1.5552775706224713,0.11461386947710875,137.7811962549318,5.848394572431656,2.7846077792492707e-06,75.81981792813258,24.40535413845409
chi_probe,-1.5536675524334211,0.11488948797034533,137.7835878551835,5.834564037579603,2.781251257522044e-06,75.45614318960841,24.769028876978247
chi_probe,-1.552057534244371,0.11516575977106178,137.78597933803312,5.820767559718567,2.7778950171253314e-06,75.09422193622582,25.130950130360848
chi_probe,-1.5504475160553208,0.11544268636344183,137.7883707029367,5.807005058118648,2.774539058725267e-06,74.73404571157596,25.491126355010707
chi_probe,-1.5488374978662707,0.11572026923458544,137.79076194934783,5.793276452248093,2.7711833832100297e-06,74.37560610004047,25.849565966546198
chi_probe,-1.5472274796772205,0.11599850987451102,137.7931530767175,5.779581661772806,2.7678279912457526e-06,74.01889472659471,26.206277339991956
chi_probe,-1.5456174614881704,0.11627740977615816,137.79554408449434,5.765920606555869,2.76447288349857e-06,73.66390325661163,26.56126880997504
chi_probe,-1.5440074432991202,0.11655697043538985,137.79793497212438,5.75229320665708,2.761118061300749e-06,73.31062339566697,26.914548670919707
chi_probe,-1.5423974251100698,0.11683719335099482,137.8003257390512,5.738699382332472,2.7577635246522902e-06,72.95904688934526,27.266125177241406
chi_probe,-1.5407874069210197,0.11711808002468978,137.8027163847158,5.725139054033843,2.7544092746634163e-06,72.60916552304705,27.61600654353961
chi_probe,-1.5391773887319695,0.11739963196112206,137.8051069085567,5.711612142408272,2.751055312222306e-06,72.26097112179617,27.96420094479048
chi_probe,-1.5375673705429194,0.11768185066787162,137.8074973100098,5.698118568297671,2.747701637773048e-06,71.91445555004904,28.310716516537624
chi_probe,-1.5359573523538692,0.11796473765545334,137.80988758850853,5.684658252738302,2.744348252203821e-06,71.56961071150423,28.655561355082433
chi_probe,-1.534347334164819,0.11824829443731943,137.81227774348366,5.671231116960306,2.7409951564028034e-06,71.226428548913,28.998743517673656
chi_probe,-1.532737315975769,0.11853252252986136,137.8146677743635,5.657837082387242,2.737642351036129e-06,70.88490104389112,29.34027102269553
chi_probe,-1.5311272977867187,0.11881742345241232,137.8170576805736,5.6444760706356245,2.7342898369919766e-06,70.54502021673107,29.68015184985559
chi_probe,-1.5295172795976686,0.11910299872724917,137.81944746153712,5.631148003514446,2.730937615158524e-06,70.20677812621555,30.018393940371105
chi_probe,-1.5279072614086182,0.11938924987959473,137.82183711667443,5.617852803024732,2.727585685979861e-06,69.87016686943167,30.355005197154988
chi_probe,-1.526297243219568,0.11967617843761957,137.82422664540337,5.604590391359063,2.7242340503441653e-06,69.53517858158645,30.6899934850002
chi_probe,-1.524687225030518,0.11996378593244462,137.82661604713908,5.591360690901114,2.7208827093616605e-06,69.20180543582225,31.0233666307644
chi_probe,-1.5230772068414677,0.12025207389814271,137.82900532129418,5.5781636242252,2.7175316634764357e-06,68.87003964303432,31.355132423552345
chi_probe,-1.5214671886524176,0.12054104387174085,137.83139446727847,5.564999114095818,2.7141809135766692e-06,68.53987345168824,31.685298614898414
chi_probe,-1.5198571704633674,0.12083069739322204,137.83378348449924,5.551867083467183,2.710830460772584e-06,68.21129914763901,32.013872918947655
chi_probe,-1.5182471522743173,0.12112103600552744,137.83617237236098,5.538767455482776,2.7074803055082697e-06,67.88430905395022,32.34086301263643
chi_probe,-1.5166371340852671,0.12141206125455824,137.83856113026556,5.525700153474879,2.7041304486719042e-06,67.55889553071475,32.66627653587191
chi_probe,-1.515027115896217,0.12170377468917734,137.84094975761212,5.512665100964128,2.700780891151666e-06,67.23505097487617,32.99012109171048
chi_probe,-1.5134170977071668,0.12199617786121157,137.84333825379716,5.49966222165906,2.6974316336136894e-06,66.9127678200507,33.312404246535955
chi_probe,-1.5118070795181167,0.12228927232545325,137.84572661821434,5.486691439455658,2.6940826769461523e-06,66.59203853635046,33.633133530236215
chi_probe,-1.5101970613290663,0.12258305963966218,137.8481148502547,5.473752678436893,2.690734022259278e-06,66.27285563020718,33.9523164363795
chi_probe,-1.5085870431400161,0.12287754136456723,137.85050294930645,5.460845862872282,2.6873856702192e-06,65.9552116441972,34.26996042238946
chi_probe,-1.506977024950966,0.12317271906386833,137.85289091475508,5.447970917217439,2.6840376214920525e-06,65.63909915686689,34.58607290971979
chi_probe,-1.5053670067619158,0.12346859430423804,137.85527874598333,5.435127766113614,2.6806898769660137e-06,65.324510782559,34.90066128402766
chi_probe,-1.5037569885728657,0.12376516865532326,137.85766644237114,5.422316334387259,2.677342437529262e-06,65.01143917124021,35.21373289534646
chi_probe,-1.5021469703838155,0.12406244368974687,137.86005400329566,5.409536547049574,2.673995304514065e-06,64.69987700832905,35.52529505825761
chi_probe,-1.5005369521947653,0.12436042098310941,137.86244142813126,5.39678832929607,2.670648477920423e-06,64.38981701452488,35.83535505206179
chi_probe,-1.4989269340057152,0.12465910211399056,137.86482871624946,5.384071606506109,2.6673019590806035e-06,64.08125194563772,36.14392012094895
chi_probe,-1.497316915816665,0.12495848866395086,137.867215867019,5.371386304242481,2.66395574866074e-06,63.77417459241872,36.45099747416795
chi_probe,-1.4957068976276147,0.12525858221753322,137.86960287980577,5.358732348250932,2.6606098479931006e-06,63.46857778039156,36.7565942861951
chi_probe,-1.4940968794385645,0.1255593843622642,137.87198975397277,5.346109664459767,2.657264257077685e-06,63.16445436968492,37.06071769690175
chi_probe,-1.4924868612495144,0.12586089668865558,137.8743764888802,5.333518178979373,2.65391897769085e-06,62.8617972548653,37.36337481172137
chi_probe,-1.4908768430604642,0.1261631207902061,137.87676308388535,5.320957818101778,2.650574010276685e-06,62.56059936477068,37.664572701815985
chi_probe,-1.489266824871414,0.12646605826340238,137.87914953834266,5.308428508300244,2.6472293557233684e-06,62.260853662345596,37.96431840424107
chi_probe,-1.4876568066823639,0.12676971070772047,137.88153585160367,5.295930176228807,2.643885014697034e-06,61.962553144476246,38.26261892211042
chi_probe,-1.4860467884933137,0.1270740797256273,137.88392202301696,5.28346274872184,2.6405409887519937e-06,61.66569084182683,38.55948122475985
chi_probe,-1.4844367703042636,0.12737916692258175,137.88630805192827,5.271026152793626,2.6371972781102926e-06,61.37025981867653,38.85491224791014
chi_probe,-1.4828267521152134,0.12768497390703606,137.88869393768036,5.258620315637925,2.6338538838821535e-06,61.076253172757454,39.148918893829226
chi_probe,-1.4812167339261633,0.12799150229043707,137.89107967961309,5.246245164627536,2.6305108071777994e-06,60.783664035092976,39.4415080314937
chi_probe,-1.479606715737113,0.1282987536872272,137.89346527706329,5.233900627313863,2.627168048663364e-06,60.492485569837385,39.732686496749295
chi_probe,-1.477996697548063,0.1286067297148459,137.8958507293649,5.221586631426487,2.6238256092270262e-06,60.20271097411576,40.02246109247092
chi_probe,-1.4763866793590126,0.12891543199373048,137.89823603584887,5.209303104872742,2.6204834899790086e-06,59.91433347786512,40.31083858872155
chi_probe,-1.4747766611699624,0.1292248621473173,137.90062119584314,5.197049975737275,2.6171416918074897e-06,59.62734634367605,40.59782572291063
chi_probe,-1.4731666429809123,0.1295350218020428,137.90300620867262,5.184827172281628,2.6138002153786033e-06,59.34174286663506,40.883429199951614
chi_probe,-1.4715566247918621,0.1298459125873447,137.9053910736593,5.172634622943794,2.6104590618025725e-06,59.057516374167726,41.167655692418954
chi_probe,-1.469946606602812,0.13015753613566255,137.90777579012206,5.160472256337821,2.6071182319675756e-06,58.774660225883,41.45051184070368
chi_probe,-1.4683365884137618,0.13046989408243898,137.91016035737672,5.148340001253354,2.603777726761791e-06,58.49316781341757,41.7320042531691
chi_probe,-1.4667265702247116,0.13078298806612057,137.91254477473618,5.136237786655232,2.600437547295442e-06,58.21303256028142,42.012139506305246
chi_probe,-1.4651165520356615,0.13109681972815845,137.91492904151013,5.124165541683059,2.597097694456707e-06,57.93424792170427,42.29092414488241
chi_probe,-1.4635065338466111,0.1314113907130095,137.91731315700525,5.112123195650781,2.593758169133764e-06,57.65680738448211,42.568364682104566
chi_probe,-1.461896515657561,0.1317267026681366,137.91969712052517,5.100110678046269,2.590418972214792e-06,57.380704466825435,42.84446759976124
chi_probe,-1.4602864974685108,0.13204275724401,137.92208093137035,5.088127918530887,2.5870801045879688e-06,57.10593271820709,43.11923934837958
chi_probe,-1.4586764792794606,0.13235955609410746,137.9244645888382,5.076174846939089,2.5837415673635178e-06,56.832485719211874,43.39268634737479
chi_probe,-1.4570664610904105,0.1326771008749152,137.92684809222288,5.064251393277993,2.5804033618737066e-06,56.5603570813863,43.66481498520037
chi_probe,-1.4554564429013603,0.13299539324592843,137.9292314408156,5.052357487726961,2.577065488118535e-06,56.28954044708905,43.93563161949761
chi_probe,-1.4538464247123102,0.13331443486965192,137.9316146339043,5.040493060637184,2.57372794787436e-06,56.02002948934262,44.20514257724406
chi_probe,-1.45223640652326,0.13363422741160047,137.93399767077378,5.0286580425312755,2.5703907418073157e-06,55.751817911685094,44.47335415490158
chi_probe,-1.4506263883342099,0.1339547725402996,137.93638055070565,5.016852364102847,2.5670538710276247e-06,55.48489944802301,44.740272618563665
chi_probe,-1.4490163701451597,0.13427607192728572,137.93876327297835,5.005075956216095,2.5637173364234656e-06,55.219267862484955,45.005904204101725
chi_probe,-1.4474063519561096,0.1345981272471068,137.94114583686715,4.993328749905395,2.5603811391050613e-06,54.95491694927547,45.2702551173112
chi_probe,-1.4457963337670594,0.1349209401773224,137.94352824164403,4.9816106763748875,2.5570452797385457e-06,54.69184053253035,45.53333153405632
chi_probe,-1.444186315578009,0.1352445123985045,137.94591048657782,4.96992166699806,2.5537097596561864e-06,54.43003246617171,45.795139600414956
chi_probe,-1.4425762973889589,0.13556884559423713,137.94829257093406,4.958261653317358,2.5503745799682065e-06,54.16948663376486,46.05568543282181
chi_probe,-1.4409662791999087,0.1358939414511171,137.95067449397504,4.946630567043748,2.547039741118695e-06,53.910196948374825,46.314975118211855
chi_probe,-1.4393562610108586,0.13621980165875414,137.95305625495985,4.935028340056336,2.5437052446619646e-06,53.65215735242411,46.573014714162554
chi_probe,-1.4377462428218084,0.13654642790977073,137.95543785314422,4.92345490440194,2.5403710912641486e-06,53.39536181755129,46.82981024903538
chi_probe,-1.4361362246327583,0.13687382189980254,137.95781928778064,4.911910192294701,2.537037282257515e-06,53.13980434446974,47.085367722116935
chi_probe,-1.434526206443708,0.1372019853274983,137.96020055811826,4.900394136115666,2.5337038183081972e-06,52.885478962827555,47.33969310375911
chi_probe,-1.432916188254658,0.13753091989451982,137.96258166340294,4.888906668412394,2.5303707007484633e-06,52.63237973106796,47.592792335518716
chi_probe,-1.4313061700656076,0.13786062730554205,137.96496260287722,4.877447721898542,2.5270379304664914e-06,52.38050073629019,47.844671330296485
chi_probe,-1.4296961518765574,0.13819110926825287,137.96734337578027,4.866017229453475,2.52370550835046e-06,52.12983609411147,48.0953359724752
chi_probe,-1.4280861336875073,0.1385223674933531,137.9697239813479,4.854615124121856,2.5203734359546814e-06,51.88037994852927,48.344792118057406
chi_probe,-1.426476115498457,0.13885440369455615,137.97210441881256,4.843241339113253,2.5170417135012e-06,51.63212647178443,48.59304559480224
chi_probe,-1.424866097309407,0.139187219588588,137.97448468740336,4.83189580780173,2.5137103429884178e-06,51.38506986422488,48.84010220236179
chi_probe,-1.4232560791203568,0.1395208168951868,137.97686478634594,4.820578463725455,2.5103793248604234e-06,51.13920435417005,49.08596771241662
chi_probe,-1.4216460609313066,0.13985519733710255,137.97924471486257,4.809289240586305,2.50704866022744e-06,50.89452419777592,49.33064786881075
chi_probe,-1.4200360427422565,0.1401903626400968,137.98162447217211,4.798028072249471,2.5037183504217353e-06,50.651023678900685,49.57414838768598
chi_probe,-1.4184260245532063,0.14052631453294218,137.98400405748995,4.786794892743045,2.5003883963314877e-06,50.40869710897114,49.81647495761553
chi_probe,-1.4168160063641562,0.14086305474742192,137.98638347002807,4.77558963625765,2.4970587988448756e-06,50.167538826849665,50.05763323973701
chi_probe,-1.415205988175106,0.14120058501832944,137.98876270899493,4.76441223714603,2.493729559072122e-06,49.92754319870183,50.297628867884846
chi_probe,-1.4135959699860559,0.14153890708346756,137.9911417735956,4.753262629922669,2.4904006785675392e-06,49.68870461786478,50.53646744872189
chi_probe,-1.4119859517970055,0.14187802268364835,137.99352066303157,4.742140749263372,2.487072157997261e-06,49.451017504715836,50.77415456187084
chi_probe,-1.4103759336079553,0.14221793356269183,137.9958993765009,4.731046530004918,2.4837439984715104e-06,49.2144763065425,51.010695760044165
chi_probe,-1.4087659154189052,0.1425586414674257,137.99827791319802,4.719979907144635,2.480416201322555e-06,48.979075497412296,51.24609656917438
chi_probe,-1.407155897229855,0.14290014814768448,138.00065627231402,4.708940815840019,2.4770887672165287e-06,48.7448095780436,51.48036248854307
chi_probe,-1.4055458790408049,0.14324245535630875,138.00303445303626,4.697929191408349,2.4737616977077437e-06,48.511673075677095,51.71349899090958
chi_probe,-1.4039358608517547,0.14358556484914403,138.00541245454866,4.686944969326303,2.470434993906423e-06,48.27966054394792,51.94551152263875
chi_probe,-1.4023258426627045,0.1439294783850402,138.00779027603147,4.675988085229563,2.4671086564787004e-06,48.04876656275814,52.17640550382853
chi_probe,-1.4007158244736544,0.14427419772585015,138.0101679166615,4.665058474912435,2.463782686978888e-06,47.81898573815023,52.40618632843645
chi_probe,-1.399105806284604,0.14461972463642908,138.01254537561175,4.654156074327463,2.4604570865172093e-06,47.59031270218078,52.63485936440589
chi_probe,-1.3974957880955539,0.14496606088463332,138.0149226520518,4.643280819585041,2.4571318557597976e-06,47.36274211279503,52.86242995379164
chi_probe,-1.3958857699065037,0.1453132082413191,138.01729974514757,4.632432646953041,2.45380699648301e-06,47.13626865370205,53.088903412884626
chi_probe,-1.3942757517174535,0.14566116848034139,138.01967665406121,4.621611492856416,2.4504825093529803e-06,46.91088703425038,53.314285032336294
chi_probe,-1.3926657335284034,0.14600994337855275,138.02205337795135,4.610817293876827,2.447158395701976e-06,46.68659198930431,53.53858007728237
chi_probe,-1.3910557153393532,0.14635953471580196,138.0244299159729,4.600049986752264,2.443834656862265e-06,46.46337827912083,53.76179378746584
chi_probe,-1.389445697150303,0.14670994427493267,138.0268062672771,4.589309508376665,2.4405112934999806e-06,46.2412406892271,53.983931377359575
chi_probe,-1.387835678961253,0.14706117384178197,138.02918243101146,4.578595795799532,2.437188306947391e-06,46.020174030298534,54.204998036288146
chi_probe,-1.3862256607722028,0.14741322520517888,138.03155840631982,4.5679087862255585,2.433865698758808e-06,45.80017313803751,54.424998928549165
chi_probe,-1.3846156425831526,0.147766100156943,138.0339341923423,4.557248417014253,2.4305434698224104e-06,45.58123287305254,54.64393919353414
chi_probe,-1.3830056243941025,0.14811980049188267,138.03630978821522,4.546614625679563,2.427221621248421e-06,45.36334812073822,54.86182394584845
chi_probe,-1.3813956062050523,0.14847432800779364,138.03868519307122,4.536007349889492,2.4239001543691074e-06,45.14651379115554,55.07865827543114
chi_probe,-1.379785588016002,0.14882968450545703,138.04106040603912,4.525426527465731,2.420579070072648e-06,44.93072481891298,55.294447247673695
chi_probe,-1.3781755698269518,0.14918587178863782,138.04343542624397,4.514872096383296,2.4172583699133554e-06,44.715976163048026,55.50919590353864
chi_probe,-1.3765655516379016,0.14954289166408286,138.04581025280706,4.504343994770129,2.4139380547794076e-06,44.502262806909386,55.72290925967728
chi_probe,-1.3749555334488515,0.14990074594151917,138.0481848848458,4.493842160906753,2.410618126225117e-06,44.28957975803958,55.93559230854709
chi_probe,-1.3733455152598013,0.150259436433652,138.05055932147383,4.483366533225873,2.407298585138662e-06,44.07792204805823,56.14725001852844
chi_probe,-1.3717354970707512,0.1506189649561625,138.05293356180093,4.472917050312048,2.40397943285231e-06,43.867284732546125,56.35788733404055
chi_probe,-1.370125478881701,0.1509793333277061,138.05530760493306,4.462493650901268,2.400660670698329e-06,43.65766289092933,56.567509175657335
chi_probe,-1.3685154606926508,0.15134054336991018,138.05768144997222,4.452096273880629,2.397342299786942e-06,43.44905162636431,56.776120440222364
chi_probe,-1.3669054425036005,0.15170259690737195,138.06005509601667,4.441724858287942,2.394024321228372e-06,43.241446065623336,56.98372600096334
chi_probe,-1.3652954243145503,0.15206549576765596,138.0624285421606,4.431379343311381,2.390706736354886e-06,43.034841358980785,57.19033070760589
chi_probe,-1.3636854061255002,0.15242924178129225,138.06480178749447,4.4210596682891,2.3873895464987527e-06,42.82923268009946,57.39593938648721
chi_probe,-1.36207538793645,0.15279383678177355,138.06717483110467,4.410765772708878,2.3840727527701944e-06,42.62461522591797,57.600556840668695
chi_probe,-1.3604653697473998,0.15315928260555323,138.0695476720737,4.400497596207759,2.380756356501479e-06,42.42098421653829,57.804187850048386
chi_probe,-1.3588553515583497,0.15352558109204242,138.0719203094801,4.39025507857168,2.377440359024874e-06,42.21833489511414,58.006837171472526
chi_probe,-1.3572453333692995,0.1538927340836077,138.07429274239846,4.380038159735108,2.3741247612285576e-06,42.01666252773975,58.208509538846926
chi_probe,-1.3556353151802494,0.15426074342556853,138.07666496989938,4.369846779780681,2.3708095646668426e-06,41.81596240333904,58.40920966324763
chi_probe,-1.3540252969911992,0.1546296109661943,138.07903699104943,4.359680878938851,2.367494770894041e-06,41.61622983355573,58.608942233030945
chi_probe,-1.352415278802149,0.15499933855670175,138.0814088049112,4.349540397587517,2.364180380576286e-06,41.41746015264353,58.80771191394314
chi_probe,-1.350805260613099,0.15536992805125216,138.08378041054323,4.339425276251667,2.3608663954899356e-06,41.219648717357174,59.00552334922949
chi_probe,-1.3491952424240488,0.15574138130694842,138.086151807,4.329335455603019,2.3575528165231674e-06,41.02279090684379,59.20238115974288
chi_probe,-1.3475852242349984,0.15611370018383205,138.08852299333194,4.319270876459664,2.354239645230294e-06,40.82688212253494,59.398289944051726
chi_probe,-1.3459752060459482,0.1564868865448802,138.09089396858545,4.309231479785712,2.3509268829435825e-06,40.631917788039104,59.59325427854756
chi_probe,-1.344365187856898,0.15686094225600256,138.09326473180278,4.2992172066909315,2.3476145307732565e-06,40.437893349034645,59.78727871755203
chi_probe,-1.342755169667848,0.1572358691860383,138.09563528202213,4.289227998430389,2.3443025900515835e-06,40.24480427316334,59.980367793423326
chi_probe,-1.3411451514787978,0.15761166920675262,138.0980056182775,4.279263796404109,2.3409910623328756e-06,40.05264604992452,60.172526016662154
chi_probe,-1.3395351332897476,0.15798834419283367,138.10037573959886,4.269324542156702,2.3376799485053112e-06,39.861414190569484,60.36375787601718
chi_probe,-1.3379251151006974,0.15836589602188916,138.10274564501194,4.259410177377025,2.334369250567292e-06,39.671104227996636,60.554067838590036
chi_probe,-1.3363150969116473,0.15874432657444262,138.10511533353835,4.249520643897827,2.3310589691849515e-06,39.48171171664714,60.743460349939525
chi_probe,-1.334705078722597,0.15912363773393054,138.10748480419554,4.239655883695385,2.327749105912602e-06,39.293232232400726,60.93193983418595
chi_probe,-1.3330950605335468,0.15950383138669785,138.10985405599666,4.229815838889178,2.324439661860467e-06,39.10566137247267,61.119510694114005
chi_probe,-1.3314850423444966,0.15988490942199526,138.1122230879508,4.220000451741504,2.3211306392489917e-06,38.918994755310436,61.30617731127623
chi_probe,-1.3298750241554465,0.16026687373197496,138.11459189906276,4.210209664657162,2.317822038522266e-06,38.733228020491524,61.49194404609515
chi_probe,-1.3282650059663963,0.16064972621168683,138.116960488333,4.200443420183082,2.3145138612346017e-06,38.548356828621486,61.67681523796519
chi_probe,-1.3266549877773461,0.16103346875907482,138.1193288547579,4.190701661007989,2.3112061089403113e-06,38.3643768612324,61.860795205354265
chi_probe,-1.325044969588296,0.1614181032749728,138.12169699732945,4.180984329962049,2.3078987829716624e-06,38.18128382068204,62.04388824590464
chi_probe,-1.3234349513992458,0.16180363166310077,138.12406491503538,4.171291370016528,2.3045918846609226e-06,37.99907343005321,62.226098636533465
