phase,mG_eV,max_initial_axis_tree_force_ratio,max_tree_index,max_charged_CW_force_ratio,max_CW_index,max_d_over_s,max_h_over_s,min_scalar_ratio,VA_marker_eV,VA_over_MI,direct_gaugino_cX1_eV,gauge_common_msoft_cX1_eV,gauge_common_old_force_ratio_cX1,phase_offset_for_axis_longitudinal_budget
zero,3.1622776601683794e-12,5.661021355974825e+21,1024,2515168117.4684825,1024,1.0155121398187087e-45,3.186710121455525e-23,1.0,115486121.56987001,0.0011548612156987,2.511341799768803e-13,3.673257666788601e-14,10954.473172831838,1.7664656907619112e-23
zero,5.6234132519034904e-12,1.0066877717120654e+22,1024,7953659949.43834,1024,3.2113313533784893e-45,5.666860994746994e-23,1.0,154003218.2308408,0.001540032182308408,4.465867414098954e-13,6.532078476617785e-14,34641.08579335997,9.933566574463385e-24
zero,1e-11,1.7901721367735297e+22,1024,25151681174.684834,1024,1.0155121398187084e-44,1.0077262226511269e-22,1.0,205366592.13295177,0.0020536659213295175,7.941560070455936e-13,1.1615860659727816e-13,109544.73172831838,5.586054991350296e-24
zero,1.7782794100389227e-11,3.1834262512497504e+22,1024,79536599494.3834,1024,3.211331353378489e-44,1.7920187926967977e-22,1.0,273860752.05963504,0.0027386075205963504,1.4122312756879051e-12,2.065624584107512e-13,346410.8579335996,3.14126956642209e-24
zero,3.1622776601683794e-11,5.661021355974826e+22,1024,251516811746.84827,1024,1.0155121398187086e-43,3.186710121455525e-22,1.0,365199182.2998895,0.003651991822998895,2.5113417997688033e-12,3.673257666788602e-13,1095447.3172831847,1.766465690761911e-24
zero,5.6234132519034906e-11,1.0066877717120654e+23,1024,795365994943.8341,1024,3.2113313533784896e-43,5.666860994746995e-22,1.0,487000936.6054235,0.004870009366054235,4.4658674140989534e-12,6.532078476617784e-13,3464108.579335996,9.933566574463385e-25
zero,1e-10,1.7901721367735297e+23,1024,2515168117468.4824,1024,1.0155121398187085e-42,1.0077262226511269e-21,1.0,649426186.4469446,0.006494261864469446,7.941560070455937e-12,1.161586065972782e-12,10954473.172831845,5.586054991350296e-25
zero,1.778279410038923e-10,3.1834262512497504e+23,1024,7953659949438.341,1024,3.2113313533784904e-42,1.792018792696798e-21,1.0,866023738.2350955,0.008660237382350954,1.4122312756879051e-11,2.065624584107512e-12,34641085.79335996,3.1412695664220895e-25
zero,3.1622776601683795e-10,5.6610213559748256e+23,1024,25151681174684.83,1024,1.0155121398187086e-41,3.1867101214555247e-21,1.0,1154861215.6987002,0.011548612156987001,2.5113417997688033e-11,3.673257666788602e-12,109544731.72831845,1.766465690761911e-25
zero,5.623413251903491e-10,1.0066877717120654e+24,1024,79536599494383.42,1024,3.2113313533784897e-41,5.666860994746995e-21,1.0,1540032182.308408,0.01540032182308408,4.4658674140989544e-11,6.532078476617785e-12,346410857.93359977,9.933566574463384e-26
zero,1e-09,1.7901721367735297e+24,1024,251516811746848.25,1024,1.0155121398187087e-40,1.007726222651127e-20,1.0,2053665921.3295176,0.020536659213295175,7.941560070455937e-11,1.161586065972782e-11,1095447317.2831845,5.586054991350296e-26
zero,1.7782794100389228e-09,3.18342625124975e+24,1024,795365994943834.0,1024,3.21133135337849e-40,1.792018792696798e-20,1.0,2738607520.5963507,0.027386075205963506,1.412231275687905e-10,2.0656245841075118e-11,3464108579.3359957,3.1412695664220895e-26
zero,3.1622776601683795e-09,5.661021355974825e+24,1024,2515168117468482.5,1024,1.0155121398187086e-39,3.1867101214555246e-20,1.0,3651991822.998895,0.03651991822998895,2.511341799768803e-10,3.6732576667886015e-11,10954473172.831844,1.766465690761911e-26
zero,5.623413251903491e-09,1.0066877717120656e+25,1024,7953659949438339.0,1024,3.21133135337849e-39,5.666860994746995e-20,1.0,4870009366.054235,0.04870009366054236,4.465867414098954e-10,6.532078476617784e-11,34641085793.359955,9.933566574463384e-27
zero,1e-08,1.7901721367735297e+25,1024,2.5151681174684828e+16,1024,1.0155121398187086e-38,1.0077262226511269e-19,1.0,6494261864.469446,0.06494261864469446,7.941560070455937e-10,1.161586065972782e-10,109544731728.31845,5.586054991350296e-27
zero,1.7782794100389228e-08,3.1834262512497505e+25,1024,7.953659949438341e+16,1024,3.2113313533784895e-38,1.792018792696798e-19,1.0,8660237382.350954,0.08660237382350953,1.4122312756879049e-09,2.0656245841075116e-10,346410857933.59955,3.1412695664220895e-27
zero,3.162277660168379e-08,5.6610213559748244e+25,1024,2.5151681174684826e+17,1024,1.0155121398187085e-37,3.1867101214555247e-19,1.0,11548612156.987001,0.11548612156987001,2.5113417997688033e-09,3.6732576667886016e-10,1095447317283.1842,1.7664656907619114e-27
zero,5.6234132519034905e-08,1.0066877717120656e+26,1024,7.953659949438341e+17,1024,3.2113313533784893e-37,5.666860994746994e-19,1.0,15400321823.08408,0.1540032182308408,4.4658674140989536e-09,6.532078476617784e-10,3464108579335.9956,9.933566574463384e-28
zero,1e-07,1.7901721367735295e+26,1024,2.5151681174684826e+18,1024,1.0155121398187084e-36,1.0077262226511266e-18,1.0,20536659213.295174,0.20536659213295175,7.941560070455937e-09,1.1615860659727818e-09,10954473172831.844,5.586054991350297e-28
zero,1.7782794100389227e-07,3.18342625124975e+26,1024,7.95365994943834e+18,1024,3.2113313533784893e-36,1.792018792696798e-18,1.0,27386075205.963505,0.27386075205963506,1.4122312756879051e-08,2.065624584107512e-09,34641085793359.965,3.1412695664220897e-28
zero,3.162277660168379e-07,5.661021355974825e+26,1024,2.5151681174684824e+19,1024,1.0155121398187084e-35,3.1867101214555243e-18,1.0,36519918229.98895,0.3651991822998895,2.5113417997688032e-08,3.6732576667886015e-09,109544731728318.44,1.7664656907619111e-28
zero,5.62341325190349e-07,1.0066877717120653e+27,1024,7.953659949438342e+19,1024,3.211331353378489e-35,5.6668609947469945e-18,1.0,48700093660.54235,0.4870009366054235,4.465867414098953e-08,6.532078476617783e-09,346410857933599.5,9.933566574463386e-29
zero,1e-06,1.7901721367735296e+27,1024,2.5151681174684824e+20,1024,1.0155121398187085e-34,1.0077262226511269e-17,1.0,64942618644.69446,0.6494261864469446,7.941560070455936e-08,1.1615860659727818e-08,1095447317283184.0,5.586054991350297e-29
zero,1.7782794100389227e-06,3.18342625124975e+27,1024,7.953659949438341e+20,1024,3.211331353378489e-34,1.792018792696798e-17,1.0,86602373823.50954,0.8660237382350954,1.412231275687905e-07,2.0656245841075118e-08,3464108579335996.0,3.1412695664220896e-29
zero,3.162277660168379e-06,5.661021355974825e+27,1024,2.515168117468483e+21,1024,1.0155121398187085e-33,3.1867101214555246e-17,1.0,115486121569.87001,1.1548612156987001,2.511341799768803e-07,3.6732576667886014e-08,1.0954473172831842e+16,1.7664656907619113e-29
zero,5.623413251903491e-06,1.0066877717120656e+28,1024,7.953659949438341e+21,1024,3.21133135337849e-33,5.666860994746995e-17,0.9999999999999999,154003218230.8408,1.540032182308408,4.465867414098954e-07,6.532078476617785e-08,3.4641085793359964e+16,9.933566574463384e-30
zero,9.999999999999999e-06,1.7901721367735296e+28,1024,2.515168117468482e+22,1024,1.0155121398187083e-32,1.0077262226511268e-16,0.9999999999999999,205366592132.95175,2.0536659213295176,7.941560070455936e-07,1.1615860659727816e-07,1.095447317283184e+17,5.586054991350296e-30
zero,1.778279410038923e-05,3.1834262512497506e+28,1024,7.953659949438341e+22,1024,3.21133135337849e-32,1.792018792696798e-16,0.9999999999999998,273860752059.63507,2.7386075205963505,1.4122312756879052e-06,2.065624584107512e-07,3.4641085793359974e+17,3.1412695664220897e-30
zero,3.1622776601683795e-05,5.661021355974826e+28,1024,2.5151681174684825e+23,1024,1.0155121398187087e-31,3.186710121455525e-16,0.9999999999999997,365199182299.8895,3.6519918229988955,2.5113417997688036e-06,3.673257666788602e-07,1.0954473172831846e+18,1.766465690761911e-30
zero,5.623413251903491e-05,1.0066877717120654e+29,1024,7.953659949438341e+23,1024,3.2113313533784892e-31,5.666860994746995e-16,0.9999999999999994,487000936605.4235,4.870009366054235,4.465867414098953e-06,6.532078476617784e-07,3.464108579335996e+18,9.933566574463385e-31
zero,0.0001,1.7901721367735296e+29,1024,2.515168117468483e+24,1024,1.0155121398187086e-30,1.0077262226511268e-15,0.999999999999999,649426186446.9446,6.494261864469446,7.941560070455939e-06,1.1615860659727822e-06,1.0954473172831846e+19,5.5860549913502955e-31
zero,0.00017782794100389227,3.18342625124975e+29,1024,7.953659949438341e+24,1024,3.21133135337849e-30,1.792018792696798e-15,0.9999999999999982,866023738235.0955,8.660237382350955,1.412231275687905e-05,2.0656245841075118e-06,3.4641085793359962e+19,3.14126956642209e-31
zero,0.00031622776601683794,5.661021355974825e+29,1024,2.515168117468483e+25,1024,1.0155121398187086e-29,3.186710121455525e-15,0.9999999999999968,1154861215698.7002,11.548612156987001,2.5113417997688032e-05,3.6732576667886017e-06,1.0954473172831845e+20,1.766465690761911e-31
zero,0.0005623413251903491,1.0066877717120655e+30,1024,7.95365994943834e+25,1024,3.21133135337849e-29,5.6668609947469955e-15,0.9999999999999943,1540032182308.408,15.400321823084079,4.465867414098954e-05,6.532078476617784e-06,3.464108579335996e+20,9.933566574463385e-32
zero,0.001,1.7901721367735296e+30,1024,2.5151681174684823e+26,1024,1.0155121398187084e-28,1.007726222651127e-14,0.9999999999999899,2053665921329.5176,20.536659213295177,7.941560070455938e-05,1.1615860659727819e-05,1.095447317283184e+21,5.586054991350297e-32
zero,0.0017782794100389228,3.1834262512497497e+30,1024,7.95365994943834e+26,1024,3.2113313533784896e-28,1.792018792696798e-14,0.9999999999999821,2738607520596.3506,27.386075205963508,0.00014122312756879052,2.065624584107512e-05,3.4641085793359967e+21,3.1412695664220894e-32
zero,0.0031622776601683794,5.661021355974825e+30,1024,2.5151681174684827e+27,1024,1.0155121398187086e-27,3.1867101214555246e-14,0.9999999999999681,3651991822998.8955,36.51991822998895,0.00025113417997688027,3.673257666788601e-05,1.0954473172831838e+22,1.766465690761911e-32
zero,0.005623413251903491,1.0066877717120655e+31,1024,7.953659949438342e+27,1024,3.21133135337849e-27,5.666860994746995e-14,0.9999999999999434,4870009366054.235,48.70009366054235,0.00044658674140989535,6.532078476617784e-05,3.464108579335996e+22,9.933566574463385e-33
zero,0.01,1.7901721367735299e+31,1024,2.5151681174684825e+28,1024,1.0155121398187086e-26,1.0077262226511269e-13,0.9999999999998992,6494261864469.445,64.94261864469445,0.0007941560070455937,0.00011615860659727818,1.0954473172831843e+23,5.586054991350296e-33
zero,0.01778279410038923,3.183426251249751e+31,1024,7.953659949438343e+28,1024,3.21133135337849e-26,1.7920187926967982e-13,0.9999999999998208,8660237382350.954,86.60237382350954,0.0014122312756879051,0.0002065624584107512,3.4641085793359974e+23,3.141269566422089e-33
zero,0.03162277660168379,5.661021355974825e+31,1024,2.5151681174684817e+29,1024,1.0155121398187083e-25,3.186710121455524e-13,0.9999999999996814,11548612156987.0,115.48612156987,0.002511341799768803,0.00036732576667886015,1.0954473172831841e+24,1.7664656907619114e-33
zero,0.056234132519034905,1.0066877717120654e+32,1024,7.95365994943834e+29,1024,3.211331353378489e-25,5.666860994746994e-13,0.9999999999994333,15400321823084.08,154.0032182308408,0.004465867414098953,0.0006532078476617784,3.464108579335996e+24,9.933566574463386e-34
zero,0.1,1.7901721367735297e+32,1024,2.515168117468483e+30,1024,1.0155121398187087e-24,1.007726222651127e-12,0.9999999999989923,20536659213295.176,205.36659213295175,0.007941560070455938,0.001161586065972782,1.0954473172831843e+25,5.586054991350297e-34
zero,0.1778279410038923,3.1834262512497502e+32,1024,7.953659949438343e+30,1024,3.21133135337849e-24,1.7920187926967981e-12,0.999999999998208,27386075205963.508,273.8607520596351,0.014122312756879052,0.002065624584107512,3.4641085793359983e+25,3.1412695664220895e-34
zero,0.31622776601683794,5.661021355974825e+32,1024,2.515168117468483e+31,1024,1.0155121398187086e-23,3.186710121455525e-12,0.9999999999968133,36519918229988.95,365.1991822998895,0.025113417997688025,0.0036732576667886005,1.095447317283184e+26,1.7664656907619109e-34
zero,0.5623413251903491,1.0066877717120655e+33,1024,7.953659949438341e+31,1024,3.21133135337849e-23,5.666860994746995e-12,0.9999999999943331,48700093660542.35,487.00093660542353,0.044658674140989535,0.006532078476617784,3.464108579335996e+26,9.933566574463385e-35
zero,1.0,1.7901721367735297e+33,1024,2.5151681174684824e+32,1024,1.0155121398187085e-22,1.007726222651127e-11,0.9999999999899227,64942618644694.45,649.4261864469445,0.07941560070455937,0.01161586065972782,1.0954473172831843e+27,5.586054991350296e-35
zero,1.7782794100389228,3.18342625124975e+33,1024,7.953659949438341e+32,1024,3.211331353378489e-22,1.792018792696798e-11,0.9999999999820798,86602373823509.55,866.0237382350955,0.1412231275687905,0.020656245841075116,3.464108579335995e+27,3.1412695664220897e-35
zero,3.1622776601683795,5.661021355974826e+33,1024,2.515168117468483e+33,1024,1.0155121398187088e-21,3.1867101214555254e-11,0.9999999999681329,115486121569870.02,1154.8612156987,0.2511341799768803,0.03673257666788601,1.095447317283184e+28,1.766465690761911e-35
zero,5.62341325190349,1.0066877717120654e+34,1024,7.953659949438342e+33,1024,3.211331353378489e-21,5.666860994746994e-11,0.9999999999433314,154003218230840.8,1540.0321823084082,0.4465867414098954,0.06532078476617785,3.4641085793359975e+28,9.933566574463386e-36
zero,10.0,1.7901721367735297e+34,1024,2.515168117468483e+34,1024,1.0155121398187085e-20,1.0077262226511268e-10,0.9999999998992274,205366592132951.75,2053.6659213295175,0.7941560070455937,0.1161586065972782,1.0954473172831846e+29,5.5860549913502964e-36
zero,17.78279410038923,3.1834262512497507e+34,1024,7.953659949438341e+34,1024,3.21133135337849e-20,1.7920187926967982e-10,0.9999999998207981,273860752059635.06,2738.6075205963507,1.4122312756879052,0.20656245841075122,3.464108579335997e+29,3.14126956642209e-36
zero,31.622776601683793,5.661021355974825e+34,1024,2.5151681174684822e+35,1024,1.0155121398187085e-19,3.1867101214555244e-10,0.999999999681329,365199182299889.5,3651.991822998895,2.5113417997688026,0.3673257666788601,1.0954473172831838e+30,1.7664656907619114e-36
zero,56.23413251903491,1.0066877717120655e+35,1024,7.953659949438343e+35,1024,3.21133135337849e-19,5.666860994746995e-10,0.9999999994333139,487000936605423.56,4870.009366054235,4.465867414098954,0.6532078476617784,3.4641085793359956e+30,9.933566574463384e-37
zero,100.0,1.7901721367735296e+35,1024,2.5151681174684825e+36,1024,1.0155121398187085e-18,1.0077262226511268e-09,0.9999999989922738,649426186446944.5,6494.261864469445,7.941560070455938,1.161586065972782,1.0954473172831842e+31,5.586054991350296e-37
zero,177.82794100389228,3.18342625124975e+35,1024,7.953659949438339e+36,1024,3.2113313533784896e-18,1.7920187926967982e-09,0.9999999982079812,866023738235095.4,8660.237382350953,14.12231275687905,2.065624584107512,3.4641085793359964e+31,3.1412695664220896e-37
zero,316.2277660168379,5.661021355974825e+35,1024,2.5151681174684822e+37,1024,1.0155121398187083e-17,3.1867101214555245e-09,0.9999999968132899,1154861215698700.0,11548.612156987,25.11341799768803,3.673257666788601,1.0954473172831843e+32,1.7664656907619113e-37
zero,562.341325190349,1.0066877717120654e+36,1024,7.95365994943834e+37,1024,3.211331353378489e-17,5.6668609947469936e-09,0.999999994333139,1540032182308408.0,15400.32182308408,44.65867414098953,6.532078476617784,3.464108579335996e+32,9.933566574463386e-38
zero,1000.0,1.7901721367735296e+36,1024,2.515168117468483e+38,1024,1.0155121398187086e-16,1.0077262226511268e-08,0.9999999899227378,2053665921329517.5,20536.659213295174,79.41560070455937,11.615860659727819,1.0954473172831843e+33,5.586054991350297e-38
quadrature,0.0,0.0,0,5.58686196606909e-35,1024,4.313015790005271e-88,5.164984548207172e-46,1.0,0.0022401127324030413,2.2401127324030414e-14,9.449002880503996e-35,1.3820748046926226e-35,1.5507857737997442e-39,
quadrature,1e-36,0.0005967240455911765,1024,5.586836814387921e-35,1024,4.31301680551741e-88,5.165952514611303e-46,1.0,0.0022401131279968225,2.2401131279968224e-14,9.449006217806673e-35,1.3820752928289904e-35,1.550786869247062e-39,55.860549913502965
quadrature,1.7782794100389228e-36,0.0010611420837499167,1024,5.586782429469596e-35,1024,4.313019001336624e-88,5.168044906908272e-46,1.0,0.0022401139833797016,2.2401139833797017e-14,9.449013433977666e-35,1.3820763483147643e-35,1.550789237908324e-39,31.412695664220898
quadrature,3.1622776601683796e-36,0.0018870071186582755,1024,5.586610449257342e-35,1024,4.313025945126669e-88,5.174656064244157e-46,1.0,0.0022401166883314234,2.2401166883314234e-14,9.449036253477722e-35,1.3820796860485424e-35,1.5507967282729168e-39,17.664656907619108
quadrature,5.623413251903491e-36,0.003355625905706885,1024,5.586066600074155e-35,1024,4.3130479033188046e-88,5.195507015608359e-46,1.0,0.0022401252420753376,2.2401252420753374e-14,9.449108414710289e-35,1.3820902408364567e-35,1.5508204148855372e-39,9.933566574463386
quadrature,1e-35,0.005967240455911766,1024,5.584346797951603e-35,1024,4.3131173412192526e-88,5.260899674316061e-46,1.0,0.0022401522907437937,2.2401522907437937e-14,9.449336604937304e-35,1.3821236174760263e-35,1.5508953185314725e-39,5.586054991350296
quadrature,1.7782794100389227e-35,0.010611420837499167,1024,5.578908306119638e-35,1024,4.313336923140609e-88,5.462539980941761e-46,1.0,0.002240237819696244,2.240237819696244e-14,9.450058169531715e-35,1.382229158373675e-35,1.5511321846576776e-39,3.14126956642209
quadrature,3.162277660168379e-35,0.018870071186582748,1024,5.561710284894388e-35,1024,4.3140313021450893e-88,6.05615929308492e-46,1.0,0.0022405082215421436,2.2405082215421437e-14,9.452339594625526e-35,1.3825628549743456e-35,1.5518812211170277e-39,1.7664656907619112
quadrature,5.62341325190349e-35,0.03355625905706885,1024,5.507325366574687e-35,1024,4.316227121358649e-88,7.635433320048223e-46,1.0,0.002241362663573289,2.241362663573289e-14,9.459550473113186e-35,1.3836175666305411e-35,1.5542498823790804e-39,0.9933566574463386
quadrature,1e-34,0.05967240455911765,1024,5.335345154322241e-35,1024,4.3231709114034576e-88,1.1255090643047652e-45,1.0,0.0022440582352184295,2.2440582352184294e-14,9.482317185124077e-35,1.3869475792735544e-35,1.5617402469725765e-39,0.5586054991350297
quadrature,1.7782794100389228e-34,0.10611420837499166,1024,4.791495971125237e-35,1024,4.345129103539056e-88,1.8517689688512897e-45,1.0,0.002252519064152356,2.252519064152356e-14,9.55395481524818e-35,1.3974257815679675e-35,1.5854268595931043e-39,0.31412695664220897
quadrature,3.1622776601683794e-34,0.18870071186582751,1024,3.0716938486006093e-35,1024,4.414567003987142e-88,3.204180184357957e-45,1.0,0.002278665407063883,2.278665407063883e-14,9.777039074844633e-35,1.430055587951868e-35,1.6603305055280626e-39,0.1766465690761911
quadrature,5.623413251903491e-34,0.3355625905706885,1024,2.3667979833692673e-35,1024,4.6341489253431196e-88,5.667164275050207e-45,1.0,0.002355917122929315,2.355917122929315e-14,1.0451202189034698e-34,1.5286632258326503e-35,1.897196631733344e-39,0.09933566574463386
quadrature,1e-33,0.5967240455911765,1024,1.9564819208615776e-34,1024,5.32852792982398e-88,1.0077432776679351e-44,1.0,0.00256028874118882,2.56028874118882e-14,1.2343096523499803e-34,1.805384433971966e-35,2.6462330910829292e-39,0.055860549913502956
quadrature,1.7782794100389226e-33,1.0611420837499166,1024,7.394973752831436e-34,1024,7.52434714338376e-88,1.7920283834930443e-44,1.0,0.0030039823007556397,3.0039823007556395e-14,1.6991861965037306e-34,2.4853441790294316e-35,5.0148943531357395e-39,0.0314126956642209
quadrature,3.162277660168379e-33,1.887007118658275,1024,2.459299497807792e-33,1024,1.4468137188192356e-87,3.1867155147664636e-44,1.0,0.0037748969002218942,3.7748969002218945e-14,2.6832208611338238e-34,3.9246595587881745e-35,1.2505258946631586e-38,0.017664656907619113
quadrature,5.623413251903491e-33,3.3556259057068853,1024,7.89779132977765e-33,1024,3.642632932379017e-87,5.66686402763037e-44,1.0,0.004923621766311356,4.923621766311356e-14,4.564735295136906e-34,6.676689298631432e-35,3.619187156715973e-38,0.009933566574463386
quadrature,1e-32,5.967240455911766,1024,2.509581255502414e-32,1024,1.0586422977187613e-86,1.0077263932027237e-43,1.0,0.0065171250833930775,6.517125083393078e-14,7.9975754392827e-34,1.1697792511067145e-34,1.1109551750211818e-37,0.005586054991350295
quadrature,1.7782794100389227e-32,10.611420837499168,1024,7.948073087472272e-32,1024,3.254461511278542e-86,1.7920188886050145e-43,1.0,0.008669913526392835,8.669913526392836e-14,1.415388830524907e-33,2.070243036487985e-34,3.4796164370739923e-37,0.0031412695664220897
quadrature,3.1622776601683795e-32,18.870071186582752,1024,2.514609431271876e-31,1024,1.019825155608714e-85,3.1867101753886797e-43,1.0,0.011552697228754401,1.1552697228754402e-13,2.5131187796858288e-33,3.675856797303032e-34,1.096998103056984e-36,0.0017664656907619113
quadrature,5.623413251903491e-32,33.55625905706885,1024,7.953101263241734e-31,1024,3.2156443691684953e-85,5.666861025075837e-43,1.0,0.015402045108537772,1.5402045108537773e-13,4.466866925021883e-33,6.533540428615329e-34,3.465659365109797e-36,0.0009933566574463384
quadrature,1e-31,59.67240455911766,1024,2.515112248848823e-30,1024,1.0159434413977093e-84,1.0077262243566431e-42,1.0,0.020537386000148837,2.0537386000148836e-13,7.942122179757983e-33,1.1616682838653644e-33,1.0956023958605647e-35,0.0005586054991350296
quadrature,1.7782794100389228e-31,106.11420837499168,1024,7.953604080818681e-30,1024,3.21176265495749e-84,1.7920187936558806e-42,1.0,0.02738638170056307,2.738638170056307e-13,1.4122628861817915e-32,2.0656708197449826e-33,3.464263657913377e-35,0.00031412695664220894
quadrature,3.162277660168379e-31,188.70071186582751,1024,2.5151625306065166e-29,1024,1.0155552699766085e-83,3.186710121994856e-42,1.0,0.03652004747917351,3.6520047479173514e-13,2.511359575791855e-32,3.673283667197214e-33,1.0954628251409222e-34,0.00017664656907619115
quadrature,5.623413251903491e-31,335.56259057068854,1024,7.953654362576374e-29,1024,3.21137448353639e-83,5.6668609950502836e-42,1.0,0.0487001481646694,4.87001481646694e-13,4.465877410315504e-32,6.532093097757402e-33,3.4641240871937345e-34,9.933566574463386e-05
quadrature,9.999999999999999e-31,596.7240455911765,1024,2.515167558782286e-28,1024,1.0155164528344982e-82,1.007726222668182e-41,1.0,0.06494264162892063,6.494264162892063e-13,7.941565691745898e-32,1.1615868881805136e-32,1.0954488680689574e-33,5.586054991350297e-05
quadrature,1.7782794100389227e-30,1061.1420837499168,1024,7.953659390752146e-28,1024,3.2113356663942795e-82,1.7920187927063888e-41,1.0,0.08660238351588087,8.660238351588087e-13,1.4122315917963461e-31,2.065625046469009e-32,3.464110130121769e-33,3.14126956642209e-05
quadrature,3.1622776601683794e-30,1887.0071186582752,1024,2.5151680615998634e-27,1024,1.0155125711202876e-81,3.186710121460918e-41,1.0,0.11548612565710958,1.1548612565710958e-12,2.511341977529657e-31,3.6732579267936e-32,1.0954474723617626e-32,1.766465690761911e-05
quadrature,5.623413251903491e-30,3355.6259057068855,1024,7.953659893569722e-27,1024,3.2113317846800686e-81,5.666860994750028e-41,1.0,0.1540032199544155,1.540032199544155e-12,4.46586751406123e-31,6.532078622829343e-32,3.464108734414574e-32,9.933566574463386e-06
quadrature,1e-29,5967.240455911765,1024,2.515168111881619e-26,1024,1.0155121829488664e-80,1.0077262226512973e-40,1.0,0.20536659285977718,2.0536659285977717e-12,7.941560126668856e-31,1.161586074194862e-31,1.0954473327910418e-31,5.586054991350297e-06
quadrature,1.7782794100389227e-29,10611.420837499169,1024,7.953659943851478e-26,1024,3.211331396508647e-80,1.7920187926968936e-40,1.0,0.27386075236613483,2.7386075236613483e-12,1.41223127884899e-30,2.0656245887311277e-31,3.464108594843856e-31,3.14126956642209e-06
quadrature,3.162277660168379e-29,18870.07118658275,1024,2.5151681169097968e-25,1024,1.0155121441317244e-79,3.1867101214555786e-40,1.0,0.3651991824291394,3.651991824291394e-12,2.5113418015464112e-30,3.673257669388651e-31,1.0954473188339697e-30,1.766465690761911e-06
quadrature,5.623413251903491e-29,33556.259057068855,1024,7.953659948879654e-25,1024,3.211331357691505e-79,5.666860994747024e-40,1.0,0.4870009366599278,4.870009366599278e-12,4.465867415098577e-30,6.532078478079901e-31,3.464108580886783e-30,9.933566574463386e-07
quadrature,1e-28,59672.404559117655,1024,2.5151681174126147e-24,1024,1.0155121402500101e-78,1.0077262226511286e-39,1.0,0.6494261864699288,6.4942618646992876e-12,7.941560071018066e-30,1.1615860660550027e-30,1.0954473174382628e-29,5.586054991350296e-07
quadrature,1.7782794100389227e-28,106114.20837499166,1024,7.953659949382471e-24,1024,3.2113313538097905e-78,1.792018792696799e-39,1.0,0.8660237382447877,8.660237382447877e-12,1.4122312757195158e-29,2.065624584153748e-30,3.4641085794910743e-29,3.14126956642209e-07
quadrature,3.1622776601683794e-28,188700.71186582753,1024,2.5151681174628956e-23,1024,1.0155121398618386e-77,3.186710121455525e-39,1.0,1.1548612157027873,1.1548612157027874e-11,2.5113417997865793e-29,3.673257666814602e-30,1.095447317298692e-28,1.7664656907619112e-07
quadrature,5.62341325190349e-28,335562.5905706885,1024,7.95365994943275e-23,1024,3.2113313534216192e-77,5.666860994746994e-39,1.0,1.5400321823101315,1.5400321823101314e-11,4.4658674141089495e-29,6.532078476632404e-30,3.4641085793515026e-28,9.933566574463386e-08
quadrature,1e-27,596724.0455911766,1024,2.5151681174679237e-22,1024,1.0155121398230216e-76,1.0077262226511269e-38,1.0,2.0536659213302446,2.0536659213302445e-11,7.941560070461559e-29,1.1615860659736041e-29,1.0954473172847353e-27,5.586054991350296e-08
quadrature,1.7782794100389228e-27,1061142.0837499166,1024,7.95365994943778e-22,1024,3.2113313533828025e-76,1.792018792696798e-38,1.0,2.738607520596657,2.7386075205966568e-11,1.4122312756882212e-28,2.0656245841079744e-29,3.464108579337547e-27,3.14126956642209e-08
quadrature,3.1622776601683794e-27,1887007.118658275,1024,2.515168117468427e-21,1024,1.0155121398191399e-75,3.186710121455525e-38,1.0,3.6519918229990247,3.6519918229990246e-11,2.5113417997689807e-28,3.6732576667888614e-29,1.0954473172833391e-26,1.7664656907619112e-08
quadrature,5.62341325190349e-27,3355625.905706885,1024,7.953659949438284e-21,1024,3.2113313533789206e-75,5.666860994746994e-38,1.0,4.87000936605429,4.870009366054289e-11,4.465867414099053e-28,6.532078476617929e-29,3.464108579336149e-26,9.933566574463385e-09
quadrature,1e-26,5967240.455911766,1024,2.5151681174684773e-20,1024,1.0155121398187517e-74,1.007726222651127e-37,1.0,6.494261864469469,6.494261864469469e-11,7.941560070455994e-28,1.1615860659727901e-28,1.0954473172832e-25,5.586054991350296e-09
quadrature,1.778279410038923e-26,10611420.837499168,1024,7.953659949438335e-20,1024,3.211331353378533e-74,1.7920187926967981e-37,1.0,8.660237382350964,8.660237382350963e-11,1.4122312756879082e-27,2.0656245841075163e-28,3.4641085793360123e-25,3.141269566422089e-09
quadrature,3.162277660168379e-26,18870071.186582748,1024,2.515168117468482e-19,1024,1.0155121398187128e-73,3.1867101214555246e-37,1.0,11.548612156987005,1.1548612156987005e-10,2.5113417997688047e-27,3.6732576667886035e-28,1.0954473172831855e-24,1.7664656907619111e-09
quadrature,5.623413251903491e-26,33556259.057068855,1024,7.953659949438342e-19,1024,3.211331353378494e-73,5.666860994746995e-37,1.0,15.400321823084083,1.5400321823084082e-10,4.465867414098955e-27,6.532078476617787e-28,3.464108579335999e-24,9.933566574463385e-10
quadrature,1e-25,59672404.55911766,1024,2.515168117468483e-18,1024,1.0155121398187091e-72,1.007726222651127e-36,1.0,20.536659213295177,2.0536659213295177e-10,7.941560070455938e-27,1.1615860659727821e-27,1.0954473172831848e-23,5.586054991350297e-10
