mG_eV,phase,index,scale,scenario,c,beta2,nu0,direct_potential_eV4,direct_chi,direct_y,leading_chi,leading_y,precision_force_over_2U,neglected_force_over_2U,common_split_over_s,B_over_s
1e-6,zero,0,1,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098475696523055291709125730494512366254508543630009,-7.1544646199209938985325039310102340504156475277541e-17,0.0,-7.1544646199209938985325039310102340504156475277541e-17,0.0,5.0883381979079409038737296973890732057494699938693e-166,0.0,0.0,0.0
1e-6,zero,0,1,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047818237810428211040853608036976060146885781306617,-1.1261088055992620367099706596423001732430751729854e-17,0.0,-1.1261088055992620367099706596423001732430751729854e-17,0.0,7.0212327928494756194858173016370420538699964980434e-109,5.4454474175489546017837660907434999291392009484964e-57,3.8191944239583843196106561910461902535731756493967e-55,1.0569392310996638226522863616360400043102297524063e-28
1e-6,zero,0,1,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,-1.5355282784596188649550492621936057095539193998863e-121,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,1.9905908581457844486206903301311742736287531109351e-108,3.0196450872131507880234848592335506839265992723526e-56,8.993586869321356623599287159560383500349736206644e-55,0.0
1e-6,zero,0,1,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343953316296098042746751408268296118642098772747,-2.356282220817333743128708743330429398211329944395e-44,0.0,-2.356282220817333743128708743330429398211329944395e-44,0.0,3.5879727534993868074520285715547189406735929061238e-109,8.2245961035397290438413903849992451558282941724205e-88,0.0,1.6065284489567683337992037309366269577859936874472e-28
1e-6,zero,0,2,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.000000000001139051083487283508993478126433298274186013704943,1.6421521554076756701567894791762470094854651674674e-42,0.0,1.6421521554076756701567894828975430323316266584065e-42,0.0,5.3609621416705852796894294626665565408674490653455e-108,3.0196450872131507880234848608949096047982861809639e-56,8.993586869321356623599287159560383500349736206644e-55,0.0
1e-6,zero,0,2,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180980948937389107674199606070129760749090413044,-1.3722093353406604915008788855675927235847814632517e-42,0.0,-1.3722093353406604915008788829691797941401263857917e-42,0.0,2.3732952070922327490459973009367123520195610094393e-108,2.1084817732257710794211647902777178906838849464002e-56,7.5151890277890788224596783114134711441278617617162e-55,0.0
1e-6,zero,0,2,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-3.5152216006241789764610219327411023787321861711505e-71,-1.1874222765584040716972984147423752720476033148701e-16,0.0,-1.1874222765584040716972984147423752720476033148701e-16,0.0,1.224813656842618843344785761496565536070968498229e-108,8.2245961035397290438413903849992451558282941724205e-88,0.0,1.6065284489567683337992037309366269577859936874472e-28
1e-6,zero,0,2,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098475696523055291709125730494512366254508543630009,-7.1544646199209938985325039310102340504156475277541e-17,0.0,-7.1544646199209938985325039310102340504156475277541e-17,0.0,5.0883381979079409038737296973890732057494699938693e-166,0.0,0.0,0.0
1e-6,zero,0,2,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047818237810428211040853608036976060146885781306617,-1.1261088055992620367099706596423001732430751729854e-17,0.0,-1.1261088055992620367099706596423001732430751729854e-17,0.0,3.8629062530454387442649881587843607718355362529704e-108,5.4454474175489546017837660937394952809081840957576e-57,3.8191944239583843196106561910461902535731756493967e-55,1.0569392310996638226522863616360400043102297524063e-28
1e-6,zero,0,2,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,-7.100707063930315140644270865418947307407284928391e-67,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,5.3609621416705852796894294626665565408674490653455e-108,3.0196450872131507880234848608949096047982861809639e-56,8.993586869321356623599287159560383500349736206644e-55,0.0
1e-6,zero,0,2,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343953316296098042746751408268296118642098772747,-2.356282220817333743128708743330429398211329944395e-44,0.0,-2.356282220817333743128708743330429398211329944395e-44,0.0,1.224813656842618843344785761496565536070968498229e-108,8.2245961035397290438413903849992451558282941724205e-88,0.0,1.6065284489567683337992037309366269577859936874472e-28
1e-6,zero,0,10,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.000000000001139051083487283508993478126433298274186013704943,1.6421521554076756701567894791762470094854651674674e-42,0.0,1.6421521554076756701567894828975430323316266584065e-42,0.0,6.6459641902382356489908194444733180124518061802486e-108,3.0196450872131507880234848647524655588620063359206e-56,8.993586869321356623599287159560383500349736206644e-55,0.0
1e-6,zero,0,10,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180980948937389107674199606070129760749090413044,-1.3722093353406604915008788855675927235847814632517e-42,0.0,-1.3722093353406604915008788829691797941401263857917e-42,0.0,3.7892953358018955698692814494451072219295237554359e-109,2.1084817732257710794211647929712749755161429116083e-56,7.5151890277890788224596783114134711441278617617162e-55,0.0
1e-6,zero,0,10,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-3.5152216006241789764610219327411023787321861711505e-71,-1.1874222765584040716972984147423752720476033148701e-16,0.0,-1.1874222765584040716972984147423752720476033148701e-16,0.0,1.2864690782256308293657604662379645105302641802947e-108,8.2245961035397290438413903849992451558282941724205e-88,0.0,1.6065284489567683337992037309366269577859936874472e-28
1e-6,zero,0,10,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098475696523055291709125730494512366254508543630009,-7.1544646199209938985325039310102340504156475277541e-17,0.0,-7.1544646199209938985325039310102340504156475277541e-17,0.0,5.0883381979079409038737296973890732057494699938693e-166,0.0,0.0,0.0
1e-6,zero,0,10,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047818237810428211040853608036976060146885781306617,-1.1261088055992620367099706596423001732430751729854e-17,0.0,-1.1261088055992620367099706596423001732430751729854e-17,0.0,2.4483594603090094162108264682669070497738938684204e-108,5.44544741754895460178376610069598106033253213275e-57,3.8191944239583843196106561910461902535731756493967e-55,1.0569392310996638226522863616360400043102297524063e-28
1e-6,zero,0,10,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,-2.3588038289235268015768331456483744075400876332611e-66,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,0.0000000000000082754435508709668772409235318846041769560869717016,0.0,6.6459641902382356489908194444733180124518061802486e-108,3.0196450872131507880234848647524655588620063359206e-56,8.993586869321356623599287159560383500349736206644e-55,0.0
1e-6,zero,0,10,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343953316296098042746751408268296118642098772747,-2.356282220817333743128708743330429398211329944395e-44,0.0,-2.356282220817333743128708743330429398211329944395e-44,0.0,1.2864690782256308293657604662379645105302641802947e-108,8.2245961035397290438413903849992451558282941724205e-88,0.0,1.6065284489567683337992037309366269577859936874472e-28
1e-6,zero,173,0.5,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011390459968257391761285825242916652252585654931505,-2.4534694504331287811765516696167567977001216311877e-17,0.0,-2.4534694504331287811765516696167567977001216311877e-17,0.0,3.5514919474938571537616430730017708770414554084485e-108,6.8560819565018159579932524795418187551865525161623e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,0.5,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180555899137109238141827372317231151743143948196,2.0501594037865870637228719431044132145165399931842e-17,0.0,2.0501594037865870637228719431044132145165399931842e-17,0.0,3.419204513284010313413697511029285245391059788788e-109,4.7872923550653513191392179539078828275566076022969e-56,7.5377045748799586606831355681998273834257567437482e-55,0.0
1e-6,zero,173,0.5,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-4.8747319675279687498419233064126023461795683173173e-17,-1.173277072710219926775433333663053618136023823031e-16,0.0,-1.173277072710219926775433333663053618136023823031e-16,0.0,4.6133741114338737099389976426374274998328762115248e-109,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,0.5,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098181544084425477960325484829945714444287842636617,-7.0904481056554300505826655413626986058181570721536e-17,0.0,-7.0904481056554300505826655413626986058181570721536e-17,0.0,1.8748420389391320771012002049044738582187811342025e-164,0.0,0.0,0.0
1e-6,zero,173,0.5,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047817561966336720128721650144085233861790506700777,-2.1426792867004465383493259715682899566200333709276e-17,0.0,-2.1426792867004465383493259715682899566200333709276e-17,0.0,1.9582014940566557866699746399599682026556555011185e-109,1.2363848302117179837927407830532415313522070252421e-56,3.8306367511685035816586426658064696538721058861671e-55,1.0585213448152824852913850547094353818359155676241e-28
1e-6,zero,173,0.5,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,0.0000000000000033973229254066208010442363455672950733614580957426,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,3.5514919474938571537616430730017708770414554084485e-108,6.8560819565018159579932524795418187551865525161623e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,0.5,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343880329087691332952400956901109206001243135847,3.5204207030004878849374737856067700825988080604966e-19,0.0,3.5204207030004878849374737856067700825988080604966e-19,0.0,4.6133741114338737099389976426374274998328762115248e-109,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,1,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011390459968257391761285825242916652252585654931505,-2.4534694504331287811765516696167567977001216311877e-17,0.0,-2.4534694504331287811765516696167567977001216311877e-17,0.0,3.3069425251084147446678247378223405343099802251474e-108,6.8560819565018159579932524820526969457652529682305e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,1,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180555899137109238141827372317231151743143948196,2.0501594037865870637228719431044132145165399931842e-17,0.0,2.0501594037865870637228719431044132145165399931842e-17,0.0,2.2531648017370004947708397017489888293666279795878e-108,4.7872923550653513191392179556611156568197609860735e-56,7.5377045748799586606831355681998273834257567437482e-55,0.0
1e-6,zero,173,1,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-4.8747319675279687498419233064126023461795683173173e-17,-1.173277072710219926775433333663053618136023823031e-16,0.0,-1.173277072710219926775433333663053618136023823031e-16,0.0,1.1025718376104964742815814926701579791294406641483e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,1,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098181544084425477960325484829945714444287842636617,-7.0904481056554300505826655413626986058181570721536e-17,0.0,-7.0904481056554300505826655413626986058181570721536e-17,0.0,1.8748420389391320771012002049044738582187811342025e-164,0.0,0.0,0.0
1e-6,zero,173,1,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047817561966336720128721650144085233861790506700777,-2.1426792867004465383493259715682899566200333709276e-17,0.0,-2.1426792867004465383493259715682899566200333709276e-17,0.0,2.8543515178866281239108780844666218227099826811262e-108,1.2363848302117179837927407835060382926856900679213e-56,3.8306367511685035816586426658064696538721058861671e-55,1.0585213448152824852913850547094353818359155676241e-28
1e-6,zero,173,1,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,0.0000000000000033973229254066208010442363455672950733614580957426,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,3.3069425251084147446678247378223405343099802251474e-108,6.8560819565018159579932524820526969457652529682305e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,1,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343880329087691332952400956901109206001243135847,3.5204207030004878849374737856067700825988080604966e-19,0.0,3.5204207030004878849374737856067700825988080604966e-19,0.0,1.1025718376104964742815814926701579791294406641483e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,2,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011390459968257391761285825242916652252585654931505,-2.4534694504331287811765516696167567977001216311877e-17,0.0,-2.4534694504331287811765516696167567977001216311877e-17,0.0,8.8062152644355093027785899937460913931052747653089e-109,6.8560819565018159579932524845635751363439534202987e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,2,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180555899137109238141827372317231151743143948196,2.0501594037865870637228719431044132145165399931842e-17,0.0,2.0501594037865870637228719431044132145165399931842e-17,0.0,7.0734379205181618319285061900861172038847867340508e-108,4.7872923550653513191392179574143484860829143698501e-56,7.5377045748799586606831355681998273834257567437482e-55,0.0
1e-6,zero,173,2,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-4.8747319675279687498419233064126023461795683173173e-17,-1.173277072710219926775433333663053618136023823031e-16,0.0,-1.173277072710219926775433333663053618136023823031e-16,0.0,3.1515764503807434278993303257780774311391045580587e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,2,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098181544084425477960325484829945714444287842636617,-7.0904481056554300505826655413626986058181570721536e-17,0.0,-7.0904481056554300505826655413626986058181570721536e-17,0.0,1.8748420389391320771012002049044738582187811342025e-164,0.0,0.0,0.0
1e-6,zero,173,2,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047817561966336720128721650144085233861790506700777,-2.1426792867004465383493259715682899566200333709276e-17,0.0,-2.1426792867004465383493259715682899566200333709276e-17,0.0,5.1772659930857813580567044985064734482628717239258e-108,1.2363848302117179837927407839588350540191731106005e-56,3.8306367511685035816586426658064696538721058861671e-55,1.0585213448152824852913850547094353818359155676241e-28
1e-6,zero,173,2,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,0.0000000000000033973229254066208010442363455672950733614580957426,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,8.8062152644355093027785899937460913931052747653089e-109,6.8560819565018159579932524845635751363439534202987e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,2,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343880329087691332952400956901109206001243135847,3.5204207030004878849374737856067700825988080604966e-19,0.0,3.5204207030004878849374737856067700825988080604966e-19,0.0,3.1515764503807434278993303257780774311391045580587e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,10,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011390459968257391761285825242916652252585654931505,-2.4534694504331287811765516696167567977001216311877e-17,0.0,-2.4534694504331287811765516696167567977001216311877e-17,0.0,2.0837302340442488953958339679569174602501149045223e-107,6.8560819565018159579932524903936537498885828843745e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,10,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095180555899137109238141827372317231151743143948196,2.0501594037865870637228719431044132145165399931842e-17,0.0,2.0501594037865870637228719431044132145165399931842e-17,0.0,3.0427360111557240578523703735217950486218080758329e-109,4.7872923550653513191392179614852290492278883304105e-56,7.5377045748799586606831355681998273834257567437482e-55,0.0
1e-6,zero,173,10,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-4.8747319675279687498419233064126023461795683173173e-17,-1.173277072710219926775433333663053618136023823031e-16,0.0,-1.173277072710219926775433333663053618136023823031e-16,0.0,8.7024314687922863509402020773172004357352558050056e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,173,10,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000098181544084425477960325484829945714444287842636617,-7.0904481056554300505826655413626986058181570721536e-17,0.0,-7.0904481056554300505826655413626986058181570721536e-17,0.0,1.8748420389391320771012002049044738582187811342025e-164,0.0,0.0,0.0
1e-6,zero,173,10,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047817561966336720128721650144085233861790506700777,-2.1426792867004465383493259715682899566200333709276e-17,0.0,-2.1426792867004465383493259715682899566200333709276e-17,0.0,9.8288101051952857491947866546474978598811524958506e-108,1.2363848302117179837927407850101965754333950875149e-56,3.8306367511685035816586426658064696538721058861671e-55,1.0585213448152824852913850547094353818359155676241e-28
1e-6,zero,173,10,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,0.0000000000000033973229254066208010442363455672950733614580957426,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,0.0000000000000081768620788267601118744091979761965980994545859518,0.0,2.0837302340442488953958339679569174602501149045223e-107,6.8560819565018159579932524903936537498885828843745e-56,9.0205317043645406922929327291571704752472170867807e-55,0.0
1e-6,zero,173,10,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016343880329087691332952400956901109206001243135847,3.5204207030004878849374737856067700825988080604966e-19,0.0,3.5204207030004878849374737856067700825988080604966e-19,0.0,8.7024314687922863509402020773172004357352558050056e-108,1.2430161070710269073355556544645061206410891592912e-87,0.0,1.6089332330908397180541657081538439772960675120359e-28
1e-6,zero,701,0.5,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011389765428299709838498247430476801919086889388511,-9.1800168632631234817009864094473873922349551819446e-17,0.0,-9.1800168632631234817009864094473873922349551819446e-17,0.0,2.1897492378424109973096953632736571139678426169943e-107,7.2254985979987298285216287849175091681466828908381e-55,9.0974665989419501248450652631105910303310244401737e-55,0.0
1e-6,zero,701,0.5,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095174752209079767143615492227271906447164418177968,7.6709729953294593477227420681683648072100310424468e-17,0.0,7.6709729953294593477227420681683648072100310424468e-17,0.0,1.9136392781354501139938829848355295220422144712816e-107,5.045239310030638711189525372242081368863540446014e-55,7.6019926374720405152814928910924116828793491897342e-55,0.0
1e-6,zero,701,0.5,B_squared,0.0,2.5809336573074397977033670715594832098240346977039e-22,0.0,-1.8555441807838485899498769749539584040868072352549e-16,-1.1338073614510741903722010497237561995330787031454e-16,0.0,-1.1338073614510741903722010497237561995330787031454e-16,0.0,1.6822909431349471126061705250566689647055026036599e-107,4.0700667656849753570095129061702125726268798425815e-87,0.0,1.6157798525545657320193036874263014222821716788699e-28
1e-6,zero,701,0.5,local_only,0.0,0.0,7.7753293424342924579903266400969561294222887209485e-23,0.0000000000000097351248456358973705143637794479022542698293234847,-6.9107887339900254671748584855157815082838660652891e-17,0.0,-6.9107887339900254671748584855157815082838660652891e-17,0.0,2.8535020831005521576180552495577673440098923076327e-163,2.4413441361297759515353427740523418312370268098066e-223,0.0,0.0
1e-6,zero,701,0.5,mixed,3.8191944239583843196106561910516963265194591467989e-21,1.1171205382375485691551887324660449714163732273644e-22,-4.3617701189265543057018905542007314872368936727272e-23,0.00000000000047813348804766230906040495171265470855537894786789,-4.9291038018602946001848536594686758030324561046191e-17,0.0,-4.9291038018602946001848536594686758030324561046191e-17,0.0,1.7477697375665192029997060728945293105821293888934e-107,1.3030032187421241068135269773545575845425345139908e-55,3.8633077337972664913725619610469633142501610636354e-55,1.0630257535086496694513913572272360553526813078814e-28
1e-6,zero,701,0.5,contact_finite_shift,8.9935868693213566235992871595733494140619521843975e-21,0.0,-8.9935868693213566235992871595733494140619521843975e-21,0.000000000000012931752610141118800193549084381018152773245102387,0.0000000000000079017877653812254608622006173107159130263854547603,0.0,0.0000000000000079017877653812254608622006173107159130263854547603,0.0,2.1897492378424109973096953632736571139678426169943e-107,7.2254985979987298285216287849175091681466828908381e-55,9.0974665989419501248450652631105910303310244401737e-55,0.0
1e-6,zero,701,0.5,B_finite_shift,0.0,2.5809336573074397977033670715594832098240346977039e-22,-1.2904668286537198988516835357797416049120173488519e-22,-0.000000000000016342883751426757801761216852411649611249650860454,1.3172171927235471410123915037847531784544903489673e-18,0.0,1.3172171927235471410123915037847531784544903489673e-18,0.0,1.6822909431349471126061705250566689647055026036599e-107,4.0700667656849753570095129061702125726268798425815e-87,0.0,1.6157798525545657320193036874263014222821716788699e-28
1e-6,zero,701,1,contact_positive,8.9935868693213566235992871595733494140619521843975e-21,0.0,0.0,0.0000000000011389765428299709838498247430476801919086889388511,-9.1800168632631234817009864094473873922349551819446e-17,0.0,-9.1800168632631234817009864094473873922349551819446e-17,0.0,3.2932218996345085072652804011461701776637473214873e-107,7.2254985979987298285216287857396579575326958633196e-55,9.0974665989419501248450652631105910303310244401737e-55,0.0
1e-6,zero,701,1,contact_negative,-7.5151890277890788224596783114243056747640970307979e-21,0.0,0.0,-0.00000000000095174752209079767143615492227271906447164418177968,7.6709729953294593477227420681683648072100310424468e-17,0.0,7.6709729953294593477227420681683648072100310424468e-17,0.0,2.047006729662032708081123673282275554599105047412e-107,5.0452393100306387111895253728161507337172380010156e-55,7.6019926374720405152814928910924116828793491897342e-55,0.0
