model,N,z,chi,t_Gyr,k,delta_k,delta_log_Mhol2,delta_log_s,log_R,delta_log_R,mass_delta_g_inverse2,anomaly_delta_g_inverse2,physical_uv_delta_f,matched_delta_g_inverse2,holomorphic_uv_delta_alpha,physical_uv_delta_alpha,split_delta_alpha,taylor_delta_alpha,shape_chi,shape_time,shape_matched,kahler_delta_g_inverse2,konishi_delta_g_inverse2
canonical,-0.32039361962098534,0.37766993554221556,140.12087763972767,9.549807538687874,0.9816930175263766,-0.004443504402935838,0.002215233081851909,-0.0022282713210839294,1.281851709763739e-92,6.018311614812034e-93,2.8221385966062428e-05,-5.627764070317482e-05,5.627764070317482e-05,-2.8056254737112393e-05,2.5727998811557436e-06,-2.5879293024219016e-06,1.1649602752266337e-96,2.5756516696036207e-06,0.11031882045590771,0.15965870214559694,0.11129833056197898,-2.805625473711239e-05,-2.8056254737112345e-05
canonical,-0.3187836014319352,0.3754536464990686,140.12279732122914,9.568834502861383,0.9817199164563131,-0.00441660547299938,0.0022017775695443993,-0.0022148279034549805,1.276936562861285e-92,5.969160145787495e-93,2.8051123092767004e-05,-5.593696177569053e-05,5.593696177569053e-05,-2.7885838682923526e-05,2.557172438032794e-06,-2.5723160669128287e-06,1.15544602440545e-96,2.5599896749609352e-06,0.10964799669033926,0.1587904554014891,0.11062229339979004,-2.7885838682923526e-05,-2.788583868292353e-05
canonical,-0.317173583242885,0.3732409228506479,140.1247134341276,9.587886526509582,0.9817467657498192,-0.0043897561794932205,0.002188347441370461,-0.0022014087381227597,1.272049345701075e-92,5.920287974185394e-93,2.78811673783979e-05,-5.559691150093996e-05,5.559691150093996e-05,-2.771574412254206e-05,2.5415744769279255e-06,-2.556730997625644e-06,1.1459858376455083e-96,2.5443574376634896e-06,0.10897844744993032,0.1579228302993809,0.10994753161833244,-2.771574412254206e-05,-2.7715744122542086e-05
canonical,-0.31556356505383487,0.3710317588612217,140.12662598168882,9.6069635874187,0.9817735654506055,-0.004362956478706992,0.002174942672358004,-0.002188013806348988,1.2671898734531475e-92,5.87169325170612e-93,2.7711518585632037e-05,-5.525748932532481e-05,5.525748932532481e-05,-2.7545970739692776e-05,2.526005968835404e-06,-2.541174072800273e-06,1.136579357166009e-96,2.5287549274491167e-06,0.1083101714386322,0.15705582771533183,0.10927404396282932,-2.7545970739692773e-05,-2.7545970739692776e-05
canonical,-0.3139535468647845,0.3688261488042851,140.12853496719381,9.626065663177464,0.9818003156026031,-0.004336206326709391,0.002161563237434091,-0.0021746430892753,1.2623579626434958e-92,5.823374143609602e-93,2.7542176475625425e-05,-5.491869469244864e-05,5.491869469244864e-05,-2.7376518216823216e-05,2.5104668846323784e-06,-2.5256452705371634e-06,1.1272262278109283e-96,2.5131821139421185e-06,0.10764316735553289,0.15618944852205038,0.10860182917343736,-2.7376518216823213e-05,-2.7376518216823213e-05
canonical,-0.31234352867573434,0.3666240869625465,140.1304403939389,9.645192731177522,0.9818270162499632,-0.00430950567934929,0.002148209111425535,-0.0021612965679237554,1.25755343114338e-92,5.775328828608445e-93,2.7373140808019646e-05,-5.458052704313088e-05,5.458052704313088e-05,-2.7207386235111235e-05,2.494957195079575e-06,-2.510144568797882e-06,1.1179260970283319e-96,2.4976389666539574e-06,0.10697743389488708,0.15532369358877077,0.10793088598527686,-2.7207386235111235e-05,-2.7207386235111245e-05
canonical,-0.3107335104866842,0.3644255676279108,140.13234226523545,9.66434476861397,0.9818536674370547,-0.004282854492257737,0.0021348802690598937,-0.0021479742231978434,1.2527760981588808e-92,5.727555498763453e-93,2.7204411340954566e-05,-5.424298581543219e-05,5.424298581543219e-05,-2.7038574474477623e-05,2.4794768708224528e-06,-2.4946719454062787e-06,1.1086786148501508e-96,2.482125454984421e-06,0.10631296974616572,0.15445856378131617,0.1072612131284817,-2.7038574474477623e-05,-2.7038574474477633e-05
canonical,-0.30912349229763403,0.3622305851014661,140.13424058440998,9.683521752485829,0.9818802692084648,-0.00425625272084762,0.0021215766849652755,-0.0021346760358823443,1.248025784220111e-92,5.680052359375754e-93,2.7035987831066577e-05,-5.390607044465019e-05,5.390607044465019e-05,-2.687008261358361e-05,2.464025882390977e-06,-2.479227378048328e-06,1.099483433871299e-96,2.4666415482213888e-06,0.1056497735940464,0.1535940599620624,0.10659280932818954,-2.6870082613583612e-05,-2.6870082613583585e-05
canonical,-0.3075134741085839,0.3600391336934684,140.13613535480408,9.70272365959653,0.9819068216089986,-0.004229700320313889,0.0021082983336705406,-0.002121401986643349,1.2433023111706551e-92,5.6328176288811955e-93,2.6867870033488866e-05,-5.3569780363322316e-05,5.3569780363322316e-05,-2.6701910329833447e-05,2.4486042001998538e-06,-2.463810844272151e-06,1.0903402092292318e-96,2.45118721554107e-06,0.1049878441184232,0.15273018298985228,0.10592567330455199,-2.670191032983345e-05,-2.6701910329833437e-05
canonical,-0.3059034559195337,0.3578512077233269,140.1380265797743,9.72195046655444,0.9819333246836764,-0.004203197245636003,0.002095045189606295,-0.0021081520560297085,1.2386055021573852e-92,5.585849538748496e-93,2.6700057701869756e-05,-5.3234115001256726e-05,5.3234115001256726e-05,-2.6534057299386973e-05,2.4332117945496834e-06,-2.448422321489697e-06,1.08124859858423e-96,2.4357624260091614e-06,0.10432717999445645,0.15186693372008322,0.10525980377278446,-2.653405729938697e-05,-2.6534057299386973e-05
canonical,-0.30429343773048356,0.35566680151958935,140.13991426269212,9.741202149773356,0.9819597784777349,-0.004176743451577591,0.002081817227105095,-0.0020949262244724966,1.233935181620079e-92,5.539146333375434e-93,2.6532550588365894e-05,-5.289907378552811e-05,5.289907378552811e-05,-2.6366523197162215e-05,2.4178486356271994e-06,-2.433061786976122e-06,1.072208262099305e-96,2.4203671485810824e-06,0.1036677798925828,0.15100431300458445,0.10459519944317654,-2.6366523197162218e-05,-2.6366523197162218e-05
canonical,-0.3026834195414334,0.3534859094199273,140.14179840694396,9.760478685473041,0.9819861830366261,-0.004150338892686345,0.0020686144204010498,-0.002081724472285295,1.2292911752809079e-92,5.492706269983724e-93,2.6365348443645887e-05,-5.256465614047625e-05,5.256465614047625e-05,-2.619930769683036e-05,2.4025146935048055e-06,-2.417729217870118e-06,1.0632188624198484e-96,2.405001352101515e-06,0.1030096424784954,0.150142321691655,0.10393185902107197,-2.619930769683036e-05,-2.6199307696830395e-05
canonical,-0.30107340135238325,0.35130852577112126,140.14367901593099,9.779780049679735,0.9820125384060148,-0.004123983523297681,0.0020554367436318092,-0.0020685467796658715,1.2246733101348635e-92,5.4465276185232795e-93,2.6198451016911524e-05,-5.223086148775244e-05,5.223086148775244e-05,-2.603241047084091e-05,2.387209938142885e-06,-2.4024245911758627e-06,1.0542800646551016e-96,2.3896650053067134e-06,0.10235276641324308,0.1492809606260278,0.10326978120696852,-2.6032410470840915e-05,-2.6032410470840935e-05
canonical,-0.2994633831633331,0.3491346449290465,140.14555609306922,9.799106218226697,0.9820388446317806,-0.004097677297531854,0.002042284170837179,-0.002055393126694675,1.2200814144390675e-92,5.4006086615653195e-93,2.6031858055878752e-05,-5.1897689246282926e-05,5.1897689246282926e-05,-2.586583119040417e-05,2.371934339388193e-06,-2.3871478837612727e-06,1.0453915363574618e-96,2.3743580768228972e-06,0.10169715035316111,0.14842023064884569,0.1026089646964484,-2.5865831190404174e-05,-2.5865831190404154e-05
canonical,-0.2978533649742827,0.3469642612586575,140.14742964178936,9.818457166754765,0.9820651017600149,-0.004071420169297513,0.0020291566759607074,-0.0020422634933368053,1.2155153177032202e-92,5.354947694206846e-93,2.586556930680259e-05,-5.156513883231391e-05,5.156513883231391e-05,-2.5699569525511315e-05,2.356687866975697e-06,-2.371899072360288e-06,1.0365529475039926e-96,2.3590805351680935e-06,0.10104279294995051,0.14756013259765008,0.10194940818025804,-2.5699569525511318e-05,-2.5699569525511335e-05
canonical,-0.29624334678523256,0.3447973691339751,140.14929966553677,9.837832870712854,0.9820913098370213,-0.004045212092291139,0.002016054232849689,-0.0020291578594414505,1.2109748506795717e-92,5.309543023970362e-93,2.5699584514470028e-05,-5.12332096594045e-05,5.12332096594045e-05,-2.5533625144934467e-05,2.341470490528585e-06,-2.3566781335722237e-06,1.0277639704770119e-96,2.3438323487521423e-06,0.10038969285067813,0.14670066730633252,0.10129111034430822,-2.553362514493447e-05,-2.5533625144934453e-05
canonical,-0.2946333285961824,0.34263396293806975,140.15116616777146,9.857233305358566,0.9821174689093145,-0.004019053019997942,0.002002976815255366,-0.0020160762047425765,1.2064598453530438e-92,5.264392970705082e-93,2.5533903422208747e-05,-5.090190113843797e-05,5.090190113843797e-05,-2.5367997716229224e-05,2.3262821795584945e-06,-2.3414850438625654e-06,1.0190242800449672e-96,2.328613485876929e-06,0.09973784869778651,0.14584183560517286,0.10063406986968418,-2.5367997716229224e-05,-2.5367997716229227e-05
canonical,-0.29302331040713225,0.34047403706304835,140.15302915196798,9.87665844575873,0.9821435790236194,-0.003992942905693075,0.0019899243968335267,-0.0020030185088595488,1.201970134931579e-92,5.219495866490434e-93,2.536852577189499e-05,-5.057121267763724e-05,5.057121267763724e-05,-2.5202686905742248e-05,2.311122903466212e-06,-2.326319779563695e-06,1.0103335533437586e-96,2.3134239147370846e-06,0.09908725912912396,0.14498363832074088,0.09997828543267571,-2.520268690574225e-05,-2.5202686905742268e-05
canonical,-0.2914132922180821,0.33831758591003935,140.15488862161536,9.896108266789971,0.9821696402268703,-0.003966881702442193,0.0019768969511450964,-0.0019899847512970968,1.1975055538365604e-92,5.174850055540249e-93,2.5203451303953127e-05,-5.024114368257187e-05,5.024114368257187e-05,-2.5037692378618748e-05,2.295992631542357e-06,-2.311182316874848e-06,1.001691469858189e-96,2.2982636034206665e-06,0.09843792277797378,0.14412607627594737,0.09932375570480688,-2.5037692378618744e-05,-2.5037692378618748e-05
canonical,-0.28980327402903194,0.3361646038891782,140.15674458021712,9.915582743139284,0.982195652566211,-0.003940869363101451,0.001963894451655749,-0.001976974911445702,1.1930659376929771e-92,5.130453894104415e-93,2.5038679757360558e-05,-4.9911693556158106e-05,4.9911693556158106e-05,-2.487301379879755e-05,2.280891332966932e-06,-2.2960726318625636e-06,9.930977114029306e-97,2.283132519908711e-06,0.09778983827303496,0.1432691502899705,0.09867047935281648,-2.4873013798797548e-05,-2.487301379879755e-05
canonical,-0.2881932558399818,0.33401508541959285,140.1585970312911,9.93508184930463,0.9822216160889921,-0.003914905840320393,0.0019509168717376936,-0.001963988968582699,1.1886511233204165e-92,5.08630575037881e-93,2.4874210869661653e-05,-4.9582861698695404e-05,4.9582861698695404e-05,-2.4708650829033747e-05,2.2658189768113947e-06,-2.2809907004619637e-06,9.84551962105086e-97,2.2680306320773073e-06,0.09714300423851117,0.14241286117828153,0.09801845503874766,-2.470865082903375e-05,-2.4708650829033754e-05
canonical,-0.28658323765093163,0.33186902492938947,140.16044597836958,9.95460555959552,0.9822475308427729,-0.003888991086539506,0.0019379641846680846,-0.0019510269018714215,1.1842609487229788e-92,5.042404004404433e-93,2.4710044376956952e-05,-4.92546475078355e-05,4.92546475078355e-05,-2.454460313087855e-05,2.2507755320368157e-06,-2.2659364984757642e-06,9.760539083846662e-97,2.2529579076957526e-06,0.0964974192940315,0.14155720975257197,0.09736768141986836,-2.454460313087855e-05,-2.454460313087856e-05
canonical,-0.2849732194618815,0.32972641685563764,140.162291424999,9.974153848133604,0.9822733968753176,-0.003863125053994887,0.001925036363631606,-0.001938088690363281,1.1798952530806954e-92,4.998747047981599e-93,2.4546180013929488e-05,-4.89270503786415e-05,4.89270503786415e-05,-2.4380870364712008e-05,2.2357609674968782e-06,-2.2509100015766843e-06,9.676032389379787e-97,2.2379143144295514e-06,0.09585308205477919,0.140702196820816,0.0967181571488009,-2.438087036471201e-05,-2.4380870364712018e-05
canonical,-0.2833632012728313,0.32758725564435637,140.16413337474017,9.993726688853295,0.9822992142345977,-0.0038373076947147977,0.0019121333817188825,-0.0019251743129959152,1.1755538767396062e-92,4.955333284570707e-93,2.4382617513821325e-05,-4.860006970354423e-05,4.860006970354423e-05,-2.4217452189722907e-05,2.22077525193603e-06,-2.2359111853052976e-06,9.591996447184193e-97,2.2228998198385713e-06,0.09520999113141249,0.1398478231871357,0.09606988087344215,-2.4217452189722904e-05,-2.421745218972292e-05
canonical,-0.28175318308378094,0.3254515357504991,140.16597183116792,10.013324055502371,0.9823249829687881,-0.00381153896052433,0.0018992552119284707,-0.0019122837485958592,1.1712366612031225e-92,4.9121611292058696e-93,2.4219356608467392e-05,-4.8273704872401356e-05,4.8273704872401356e-05,-2.4054348263933968e-05,2.2058183539918e-06,-2.220940025073137e-06,9.50842818919753e-97,2.2079143913793546e-06,0.09456814513016376,0.138994089651901,0.0954228512370637,-2.4054348263933964e-05,-2.4054348263933978e-05
canonical,-0.2801431648947308,0.32331925163794056,140.16780679787132,10.032945921642593,0.982350703126269,-0.003785818803043406,0.001886401827165859,-0.0018994169758775469,1.1669434491224638e-92,4.869229008399283e-93,2.4056397028282848e-05,-4.794795527247204e-05,4.794795527247204e-05,-2.3891558244189192e-05,2.1908902421936347e-06,-2.2059964961615323e-06,9.425324569576018e-97,2.1929579964039577e-06,0.09392754265278963,0.13814099701160681,0.09477706687826158,-2.3891558244189192e-05,-2.3891558244189182e-05
canonical,-0.27853314670568063,0.3211903977794608,140.1696382784534,10.052592260650325,0.9823763747556233,-0.00376014717368911,0.0018735732002452623,-0.0018865739734438478,1.1626740842881028e-92,4.826535360055672e-93,2.3893738502269872e-05,-4.762282028844646e-05,4.762282028844646e-05,-2.372908178617659e-05,2.1759908849649835e-06,-2.1910805737222347e-06,9.342682564528851e-97,2.178030602162036e-06,0.0932881822966604,0.13728854605896101,0.09413252643104635,-2.372908178617659e-05,-2.372908178617659e-05
canonical,-0.2769231285166305,0.3190649686567318,140.17146627653122,10.072263045717182,0.9824019979056364,-0.0037345240236760224,0.001860769303888826,-0.0018737547197871965,1.1584284116204195e-92,4.7840786333788395e-93,2.3731380758031963e-05,-4.729829930245006e-05,4.729829930245006e-05,-2.3566918544418096e-05,2.161120250622372e-06,-2.1761922327787263e-06,9.260499172137276e-97,2.1631321757999168e-06,0.0926500626547203,0.13643673758273656,0.09348922852480313,-2.3566918544418096e-05,-2.356691854441808e-05
canonical,-0.2753131103275803,0.31694295876030304,140.17329079573585,10.091958249850657,0.9824275726252963,-0.003708949304016107,0.001847990110727418,-0.001860959193288689,1.1542062771609662e-92,4.741857288784307e-93,2.35693235217625e-05,-4.697439169404211e-05,4.697439169404211e-05,-2.3405068172279606e-05,2.1462783073763264e-06,-2.1613314482251758e-06,9.178771412185509e-97,2.148262684361519e-06,0.09201318231552691,0.1355855723678842,0.09284717178433155,-2.340506817227961e-05,-2.3405068172279576e-05
canonical,-0.27370309213853017,0.3148243625895872,140.17511183971217,10.111677845874773,0.9824530989637908,-0.003683422965521599,0.0018352355933014288,-0.00184818737222017,1.1500075280637968e-92,4.699869797812612e-93,2.3407566518271193e-05,-4.665109684025229e-05,4.665109684025229e-05,-2.32435303219811e-05,2.1314650233322966e-06,-2.146498194828856e-06,9.097496325992888e-97,2.133422094789285e-06,0.09137753986329095,0.13473505119542215,0.09220635482988568,-2.32435303219811e-05,-2.3243530321981093e-05
canonical,-0.27209307394948,0.3127091746528459,140.1769294121189,10.131421806430724,0.9824785769705084,-0.0036579449588040047,0.0018225057240607654,-0.0018354392347432393,1.1458320125866129e-92,4.658114643040773e-93,2.324610947097146e-05,-4.632841411556803e-05,4.632841411556803e-05,-2.3082304644596574e-05,2.116680366490654e-06,-2.131692447228996e-06,9.016670976242486e-97,2.118610373924169e-06,0.09074313387787605,0.13388517484244933,0.09156677627717393,-2.308230464459657e-05,-2.3082304644596537e-05
canonical,-0.27048305576042986,0.31059738946717547,140.17874351662863,10.15119010397755,0.9825040066950377,-0.003632515234274769,0.0018098004753648563,-0.0018227147589099128,1.1416795800819782e-92,4.616590317994426e-93,2.3084952101888836e-05,-4.600634289194294e-05,4.600634289194294e-05,-2.29213907900541e-05,2.101924304746696e-06,-2.1169141799375442e-06,8.936292446811055e-97,2.1038274885056446e-06,0.09010996293479882,0.13303594408213418,0.09092843473735925,-2.2921390790054105e-05,-2.292139079005409e-05
canonical,-0.2688730375713797,0.30848900155849257,140.1805541569275,10.170982710792794,0.9825293881871643,-0.003607133742148161,0.0017971198194842366,-0.0018100139226639243,1.1375500809891305e-92,4.575295327065949e-93,2.2924094131677455e-05,-4.568488253883336e-05,4.568488253883336e-05,-2.2760788407155905e-05,2.0871968058924854e-06,-2.1021633673406823e-06,8.856357842610501e-97,2.0890734051735456e-06,0.08947802560530776,0.13218735968366624,0.09029132881713867,-2.2760788407155905e-05,-2.2760788407155898e-05
canonical,-0.26726301938232955,0.3063840054615203,140.18236133671553,10.190799598973172,0.982554721496874,-0.0035818004324384978,0.0017844637285993577,-0.00179733670383914,1.1334433668249521e-92,4.534228185424166e-93,2.2763535279599947e-05,-4.5364032423163236e-05,4.5364032423163236e-05,-2.260049714356329e-05,2.0724978376154704e-06,-2.0874399836969857e-06,8.77686428941312e-97,2.0743480904666812e-06,0.08884732045632394,0.13133942241228186,0.08965545711868368,-2.260049714356329e-05,-2.2600497143563272e-05
canonical,-0.26565300119327917,0.30428239571977345,140.18416505970612,10.210640740435265,0.9825800066743465,-0.0035565152549659196,0.0017718321748027733,-0.0017846830801631463,1.129359290176111e-92,4.493387418935755e-93,2.2603275263572898e-05,-4.504379190939721e-05,4.504379190939721e-05,-2.2440516645824316e-05,2.057827367501021e-06,-2.072744003141585e-06,8.697808933699456e-97,2.0596515108253756e-06,0.08821784605054991,0.13049213302922813,0.08902081823974992,-2.2440516645824313e-05,-2.244051664582431e-05
canonical,-0.264042983004229,0.3021841668855458,140.18596532962638,10.230506106916177,0.9826052437699606,-0.003531278159351836,0.0017592251300977443,-0.0017720530292540918,1.125297704690112e-92,4.452771564075765e-93,2.244331380012685e-05,-4.472416035948299e-05,4.472416035948299e-05,-2.228084655935614e-05,2.043185363030811e-06,-2.058075399682505e-06,8.619188942485076e-97,2.0449836325898448e-06,0.08758960094640002,0.1296454922917146,0.0883874107736071,-2.228084655935614e-05,-2.2280846559356175e-05
canonical,-0.26243296481517886,0.30008931351989393,140.18776215021686,10.250395669974264,0.9826304328342887,-0.003506089095023701,0.00174664256640003,-0.0017594465286236711,1.1212584650674467e-92,4.412379167849112e-93,2.2283650604444088e-05,-4.440513713291179e-05,4.440513713291179e-05,-2.21214865284677e-05,2.0285717915848972e-06,-2.0434341472041244e-06,8.541001503168616e-97,2.0303444220022796e-06,0.08696258369808957,0.128799500952939,0.08775523330912907,-2.21214865284677e-05,-2.2121486528467684e-05
canonical,-0.2608229466261287,0.2979978301926247,140.18955552523153,10.270309400989795,0.9826555739180988,-0.0034809480112136804,0.001734084455537487,-0.0017468635556761934,1.1172414270531033e-92,4.3722087877056774e-93,2.2124285390346843e-05,-4.4086721586701474e-05,4.4086721586701474e-05,-2.196243619635463e-05,2.0139866204412524e-06,-2.0288202194660965e-06,8.463243823367433e-97,2.015733845206374e-06,0.086336792855615,0.12795415976203867,0.08712428443077355,-2.196243619635463e-05,-2.1962436196354607e-05
canonical,-0.25921292843707855,0.29590971148228046,140.19134545843772,10.29024727116569,0.9826806670723515,-0.0034558548569609826,0.0017215507692510624,-0.0017343040877099202,1.1132464474285967e-92,4.332258991460611e-93,2.1965217870314238e-05,-4.3768913075426084e-05,4.3768913075426084e-05,-2.1803695205111846e-05,1.9994298167769215e-06,-2.014233590104905e-06,8.385913130763322e-97,2.001151868248484e-06,0.08571222696480295,0.12710946946410426,0.08649456271863218,-2.1803695205111846e-05,-2.1803695205111846e-05
canonical,-0.2576029102480284,0.2938249519761252,140.1931319536162,10.3102092515282,0.982705712348202,-0.0034308095811104167,0.001709041479194199,-0.0017217681019162177,1.1092733840035545e-92,4.2925283572101896e-93,2.1806447755471556e-05,-4.345171095119756e-05,4.345171095119756e-05,-2.1645263195726003e-05,1.9849013476673287e-06,-1.999674232632875e-06,8.309006672939652e-97,1.986598457076929e-06,0.0850888845672808,0.12626543080013114,0.08586606674840049,-2.1645263195726003e-05,-2.1645263195726014e-05
canonical,-0.25599289205897824,0.2917435462701305,140.1949150145608,10.330195312927646,0.9827307097969963,-0.003405812132316166,0.001696556556934817,-0.0017092555753813491,1.1053220956081936e-92,4.25301547325658e-93,2.1647974755612924e-05,-4.3135114563713536e-05,4.3135114563713536e-05,-2.148713980810061e-05,1.97040118008858e-06,-1.9851421204402574e-06,8.232521717235716e-97,1.9720735775442965e-06,0.08446676420057518,0.12542204450702069,0.08523879509147757,-2.1487139808100612e-05,-2.148713980810059e-05
canonical,-0.2543828738699281,0.28966548896896166,140.19669464507874,10.350205426039135,0.9827556594702724,-0.0033808624590400127,0.001684095973953924,-0.0016967664850860886,1.1013924420847867e-92,4.213718938022511e-93,2.1489798579196447e-05,-4.281912326023485e-05,4.281912326023485e-05,-2.1329324681038405e-05,1.9559292809158477e-06,-1.9706372267947803e-06,8.156455550581557e-97,1.957577195405826e-06,0.08384586439804285,0.12457931131755628,0.08461274631489614,-2.13293246810384e-05,-2.1329324681038435e-05
canonical,-0.25277285568087793,0.2875907746859634,140.1984708489903,10.370239561363283,0.9827805614197591,-0.003355960509553335,0.0016716597016474019,-0.0016843008079059332,1.0974842842802108e-92,4.174637359976752e-93,2.133191893334687e-05,-4.2503736385610864e-05,4.2503736385610864e-05,-2.1171817452264e-05,1.941485616925447e-06,-1.9561595248418954e-06,8.080805479353727e-97,1.943109276321481e-06,0.08322618368895937,0.12373723196037992,0.08398791898141242,-2.1171817452263995e-05,-2.1171817452264016e-05
canonical,-0.2511628374918278,0.2855193980431462,140.20024363012882,10.390297689226967,0.982805415697374,-0.003331106231938441,0.0016592477113260042,-0.0016718585206124369,1.0935974840379864e-92,4.135769357554508e-93,2.1174335523872484e-05,-4.2188953282296325e-05,4.2188953282296325e-05,-2.101461775842384e-05,1.9270701547948338e-06,-1.9417089876063253e-06,8.005568829221179e-97,1.928669785855949e-06,0.08260772059851901,0.12289580716000559,0.083364311649506,-2.101461775842384e-05,-2.101461775842382e-05
canonical,-0.2495528193027774,0.2834513536711718,140.20201299234074,10.410379779784046,0.9828302223552241,-0.003306299574088345,0.001646859974215356,-0.001659439599872989,1.0897319041903836e-92,4.09711355907848e-93,2.101704805526233e-05,-4.187477329034855e-05,4.187477329034855e-05,-2.085772523508622e-05,1.9126828611026006e-06,-1.9272855879918096e-06,7.93074294499246e-97,1.9142586894786346e-06,0.08199047364783474,0.12205503763675844,0.08274192287337968,-2.085772523508622e-05,-2.0857725235086226e-05
canonical,-0.24794280111372724,0.28138663620934085,140.20377893948543,10.43048580301612,0.982854981445605,-0.0032815404837074347,0.0016344964614567444,-0.0016470440222506903,1.0858874085508458e-92,4.058668602683102e-93,2.086005623068461e-05,-4.156119574743586e-05,4.156119574743586e-05,-2.0701139516751258e-05,1.898323702329398e-06,-1.912889298780957e-06,7.856325190469055e-97,1.8998759525645805e-06,0.08137444135397733,0.1212149241067884,0.08212075120299936,-2.0701139516751254e-05,-2.0701139516751237e-05
canonical,-0.24633278292467709,0.27932524030557665,140.20554147543518,10.450615728733286,0.9828796930209989,-0.0032568289083135804,0.0016221571441075156,-0.0016346717642060648,1.08206386190635e-92,4.020433136238144e-93,2.0703359752008373e-05,-4.1248219988864346e-05,4.1248219988864346e-05,-2.0544860236855973e-05,1.8839926448583973e-06,-1.8985200926372377e-06,7.782312948297511e-97,1.8855215403949238e-06,0.08075962222999525,0.12037546728204632,0.08150079518411395,-2.0544860236855973e-05,-2.0544860236855977e-05
canonical,-0.24472276473562693,0.27726716061641316,140.20730060407513,10.47076952657489,0.9829043571340743,-0.003232164795238135,0.0016098419931414721,-0.0016223228020966628,1.078261130009828e-92,3.982405817272925e-93,2.05469583197985e-05,-4.0935845347577766e-05,4.0935845347577766e-05,-2.038888702777927e-05,1.8696896549757468e-06,-1.8841779421045179e-06,7.708703619822717e-97,1.8711954181573591e-06,0.08014601478493413,0.11953666787027287,0.08088205335827527,-2.0388887027779267e-05,-2.0388887027779254e-05
canonical,-0.24311274654657677,0.2752123918069802,140.20905632930322,10.4909471660103,0.9829289738376862,-0.0032075480916262666,0.001597550979449064,-0.0016099971121772026,1.0744790795725927e-92,3.944585312900572e-93,2.039085163331748e-05,-4.062407115416188e-05,4.062407115416188e-05,-2.02332195208444e-05,1.8554146988707982e-06,-1.8698628196072284e-06,7.635494624941294e-97,1.8568975509463568e-06,0.07953361752384647,0.11869852657496242,0.08026452426284766,-2.0233219520844398e-05,-2.02332195208444e-05
canonical,-0.24150272835752662,0.27316092855099017,140.2108086550301,10.51114861633967,0.9829535431848732,-0.003182978744439291,0.001585284073838386,-0.0015976946706009049,1.0707175782570651e-92,3.906970299745296e-93,2.023503939054233e-05,-4.0312896736873894e-05,4.0312896736873894e-05,-2.007785734633156e-05,1.8411677426372626e-06,-1.8555746974519114e-06,7.562683401960831e-97,1.8426279037643202e-06,0.07892242894784092,0.1178610440953766,0.07964820643105822,-2.0077857346331564e-05,-2.0077857346331557e-05
canonical,-0.23989271016847646,0.2711127655307237,140.21255758517913,10.531373846694722,0.9829780652288587,-0.0031584567004537822,0.0015730412470345752,-0.001585415453419207,1.0669764946690816e-92,3.8695594638654605e-93,2.007952128816096e-05,-4.000232142163124e-05,4.000232142163124e-05,-1.9922800133470277e-05,1.8269487522725109e-06,-1.841313547826891e-06,7.490267407450944e-97,1.8283864415208837e-06,0.07831244755405241,0.1170242211265081,0.07903309839196625,-1.992280013347028e-05,-1.992280013347028e-05
canonical,-0.2382826919794263,0.2690678974370164,140.21430312368625,10.551622826039527,0.9830025400230487,-0.003133981906263794,0.0015608224696813987,-0.0015731594365823954,1.0632556983509288e-92,3.8323515006839323e-93,1.992429702158019e-05,-3.969234453203971e-05,3.969234453203971e-05,-1.9768047510459523e-05,1.81275769367942e-06,-1.8270793428030053e-06,7.418244116108474e-97,1.8141731290347571e-06,0.07770367183572102,0.11618805835906973,0.07841919867054341,-1.976804751045952e-05,-1.9768047510459496e-05
canonical,-0.23667267379037615,0.26702631896924484,140.21604527450003,10.57189552317129,0.9830269676210323,-0.0031095543082801935,0.0015486277123404582,-0.0015609265959397353,1.0595550597737055e-92,3.7953451149116997e-93,1.9769366284927387e-05,-3.938296538938501e-05,3.938296538938501e-05,-1.9613599104457626e-05,1.798594532665446e-06,-1.8128720543337588e-06,7.346611020609615e-97,1.7999879310327957e-06,0.07709610028215218,0.11535255647949513,0.0778065057876334,-1.9613599104457626e-05,-1.96135991044576e-05
canonical,-0.235062655601326,0.2649880248353127,140.2177840415814,10.592191906721157,0.9830513480765782,-0.003085173852734213,0.0015364569454931723,-0.0015487169072410409,1.055874450330599e-92,3.7585390204806342e-93,1.9614728771070362e-05,-3.9074183312677746e-05,3.9074183312677746e-05,-1.9459454541607384e-05,1.784459234944928e-06,-1.7986916542571457e-06,7.275365631479768e-97,1.7858308121523061e-06,0.07648973137881554,0.1145177161698784,0.0771950182600518,-1.9459454541607384e-05,-1.9459454541607384e-05
canonical,-0.23345263741227562,0.26295300975163693,140.2195194289039,10.612511945154992,0.983075681443638,-0.003060840485674454,0.0015243101395391845,-0.0015365303461352697,1.0522137423291302e-92,3.721931940465946e-93,1.946038417159956e-05,-3.876599761861547e-05,3.876599761861547e-05,-1.9305613447015904e-05,1.770351766137239e-06,-1.7845381142940166e-06,7.204505476943424e-97,1.7717017369391906e-06,0.07588456360726531,0.11368353810801203,0.0765847346005059,-1.9305613447015908e-05,-1.930561344701589e-05
