phase,chi,U_eV4,tree_ratio,loop_ratio,total_ratio,scalar_log_parameter
zero,138.99335412093362,4.132354618866541e-15,4.01992682458647e-06,4.962498505645588e-06,8.982425330232058e-06,3.6340372776770016e-23
zero,138.99550926253562,4.11458133162738e-15,4.0285996783803014e-06,4.9732049254063506e-06,9.001804603786652e-06,3.6340372776770016e-23
zero,138.99766334786528,4.096893142286428e-15,4.037286979080938e-06,4.9839291795100145e-06,9.021216158590953e-06,3.6340372776770016e-23
zero,138.99981637344342,4.079289638827604e-15,4.045988725392951e-06,4.994671266357407e-06,9.040659991750358e-06,3.6340372776770016e-23
zero,139.00196833578568,4.061770411217383e-15,4.054704915860324e-06,5.005431184151113e-06,9.060136100011438e-06,3.6340372776770016e-23
zero,139.00411923140248,4.044335051395829e-15,4.063435548865513e-06,5.016208930894314e-06,9.079644479759828e-06,3.6340372776770016e-23
zero,139.00626905679923,4.026983153266291e-15,4.072180622629199e-06,5.027004504390484e-06,9.099185127019682e-06,3.6340372776770016e-23
zero,139.00841780847622,4.0097143126863075e-15,4.080940135209466e-06,5.037817902242379e-06,9.118758037451845e-06,3.6340372776770016e-23
zero,139.0105654829288,3.992528127458099e-15,4.089714084501215e-06,5.048649121851305e-06,9.13836320635252e-06,3.6340372776770016e-23
zero,139.0127120766473,3.975424197319338e-15,4.098502468235456e-06,5.059498160416255e-06,9.158000628651712e-06,3.6340372776770016e-23
zero,139.01485758611716,3.958402123933514e-15,4.107305283978841e-06,5.070365014933318e-06,9.177670298912159e-06,3.6340372776770016e-23
zero,139.01700200781892,3.941461510881471e-15,4.116122529132602e-06,5.081249682194383e-06,9.197372211326985e-06,3.6340372776770016e-23
zero,139.0191453382283,3.924601963651199e-15,4.124954200932442e-06,5.092152158786992e-06,9.217106359719434e-06,3.6340372776770016e-23
zero,139.02128757381627,3.907823089629017e-15,4.133800296447709e-06,5.103072441093332e-06,9.236872737541042e-06,3.6340372776770016e-23
zero,139.02342871104904,3.891124498090584e-15,4.1426608125806986e-06,5.114010525289362e-06,9.25667133787006e-06,3.6340372776770016e-23
zero,139.02556874638805,3.8745058001923936e-15,4.151535746065719e-06,5.124966407343671e-06,9.276502153409389e-06,3.6340372776770016e-23
zero,139.02770767629022,3.857966608961099e-15,4.1604250934693285e-06,5.135940083017758e-06,9.296365176487086e-06,3.6340372776770016e-23
zero,139.02984549720784,3.841506539285778e-15,4.169328851189053e-06,5.146931547864462e-06,9.316260399053515e-06,3.6340372776770016e-23
zero,139.03198220558858,3.825125207909333e-15,4.1782470154525715e-06,5.157940797226945e-06,9.336187812679517e-06,3.6340372776770016e-23
zero,139.0341177978757,3.8088222334179835e-15,4.18717958231796e-06,5.1689678262390055e-06,9.356147408556966e-06,3.6340372776770016e-23
zero,139.0362522705079,3.7925972362342966e-15,4.196126547672054e-06,5.180012629823041e-06,9.376139177495095e-06,3.6340372776770016e-23
zero,139.03838561991964,3.776449838606347e-15,4.205087907230941e-06,5.191075202690671e-06,9.396163109921612e-06,3.6340372776770016e-23
zero,139.04051784254088,3.760379664600828e-15,4.214063656538316e-06,5.2021555393407e-06,9.416219195879015e-06,3.6340372776770016e-23
zero,139.0426489347973,3.744386340093385e-15,4.223053790965383e-06,5.213253634058994e-06,9.436307425024378e-06,3.6340372776770016e-23
zero,139.04477889311045,3.7284694927594486e-15,4.2320583057105306e-06,5.224369480918086e-06,9.456427786628617e-06,3.6340372776770016e-23
zero,139.04690771389747,3.7126287520670214e-15,4.241077195797919e-06,5.235503073775426e-06,9.476580269573345e-06,3.6340372776770016e-23
zero,139.04903539357153,3.69686374926632e-15,4.250110456077872e-06,5.2466544062738696e-06,9.496764862351742e-06,3.6340372776770016e-23
zero,139.05116192854163,3.681174117382439e-15,4.259158081225596e-06,5.2578234718400915e-06,9.516981553065687e-06,3.6340372776770016e-23
zero,139.0532873152127,3.665559491206564e-15,4.268220065740732e-06,5.269010263684039e-06,9.53723032942477e-06,3.6340372776770016e-23
zero,139.05541154998573,3.6500195072872456e-15,4.277296403946913e-06,5.280214774798376e-06,9.557511178745288e-06,3.6340372776770016e-23
zero,139.0575346292577,3.6345538039221225e-15,4.2863870899910855e-06,5.291436997957661e-06,9.577824087948746e-06,3.6340372776770016e-23
zero,139.0596565494218,3.619162021149079e-15,4.295492117843197e-06,5.302676925717941e-06,9.598169043561137e-06,3.6340372776770016e-23
zero,139.06177730686724,3.6038438007388865e-15,4.304611481295024e-06,5.313934550415322e-06,9.618546031710346e-06,3.6340372776770016e-23
zero,139.06389689797962,3.588598786185619e-15,4.313745173960351e-06,5.3252098641661816e-06,9.638955038126532e-06,3.6340372776770016e-23
zero,139.0660153191407,3.573426622699379e-15,4.322893189273815e-06,5.336502858865745e-06,9.65939604813956e-06,3.6340372776770016e-23
zero,139.06813256672856,3.558326957197622e-15,4.33205552049059e-06,5.347813526187695e-06,9.679869046678285e-06,3.6340372776770016e-23
zero,139.07024863711777,3.543299438296747e-15,4.341232160685965e-06,5.359141857583648e-06,9.700374018269613e-06,3.6340372776770016e-23
zero,139.0723635266792,3.528343716304718e-15,4.350423102754309e-06,5.370487844281882e-06,9.72091094703619e-06,3.6340372776770016e-23
zero,139.07447723178035,3.5134594432115326e-15,4.359628339409385e-06,5.38185147728772e-06,9.741479816697105e-06,3.6340372776770016e-23
zero,139.07658974878515,3.498646272682935e-15,4.3688478631827e-06,5.3932327473814975e-06,9.762080610564197e-06,3.6340372776770016e-23
zero,139.07870107405427,3.483903860050568e-15,4.378081666424079e-06,5.404631645119265e-06,9.782713311543344e-06,3.6340372776770016e-23
zero,139.0808112039449,3.4692318623055646e-15,4.3873297413001365e-06,5.416048160830904e-06,9.803377902131042e-06,3.6340372776770016e-23
zero,139.0829201348111,3.454629938089191e-15,4.39659207979461e-06,5.427482284620543e-06,9.824074364415153e-06,3.6340372776770016e-23
zero,139.08502786300363,3.440097747685918e-15,4.40586867370721e-06,5.438934006365128e-06,9.844802680072338e-06,3.6340372776770016e-23
zero,139.0871343848701,3.425634953015142e-15,4.415159514653333e-06,5.450403315714078e-06,9.86556283036741e-06,3.6340372776770016e-23
zero,139.08923969675502,3.411241217623344e-15,4.424464594063539e-06,5.461890202088637e-06,9.886354796152176e-06,3.6340372776770016e-23
zero,139.09134379499986,3.396916206676294e-15,4.433783903183031e-06,5.473394654681225e-06,9.907178557864255e-06,3.6340372776770016e-23
zero,139.09344667594314,3.3826595869510945e-15,4.443117433071249e-06,5.484916662454948e-06,9.928034095526197e-06,3.6340372776770016e-23
zero,139.09554833592045,3.3684710268286627e-15,4.452465174601236e-06,5.496456214142805e-06,9.948921388744041e-06,3.6340372776770016e-23
zero,139.09764877126452,3.3543501962860465e-15,4.461827118459116e-06,5.508013298247053e-06,9.969840416706168e-06,3.6340372776770016e-23
zero,139.09974797830526,3.3402967668885977e-15,4.471203255143708e-06,5.519587903038721e-06,9.990791158182428e-06,3.6340372776770016e-23
zero,139.10184595336986,3.3263104117825635e-15,4.4805935749658875e-06,5.531180016556831e-06,1.0011773591522718e-05,3.6340372776770016e-23
zero,139.10394269278285,3.312390805687146e-15,4.489998068048339e-06,5.542789626608083e-06,1.0032787694656422e-05,3.6340372776770016e-23
zero,139.1060381928661,3.298537624887553e-15,4.499416724324663e-06,5.554416720765763e-06,1.0053833445090425e-05,3.6340372776770016e-23
zero,139.108132449939,3.2847505472263866e-15,4.508849533539644e-06,5.566061286370062e-06,1.0074910819909705e-05,3.6340372776770016e-23
zero,139.11022546031845,3.271029252097332e-15,4.518296485247982e-06,5.577723310526523e-06,1.0096019795774506e-05,3.6340372776770016e-23
zero,139.11231722031883,3.2573734204373746e-15,4.52775756881406e-06,5.589402780105744e-06,1.0117160348919804e-05,3.6340372776770016e-23
zero,139.11440772625227,3.2437827347188795e-15,4.537232773411827e-06,5.601099681743237e-06,1.0138332455155065e-05,3.6340372776770016e-23
zero,139.11649697442857,3.230256878942641e-15,4.546722088024065e-06,5.612814001838523e-06,1.0159536089862588e-05,3.6340372776770016e-23
zero,139.1185849611553,3.2167955386305924e-15,4.556225501441892e-06,5.624545726554519e-06,1.018077122799641e-05,3.6340372776770016e-23
zero,139.12067168273788,3.2033984008183724e-15,4.565743002264414e-06,5.63629484181711e-06,1.0202037844081525e-05,3.6340372776770016e-23
zero,139.1227571354796,3.1900651540481134e-15,4.5752745788982504e-06,5.648061333314558e-06,1.0223335912212808e-05,3.6340372776770016e-23
zero,139.12484131568172,3.176795488361086e-15,4.5848202195571794e-06,5.659845186497069e-06,1.0244665406054249e-05,3.6340372776770016e-23
zero,139.12692421964357,3.163589095290742e-15,4.594379912261546e-06,5.6716463865760616e-06,1.0266026298837607e-05,3.6340372776770016e-23
zero,139.12900584366255,3.150445667855254e-15,4.60395364483805e-06,5.683464918523899e-06,1.0287418563361949e-05,3.6340372776770016e-23
zero,139.13108618403425,3.1373649005506325e-15,4.613541404919148e-06,5.695300767073165e-06,1.0308842171992314e-05,3.6340372776770016e-23
zero,139.13316523705248,3.1243464893433433e-15,4.623143179942863e-06,5.707153916716414e-06,1.0330297096659277e-05,3.6340372776770016e-23
zero,139.13524299900936,3.1113901316636736e-15,4.632758957152057e-06,5.719024351705278e-06,1.0351783308857335e-05,3.6340372776770016e-23
zero,139.13731946619538,3.0984955263984226e-15,4.642388723594245e-06,5.730912056050243e-06,1.0373300779644488e-05,3.6340372776770016e-23
zero,139.13939463489945,3.085662373883984e-15,4.6520324661211455e-06,5.742817013520083e-06,1.0394849479641229e-05,3.6340372776770016e-23
zero,139.14146850140904,3.0728903758991137e-15,4.6616901713885e-06,5.75473920764165e-06,1.041642937903015e-05,3.6340372776770016e-23
zero,139.14354106201014,3.0601792356586138e-15,4.671361825855229e-06,5.76667862169882e-06,1.0438040447554047e-05,3.6340372776770016e-23
zero,139.14561231298742,3.0475286578059915e-15,4.681047415783402e-06,5.778635238732464e-06,1.0459682654515867e-05,3.6340372776770016e-23
zero,139.14768225062429,3.0349383484065162e-15,4.6907469272379285e-06,5.790609041540065e-06,1.0481355968777993e-05,3.6340372776770016e-23
zero,139.14975087120288,3.022408014940827e-15,4.700460346085868e-06,5.8026000126748606e-06,1.0503060358760729e-05,3.6340372776770016e-23
zero,139.15181817100424,3.0099373662978784e-15,4.710187657996269e-06,5.814608134445654e-06,1.0524795792441924e-05,3.6340372776770016e-23
zero,139.15388414630834,2.9975261127679326e-15,4.719928848440017e-06,5.826633388916617e-06,1.0546562237356634e-05,3.6340372776770016e-23
zero,139.15594879339415,2.9851739660364366e-15,4.729683902689013e-06,5.838675757906286e-06,1.05683596605953e-05,3.6340372776770016e-23
zero,139.15801210853968,2.97288063917691e-15,4.739452805816172e-06,5.850735222987547e-06,1.0590188028803719e-05,3.6340372776770016e-23
zero,139.16007408802218,2.9606458466440386e-15,4.749235542695277e-06,5.862811765487466e-06,1.0612047308182743e-05,3.6340372776770016e-23
zero,139.162134728118,2.948469304268161e-15,4.75903209799977e-06,5.874905366485793e-06,1.0633937464485565e-05,3.6340372776770016e-23
zero,139.16419402510286,2.9363507292470788e-15,4.768842456203703e-06,5.887016006816136e-06,1.065585846301984e-05,3.6340372776770016e-23
zero,139.1662519752518,2.92428984014094e-15,4.778666601580263e-06,5.899143667064141e-06,1.0677810268644404e-05,3.6340372776770016e-23
zero,139.1683085748394,2.9122863568646385e-15,4.7885045182023296e-06,5.911288327568176e-06,1.0699792845770506e-05,3.6340372776770016e-23
zero,139.1703638201396,2.900340000681914e-15,4.798356189941685e-06,5.923449968418366e-06,1.0721806158360053e-05,3.6340372776770016e-23
zero,139.17241770742606,2.8884504941989888e-15,4.8082216004686315e-06,5.935628569456108e-06,1.074385016992474e-05,3.6340372776770016e-23
zero,139.17447023297206,2.8766175613574086e-15,4.8181007332523045e-06,5.947824110274464e-06,1.0765924843526768e-05,3.6340372776770016e-23
zero,139.17652139305056,2.8648409274285707e-15,4.827993571559606e-06,5.960036570216848e-06,1.0788030141776454e-05,3.6340372776770016e-23
zero,139.17857118393442,2.853120319006632e-15,4.83790009845554e-06,5.972265928377433e-06,1.0810166026832974e-05,3.6340372776770016e-23
zero,139.18061960189635,2.8414554640024454e-15,4.847820296802705e-06,5.984512163600527e-06,1.0832332460403233e-05,3.6340372776770016e-23
zero,139.18266664320907,2.8298460916370326e-15,4.8577541492612155e-06,5.99677525448048e-06,1.0854529403741695e-05,3.6340372776770016e-23
zero,139.18471230414525,2.8182919324360592e-15,4.867701638287802e-06,6.009055179360564e-06,1.0876756817648367e-05,3.6340372776770016e-23
zero,139.18675658097777,2.806792718222409e-15,4.8776627461365655e-06,6.0213519163339175e-06,1.0899014662470484e-05,3.6340372776770016e-23
zero,139.18879946997964,2.795348182111042e-15,4.887637454857822e-06,6.033665443242104e-06,1.0921302898099925e-05,3.6340372776770016e-23
zero,139.19084096742424,2.7839580585018028e-15,4.897625746298716e-06,6.045995737675881e-06,1.0943621483974598e-05,3.6340372776770016e-23
zero,139.19288106958516,2.7726220830744896e-15,4.90762760210194e-06,6.058342776973614e-06,1.0965970379075554e-05,3.6340372776770016e-23
zero,139.19491977273657,2.76133999278126e-15,4.917643003706789e-06,6.070706538222581e-06,1.098834954192937e-05,3.6340372776770016e-23
zero,139.19695707315302,2.7501115258420697e-15,4.927671932347593e-06,6.083086998257034e-06,1.1010758930604626e-05,3.6340372776770016e-23
zero,139.19899296710975,2.7389364217371496e-15,4.937714369054799e-06,6.095484133659536e-06,1.1033198502714335e-05,3.6340372776770016e-23
zero,139.2010274508826,2.7278144212020304e-15,4.947770294653825e-06,6.107897920759549e-06,1.1055668215413374e-05,3.6340372776770016e-23
zero,139.2030605207482,2.7167452662210268e-15,4.957839689765319e-06,6.120328335633751e-06,1.107816802539907e-05,3.6340372776770016e-23
zero,139.205092172984,2.705728700021381e-15,4.967922534804861e-06,6.132775354105668e-06,1.110069788891053e-05,3.6340372776770016e-23
zero,139.20712240386828,2.6947644670674333e-15,4.9780188099826755e-06,6.145238951745321e-06,1.1123257761727996e-05,3.6340372776770016e-23
zero,139.2091512096804,2.6838523130543613e-15,4.9881284953037675e-06,6.15771910386939e-06,1.1145847599173158e-05,3.6340372776770016e-23
zero,139.2111785867008,2.672991984902416e-15,4.998251570567649e-06,6.170215785540882e-06,1.116846735610853e-05,3.6340372776770016e-23
zero,139.21320453121098,2.6621832307514863e-15,5.00838801536777e-06,6.1827289715684255e-06,1.1191116986936196e-05,3.6340372776770016e-23
zero,139.21522903949372,2.651425799954476e-15,5.0185378090921205e-06,6.19525863650701e-06,1.121379644559913e-05,3.6340372776770016e-23
zero,139.2172521078331,2.640719443072232e-15,5.028700930922389e-06,6.207804754656956e-06,1.1236505685579345e-05,3.6340372776770016e-23
zero,139.2192737325146,2.630063911867288e-15,5.038877359834279e-06,6.220367300064299e-06,1.1259244659898577e-05,3.6340372776770016e-23
zero,139.2212939098252,2.6194589592982463e-15,5.0490670745972635e-06,6.232946246520488e-06,1.1282013321117751e-05,3.6340372776770016e-23
zero,139.22331263605338,2.608904339514033e-15,5.059270053774481e-06,6.245541567562254e-06,1.1304811621336735e-05,3.6340372776770016e-23
zero,139.22532990748928,2.5983998078484842e-15,5.0694862757223656e-06,6.258153236471161e-06,1.1327639512193527e-05,3.6340372776770016e-23
zero,139.22734572042478,2.5879451208142136e-15,5.079715718590973e-06,6.270781226274004e-06,1.1350496944864976e-05,3.6340372776770016e-23
zero,139.2293600711536,2.5775400360969632e-15,5.089958360323917e-06,6.283425509742728e-06,1.1373383870066645e-05,3.6340372776770016e-23
zero,139.23137295597124,2.5671843125507084e-15,5.100214178657574e-06,6.2960860593934494e-06,1.1396300238051023e-05,3.6340372776770016e-23
zero,139.23338437117528,2.5568777101911823e-15,5.11048315112187e-06,6.308762847487429e-06,1.14192459986093e-05,3.6340372776770016e-23
zero,139.2353943130653,2.546619990190745e-15,5.120765255039805e-06,6.3214558460304784e-06,1.1442221101070283e-05,3.6340372776770016e-23
zero,139.23740277794306,2.5364109148729874e-15,5.131060467527236e-06,6.334165026772703e-06,1.1465225494299939e-05,3.6340372776770016e-23
zero,139.2394097621125,2.5262502477067836e-15,5.141368765493283e-06,6.346890361208987e-06,1.1488259126702269e-05,3.6340372776770016e-23
zero,139.24141526187992,2.516137753301096e-15,5.151690125639991e-06,6.359631820578595e-06,1.1511321946218586e-05,3.6340372776770016e-23
zero,139.243419273554,2.5060731973995196e-15,5.1620245244622965e-06,6.372389375865119e-06,1.1534413900327415e-05,3.6340372776770016e-23
zero,139.24542179344584,2.496056346874993e-15,5.1723719382478625e-06,6.385162997796271e-06,1.1557534936044133e-05,3.6340372776770016e-23
zero,139.2474228178692,2.486086969723966e-15,5.182732343077492e-06,6.397952656844408e-06,1.15806849999219e-05,3.6340372776770016e-23
zero,139.24942234314042,2.476164835061318e-15,5.193105714824829e-06,6.4107583232261495e-06,1.1603864038050979e-05,3.6340372776770016e-23
zero,139.25142036557864,2.4662897131150032e-15,5.203492029156355e-06,6.423579966902378e-06,1.1627071996058733e-05,3.6340372776770016e-23
zero,139.25341688150579,2.456461375220594e-15,5.213891261531533e-06,6.43641755757842e-06,1.1650308819109953e-05,3.6340372776770016e-23
zero,139.25541188724665,2.446679593816404e-15,5.224303387202389e-06,6.449271064703524e-06,1.1673574451905913e-05,3.6340372776770016e-23
zero,139.25740537912915,2.4369441424372467e-15,5.234728381214553e-06,6.462140457472147e-06,1.16968688386867e-05,3.6340372776770016e-23
zero,139.25939735348416,2.4272547957104506e-15,5.245166218405956e-06,6.4750257048223495e-06,1.1720191923228305e-05,3.6340372776770016e-23
zero,139.26138780664576,2.417611329349805e-15,5.25561687340775e-06,6.4879267754369254e-06,1.1743543648844676e-05,3.6340372776770016e-23
zero,139.26337673495132,2.4080135201503798e-15,5.26608032064436e-06,6.5008436377434725e-06,1.1766923958387832e-05,3.6340372776770016e-23
zero,139.26536413474156,2.398461145983639e-15,5.276556534333221e-06,6.513776259914062e-06,1.1790332794247283e-05,3.6340372776770016e-23
zero,139.26735000236056,2.388953985792441e-15,5.287045488484688e-06,6.526724609865133e-06,1.181377009834982e-05,3.6340372776770016e-23
zero,139.269334334156,2.3794918195852438e-15,5.2975471569028576e-06,6.5396886552585e-06,1.1837235812161358e-05,3.6340372776770016e-23
zero,139.27131712647912,2.3700744284319763e-15,5.308061513184573e-06,6.552668363500131e-06,1.1860729876684705e-05,3.6340372776770016e-23
zero,139.2732983756849,2.360701594457762e-15,5.318588530720872e-06,6.5656637017419314e-06,1.1884252232462803e-05,3.6340372776770016e-23
zero,139.27527807813206,2.3513731008390968e-15,5.329128182695704e-06,6.578674636880161e-06,1.1907802819575865e-05,3.6340372776770016e-23
zero,139.2772562301832,2.3420887317980376e-15,5.339680442086941e-06,6.5917011355566865e-06,1.1931381577643628e-05,3.6340372776770016e-23
zero,139.27923282820493,2.332848272597486e-15,5.350245281666172e-06,6.604743164158715e-06,1.1954988445824887e-05,3.6340372776770016e-23
zero,139.28120786856786,2.3236515095359635e-15,5.360822673999125e-06,6.61780068881933e-06,1.1978623362818456e-05,3.6340372776770016e-23
zero,139.28318134764675,2.314498229943212e-15,5.37141259144516e-06,6.630873675416858e-06,1.2002286266862018e-05,3.6340372776770016e-23
zero,139.2851532618206,2.3053882221746206e-15,5.382015006158179e-06,6.643962089575989e-06,1.2025977095734168e-05,3.6340372776770016e-23
zero,139.2871236074727,2.2963212756068703e-15,5.392629890086135e-06,6.657065896667179e-06,1.2049695786753314e-05,3.6340372776770016e-23
zero,139.2890923809908,2.2872971806324184e-15,5.403257214971948e-06,6.670185061807774e-06,1.2073442276779722e-05,3.6340372776770016e-23
zero,139.29105957876715,2.2783157286553194e-15,5.413896952352884e-06,6.683319549861244e-06,1.2097216502214127e-05,3.6340372776770016e-23
zero,139.2930251971985,2.269376712086149e-15,5.424549073561027e-06,6.69646932543777e-06,1.2121018398998797e-05,3.6340372776770016e-23
zero,139.29498923268636,2.260479924336828e-15,5.435213549723906e-06,6.70963435289501e-06,1.2144847902618915e-05,3.6340372776770016e-23
zero,139.29695168163695,2.2516251598166367e-15,5.445890351763742e-06,6.72281459633718e-06,1.2168704948100922e-05,3.6340372776770016e-23
zero,139.29891254046146,2.2428122139263148e-15,5.456579450399033e-06,6.736010019617003e-06,1.2192589470016037e-05,3.6340372776770016e-23
zero,139.30087180557587,2.234040883054628e-15,5.46728081614319e-06,6.749220586334025e-06,1.2216501402477215e-05,3.6340372776770016e-23
zero,139.3028294734013,2.2253109645726513e-15,5.477994419305981e-06,6.7624462598364036e-06,1.2240440679142384e-05,3.6340372776770016e-23
zero,139.30478554036395,2.2166222568294813e-15,5.488720229993281e-06,6.775687003220591e-06,1.2264407233213873e-05,3.6340372776770016e-23
zero,139.3067400028953,2.2079745591474652e-15,5.499458218107437e-06,6.7889427793317944e-06,1.2288400997439232e-05,3.6340372776770016e-23
zero,139.30869285743208,2.199367671817826e-15,5.510208353347191e-06,6.802213550763872e-06,1.2312421904111062e-05,3.6340372776770016e-23
zero,139.31064410041645,2.1908013960954345e-15,5.520970605208692e-06,6.8154992798605895e-06,1.2336469885069282e-05,3.6340372776770016e-23
zero,139.31259372829606,2.1822755341948594e-15,5.531744942984962e-06,6.828799928714952e-06,1.2360544871699914e-05,3.6340372776770016e-23
zero,139.31454173752414,2.1737898892854326e-15,5.542531335766618e-06,6.8421154591701075e-06,1.2384646794936725e-05,3.6340372776770016e-23
zero,139.31648812455958,2.165344265486719e-15,5.553329752442136e-06,6.855445832819659e-06,1.2408775585261795e-05,3.6340372776770016e-23
zero,139.31843288586703,2.1569384678642504e-15,5.564140161697803e-06,6.868791011007618e-06,1.2432931172705421e-05,3.6340372776770016e-23
zero,139.320376017917,2.1485723024245444e-15,5.574962532018632e-06,6.882150954829527e-06,1.2457113486848158e-05,3.6340372776770016e-23
zero,139.322317517186,2.1402455761107615e-15,5.5857968316884896e-06,6.895525625132615e-06,1.2481322456821105e-05,3.6340372776770016e-23
zero,139.32425738015652,2.1319580967986273e-15,5.596643028789927e-06,6.908914982515597e-06,1.2505558011305524e-05,3.6340372776770016e-23
zero,139.3261956033172,2.1237096732915198e-15,5.607501091205108e-06,6.92231898732981e-06,1.252982007853492e-05,3.6340372776770016e-23
zero,139.32813218316284,2.115500115316309e-15,5.618370986615822e-06,6.9357375996792375e-06,1.2554108586295058e-05,3.6340372776770016e-23
zero,139.33006711619467,2.1073292335186174e-15,5.629252682504268e-06,6.949170779421474e-06,1.2578423461925743e-05,3.6340372776770016e-23
zero,139.33200039892023,2.0991968394589417e-15,5.640146146152777e-06,6.962618486167377e-06,1.2602764632320153e-05,3.6340372776770016e-23
zero,139.33393202785362,2.0911027456077143e-15,5.651051344644926e-06,6.976080679282453e-06,1.2627132023927379e-05,3.6340372776770016e-23
zero,139.33586199951543,2.0830467653417038e-15,5.661968244864955e-06,6.989557317886129e-06,1.2651525562751083e-05,3.6340372776770016e-23
zero,139.33779031043306,2.0750287129386496e-15,5.672896813499548e-06,7.0030483608539555e-06,1.2675945174353504e-05,3.6340372776770016e-23
zero,139.33971695714058,2.067048403574053e-15,5.683837017036783e-06,7.016553766816307e-06,1.2700390783853089e-05,3.6340372776770016e-23
zero,139.34164193617895,2.0591056533162143e-15,5.694788821767458e-06,7.030073494160022e-06,1.272486231592748e-05,3.6340372776770016e-23
zero,139.34356524409608,2.0512002791221168e-15,5.7057521937853336e-06,7.043607501028702e-06,1.2749359694814035e-05,3.6340372776770016e-23
zero,139.34548687744697,2.0433320988332156e-15,5.7167270989875215e-06,7.0571557453231895e-06,1.2773882844310711e-05,3.6340372776770016e-23
zero,139.34740683279367,2.0355009311714776e-15,5.7277135030745785e-06,7.070718184701684e-06,1.2798431687776263e-05,3.6340372776770016e-23
zero,139.34932510670555,2.02770659573451e-15,5.738711371551888e-06,7.084294776581451e-06,1.2823006148133339e-05,3.6340372776770016e-23
zero,139.3512416957592,2.019948912992337e-15,5.749720669728797e-06,7.09788547813775e-06,1.2847606147866547e-05,3.6340372776770016e-23
zero,139.35315659653875,2.012227704282111e-15,5.760741362720677e-06,7.111490246306387e-06,1.2872231609027065e-05,3.6340372776770016e-23
zero,139.35506980563568,2.004542791805267e-15,5.771773415447577e-06,7.125109037782044e-06,1.2896882453229621e-05,3.6340372776770016e-23
zero,139.3569813196492,1.9968939986220533e-15,5.78281679263664e-06,7.138741809021268e-06,1.2921558601657908e-05,3.6340372776770016e-23
zero,139.35889113518613,1.9892811486486036e-15,5.793871458820931e-06,7.152388516241019e-06,1.294625997506195e-05,3.6340372776770016e-23
zero,139.3607992488611,1.981704066651969e-15,5.804937378341229e-06,7.166049115420886e-06,1.2970986493762114e-05,3.6340372776770016e-23
zero,139.36270565729657,1.9741625782467665e-15,5.816014515345519e-06,7.179723562302461e-06,1.299573807764798e-05,3.6340372776770016e-23
zero,139.36461035712298,1.9666565098907113e-15,5.827102833790154e-06,7.193411812390764e-06,1.3020514646180917e-05,3.6340372776770016e-23
zero,139.36651334497887,1.95918568888051e-15,5.83820229744052e-06,7.207113820955081e-06,1.3045316118395601e-05,3.6340372776770016e-23
zero,139.36841461751087,1.9517499433482194e-15,5.8493128698710565e-06,7.220829543028971e-06,1.3070142412900027e-05,3.6340372776770016e-23
zero,139.3703141713738,1.944349102257288e-15,5.860434514465775e-06,7.234558933410919e-06,1.3094993447876694e-05,3.6340372776770016e-23
zero,139.37221200323089,1.9369829953980616e-15,5.871567194419628e-06,7.248301946666019e-06,1.3119869141085646e-05,3.6340372776770016e-23
zero,139.37410810975376,1.929651453384307e-15,5.882710872738394e-06,7.262058537125837e-06,1.314476940986423e-05,3.6340372776770016e-23
zero,139.37600248762251,1.92235430764931e-15,5.893865512239218e-06,7.275828658889074e-06,1.3169694171128293e-05,3.6340372776770016e-23
zero,139.37789513352587,1.91509139044166e-15,5.905031075551685e-06,7.2896122658228895e-06,1.3194643341374574e-05,3.6340372776770016e-23
zero,139.37978604416122,1.9078625348216063e-15,5.916207525118055e-06,7.303409311563205e-06,1.321961683668126e-05,3.6340372776770016e-23
zero,139.38167521623478,1.9006675746569964e-15,5.9273948231941905e-06,7.317219749515827e-06,1.3244614572710018e-05,3.6340372776770016e-23
zero,139.38356264646154,1.893506344619875e-15,5.938592931849464e-06,7.3310435328563526e-06,1.3269636464705817e-05,3.6340372776770016e-23
zero,139.38544833156558,1.886378680181814e-15,5.949801812968718e-06,7.3448806145325795e-06,1.3294682427501297e-05,3.6340372776770016e-23
zero,139.38733226827992,1.879284417611088e-15,5.961021428251363e-06,7.358730947263393e-06,1.3319752375514755e-05,3.6340372776770016e-23
zero,139.38921445334677,1.872223393968146e-15,5.972251739213175e-06,7.372594483540986e-06,1.3344846222754162e-05,3.6340372776770016e-23
zero,139.39109488351752,1.8651954471022856e-15,5.983492707186258e-06,7.3864711756308164e-06,1.3369963882817073e-05,3.6340372776770016e-23
zero,139.39297355555297,1.8582004156474833e-15,5.9947442933203665e-06,7.400360975573232e-06,1.3395105268893598e-05,3.6340372776770016e-23
zero,139.39485046622326,1.8512381390189955e-15,6.00600645858305e-06,7.414263835183655e-06,1.3420270293766705e-05,3.6340372776770016e-23
zero,139.39672561230805,1.8443084574095453e-15,6.0172791637604805e-06,7.428179706053603e-06,1.3445458869814083e-05,3.6340372776770016e-23
zero,139.39859899059655,1.837411211785635e-15,6.0285623694581385e-06,7.442108539551531e-06,1.347067090900967e-05,3.6340372776770016e-23
zero,139.40047059788773,1.8305462438836664e-15,6.039856036101831e-06,7.4560502868240935e-06,1.3495906322925924e-05,3.6340372776770016e-23
zero,139.40234043099022,1.8237133962067063e-15,6.0511601239377e-06,7.470004898796156e-06,1.3521165022733857e-05,3.6340372776770016e-23
