r,Dflat_metric_X,finiteF_metric_X,heavy_metric_shift,V_over_S,dV_dr_over_S,d2V_dr2_over_S,radial_kinetic_B,finiteF_radial_kinetic_B,kahler_metric_C,clock_metric,force_relative_Dflat_error,kinetic_relative_Dflat_error
0.5,1.47140452079103168293389624140323269285655729179231602439223,1.4714045207910316829338985521244113604369606807651987184547,2.31072117866758040338897288269406246929676933905377286195186e-24,0.679622758982959264799275727406840798664835818533312859030505,-0.435471328910699453487987526088832071197868069645125967298571,0.558060411593736711568652457416354950535100298975261855831816,0.913928951688623724789953035798974814113530764265881425440812,0.913928951688623724789952881106688834672978143152879884322365,1.09417695779562167272173410263629143417344570800424358488119,1.0,3.14083740537283309975432903199763643375927877910060676085971e-24,1.69260734867434563757479146286539296403220974895424280666678e-25
0.51,1.48083261120685231659257416623129734671368843762816234488007,1.48083261120685231659257644762257603341532736722133313158516,2.28139127868670163892959317078670508811265709771159660674622e-24,0.675295771062887205264601240700389385737199125393212428995486,-0.429943907151897719078935832204262283738970695577230995508893,0.547469038658692407917872672128968178091139569520133659685887,0.910944067555570892593865232903215899809670259820139804631367,0.910944067555570892593865088404938446282125206607673573694429,1.09776223987428994642895010845988068165662188441616948268318,1.0,3.08122776527376474467912512219271536662267126584293953087763e-24,1.58624752715361007559708057732427489640796713767626588242411e-25
0.52,1.49026070162267295025125209105936200057081958346400866536792,1.49026070162267295025125434367564221589121340937197630873446,2.25261628021532039382590796764336654233481177538000455137026e-24,0.67102353226596411299712258852273055445449294436940882067857,-0.42452106040629371528698505369560831643515876525875985156148,0.537143995889114554408274211177500685798535774640206435566775,0.907933047292594005937546064371550032187814410570029367447183,0.907933047292594005937545930083071464370632924062537406077976,1.10140279944864276182524939263765616960309467130309141925398,1.0,3.02311706637980220413406981272387399016362908138860297915254e-24,1.47905706228292908915506643802392886127739008167369448113091e-25
0.53,1.49968879203849358390993001588742665442795072929985498585576,1.49968879203849358390993224026969987054942663254953777350068,2.22438227321612147590324968278764491770114612551976604841511e-24,0.666805010018593434547243590461763089263329736871923730234386,-0.419200167231503667789582707514149731401249251025544757286782,0.527076964229829514726414991385113620993132269017265389411973,0.904897202680482189984292872872441270331447855520437838507239,0.904897202680482189984292748795487025432727249664572977758998,1.10509790177028369202130695676917318027168026837093942232586,1.0,2.96645848795411503821194365589440132873046635893085607190008e-24,1.371171817940850705096361255406544060674484063158854342095e-25
0.54,1.5091168824543142175686079407154913082850818751357013063436,1.50911688245431421756861013739127210787013746414936039771524,2.19667578079958505558901365909137163699392737233398306431276e-24,0.662639197550871736543455321299841283795605775712291938807562,-0.413978687814830586914246785345389638901852418503702638040072,0.517259934511290383191904019882288385342045239240062006139742,0.901837827137672684754253956255315172039942080205167291328014,0.901837827137672684754253842378312968667712956099675876142281,1.1088468124849924734239322179884869736226743210874455949256,1.0,2.91120695333694332232144056839770327597055304183754227010877e-24,1.26272150908555760878314002971800022232610879097030059946327e-25
0.55,1.51854497287013485122728586554355596214221302097154762683145,1.51854497287013485122728803502729910089240339859558037450311,2.16948374313875019037762403274767165900380840336764257416581e-24,0.658525113095560233883651081284056942290665687800554653582329,-0.408854160941890613166260030922532929882188996355957225180673,0.507685194065606223466900282569409744292413374156172846421872,0.89875619488240191379928680954717885604089806681403414767736,0.898756194882401913799286705846001253957218013592988314641799,1.11264879807681923045588321378424537896906139997079660968669,1.0,2.85731905461884963539662422548530235088087132898172308924423e-24,1.15382990618109173567393913490133438096366614473106867396382e-25
0.56,1.52797306328595548488596379037162061599934416680739394731929,1.52797306328595548488596593316512269258094565124710546457191,2.14279350207658160148443971151725261144027597180319217767401e-24,0.654461799116711954034126649592950341827101708089508144398349,-0.403824201095765218243829507801926846709423753319683145140606,0.498345313999149395122098529849862403316650170929181755393526,0.895653560162364346520862113078764407687637789900113757193352,0.895653560162364346520862019517447137199407456146727373011745,1.11650312629664498794639487271840758694305045256534810490559,1.0,2.80475298100927889479358555358383542758570094309169920701838e-24,1.04461503232932392547796486731604139012312376900683449372922e-25
0.57,1.53740115370177611854464171519968526985647531264324026780714,1.53740115370177611854464383179247166192198536057719019653916,2.11659278639206551004793394992873201721393375845511671328908e-24,0.650448321566681498109333473513051992845401994616675830908837,-0.398886495680295436516216715602563989006263268199623948186042,0.489233137085726035447679705363313239750439796915190131178847,0.892531156550548752765468863870623791019411886196823306278247,0.892531156550548752765468780402060251941931034131603314319078,1.12040906657510585076982153475568324703946996243010367750145,1.0,2.75346845069772925962549902349985126965149802651080201113167e-24,9.35189353631827140697713378310660830133980626836196677212846e-26
0.58,1.54682924411759675220331964002774992371360645847908658829498,1.54682924411759675220332173089744761672644390617557594348173,2.09086969769301283744769648935518674976192104287870604891116e-24,0.646483769170306433897115217354169291800715778348716300970164,-0.394038802361483417804478245152328178197877580693929220166213,0.48034176624647646270331822000483734041077688250407618275444,0.889390196305772998373404499773586866641362000599021459010707,0.889390196305772998373404426340199186819582919497631073688473,1.12436589041982116746601569253790088972613623123170353064395,1.0,2.7034266460171162121524114167030827502905938000029895836406e-24,8.25659963251667402246332596416907557602501378301847957569723e-26
0.59,1.55625733453341738586199756485581457757073760431493290878283,1.55625733453341738586199963046851148285942424309696297141164,2.06561269690528868663878203006262881235627443225410888596357e-24,0.642567252735108045958620682504042040314636811343948901200163,-0.389278946521294622692872740089584167231357631179655348362036,0.471664553584709463717412383396518904050187780222089253974863,0.886231869796305874400360541412699151761803387459912071126105,0.886231869796305874400360477947086188613905485217226537425027,1.12837287179690674571545818500524331829929061080938263327227,1.0,2.65459015173037753793906578772824363123114032227566045888928e-24,7.1612875959578185844867444946140036565125414613919759912582e-26
0.6,1.56568542494923801952067548968387923142786875015077922927067,1.56568542494923801952067753049447056125100619920437461513293,2.04081059132982313744905359538586226186222317480603920876632e-24,0.638697904486414677175476804794071025654212407310128198983427,-0.384604818818462318942082497879311447606470556971580493895896,0.463195089945777501816930367975587643317610965783159082711938,0.883057344984847202178204423165900648622496986896665384574534,0.883057344984847202178204369591463313570306258079924056641312,1.13242928749679271626569044360636342134149567302250485492773,1.0,2.6069228962720776710748051655414631260160197084816095141411e-24,6.06692618993747227009085485910850747144851323589125899405643e-26
0.61,1.57511351536505865317935341451194388528499989598662554975852,1.57511351536505865317935543096446612558186792784018075556251,2.0164525222402968680318535552058039966280581605048785172286e-24,0.634874877426363415026201491179675931940248983504664588469949,-0.380014372851185974590648818663559209021015375285609557327795,0.454927194973878406230862147791783746926981000438978956071901,0.879867766973035149836326329179684869714985550923529210603169,0.87986776697303514983632628541122915421747452564447344270719,1.13653441748440192635596916395188319804021108909450793489531,1.0,2.56039009578677964431155421057503341247195942288675434394178e-24,4.97443563208048058202795268868382254294132734908292197838571e-26
0.62,1.58454160578087928683803133934000853914213104182247187024636,1.58454160578087928683803333186796153498445934102333758733149,1.99252795299584232829920086571708512983009088686461639759144e-24,0.631097344715785582375390830914766398884323347456434685240767,-0.375505622916887880712639375354533556310306906666342727128443,0.44685490763933192085259570850920369253897260166315938192879,0.876664257603561809105968859310392470241653735034161470308876,0.8766642576035618091059688252547105530233787081562248093865,1.14068754523377877555472618786417481773763321930204326758333,1.0,2.51495820081531143533354898172150307804102310819908917979785e-24,3.88468922074141029888327209328630640732965823925010019566838e-26
0.63,1.59396969619669992049670926416807319299926218765831819073421,1.59396969619669992049671123319473083746232169173733046356057,1.96902665764446305950407901227282636143774621828334061941246e-24,0.627364499078028553002611997910743023530406667227707762423138,-0.371076641864448990273278766712936997745195269646777213738397,0.438972477211434762418016748108352560917347367337171381380304,0.873447915117904036651763608954871600519096158234953828694336,0.873447915117904036651763584511301418095931592971303816797614,1.14488795804729019043136590497105702376873839659470040618236,1.0,2.47059484548880677673869825308450952338113886320002285304971e-24,2.79851491535400854597719068789042129209037582519375968532231e-26
0.64,1.60339778661252055415538718899613784685639333349416451122205,1.6033977866125205541553891349348478410121743487661525539579,1.94593870999415578101527198804273585377550818477405485504943e-24,0.623675552223810982073230558612202685269461042089277683318944,-0.366725559034586566323078427315338329008888386275309944005834,0.43127435465345310925269352699690824726601354046230321590337,0.870219813867615740230977942943165361500199440149310889024748,0.870219813867615740230977928004129027898242205303130292617596,1.14913494735954998535681256326721721765358978141270547257946,1.0,2.42726879909859095447359360606444200533296317956997108405666e-24,1.7166968730816089741152706859498952212971276261554642116673e-26
0.65,1.61282587702834118781406511382420250071352447933001083170989,1.61282587702834118781406703707867563064069409084360815515889,1.92325447312992716961151359732344899987500256774869089202491e-24,0.62002973429625076684580282881720052470284994238167630621475,-0.362450558284263757582522103693793107734206007906818078586954,0.423755184417673685376576377173270586062051208207595199462438,0.866981004077079529766335461948859137480368223865594138390614,0.866981004077079529766335456400380603803906817449240222708541,1.15342780902624520117033895058730944416626754088585540885235,1.0,2.38494991991764900583591930503912173650356644414069365685962e-24,6.39976943852759453018151964809654577211369188417705011763636e-27
0.66,1.62225396744416182147274303865226715457065562516585715219774,1.62225396744416182147274493961685651060525686935758100876623,1.90096458935603460124419172385656848879034410090712584520819e-24,0.616426293335245069398264915185169623286509285135508623622109,-0.358249876091235559900719175450626450362619774515877324779565,0.416409796619710270755190065284631283288195959699700626039645,0.863732511655579272941705370845897294581192861025767491656298,0.863732511655579272941705374568099644529210379775937050948497,1.15776584359806818712794554537506549895827882057764720851753,1.0,2.34360911115659334421399381080531233120684281394389024181053e-24,4.30943874373027832033134795755047320499817383565911401927088e-27
0.67,1.63168205785998245513142096348033180842778677100170347268558,1.63168205785998245513142284254030235227973059421232733282947,1.87905997054385194382321062386014388284766709299449967557723e-24,0.612864494760419668654268861848215116939374235350899026361682,-0.354121799735037613673340103486585258659230766579579774399674,0.409233199572457525016984429996754114272617801915118971629324,0.860475338056529890803798108687072216879363447882339565255728,0.860475338056529890803798121554655000185886113396642637011133,1.16214835657998123858457432436950579959407668840742842093896,1.0,2.3032182789437737730891663621586568002548185680835859836236e-24,1.49540401847765361600558464701664341968973660652727959275172e-26
0.68,1.64111014827580308879009888830839646228491791683754979317343,1.64111014827580308879010074584018532905682896353813023374634,1.85753178886677191104670058044057291152168832537426519580958e-24,0.609343620871900883053333115235656264199069842626511484198959,-0.350064665550914708193076535401211940699677864779505560393835,0.402220572661203984034855237103217256789149168583595432985759,0.857210460181685985411968499274771656111423765113631918004226,0.857210460181685985411968521157468667971651188710164636348274,1.1665746586760615748690338489599301832842328073574711779305,1.0,2.26375029222547620200817839030231092675414103728251112342063e-24,2.55277997975225173547044727157235116677923973496921821223948e-26
0.69,1.65053823869162372244877681313646111614204906267339611366127,1.65053823869162372244877864950792902065140736258568143599282,1.83637146790450935829991228532233154534240994124968888430783e-24,0.60586297036819742987382626986789284341133685651374232259119,-0.346076857253365439012768263091074454564569617457713440207334,0.395367259542466093500399530061508514198780501241374865386862,0.853938830328145887412889437373003384692326462534420424697469,0.853938830328145887412889468136021305340302399778979506527199,1.17104406602019339693945683708010674295638679545411002118012,1.0,2.22517894448806594197688752638566655837823600449439486462932e-24,3.60248495888476809281482979730329542784213559405939280415628e-26
0.7,1.65996632910744435610745473796452576999918020850924243414912,1.65996632910744435610745655353519987006798765487662158967077,1.81557067410006880744636737915552165390567155833228696997884e-24,0.602421857880511967526162536364601196394559140481251806500617,-0.342156804326148869393130796455806048201248675682676909407419,0.388668761650089922443395364024059512318953874665948610036637,0.850661376175971725314905896554597816395995814983370316111705,0.850661376175971725314905936059036130953040263959502774611639,1.1755559003928907664472888320351195872398566987441036105837,1.0,2.18747891720947392248853535900543057401509995935738583708475e-24,4.64396755523845185360321016889470321396282491103470812007397e-26
0.71,1.66939441952326498976613266279259042385631135434508875463696,1.66939441952326498976613445791389897734408224935575751400027,1.79512130855348777089501066875936330700632440315682019299262e-24,0.599019613522832801599453300671751165481343872908167489064557,-0.338302980475758911789405616242023787176581754486096255401993,0.382120731993091147877261963977205122044124216467357974588963,0.847379000814258434533295707936777864279768889181508582591502,0.847379000814258434533295756040030488652599519293917880918446,1.18010948942455016534901017797573335936485582739587892757766,1.0,2.1506257449526242745673149224563945837559990267476578117958e-24,5.67671048942087739558881963747827599231699452371405616900346e-26
0.72,1.67882250993908562342481058762065507771344250018093507512481,1.67882250993908562342481236263615421498166747427680354757544,1.77501549913726822497409586847245063745946924214275981715371e-24,0.595655582457185416497012690261875893507914109958434239296314,-0.334513902145523057773767534864971393760314313060598005462937,0.375718969230571095624088802912298004349415788482792380956932,0.8440925828035045376219755395967715474129981124696492747679,0.844092582803504537621975596152910591265361980080924731842907,1.18470416678544490069720018381510247746995610361139948001047,1.0,2.11459578201828240539755146920205288293737788810563062813134e-24,6.7002293582548883178022616592576227953540234599864989568794e-26
0.73,1.68825060035490625708348851244871973157057364601678139561265,1.68825060035490625708349026769431265073534196181187082073243,1.75524559291916476831579508942511978193913890048355656651998e-24,0.592329124473451208885450500215107867098617975755829257542427,-0.330788127087624593191197358588157884797562317549814307722361,0.369459412009860843865229156452420119224814891888863289556773,0.840802976272164346661853317252805064553898641485842289556772,0.840802976272164346661853382112947167105102783211780116014445,1.18933927236278508840351509284353246748135354397284280598521,1.0,2.0793661705793852357731893478051127530406265207754745044938e-24,7.71407142135950908631823015994540988197417601170383441497426e-26
0.74,1.6976786907707268907421664372767843854277047918526277161005,1.69767869077072689074216817308093326414001400563209201732628,1.7358041488787123092137794643012257880937361336308509899956e-24,0.589039613583187128359997547954400000188035265246649373051923,-0.327124252990482051659974610772148519737410614752559796618614,0.363338133554810155535967782665512719341084281633080118762472,0.837511011045294291865106797231590714211313875933167613521697,0.837511011045294291865106870244246392747585720803643246078199,1.19401415242517686073620580051049704198720348190256659469706,1.0,2.04491481022321943907513166754847756348214565311024339269916e-24,8.717814418631876296350805859256613545767020753860619338629e-26
0.75,1.70710678118654752440084436210484903928483593768847403658834,1.7071067811865475244008460787887799438359297199092343243844,1.71668393090455109378222076028779605734572910121371341331599e-24,0.585786437626904951198310981253903994123765431278366799917983,-0.323520916159046861873420912833615599563273326849214700650832,0.357351336491856563157967734000166603127015444941113593177972,0.834217492803244715686121598114300533853880603378387722181628,0.834217492803244715686121679125706988309438928810713948414095,1.19872815977482277501407838523121197667226434158894781895748,1.0,2.01122032883185765647556241165929306452104443289676415377106e-24,9.71106541799197115355972919003330080862779580806769975953097e-26
0.76,1.71653487160236815805952228693291369314196708352432035707618,1.71653487160236815805952398481081475338685157326361137727016,1.69787790106024488448973929102019397849547834344252950021528e-24,0.582568997894292696717276707132600754712533007276604907295991,-0.319976790245700379230919188659978812903194630441712544593657,0.351495347902185313431780747306980816761494604464990072925595,0.830923203268392061618059422658911999548163281614469452425649,0.830923203268392061618059511513349819273189291631008403220121,1.20348065388781223646440867646733277514718916821018987801986,1.0,1.97826205473506381153480644667435579400538358779682963795281e-24,1.0693459692811662774349450095052042424953741210665770476318e-25
0.77,1.72596296201818879171820021176097834699909822936016667756403,1.72596296201818879171820189114019145389043982286286165418693,1.67937921310689134159350269497662290592432685707197455324585e-24,0.579386708756883310124083089237854380633864522916884149139526,-0.316490585029545177617323480408581559706883146963865325351653,0.345766614588925903376823210900044701875855283438032872073349,0.827628900417954329971972659259962088429968931620097524375622,0.82762890041795432997197275580005630927726198023084479989987,1.20827100104285616818669378509099660096014081504321365309442,1.0,1.94601999007345264857896783416590860550746467760378880529783e-24,1.16646596284994812354673145566323627783737094685315465919113e-25
0.78,1.73539105243400942537687813658904300085622937519601299805187,1.73539105243400942537687979777024927225044882980739188035597,1.66118120627139421945461137888230409640196932260843202428244e-24,0.576238997312697244388331308284336843022168796247627852242661,-0.313061045241993003010973601170614224814957378254812070027377,0.340161698548928221801050757810517671962439675879731218974646,0.824335318720984395627170199655630323470496018861520508027374,0.824335318720984395627170303722636284578912909896355816097396,1.21309857443882424733382897515490295422131311582042934200979,1.0,1.91447478531305020088174278255642299013639763822250700257946e-24,1.26243536577537245553080366371551036367195888950129905195868e-25
0.79,1.74481914284983005903555606141710765471336052103185931853972,1.74481914284983005903555770469450690452016355449411418578261,1.64327739924980680303346225486724288910405903444605617334289e-24,0.573125303042406036304650221042027071688203578651808531160556,-0.30968694943665352213998497764410184237810153505529640222151,0.334677272639223283383800798087978147966951312576698224327089,0.821043169397690740428196969132542794556043797465381952842445,0.821043169397690740428197080566617244675402880350215747949789,1.21796275430144586030639255319912551634257116121367924436523,1.0,1.88360771485556475546242398032529772627917805904148159145419e-24,1.3572255224029975065736815431946375258156284022168205787018e-25
0.8,1.75424723326565069269423398624517230857049166686770563902756,1.75424723326565069269423561190665674423738145961916966801618,1.62566148443566688979275146402898861316064345381861746726871e-24,0.570045077476583444781415747156491641989722348931086440162061,-0.306367108901624278249485875680276876065529409643146220387174,0.329310116428802472504071470779918162497822785172535692732345,0.817753140699292831014919130589282573401732429335646430753722,0.817753140699292831014919249229740476289065981136848356032249,1.22286292797953759144232206298108260346175406722843159837676,1.0,1.85340065369165476807815733967759531634062896219191598586168e-24,1.45081017727957874840189386652834369027962318895562449433582e-25
0.81,1.76367532368147132635291191107323696242762281270355195951541,1.76367532368147132635291351940055932615488836718884931609078,1.60832732236372726555448529735657537014715642550652905282682e-24,0.566997783873629255391285943311892264382268993304913865932837,-0.303100366612373411958589543541504156777650629046647327593433,0.324057112226847208438344633576320743965380444258559292827169,0.814465898206678287436867422940312336373821460184317073742668,0.814465898206678287436867548625869823701607788554377311728893,1.22779849003112062865374413693325513559310212900932888118516,1.0,1.82383605504728296049625672245543617502434551707155412527996e-24,1.54316537701660663750717343178325345817928213027946697697249e-25
0.82,1.77310341409729196001158983590130161628475395853939828000325,1.77310341409729196001159142717023797622837232617969476422935,1.59126893635994361836764029648422609718486769933694247942154e-24,0.563982896907968504169158904264891372541568596978380520518307,-0.299885596223493017595769512826569529423467099561641174930998,0.318915241279009966027821253658751464228423264668251158476606,0.811182085146190685832684316506752157265987420539518156062608,0.811182085146190685832684449075756075633638640826549088332102,1.23276884229979102345563917879540869764678039632471726651955,1.0,1.79489692897588555232257256808549309494344777909127915653061e-24,1.6342693748528254928827520875851944646955384625904547310723e-25
0.83,1.7825315045131125936702677607293662701418851043752446004911,1.78253150451311259367026933520987365915755547917551258431654,1.57448050738901567037480026798382544524018695575077263495889e-24,0.560999902368145682460327129399016420321354023668155621982882,-0.296721701097682764772123064612214479629083107632243929785968,0.313881580123789465437293820220828471297774016975110655826778,0.807902322720939897551549496928092056018177370085590506197959,0.807902322720939897551549636218736552069309059852938903627669,1.2377733939817043577587295852225366127006913729232898476695,1.0,1.76656682185157253573987555791765256309578346412504529647347e-24,1.72410253787776217069928552404993739457133387982875895830591e-25
0.84,1.79195959492893322732894568555743092399901625021109092097894,1.79195959492893322732894724351380001518739478786376858687206,1.55795636909118837853765267766589312323345121958121285448201e-24,0.558048296864449497508192660959912181158340558231457973531134,-0.29360761337040088409037255860605274500372124981870834851067,0.308953297101459285819579712717304437656103978743262051255583,0.804627210456090895809963036046878846704822883411675039965974,0.804627210456090895809963181897409431050768711100722350184992,1.24281156168353411949463875443796528266561464633490194442382,1.0,1.73882979672091868731701085311207395486733341540418438567741e-24,1.81264725687903041098928447965124546570766790476592822915389e-25
0.85,1.80138768534475386098762361038549557785614739604693724146679,1.80138768534475386098762515207649857826581545495846897513447,1.54169100300040966805891153173366768260057715232713359306911e-24,0.555127587545719022084281596777387631093978170768971230352453,-0.290542293048693041137856458718758414591946042485069069593389,0.304127649008401749813290669132650491629132875147947765442672,0.801357326556651597970024332250561682972920390345129378227368,0.801357326556651597970024484499467209638123407498324163866625,1.24788276947176004514905411157763757465060943359518418744728,1.0,1.71167041447311457110906521825308718664485273189910087605028e-24,1.89988785877659327422145933433550960920987513814157273216278e-25
0.86,1.81081577576057449464630153521356023171327854188278356195463,1.81081577576057449464630306089259416802382167489658592047322,1.52567903393631054313301380235851858789877259784978449515242e-24,0.552237291824996610075014746303155673161277183176535178547031,-0.287524727142779235267879067587889023139056320298947374809824,0.299401977890069151085946581742030363063138315516949434946521,0.798093228276345225014997949316791287159719280081388939687764,0.798093228276345225014998107802984280631210262501182794934119,1.25298644891363891867807857178524589944339319958096536600557,1.0,1.68507371579033046386898612934898388011350786782939293019317e-24,1.9858105216073148466728677342529612794810819579013915520063e-25
0.87,1.82024386617639512830497946004162488557040968771862988244247,1.82024386617639512830498096995685044839412768360535605818515,1.50991522556282371799588672617574267217617887049537904830692e-24,0.549376937113706820583803378372206524405850846171625921043604,-0.284553928829044875809421609736669500758301232829952487521337,0.294773707966143638551529252088399811467028809645658522560021,0.794835452296217546774737825791194959582881082294475911845908,0.794835452296217546774737990354180716301098374260049211456091,1.25812203911020588954749347879272598073125335921554654052772,1.0,1.65902520384211170982671269013465655170530825171804706253564e-24,2.07040319202306091719723415809129232430855596694384070062105e-25
0.88,1.82967195659221576196365738486968953942754083355447620293032,1.82967195659221576196365887926416564601674677673946999504988,1.49439447610658920594318499379211956357982017604676725316254e-24,0.546546060564053815718440855016119517309314886271321984757682,-0.281628936643144811571049869396424282731021924305370742290138,0.29024034268179661924353845190708638345737915456752538456208,0.791584515111693966748892265873911628017194314897878198101419,0.791584515111693966748892436353946513328156175901039321783622,1.2632889867216493515198061879064055173992825342959328653765,1.0,1.63351082768947875396651541702851893741463405914030269348009e-24,2.15365550526535917926129948466794311954424648930128025835378e-25
0.89,1.83910004700803639562233530969775419328467197939032252341816,1.83910004700803639562233678880956842189527964930323795061601,1.47911181422861060766991291542719785116453345485999962659687e-24,0.543744208819342309777328638629103199716364459360549172113193,-0.278748813701988510656716815643350298895849139760591952932365,0.285799461879259602333264860550836257574242692123302855606827,0.788340913426865435624503572425462330159188969083383220781097,0.788340913426865435624503748663701685399320656959577592377576,1.26848674598539686927428889804094463355560598848985760605493,1.0,1.60851696636615579219375943776186668522502734162577282506817e-24,2.23555870757924062645191826735219681980981077820223433464595e-25
0.9,1.84852813742385702928101323452581884714180312522616884390601,1.84852813742385702928101469858821389006690688373486854118797,1.46406239504292510375850869969728196613795934121530819970643e-24,0.540970937771939181139238233893470968993834952777384741055376,-0.275912646953430985875038726557206128078036269024433133520595,0.281448719084212105169319225897931952889812844416000458268479,0.785105124554845445099155871515348815852548449616194173222831,0.785105124554845445099156053353984883399137731655198539906463,1.27371477872724361007699866520899394461265138113887054506406,1.0,1.58403041360600494993449914469021551832576901210895700969171e-24,2.3161055810283888311726960752753393755954000723549623313919e-25
0.91,1.85795622783967766293969115935388350099893427106201516439385,1.85795622783967766293969260859537977733320673502203660195283,1.44924149627633427246396002143755897886748540296656090105799e-24,0.538225812328604342178670877075255722316213012758675275073227,-0.273119546452547604702206259130950603493615338754039305713863,0.277185838901769630317647419521689950141975030036401016072541,0.781877606823102645198134321094932616462805858139863679227384,0.781877606823102645198134508377322883297490802991491297787045,1.27897255436584828772504275809437510098855871773068798267099,1.0,1.56003836318730407744452207570492166129224049990020786262068e-24,2.39529037067315240299876918507197814478022487785276662443086e-25
0.92,1.8673843182554982965983690841819481548560654168978614848817,1.86738431825549829659837051882646271836872761808946120886075,1.43464451456351266220119159972397905603760758542555600337236e-24,0.535508406182930424719435473745964305988493518074473070521755,-0.270368644663421769983864957742896849572655233633667431107066,0.273008614517116783554366451756191608847569604023942776512004,0.778658799982734773952572396808686896958683135050111393631648,0.778658799982734773952572589379473249601043731050855918004386,1.28425954991091480817115221244228001034712585720774806795131,1.0,1.53652839486598116373337535371356695976094106020036487196623e-24,2.47310871407235413887100439697512297381968707960969625884852e-25
0.93,1.87681240867131893025704700901001280871319656273370780536954,1.87681240867131893025704842927697468078053352906162052993274,1.42026696187206733696632791272456320334201556305010526836214e-24,0.532818301594641305116578479148951953565632607580894710807751,-0.26765909578542275695667086348063037710715477674759052161517,0.26891490529607825587981537000205985781089507085637135430465,0.775449125620709435089126513119009887484754211428474136416037,0.775449125620709435089126710824228963100185245620141625776529,1.28957524995537066999112643370529131422016677111237071757769,1.0,1.51348846087131219532311337341405572336715869437700556789268e-24,2.54955757306918086913173191757514370430160849192003906445239e-25
0.94,1.88624049908713956391572493383807746257032770856955412585739,1.88624049908713956391572633994253951493545147934413802635574,1.40610446205236512377077458390049835587218098654283028666989e-24,0.530155089175509488793742343541038653391277953573869257591193,-0.26499007510299688346740045747850968780530141746303183286801,0.2649026344811544977218626277358730666611597521824636672693,0.772248987574155674944938788333596416266517227254156056807948,0.77224898757415567494493899102078152637869831420555558323889,1.29491914666184576471220902416152608339035654971881403142583,1.0,1.49090687293890686035720228492180350435539293379041561489481e-24,2.62463516782078036523879720952790055335383875362193150339821e-25
0.95,1.89566858950296019757440285866614211642745885440540044634523,1.89566858950296019757440425081888962360318020084037795195692,1.39215274750717572134643497750561169270689604433871889712322e-24,0.527518367681661922376614565852123807701144741683460613814897,-0.262360778358038804879543434904194418594982999922871343394071,0.260969786978770275105450736780493773606452684979152389701339,0.769058772345847181209706558971067113544113978403798011177809,0.769058772345847181209706766489342108128270295856373335666607,1.3002907397437475856611654881818644818954077147242305241514,1.0,1.46877228985705235082868998977887152777194277437414164283345e-24,2.6983409130305426962350370369995318519246176224398949918306e-25
0.96,1.90509667991878083123308078349420677028459000024124676683308,1.905096679918780831233082161901862746683424895534624861885,1.37840765597639883489529337809505192022083390490750220515378e-24,0.52490774381205292459579193679628576373277341715805416627019,-0.259770421143951186712613487956927386205200597926365106450964,0.257114407233693668707703180683905072965839955594032297122767,0.76587884952007315843098259143322942295391096673356228150433,0.76587884952007315843098280363339485379225570609481696203907,1.30568953644122103031562977314320271017705258623695859441665,1.0,1.44707370550366388402716496165813059925880142311427972171422e-24,2.77067535634141734058286215865486880552164032667799563477059e-25
0.97,1.91452477033460146489175870832227142414172114607709308732092,1.91452477033460146489176007318739885649442098697251230848489,1.36486512743235269984089541922116396953971522725991711336396e-24,0.522322832012891645827112541343469950697503472256116698219636,-0.257218238320540432898792961654660667238838978339030450050591,0.253334597186781162449251355937145076668824441562244318668664,0.762709572178146450418480599320800986768397900455644042314311,0.762709572178146450418480816055412919851920350687314711520444,1.31111505149227300832460005970548222910312402720446215770232,1.0,1.42580043735220541685675330643899279179911116586365293956311e-24,2.84164011884802610548958930136805910392789336590889782610659e-25
0.98,1.92395286075042209855043663315033607799885229191293940780876,1.92395286075042209855043798467153715929918180638343983325425,1.35152120108130032951447050042544548732063879238318289026757e-24,0.519763254287819800308376413466631794400024256277021952194249,-0.254703483448933645181338736605954879763917596873463515020258,0.249628514312391928954458064950184801984254710996184730794994,0.75955127731285021521070048598857981857511213011391616371259,0.759551277312850215210700707112021636072991754686110581701091,1.3165668070993339809231978575412350514933206685786846325719,1.0,1.40494211542599908005493967843381176645809132000854922992994e-24,2.91123783768478531857764558508601991364087801948835823288064e-25
0.99,1.93338095116624273220911455797840073185598343774878572829661,1.93338095116624273220911589635041319893509811153883067036823,1.33837201246707911467379004494207162276295975129813370893012e-24,0.517228640013643383469607290087497368115497305428100887357634,-0.252225428245737662742882703356574864346834317652065061588385,0.245994369731991873550020198156553674796102685254959973347776,0.756404286241174365905891278370331977417257012213762545587174,0.756404286241174365905891503738879500341794404894754826109458,1.32204433289152039034772275892152163269590643208222358968066,1.0,1.38448867168134059569241275709023356857230215498545416399636e-24,2.97947211064675680183452954764300160785797792665317291268485e-25
1.0,1.94280904158206336586779248280646538571311458358463204878445,1.94280904158206336586779380822025605859264670363657238424286,1.32541379067287953212005194033545840189687390857954305398933e-24,0.51471862576142970718986747916738545301355437951498927422037,-0.249783362055694977772249528577208945706090510720860129053261,0.242430426400636026325885828465889386991462035980306866713336,0.753268905014741035328065350933427102844630575795526998606706,0.753268905014741035328065580405307356049123556339240176449648,1.32754716588285372051571386787824817229671676204648504594212,1.0,1.36443032980078362420187794903546908654239928535454346314174e-24,3.0463474427995121005686116607107973086193453010622641466069e-25
