kappa,r,hidden_metric,t,V_hat,dV_hat_dr,V_over_S
1e-6,1.9,2.79133730734985810739541475242308486181282771114228371627684,0.000000128343937712246609035090800628957910002331482823586377972883,0.000000358251229744463531470092491748727606424647993378267658262542,-0.000000121003824907351263793392460414183188334989796065217886617658,0.358251229744463531470092491748727606424647993378267658262542
1e-6,1.95,2.83847775520137769569854803713540257543398695728012006283848,0.000000124116354132256352695662795073293413519290087567708792740575,0.000000352301517963540932019566172476725898717074542851499109802477,-0.000000117018020884092581896615631484412835292017158526072891528598,0.352301517963540932019566172476725898717074542851499109802477
1e-6,2.0,2.88561820325838994423585791899139905204611187191629562096657,0.000000120094263212500272953378468280619882704747031523397662813836,0.000000346546199244211223027910057264332178204740909098441320983749,-0.000000113225957198881432622293509172350881459849519367435859848684,0.346546199244211223027910057264332178204740909098441320983749
1e-6,2.05,2.93275865150778947198446410797668212302800328413399572225051,0.000000116264559571955489518223428082316118387785500022242384452957,0.000000340975899707119144417452551277510960306196937050485722331456,-0.00000010961527797999606644295066492656774072996549518029343539149,0.340975899707119144417452551277510960306196937050485722331456
1e-6,2.1,2.97989909993749923225863328443111820593586639372486451354966,0.000000112615166163936269070537540895938325768197137211102311363691,0.000000335581838632313431381573222450592571779241409247068037638154,-0.000000106174596878625565292652941354405304369461467326054851386486,0.335581838632313431381573222450592571779241409247068037638154
1e-6,2.15,3.02703954853637518284276046342337302313809164658829413502916,0.000000109134938946227006625389472443854895291881335230142581050731,0.000000330355782272549316670876114264660589598491713019477784711913,-0.000000102893407191009284581601019925616600186462358924883979404128,0.330355782272549316670876114264660589598491713019477784711913
1e-6,2.2,3.07417999729412110933098028509932041999921165626944816827272,0.000000105813581704421836822925096571430359572383257660946923470618,0.000000325290001916037821803401070135699493277562992004860701475231,-0.0000000997620015531113069558829376159003432945484323400005574322894,0.325290001916037821803401070135699493277562992004860701475231
1e-6,2.25,3.1213204462012123843579560126366051131422306052436728242427,0.000000102641569811155422926322057995287722792178250714477676652264,0.000000320377235749394462108798511706213298246159423216760826154984,-0.0000000967714000601338929933502358677524735321755025273245932496673,0.320377235749394462108798511706213298246159423216760826154984
1e-6,2.3,3.16846089524882760717137993549754343434137369170855104883881,0.0000000996100818656754572250426730472012101494638973366345660114499,0.000000315610654125011271942857501716844744760841314114329983396195,-0.000000093913285815688348168680418644799999942025755669806572581017,0.315610654125011271942857501716844744760841314114329983396195
1e-6,2.35,3.21560134442878720622546931329636656448193126619234628174922,0.0000000967109382964361569787011729080561119947684609671057530462802,0.000000310983827883492382923019921794375074579923386663561066404128,-0.0000000911799470457650411398707325525178107312875477892186642600895,0.310983827883492382923019921794375074579923386663561066404128
1e-6,2.4,3.26274179373349820587934581517647761707595572441971269052481,0.0000000939365461277966438564409606913644807238165957734421205690692,0.00000030649069942217406617662118472029371032567258734201939007819,-0.0000000885642250242772394544501069718353572254951001421443889400726,0.30649069942217406617662118472029371032567258734201939007819
